map_kind,system_name,target_motion_mode,clue_acquisition_mode,planner_adaptation_mode,policy_name,path_safety_mode,anomaly_top_band_selection_ratio_pre_first_detection_mean,anomaly_top_band_selection_ratio_pre_first_detection_std,unfound_target_neighborhood_anomaly_mass_ratio_pre_first_detection_mean,unfound_target_neighborhood_anomaly_mass_ratio_pre_first_detection_std
ALL,single_usv_infosampled,random_walk,ucb,no_kappa,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,0.38970900724403085,0.19501440135947543,0.026801296639348045,0.006259766245883826
open_water,single_usv_infosampled,random_walk,ucb,no_kappa,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,0.3896514651895268,0.11560500697208984,0.02387410452961397,0.0034272038618668147
harbor_cove,single_usv_infosampled,random_walk,ucb,no_kappa,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,0.4067176925729557,0.21163670555935785,0.03020283610663126,0.006450638128199474
peninsula_passage,single_usv_infosampled,random_walk,ucb,no_kappa,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,0.37275786396960975,0.2352883284179903,0.026326949281798896,0.0066206972425232645
ALL,single_usv_infosampled,random_walk,anomaly_upper_tail,no_kappa,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,0.3879739562754054,0.1974614597868641,0.026603708485616943,0.0060364078758328174
open_water,single_usv_infosampled,random_walk,anomaly_upper_tail,no_kappa,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,0.3914086858826392,0.11153750091524645,0.02340426436644461,0.0034031758297117555
harbor_cove,single_usv_infosampled,random_walk,anomaly_upper_tail,no_kappa,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,0.37875060229704194,0.22512950629168846,0.028920223822799296,0.006314076468293403
peninsula_passage,single_usv_infosampled,random_walk,anomaly_upper_tail,no_kappa,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,0.3937625806465351,0.23177316452023747,0.027486637267606917,0.0064407486786618815
