map_kind,baseline_clue_acquisition_mode,challenger_clue_acquisition_mode,target_motion_mode,planner_adaptation_mode,policy_name,path_safety_mode,time_to_first_detection_delta_mean,time_to_all_found_delta_mean,detection_rate_delta_mean,found_count_delta_mean,known_free_observation_ratio_final_delta_mean,planning_time_ms_mean_delta_mean,path_length_delta_mean,clearance_penalty_raw_mean_delta_mean,near_obstacle_step_ratio_delta_mean,min_clearance_cells_mean_delta_mean,path_invalidations_per_episode_delta_mean,anomaly_top_band_selection_ratio_pre_first_detection_delta_mean,unfound_target_neighborhood_anomaly_mass_ratio_pre_first_detection_delta_mean
ALL,ucb,anomaly_upper_tail,random_walk,no_kappa,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,-9.363636363636363,,-0.011111111111111112,-0.03333333333333333,-0.0018662459044873681,-2.591013206716547,3.7333333333333334,0.002730758101851852,0.002730758101851852,-0.18307291666666678,0.0,-0.001735050968625402,-0.00019758815373110186
open_water,ucb,anomaly_upper_tail,random_walk,no_kappa,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,-1.5,,-0.03333333333333333,-0.1,-0.010676392572944305,-1.7364006971525356,0.0,0.0,0.0,0.8462500000000001,0.0,0.0017572206931123768,-0.00046984016316936573
harbor_cove,ucb,anomaly_upper_tail,random_walk,no_kappa,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,-5.666666666666667,,0.1,0.3,-0.01277412280701754,-0.9924963264025685,0.0,0.0006076388888888889,0.0006076388888888889,-1.124166666666667,0.0,-0.027967090275913802,-0.0012826122838319662
peninsula_passage,ucb,anomaly_upper_tail,random_walk,no_kappa,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,-20.0,,-0.1,-0.3,0.01785177766649974,-5.0441425965945355,11.2,0.0075846354166666675,0.0075846354166666675,-0.2713020833333335,0.0,0.02100471667692522,0.0011596879858080263
