map_kind,episode_seed,baseline_mode,challenger_mode,success_all_found_baseline,success_all_found_conditional,delta_success_all_found,time_to_first_detection_baseline,time_to_first_detection_conditional,delta_time_to_first_detection,time_to_all_found_baseline,time_to_all_found_conditional,delta_time_to_all_found,detection_rate_baseline,detection_rate_conditional,delta_detection_rate,found_count_baseline,found_count_conditional,delta_found_count,known_free_observation_ratio_final_baseline,known_free_observation_ratio_final_conditional,delta_known_free_observation_ratio_final,path_length_baseline,path_length_conditional,delta_path_length,path_length_total_baseline,path_length_total_conditional,delta_path_length_total,duplicate_viewpoint_ratio_baseline,duplicate_viewpoint_ratio_conditional,delta_duplicate_viewpoint_ratio,cross_region_assignment_ratio_baseline,cross_region_assignment_ratio_conditional,delta_cross_region_assignment_ratio,reservation_wait_fallback_count_baseline,reservation_wait_fallback_count_conditional,delta_reservation_wait_fallback_count,anomaly_conditional_alpha_mean_baseline,anomaly_conditional_alpha_mean_conditional,delta_anomaly_conditional_alpha_mean,anomaly_conditional_trigger_rate_baseline,anomaly_conditional_trigger_rate_conditional,delta_anomaly_conditional_trigger_rate
harbor_cove,7,anomaly_upper_tail,ucb_anomaly_conditional,,False,,39.0,39.0,0.0,,,,0.6666666666666666,0.6666666666666666,0.0,2.0,2.0,0.0,0.7995495495495496,0.6796171171171171,-0.11993243243243246,240.0,240.0,0.0,,,,,,,,,,,,,,0.0,,,0.0,
harbor_cove,8,anomaly_upper_tail,ucb_anomaly_conditional,,False,,5.0,12.0,7.0,111,,,1.0,0.6666666666666666,-0.33333333333333337,3.0,2.0,-1.0,0.5377252252252253,0.6891891891891891,0.1514639639639639,111.0,240.0,129.0,,,,,,,,,,,,,,0.0,,,0.0,
harbor_cove,9,anomaly_upper_tail,ucb_anomaly_conditional,,True,,18.0,18.0,0.0,,106,,0.6666666666666666,1.0,0.33333333333333337,2.0,3.0,1.0,0.8108108108108109,0.47072072072072074,-0.3400900900900901,240.0,106.0,-134.0,,,,,,,,,,,,,,0.0,,,0.0,
peninsula_passage,0,anomaly_upper_tail,ucb_anomaly_conditional,,False,,104.0,107.0,3.0,,,,0.3333333333333333,0.3333333333333333,0.0,1.0,1.0,0.0,0.5405684754521963,0.5405684754521963,0.0,240.0,240.0,0.0,,,,,,,,,,,,,,0.0,,,0.0,
peninsula_passage,1,anomaly_upper_tail,ucb_anomaly_conditional,,True,,32.0,32.0,0.0,163.0,202.0,39.0,1.0,1.0,0.0,3.0,3.0,0.0,0.6372093023255814,0.7178294573643411,0.08062015503875974,163.0,202.0,39.0,,,,,,,,,,,,,,0.0,,,0.0,
peninsula_passage,2,anomaly_upper_tail,ucb_anomaly_conditional,,True,,57.0,57.0,0.0,193.0,183.0,-10.0,1.0,1.0,0.0,3.0,3.0,0.0,0.7198966408268734,0.7617571059431525,0.041860465116279055,193.0,183.0,-10.0,,,,,,,,,,,,,,0.0,,,0.0,
peninsula_passage,3,anomaly_upper_tail,ucb_anomaly_conditional,,False,,80.0,80.0,0.0,,,,0.6666666666666666,0.6666666666666666,0.0,2.0,2.0,0.0,0.6516795865633075,0.7043927648578812,0.05271317829457367,240.0,240.0,0.0,,,,,,,,,,,,,,0.0,,,0.0,
peninsula_passage,4,anomaly_upper_tail,ucb_anomaly_conditional,,True,,24.0,34.0,10.0,,124,,0.6666666666666666,1.0,0.33333333333333337,2.0,3.0,1.0,0.6217054263565891,0.44599483204134366,-0.17571059431524544,240.0,124.0,-116.0,,,,,,,,,,,,,,0.0,,,0.0,
peninsula_passage,5,anomaly_upper_tail,ucb_anomaly_conditional,,False,,86.0,84.0,-2.0,205,,,1.0,0.3333333333333333,-0.6666666666666667,3.0,1.0,-2.0,0.6780361757105943,0.9054263565891473,0.227390180878553,205.0,240.0,35.0,,,,,,,,,,,,,,0.0,,,0.0,
peninsula_passage,6,anomaly_upper_tail,ucb_anomaly_conditional,,False,,85.0,77.0,-8.0,,,,0.6666666666666666,0.6666666666666666,0.0,2.0,2.0,0.0,0.6842377260981912,0.8361757105943153,0.15193798449612406,240.0,240.0,0.0,,,,,,,,,,,,,,0.0,,,0.0,
peninsula_passage,7,anomaly_upper_tail,ucb_anomaly_conditional,,False,,19.0,19.0,0.0,,,,0.6666666666666666,0.6666666666666666,0.0,2.0,2.0,0.0,0.717312661498708,0.7116279069767442,-0.00568475452196382,240.0,240.0,0.0,,,,,,,,,,,,,,0.0,,,0.0,
peninsula_passage,8,anomaly_upper_tail,ucb_anomaly_conditional,,False,,43.0,43.0,0.0,214,,,1.0,0.6666666666666666,-0.33333333333333337,3.0,2.0,-1.0,0.6108527131782946,0.751421188630491,0.14056847545219642,214.0,240.0,26.0,,,,,,,,,,,,,,0.0,,,0.0,
peninsula_passage,9,anomaly_upper_tail,ucb_anomaly_conditional,,True,,35.0,35.0,0.0,,190,,0.6666666666666666,1.0,0.33333333333333337,2.0,3.0,1.0,0.6987080103359173,0.6656330749354005,-0.03307493540051687,240.0,190.0,-50.0,,,,,,,,,,,,,,0.0,,,0.0,
