map_kind,baseline_clue_acquisition_mode,challenger_clue_acquisition_mode,assignment_mode,viewpoint_generation_mode,target_motion_mode,path_safety_mode,team_path_avoidance_mode,time_to_first_detection_delta_mean,time_to_all_found_delta_mean,detection_rate_delta_mean,found_count_delta_mean,known_free_observation_ratio_final_delta_mean,planning_time_ms_mean_delta_mean,anomaly_top_band_selection_ratio_pre_first_detection_delta_mean,unfound_target_neighborhood_anomaly_mass_ratio_pre_first_detection_delta_mean,duplicate_viewpoint_ratio_delta_mean,cross_region_assignment_ratio_delta_mean,conflict_intervention_count_delta_mean,wait_count_total_delta_mean
ALL,ucb,anomaly_upper_tail,independent,simple_ring_v1,static,soft_clearance_astar_v1,reservation_v1,1.5555555555555556,-19.142857142857142,0.03333333333333333,0.1,0.021405274597467893,8.476285364776126,-0.0006918794481756474,-0.0008541033814313329,-0.014475352115384917,-0.002372149949982677,0.03333333333333333,0.03333333333333333
open_water,ucb,anomaly_upper_tail,independent,simple_ring_v1,static,soft_clearance_astar_v1,reservation_v1,-24.428571428571427,-29.0,0.1,0.3,0.04051724137931034,18.45145829574276,0.007974608642671768,2.753027086551639e-05,-0.0002977267830209006,-0.0010955249052251813,0.0,0.0
harbor_cove,ucb,anomaly_upper_tail,independent,simple_ring_v1,static,soft_clearance_astar_v1,reservation_v1,22.7,-11.75,0.0,0.0,-0.006496710526315769,-2.2468862570132524,0.026827815946943483,-0.0026392477245325203,-0.009391664488697101,-0.03784885464777196,0.0,0.0
peninsula_passage,ucb,anomaly_upper_tail,independent,simple_ring_v1,static,soft_clearance_astar_v1,reservation_v1,-1.4,,0.0,0.0,0.0301952929394091,9.22428405559887,-0.0368780629341422,4.9407309373005265e-05,-0.03373666507443675,0.03182792970304911,0.1,0.1
