map_kind,episode_seed,clue_acquisition_mode,baseline_assignment_mode,challenger_assignment_mode,success_all_found_independent,success_all_found_coordinated,delta_coordinated_minus_independent_success_all_found,time_to_first_detection_independent,time_to_first_detection_coordinated,delta_coordinated_minus_independent_time_to_first_detection,time_to_all_found_independent,time_to_all_found_coordinated,delta_coordinated_minus_independent_time_to_all_found,time_to_next_detection_independent,time_to_next_detection_coordinated,delta_coordinated_minus_independent_time_to_next_detection,detection_rate_independent,detection_rate_coordinated,delta_coordinated_minus_independent_detection_rate,found_count_independent,found_count_coordinated,delta_coordinated_minus_independent_found_count,known_free_observation_ratio_final_independent,known_free_observation_ratio_final_coordinated,delta_coordinated_minus_independent_known_free_observation_ratio_final,path_length_total_independent,path_length_total_coordinated,delta_coordinated_minus_independent_path_length_total,duplicate_viewpoint_ratio_independent,duplicate_viewpoint_ratio_coordinated,delta_coordinated_minus_independent_duplicate_viewpoint_ratio,cross_region_assignment_ratio_independent,cross_region_assignment_ratio_coordinated,delta_coordinated_minus_independent_cross_region_assignment_ratio,reservation_wait_fallback_count_independent,reservation_wait_fallback_count_coordinated,delta_coordinated_minus_independent_reservation_wait_fallback_count,reservation_near_neighbor_step_ratio_mean_independent,reservation_near_neighbor_step_ratio_mean_coordinated,delta_coordinated_minus_independent_reservation_near_neighbor_step_ratio_mean,reservation_same_cell_violation_count_independent,reservation_same_cell_violation_count_coordinated,delta_coordinated_minus_independent_reservation_same_cell_violation_count,reservation_swap_violation_count_independent,reservation_swap_violation_count_coordinated,delta_coordinated_minus_independent_reservation_swap_violation_count,wait_count_total_independent,wait_count_total_coordinated,delta_coordinated_minus_independent_wait_count_total,anomaly_top_band_selection_ratio_pre_first_detection_independent,anomaly_top_band_selection_ratio_pre_first_detection_coordinated,delta_coordinated_minus_independent_anomaly_top_band_selection_ratio_pre_first_detection,unfound_target_neighborhood_anomaly_mass_ratio_pre_first_detection_independent,unfound_target_neighborhood_anomaly_mass_ratio_pre_first_detection_coordinated,delta_coordinated_minus_independent_unfound_target_neighborhood_anomaly_mass_ratio_pre_first_detection
peninsula_passage,0,ucb,independent,coordinated,False,,,135,114,-21.0,,,,,,,0.3333333333333333,0.6666666666666666,0.3333333333333333,1,2,1.0,0.6024036054081122,0.8222333500250375,0.21982974461692528,480,,,0.004166666666666667,0.0,-0.004166666666666667,0.6125,0.020833333333333332,-0.5916666666666667,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.3888888888888889,0.32894736842105265,-0.05994152046783624,0.022772086977514996,0.024346399335214198,0.0015743123576992014
peninsula_passage,1,ucb,independent,coordinated,False,,,25,21,-4.0,,,,,,,0.3333333333333333,0.6666666666666666,0.3333333333333333,1,2,1.0,0.5771156735102654,0.6752628943415123,0.09814722083124694,480,,,0.0375,0.0,-0.0375,0.4875,0.022916666666666665,-0.46458333333333335,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.3,0.35714285714285715,0.05714285714285716,0.0287397748994706,0.03312247347860154,0.0043826985791309385
peninsula_passage,2,ucb,independent,coordinated,False,,,16,13,-3.0,,,,151.0,,,0.6666666666666666,0.6666666666666666,0.0,2,2,0.0,0.6612418627941913,0.8067100650976464,0.14546820230345514,480,,,0.0125,0.0,-0.0125,0.27708333333333335,0.0125,-0.26458333333333334,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.4375,0.5,0.0625,0.036373219265940226,0.03848583532851235,0.0021126160625721258
peninsula_passage,3,ucb,independent,coordinated,False,,,162,88,-74.0,,,,,,,0.3333333333333333,0.6666666666666666,0.3333333333333333,1,2,1.0,0.5458187280921382,0.6226840260390586,0.07686529794692043,480,,,0.075,0.0,-0.075,0.5020833333333333,0.008333333333333333,-0.49374999999999997,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.39814814814814814,0.19318181818181818,-0.20496632996632996,0.022847305344424924,0.024017344386372444,0.0011700390419475196
peninsula_passage,4,ucb,independent,coordinated,False,,,120,32,-88.0,,182,,,,,0.3333333333333333,1.0,0.6666666666666667,1,3,2.0,0.6639959939909865,0.6634952428642964,-0.0005007511266901243,480,,,0.016666666666666666,0.0,-0.016666666666666666,0.3104166666666667,0.013736263736263736,-0.29668040293040293,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.3458333333333333,0.125,-0.22083333333333333,0.02530436120726353,0.03207061808482217,0.006766256877558642
peninsula_passage,5,ucb,independent,coordinated,False,,,101,29,-72.0,,181,,119.0,,,0.6666666666666666,1.0,0.33333333333333337,2,3,1.0,0.6529794692038057,0.6875312969454181,0.03455182774161247,480,,,0.041666666666666664,0.0,-0.041666666666666664,0.45,0.013812154696132596,-0.4361878453038674,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.3316831683168317,0.1724137931034483,-0.1592693752133834,0.0268304363141755,0.032797457821532566,0.0059670215073570655
peninsula_passage,6,ucb,independent,coordinated,False,,,39,39,0.0,,150,,25.0,,,0.6666666666666666,1.0,0.33333333333333337,2,3,1.0,0.5262894341512269,0.5368052078117176,0.010515773660490724,480,,,0.1125,0.0,-0.1125,0.5,0.02666666666666667,-0.47333333333333333,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.28205128205128205,0.28205128205128205,0.0,0.028115798803924695,0.027354734088354725,-0.0007610647155699701
peninsula_passage,7,ucb,independent,coordinated,False,,,189,154,-35.0,,211,,,,,0.3333333333333333,1.0,0.6666666666666667,1,3,2.0,0.6211817726589884,0.6594892338507762,0.03830746119178774,480,,,0.025,0.0,-0.025,0.4083333333333333,0.0,-0.4083333333333333,0,0,0.0,0.0005208333333333333,0.0,-0.0005208333333333333,0,0,0.0,0,0,0.0,0,0,0.0,0.3915343915343915,0.24025974025974026,-0.15127465127465126,0.027407209203363855,0.024434265740759808,-0.0029729434626040475
peninsula_passage,8,ucb,independent,coordinated,True,,,140,48,-92.0,237,235,-2.0,48.5,,,1.0,1.0,0.0,3,3,0.0,0.7085628442663996,0.6492238357536304,-0.05933900851276919,474,,,0.004219409282700422,0.0,-0.004219409282700422,0.5253164556962026,0.0,-0.5253164556962026,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.26785714285714285,0.125,-0.14285714285714285,0.024438177451496405,0.026087462957671174,0.001649285506174769
peninsula_passage,9,ucb,independent,coordinated,False,,,82,114,32.0,,,,10.0,,,0.6666666666666666,0.6666666666666666,0.0,2,2,0.0,0.670756134201302,0.7661492238357537,0.0953930896344517,480,,,0.020833333333333332,0.0,-0.020833333333333332,0.42916666666666664,0.03333333333333333,-0.3958333333333333,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.2804878048780488,0.21052631578947367,-0.06996148908857514,0.021919619358010265,0.02213310240982746,0.00021348305181719332
