map_kind,assignment_mode,clue_acquisition_mode,episode_count,success_all_found_mean,time_to_first_detection_mean,time_to_all_found_mean,time_to_next_detection_mean,detection_rate_mean,found_count_mean,known_free_observation_ratio_final_mean,path_length_total_mean,duplicate_viewpoint_ratio_mean,cross_region_assignment_ratio_mean,reservation_wait_fallback_count_mean,reservation_near_neighbor_step_ratio_mean_mean,reservation_same_cell_violation_count_mean,reservation_swap_violation_count_mean,wait_count_total_mean,anomaly_top_band_selection_ratio_pre_first_detection_mean,unfound_target_neighborhood_anomaly_mass_ratio_pre_first_detection_mean
ALL,independent,ucb,30,0.26666666666666666,83.5,128.75,58.675,0.6444444444444444,1.9333333333333333,0.6203961491418297,420.6666666666667,0.020739284399996255,0.2960664312108099,0.0,6.160394265232974e-05,0.0,0.0,0.0,0.33234038887851164,0.028178915295039367
open_water,independent,ucb,10,0.4,81.6,112.25,50.611111111111114,0.7666666666666666,2.3,0.5376878868258179,377.8,0.014666282642089093,0.23520468509984638,0.0,0.00010668682795698925,0.0,0.0,0.0,0.3263023173189414,0.02546664508837168
harbor_cove,independent,ucb,10,0.3,68.0,114.66666666666667,60.75,0.6333333333333333,1.9,0.7004660087719299,404.8,0.012546296296296297,0.20275462962962965,0.0,2.6041666666666665e-05,0.0,0.0,0.0,0.32832043331578675,0.03259530191418792
peninsula_passage,independent,ucb,10,0.1,100.9,237.0,70.7,0.5333333333333333,1.6,0.6230345518277416,479.4,0.035005274261603374,0.4502399789029536,0.0,5.208333333333333e-05,0.0,0.0,0.0,0.3423984160008067,0.0264747988825585
ALL,independent,anomaly_upper_tail,30,0.5666666666666667,76.3,160.35294117647058,47.88,0.7999999999999999,2.4,0.6227570757904428,389.5,0.02422888569130221,0.3072272095495847,0.0,0.000715871045391497,0.0,0.0,0.23333333333333334,0.33464859398850755,0.027648187721180696
open_water,independent,anomaly_upper_tail,10,0.5,73.4,115.8,49.07142857142857,0.7333333333333333,2.2,0.5675950486295314,355.5,0.030087819854006905,0.3092289119977507,0.0,0.0008283730158730159,0.0,0.0,0.3,0.33598334088181075,0.025028890366502198
harbor_cove,independent,anomaly_upper_tail,10,0.6,51.9,151.66666666666666,47.8125,0.8,2.4,0.6595394736842105,373.6,0.026200023245002323,0.20478636298003147,0.0,0.0012255927475592746,0.0,0.0,0.4,0.3447282020579812,0.03163943785538272
peninsula_passage,independent,anomaly_upper_tail,10,0.6,103.6,206.16666666666666,47.1,0.8666666666666667,2.6,0.6411367050575864,439.4,0.016398813974897397,0.4076663536709719,0.0,9.364737274220034e-05,0.0,0.0,0.0,0.32323423902573073,0.02627623494165717
