episode_seed,map_kind,system_name,assignment_mode,target_motion_mode,clue_acquisition_mode,path_safety_mode,team_path_avoidance_mode,safe_nav_lambda_clearance,team_reservation_lambda,time_to_first_detection,time_to_all_found,detection_rate,found_count,known_free_observation_ratio_final,planning_time_ms_mean,duplicate_viewpoint_ratio,cross_region_assignment_ratio,conflict_intervention_count,wait_count_total,reservation_wait_fallback_count,reservation_near_neighbor_step_ratio_mean,reservation_same_cell_violation_count,reservation_swap_violation_count,anomaly_top_band_selection_ratio_pre_first_detection,unfound_target_neighborhood_anomaly_mass_ratio_pre_first_detection
0,open_water,two_usv_independent,independent,random_walk,ucb,soft_clearance_astar_v1,reservation_v1,1.0,1.0,122,156,1.0,3,0.5616710875331565,88.34761858973322,0.00641025641025641,0.34615384615384615,0,0,0,0.0,0,0,0.3729508196721312,0.02428516447982583
1,open_water,two_usv_independent,independent,random_walk,ucb,soft_clearance_astar_v1,reservation_v1,1.0,1.0,18,,0.6666666666666666,2,0.6965075154730327,107.07484749996183,0.016666666666666666,0.4083333333333333,0,0,0,0.0,0,0,0.0,0.029951489611245007
2,open_water,two_usv_independent,independent,random_walk,ucb,soft_clearance_astar_v1,reservation_v1,1.0,1.0,201,,0.3333333333333333,1,0.6998231653404067,102.69150249995012,0.06666666666666667,0.3541666666666667,0,0,0,0.0,0,0,0.27860696517412936,0.021558445977544822
3,open_water,two_usv_independent,independent,random_walk,ucb,soft_clearance_astar_v1,reservation_v1,1.0,1.0,152,215,1.0,3,0.6934129089301503,100.57937813949667,0.0,0.45813953488372094,0,0,0,0.0,0,0,0.34210526315789475,0.021981609227788874
4,open_water,two_usv_independent,independent,random_walk,ucb,soft_clearance_astar_v1,reservation_v1,1.0,1.0,103,,0.6666666666666666,2,0.7022546419098143,105.56750458338229,0.08333333333333333,0.38958333333333334,0,0,0,0.00026041666666666666,0,0,0.4029126213592233,0.021057487218770946
5,open_water,two_usv_independent,independent,random_walk,ucb,soft_clearance_astar_v1,reservation_v1,1.0,1.0,44,,0.6666666666666666,2,0.6925287356321839,95.49484374999035,0.03333333333333333,0.34375,0,0,0,0.0,0,0,0.25,0.021672076606670462
6,open_water,two_usv_independent,independent,random_walk,ucb,soft_clearance_astar_v1,reservation_v1,1.0,1.0,23,163,1.0,3,0.6887709991158267,109.24209877303598,0.0,0.046012269938650305,0,0,0,0.0,0,0,0.021739130434782608,0.027645947823745114
7,open_water,two_usv_independent,independent,random_walk,ucb,soft_clearance_astar_v1,reservation_v1,1.0,1.0,43,95,1.0,3,0.4500442086648983,86.65417052639225,0.0,0.11578947368421053,0,0,0,0.0,0,0,0.36046511627906974,0.023437904693635783
8,open_water,two_usv_independent,independent,random_walk,ucb,soft_clearance_astar_v1,reservation_v1,1.0,1.0,9,217,1.0,3,0.614500442086649,86.42558202770869,0.02304147465437788,0.29493087557603687,0,0,0,0.0,0,0,0.0,0.0295234868604133
9,open_water,two_usv_independent,independent,random_walk,ucb,soft_clearance_astar_v1,reservation_v1,1.0,1.0,131,220,1.0,3,0.7086648983200707,107.84737000002761,0.013636363636363636,0.4113636363636364,0,0,0,0.0002840909090909091,0,0,0.3053435114503817,0.022528724977714992
0,harbor_cove,two_usv_independent,independent,random_walk,ucb,soft_clearance_astar_v1,reservation_v1,1.0,1.0,158,,0.6666666666666666,2,0.8681469298245614,123.95825124997373,0.008333333333333333,0.1125,0,0,0,0.0,0,0,0.22784810126582278,0.023276227681547294
1,harbor_cove,two_usv_independent,independent,random_walk,ucb,soft_clearance_astar_v1,reservation_v1,1.0,1.0,77,220,1.0,3,0.8220942982456141,108.53365363627745,0.0,0.031818181818181815,0,0,0,0.0,0,0,0.2662337662337662,0.026094262388788668
2,harbor_cove,two_usv_independent,independent,random_walk,ucb,soft_clearance_astar_v1,reservation_v1,1.0,1.0,54,196,1.0,3,0.7527412280701754,110.53041632663846,0.0,0.02040816326530612,0,0,0,0.0,0,0,0.35185185185185186,0.026774256095826617
3,harbor_cove,two_usv_independent,independent,random_walk,ucb,soft_clearance_astar_v1,reservation_v1,1.0,1.0,39,,0.6666666666666666,2,0.9229714912280702,99.00898166665684,0.041666666666666664,0.21041666666666667,0,0,0,0.0,0,0,0.3076923076923077,0.039275576328793284
4,harbor_cove,two_usv_independent,independent,random_walk,ucb,soft_clearance_astar_v1,reservation_v1,1.0,1.0,91,153,1.0,3,0.6419956140350878,109.47274705879452,0.0,0.33986928104575165,0,0,0,0.0,0,0,0.2857142857142857,0.04192010782755912
5,harbor_cove,two_usv_independent,independent,random_walk,ucb,soft_clearance_astar_v1,reservation_v1,1.0,1.0,65,175,1.0,3,0.6979166666666666,138.62085828565927,0.0,0.022857142857142857,0,0,0,0.0,0,0,0.2923076923076923,0.02790101021349811
6,harbor_cove,two_usv_independent,independent,random_walk,ucb,soft_clearance_astar_v1,reservation_v1,1.0,1.0,72,,0.6666666666666666,2,0.9251644736842105,106.59120916659504,0.0,0.07708333333333334,0,0,0,0.0,0,0,0.22916666666666666,0.03277939371500622
7,harbor_cove,two_usv_independent,independent,random_walk,ucb,soft_clearance_astar_v1,reservation_v1,1.0,1.0,73,,0.3333333333333333,1,0.8837719298245614,114.03012583327836,0.0,0.010416666666666666,0,0,0,0.0,0,0,0.3493150684931507,0.02561727219722401
8,harbor_cove,two_usv_independent,independent,random_walk,ucb,soft_clearance_astar_v1,reservation_v1,1.0,1.0,145,,0.3333333333333333,1,0.8862390350877193,127.80026291669249,0.004166666666666667,0.25833333333333336,0,0,0,0.0,0,0,0.1896551724137931,0.025824466940645264
9,harbor_cove,two_usv_independent,independent,random_walk,ucb,soft_clearance_astar_v1,reservation_v1,1.0,1.0,13,,0.6666666666666666,2,0.8218201754385965,86.83966791668354,0.008333333333333333,0.29583333333333334,0,0,0,0.0,0,0,0.0,0.03376095601177054
0,peninsula_passage,two_usv_independent,independent,random_walk,ucb,soft_clearance_astar_v1,reservation_v1,1.0,1.0,87,,0.6666666666666666,2,0.8440160240360541,118.69754166663522,0.0,0.4,0,0,0,0.0,0,0,0.28160919540229884,0.025445130977378095
1,peninsula_passage,two_usv_independent,independent,random_walk,ucb,soft_clearance_astar_v1,reservation_v1,1.0,1.0,22,,0.6666666666666666,2,0.8034551827741613,103.65253999994668,0.0,0.34791666666666665,3,3,0,0.004427083333333333,0,0,0.2727272727272727,0.028241570967413986
2,peninsula_passage,two_usv_independent,independent,random_walk,ucb,soft_clearance_astar_v1,reservation_v1,1.0,1.0,19,86,1.0,3,0.24937406109163746,125.61767441869496,0.0,0.6104651162790697,0,0,0,0.0,0,0,0.23684210526315788,0.04371839882917647
3,peninsula_passage,two_usv_independent,independent,random_walk,ucb,soft_clearance_astar_v1,reservation_v1,1.0,1.0,87,,0.3333333333333333,1,0.6644967451176765,131.0870470834061,0.15,0.2125,0,0,0,0.0011805555555555556,0,0,0.3045977011494253,0.02656703100416946
4,peninsula_passage,two_usv_independent,independent,random_walk,ucb,soft_clearance_astar_v1,reservation_v1,1.0,1.0,50,,0.6666666666666666,2,0.8072108162243365,110.15606875006749,0.0,0.20625,0,0,0,0.00026041666666666666,0,0,0.25,0.03491312078400297
5,peninsula_passage,two_usv_independent,independent,random_walk,ucb,soft_clearance_astar_v1,reservation_v1,1.0,1.0,204,,0.3333333333333333,1,0.6790185277916875,99.31862791665178,0.0,0.37083333333333335,2,2,0,0.0015625,0,0,0.2549019607843137,0.023553008953864325
6,peninsula_passage,two_usv_independent,independent,random_walk,ucb,soft_clearance_astar_v1,reservation_v1,1.0,1.0,39,,0.3333333333333333,1,0.7563845768652979,102.17780041662839,0.225,0.33541666666666664,0,0,0,0.0,0,0,0.1794871794871795,0.029365440385291642
7,peninsula_passage,two_usv_independent,independent,random_walk,ucb,soft_clearance_astar_v1,reservation_v1,1.0,1.0,86,171,1.0,3,0.6887831747621432,111.19013742684766,0.0,0.5672514619883041,0,0,0,0.0,0,0,0.27325581395348836,0.024274588708377502
