map_kind,baseline_clue_acquisition_mode,challenger_clue_acquisition_mode,assignment_mode,target_motion_mode,path_safety_mode,team_path_avoidance_mode,time_to_first_detection_delta_mean,time_to_all_found_delta_mean,detection_rate_delta_mean,found_count_delta_mean,known_free_observation_ratio_final_delta_mean,planning_time_ms_mean_delta_mean,anomaly_top_band_selection_ratio_pre_first_detection_delta_mean,unfound_target_neighborhood_anomaly_mass_ratio_pre_first_detection_delta_mean,duplicate_viewpoint_ratio_delta_mean,cross_region_assignment_ratio_delta_mean,conflict_intervention_count_delta_mean,wait_count_total_delta_mean
ALL,ucb,anomaly_upper_tail,independent,random_walk,soft_clearance_astar_v1,reservation_v1,-9.833333333333334,-1.5714285714285714,0.03333333333333334,0.1,0.008065603092599401,-4.942094264631292,-0.005249527823502211,0.00023309800264012883,0.007674127256164659,-0.0017800148256609583,-0.1,-0.1
open_water,ucb,anomaly_upper_tail,independent,random_walk,soft_clearance_astar_v1,reservation_v1,-19.5,12.25,0.033333333333333326,0.1,0.007493368700265263,1.500004175004338,-0.00520201039645595,0.0002761654123514208,-0.0027646302406190565,-0.06406540579567055,0.0,0.0
harbor_cove,ucb,anomaly_upper_tail,independent,random_walk,soft_clearance_astar_v1,reservation_v1,-10.4,-40.0,-5.551115123125783e-18,0.0,-0.01614583333333335,-10.278719650931764,-0.01204119736931201,0.0011528541538736615,0.005370345342446357,0.0886398738910285,0.0,0.0
peninsula_passage,ucb,anomaly_upper_tail,independent,random_walk,soft_clearance_astar_v1,reservation_v1,0.4,20.0,0.06666666666666668,0.2,0.03284927391086628,-6.047567317966444,0.0014946242952613264,-0.0007297255583046957,0.020416666666666666,-0.029914512572340825,-0.3,-0.3
