run_kind,policy_step,tick_in_policy_step,tick_global,post_arrival_stabilization_tick,standoff_viewpoint_hold_tick,post_arrival_scan_tick,post_scan_recenter_tick,scan_direction,capture_phase,agent_name,planner_callback_step,planned_path_source,preset_trajectory_used,target_cell,target_world,standoff_anchor_cell,standoff_anchor_world,standoff_anchor_source,wait_applied,loc_x,loc_y,loc_z,projected_row,projected_col,projection_matches_target,arrived,distance_to_waypoint_m,heading_deg,selected_sensor,fallback_used,rgb_present,any_camera_rgb_present,rangefinder_present,any_rangefinder_hit,any_channel_rangefinder_hit,rangefinder_hit_channels,rangefinder_hit_beam_indices,rangefinder_min_positive_range_m,cmd_l,cmd_r,target_heading_deg,heading_error_deg,inter_vessel_distance_m
calibration,1,1,1,False,False,False,False,0,transit,sv0,True,baseline_GP_mainline_planner,False,"[24, 2]","[-380.0, 160.0, 0.0]","[21, 2]","[-380.0, 190.0, 0.0]",baseline_GP_planner_committed_segment_lookahead,False,-380.0,149.99993896484375,0.15016919374465942,25,2,False,False,10.00006103515625,0.13008423760418752,LocationSensor,False,False,False,True,False,False,[],[],,-8000.0,8000.0,90.0,90.0,99.99987411499023
calibration,1,1,1,False,False,False,False,0,transit,sv1,True,baseline_GP_mainline_planner,False,"[36, 2]","[-380.0, 40.0, 0.0]","[39, 2]","[-380.0, 10.0, 0.0]",baseline_GP_planner_committed_segment_lookahead,False,-380.0,50.000064849853516,0.15888740122318268,35,2,False,False,10.000064849853516,359.8699157623958,LocationSensor,False,False,False,True,False,False,[],[],,8000.0,-8000.0,270.0,-90.0,99.99987411499023
calibration,1,2,2,False,False,False,False,0,transit,sv0,True,baseline_GP_mainline_planner,False,"[24, 2]","[-380.0, 160.0, 0.0]","[21, 2]","[-380.0, 190.0, 0.0]",baseline_GP_planner_committed_segment_lookahead,False,-380.0,149.9998016357422,0.17027786374092102,25,2,False,False,10.000198364257812,0.38700008040614253,LocationSensor,False,False,False,True,False,False,[],[],,-8000.0,8000.0,90.0,89.8699157623958,99.9996109008789
calibration,1,2,2,False,False,False,False,0,transit,sv1,True,baseline_GP_mainline_planner,False,"[36, 2]","[-380.0, 40.0, 0.0]","[39, 2]","[-380.0, 10.0, 0.0]",baseline_GP_planner_committed_segment_lookahead,False,-380.0,50.00019073486328,0.17959389090538025,35,2,False,False,10.000190734863281,359.61299989291405,LocationSensor,False,False,False,True,False,False,[],[],,8000.0,-8000.0,270.0,-89.8699157623958,99.9996109008789
calibration,1,3,3,False,False,False,False,0,transit,sv0,True,baseline_GP_mainline_planner,False,"[24, 2]","[-380.0, 160.0, 0.0]","[21, 2]","[-380.0, 190.0, 0.0]",baseline_GP_planner_committed_segment_lookahead,False,-380.0,149.99961853027344,0.1885703206062317,25,2,False,False,10.000381469726562,0.7675757890660708,LocationSensor,False,False,False,True,False,False,[],[],,-8000.0,8000.0,90.0,89.61299991959385,99.99923706054688
calibration,1,3,3,False,False,False,False,0,transit,sv1,True,baseline_GP_mainline_planner,False,"[36, 2]","[-380.0, 40.0, 0.0]","[39, 2]","[-380.0, 10.0, 0.0]",baseline_GP_planner_committed_segment_lookahead,False,-380.0,50.00038146972656,0.19718970358371735,35,2,False,False,10.000381469726562,359.23242415757784,LocationSensor,False,False,False,True,False,False,[],[],,8000.0,-8000.0,270.0,-89.61299989291405,99.99923706054688
calibration,1,4,4,False,False,False,False,0,transit,sv0,True,baseline_GP_mainline_planner,False,"[24, 2]","[-380.0, 160.0, 0.0]","[21, 2]","[-380.0, 190.0, 0.0]",baseline_GP_planner_committed_segment_lookahead,False,-379.9999694824219,149.99935913085938,0.20311175286769867,25,2,False,False,10.000640869187189,1.26871836315859,LocationSensor,False,False,False,True,False,False,[],[],,-8000.0,8000.0,90.0,89.23242421093391,99.99872589111328
calibration,1,4,4,False,False,False,False,0,transit,sv1,True,baseline_GP_mainline_planner,False,"[36, 2]","[-380.0, 40.0, 0.0]","[39, 2]","[-380.0, 10.0, 0.0]",baseline_GP_planner_committed_segment_lookahead,False,-379.9999694824219,50.000633239746094,0.20957563817501068,35,2,False,False,10.000633239792657,358.7312814234503,LocationSensor,False,False,False,True,False,False,[],[],,8000.0,-8000.0,270.0,-89.23242415757784,99.99872589111328
calibration,1,5,5,False,False,False,False,0,transit,sv0,True,baseline_GP_mainline_planner,False,"[24, 2]","[-380.0, 160.0, 0.0]","[21, 2]","[-380.0, 190.0, 0.0]",baseline_GP_planner_committed_segment_lookahead,False,-379.9999694824219,149.99905395507812,0.21227842569351196,25,2,False,False,10.000946044968435,1.8874116071008755,LocationSensor,False,False,False,True,False,False,[],[],,-8000.0,8000.0,90.00017484163769,88.73145647847912,99.99811172485352
calibration,1,5,5,False,False,False,False,0,transit,sv1,True,baseline_GP_mainline_planner,False,"[36, 2]","[-380.0, 40.0, 0.0]","[39, 2]","[-380.0, 10.0, 0.0]",baseline_GP_planner_committed_segment_lookahead,False,-379.9999694824219,50.00094223022461,0.21550896763801575,35,2,False,False,10.00094223027117,358.1125877529163,LocationSensor,False,False,False,True,False,False,[],[],,8000.0,-8000.0,269.99982515822893,-88.73145626522137,99.99811172485352
calibration,1,6,6,False,False,False,False,0,transit,sv0,True,baseline_GP_mainline_planner,False,"[24, 2]","[-380.0, 160.0, 0.0]","[21, 2]","[-380.0, 190.0, 0.0]",baseline_GP_planner_committed_segment_lookahead,False,-379.9999694824219,149.99868774414062,0.21549071371555328,25,2,False,False,10.001312255905935,2.6207140725765306,LocationSensor,False,True,True,True,False,False,[],[],,-8000.0,8000.0,90.00017483630245,88.11276322920156,99.99737548828125
calibration,1,6,6,False,False,False,False,0,transit,sv1,True,baseline_GP_mainline_planner,False,"[36, 2]","[-380.0, 40.0, 0.0]","[39, 2]","[-380.0, 10.0, 0.0]",baseline_GP_planner_committed_segment_lookahead,False,-379.9999694824219,50.001312255859375,0.21516455709934235,35,2,False,False,10.001312255905935,357.3792848613226,LocationSensor,False,True,True,True,False,False,[],[],,8000.0,-8000.0,269.9998251636309,-88.11276258928541,99.99737548828125
calibration,1,7,7,False,False,False,False,0,transit,sv0,True,baseline_GP_mainline_planner,False,"[24, 2]","[-380.0, 160.0, 0.0]","[21, 2]","[-380.0, 190.0, 0.0]",baseline_GP_planner_committed_segment_lookahead,False,-379.99993896484375,149.99826049804688,0.21293234825134277,25,2,False,False,10.001739502139356,3.4657565006705315,LocationSensor,False,False,False,True,False,False,[],[],,-8000.0,8000.0,90.0001748299006,87.37946075732407,99.99652481079102
calibration,1,7,7,False,False,False,False,0,transit,sv1,True,baseline_GP_mainline_planner,False,"[36, 2]","[-380.0, 40.0, 0.0]","[39, 2]","[-380.0, 10.0, 0.0]",baseline_GP_planner_committed_segment_lookahead,False,-379.99993896484375,50.00173568725586,0.2092287838459015,35,2,False,False,10.00173568744209,356.5342417949051,LocationSensor,False,False,False,True,False,False,[],[],,8000.0,-8000.0,269.99982517009937,-87.37945969122325,99.99652481079102
calibration,1,8,8,False,False,False,False,0,transit,sv0,True,baseline_GP_mainline_planner,False,"[24, 2]","[-380.0, 160.0, 0.0]","[21, 2]","[-380.0, 190.0, 0.0]",baseline_GP_planner_committed_segment_lookahead,False,-379.9999084472656,149.99777221679688,0.2054741233587265,25,2,False,False,10.002227783622125,4.419740028158345,LocationSensor,False,False,False,True,False,False,[],[],,-8000.0,8000.0,90.00034964486471,86.53459314419416,99.99555587768555
calibration,1,8,8,False,False,False,False,0,transit,sv1,True,baseline_GP_mainline_planner,False,"[36, 2]","[-380.0, 40.0, 0.0]","[39, 2]","[-380.0, 10.0, 0.0]",baseline_GP_planner_committed_segment_lookahead,False,-379.9999084472656,50.00221633911133,0.1986721307039261,35,2,False,False,10.00221633953033,355.5802578437547,LocationSensor,False,False,False,True,False,False,[],[],,8000.0,-8000.0,269.9996503550019,-86.53459143990318,99.99555587768555
calibration,1,9,9,False,False,False,False,0,transit,sv0,True,baseline_GP_mainline_planner,False,"[24, 2]","[-380.0, 160.0, 0.0]","[21, 2]","[-380.0, 190.0, 0.0]",baseline_GP_planner_committed_segment_lookahead,False,-379.9998474121094,149.9972381591797,0.194428950548172,25,2,False,False,10.002761841984142,5.479932965775351,LocationSensor,False,False,False,True,False,False,[],[],,-8000.0,8000.0,90.00052444169401,85.58078441353564,99.99448776245117
calibration,1,9,9,False,False,False,False,0,transit,sv1,True,baseline_GP_mainline_planner,False,"[36, 2]","[-380.0, 40.0, 0.0]","[39, 2]","[-380.0, 10.0, 0.0]",baseline_GP_planner_committed_segment_lookahead,False,-379.9998474121094,50.002750396728516,0.1853676736354828,35,2,False,False,10.002750397892347,354.5200644846095,LocationSensor,False,False,False,True,False,False,[],[],,8000.0,-8000.0,269.999475557706,-85.5807822860487,99.99448776245117
calibration,1,10,10,False,False,False,False,0,transit,sv0,True,baseline_GP_mainline_planner,False,"[24, 2]","[-380.0, 160.0, 0.0]","[21, 2]","[-380.0, 190.0, 0.0]",baseline_GP_planner_committed_segment_lookahead,False,-379.9997863769531,149.9966583251953,0.1820368617773056,25,2,False,False,10.003341677085665,6.643670486999814,LocationSensor,False,False,False,True,False,False,[],[],,-8000.0,8000.0,90.00087402282252,84.52094105704714,99.99332046508789
calibration,1,10,10,False,False,False,False,0,transit,sv1,True,baseline_GP_mainline_planner,False,"[36, 2]","[-380.0, 40.0, 0.0]","[39, 2]","[-380.0, 10.0, 0.0]",baseline_GP_planner_committed_segment_lookahead,False,-379.9997863769531,50.00333786010742,0.17170673608779907,35,2,False,False,10.0033378623884,353.3563273928987,LocationSensor,False,False,False,True,False,False,[],[],,8000.0,-8000.0,269.99912597617754,-84.52093850843198,99.99332046508789
calibration,1,11,11,False,False,False,False,0,transit,sv0,True,baseline_GP_mainline_planner,False,"[24, 2]","[-380.0, 160.0, 0.0]","[21, 2]","[-380.0, 190.0, 0.0]",baseline_GP_planner_committed_segment_lookahead,False,-379.9997253417969,149.9960174560547,0.16966700553894043,25,2,False,False,10.003982547715667,7.908351508075301,LocationSensor,False,False,False,True,False,False,[],[],,-8000.0,8000.0,90.00122356102479,83.35755307402496,99.99203491210938
calibration,1,11,11,False,False,False,False,0,transit,sv1,True,baseline_GP_mainline_planner,False,"[36, 2]","[-380.0, 40.0, 0.0]","[39, 2]","[-380.0, 10.0, 0.0]",baseline_GP_planner_committed_segment_lookahead,False,-379.9997253417969,50.00398254394531,0.159371018409729,35,2,False,False,10.003982547715667,352.09164764627064,LocationSensor,False,False,False,True,False,False,[],[],,8000.0,-8000.0,269.9987764385086,-83.35755095439009,99.99203491210938
calibration,1,12,12,False,False,False,False,0,transit,sv0,True,baseline_GP_mainline_planner,False,"[24, 2]","[-380.0, 160.0, 0.0]","[21, 2]","[-380.0, 190.0, 0.0]",baseline_GP_planner_committed_segment_lookahead,False,-379.9996032714844,149.9953155517578,0.15866908431053162,25,2,False,False,10.004684456108176,9.271436986997921,LocationSensor,False,True,True,True,False,False,[],[],,-8000.0,8000.0,90.00157304911066,82.09322154103535,99.99063491821289
calibration,1,12,12,False,False,False,False,0,transit,sv1,True,baseline_GP_mainline_planner,False,"[36, 2]","[-380.0, 40.0, 0.0]","[39, 2]","[-380.0, 10.0, 0.0]",baseline_GP_planner_committed_segment_lookahead,False,-379.9996032714844,50.00468063354492,0.14975623786449432,35,2,False,False,10.004680641410914,350.7285638556227,LocationSensor,False,True,True,True,False,False,[],[],,8000.0,-8000.0,269.9984269508893,-82.09322069538132,99.99063491821289
calibration,1,13,13,False,False,False,False,0,transit,sv0,True,baseline_GP_mainline_planner,False,"[24, 2]","[-380.0, 160.0, 0.0]","[21, 2]","[-380.0, 190.0, 0.0]",baseline_GP_planner_committed_segment_lookahead,False,-379.9994812011719,149.99456787109375,0.14972849190235138,25,2,False,False,10.005432142356554,10.730449757506637,LocationSensor,False,False,False,True,False,False,[],[],,-7903.225952971243,8000.0,90.00227202263734,80.73083503563942,99.98913192749023
calibration,1,13,13,False,False,False,False,0,transit,sv1,True,baseline_GP_mainline_planner,False,"[36, 2]","[-380.0, 40.0, 0.0]","[39, 2]","[-380.0, 10.0, 0.0]",baseline_GP_planner_committed_segment_lookahead,False,-379.9994812011719,50.005435943603516,0.1436479240655899,35,2,False,False,10.005435957053814,349.26955591141945,LocationSensor,False,False,False,True,False,False,[],[],,8000.0,-7903.226480545092,269.9977279764963,-80.7308358791264,99.98913192749023
calibration,1,14,14,False,False,False,False,0,transit,sv0,True,baseline_GP_mainline_planner,False,"[24, 2]","[-380.0, 160.0, 0.0]","[21, 2]","[-380.0, 190.0, 0.0]",baseline_GP_planner_committed_segment_lookahead,False,-379.99932861328125,149.99375915527344,0.14387355744838715,25,2,False,False,10.006240867250511,12.282969463983678,LocationSensor,False,False,False,True,False,False,[],[],,-7566.824430019049,8000.0,90.00297088450137,79.27252112699472,99.98751449585427
calibration,1,14,14,False,False,False,False,0,transit,sv1,True,baseline_GP_mainline_planner,False,"[36, 2]","[-380.0, 40.0, 0.0]","[39, 2]","[-380.0, 10.0, 0.0]",baseline_GP_planner_committed_segment_lookahead,False,-379.9992980957031,50.00624465942383,0.14163541793823242,35,2,False,False,10.006244684041937,347.7170412733218,LocationSensor,False,False,False,True,False,False,[],[],,8000.0,-7566.825351038897,269.9970291166313,-79.27252679478812,99.98751449585427
calibration,1,15,15,False,False,False,False,0,transit,sv0,True,baseline_GP_mainline_planner,False,"[24, 2]","[-380.0, 160.0, 0.0]","[21, 2]","[-380.0, 190.0, 0.0]",baseline_GP_planner_committed_segment_lookahead,False,-379.9991149902344,149.99290466308594,0.14150050282478333,25,2,False,False,10.00709537604841,13.926636476524216,LocationSensor,False,False,False,True,False,False,[],[],,-7209.788183449492,8000.0,90.00384436332733,77.72087489934364,99.98579788208008
calibration,1,15,15,False,False,False,False,0,transit,sv1,True,baseline_GP_mainline_planner,False,"[36, 2]","[-380.0, 40.0, 0.0]","[39, 2]","[-380.0, 10.0, 0.0]",baseline_GP_planner_committed_segment_lookahead,False,-379.9991149902344,50.00710678100586,0.14354358613491058,35,2,False,False,10.00710682014016,346.07337926165013,LocationSensor,False,False,False,True,False,False,[],[],,8000.0,-7209.830351335074,269.99598089441787,-77.72106037890393,99.98579788208008
calibration,1,16,16,False,False,False,False,0,transit,sv0,True,baseline_GP_mainline_planner,False,"[24, 2]","[-380.0, 160.0, 0.0]","[21, 2]","[-380.0, 190.0, 0.0]",baseline_GP_planner_committed_segment_lookahead,False,-379.9988708496094,149.9919891357422,0.1424955427646637,25,2,False,False,10.008010927955814,15.65914718829289,LocationSensor,False,False,False,True,False,False,[],[],,-6833.012843266295,8000.0,90.0050671371221,76.07843066059786,99.98396682739258
calibration,1,16,16,False,False,False,False,0,transit,sv1,True,baseline_GP_mainline_planner,False,"[36, 2]","[-380.0, 40.0, 0.0]","[39, 2]","[-380.0, 10.0, 0.0]",baseline_GP_planner_committed_segment_lookahead,False,-379.9988708496094,50.00802230834961,0.14868564903736115,35,2,False,False,10.008022372047538,344.3408727412508,LocationSensor,False,False,False,True,False,False,[],[],,8000.0,-6833.014953609352,269.99493286867266,-76.07844639297747,99.98396682739258
calibration,1,17,17,False,False,False,False,0,transit,sv0,True,baseline_GP_mainline_planner,False,"[24, 2]","[-380.0, 160.0, 0.0]","[21, 2]","[-380.0, 190.0, 0.0]",baseline_GP_planner_committed_segment_lookahead,False,-379.99859619140625,149.99102783203125,0.14634475111961365,25,2,False,False,10.008972266414352,17.478254243451627,LocationSensor,False,False,False,True,False,False,[],[],,-6437.350797114025,8000.0,90.00646437663,74.34731718833712,99.98203659057617
calibration,1,17,17,False,False,False,False,0,transit,sv1,True,baseline_GP_mainline_planner,False,"[36, 2]","[-380.0, 40.0, 0.0]","[39, 2]","[-380.0, 10.0, 0.0]",baseline_GP_planner_committed_segment_lookahead,False,-379.99859619140625,50.00899124145508,0.1561494916677475,35,2,False,False,10.008991339900492,342.5217716358218,LocationSensor,False,False,False,True,False,False,[],[],,8000.0,-6437.353667188782,269.9935356307619,-74.34733711048887,99.98203659057617
calibration,1,18,18,False,False,False,False,0,transit,sv0,True,baseline_GP_mainline_planner,False,"[24, 2]","[-380.0, 160.0, 0.0]","[21, 2]","[-380.0, 190.0, 0.0]",baseline_GP_planner_committed_segment_lookahead,False,-379.9982604980469,149.99002075195312,0.15229153633117676,25,2,False,False,10.009979399189397,19.38176305312616,LocationSensor,False,True,True,True,False,False,[],[],,-6023.742689746565,8000.0,90.00803602066115,72.52978177720951,99.98001861572266
calibration,1,18,18,False,False,False,False,0,transit,sv1,True,baseline_GP_mainline_planner,False,"[36, 2]","[-380.0, 40.0, 0.0]","[39, 2]","[-380.0, 10.0, 0.0]",baseline_GP_planner_committed_segment_lookahead,False,-379.9982604980469,50.01000213623047,0.1645849496126175,35,2,False,False,10.010002287372645,340.6182645088745,LocationSensor,False,True,True,True,False,False,[],[],,8000.0,-6023.745457505556,269.99196399465256,-72.52980764116921,99.98001861572266
calibration,1,19,19,False,False,False,False,0,transit,sv0,True,baseline_GP_mainline_planner,False,"[24, 2]","[-380.0, 160.0, 0.0]","[21, 2]","[-380.0, 190.0, 0.0]",baseline_GP_planner_committed_segment_lookahead,False,-379.99786376953125,149.9889678955078,0.15947853028774261,25,2,False,False,10.01103233241477,21.36753554462078,LocationSensor,False,False,False,True,False,False,[],[],,-5593.214662197051,8000.0,90.00995667592268,70.62819362279652,99.97790908813477
