map_kind,system_name,target_motion_mode,clue_acquisition_mode,policy_name,path_safety_mode,anomaly_top_band_selection_ratio_pre_first_detection_mean,anomaly_top_band_selection_ratio_pre_first_detection_std,unfound_target_neighborhood_anomaly_mass_ratio_pre_first_detection_mean,unfound_target_neighborhood_anomaly_mass_ratio_pre_first_detection_std
ALL,single_usv_infosampled,static,ucb,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,0.2596599228595543,0.22193457432582997,0.056330707743017565,0.01143606552938514
open_water,single_usv_infosampled,static,ucb,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,0.24936641292455247,0.15861340759628945,0.05129345637540307,0.005332240417150484
harbor_cove,single_usv_infosampled,static,ucb,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,0.25496429525067293,0.29125397217091015,0.06653407628672611,0.012977371825868014
peninsula_passage,single_usv_infosampled,static,ucb,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,0.2746490604034376,0.19345567181964282,0.05116459056692355,0.006271715821658246
ALL,single_usv_infosampled,static,anomaly_upper_tail,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,0.2793821255015005,0.21982706035220273,0.05627884577126038,0.010431423589499018
open_water,single_usv_infosampled,static,anomaly_upper_tail,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,0.2667295019210001,0.15820841912013756,0.05206029640200198,0.0037639578393672776
harbor_cove,single_usv_infosampled,static,anomaly_upper_tail,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,0.2850049162849419,0.28834199819194917,0.06476673986453466,0.01194994155346576
peninsula_passage,single_usv_infosampled,static,anomaly_upper_tail,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,0.2864119582985594,0.19120584295108514,0.05200950104724454,0.007836293975527917
