map_kind,system_name,target_motion_mode,clue_acquisition_mode,policy_name,path_safety_mode,anomaly_top_band_selection_ratio_pre_first_detection_mean,anomaly_top_band_selection_ratio_pre_first_detection_std,unfound_target_neighborhood_anomaly_mass_ratio_pre_first_detection_mean,unfound_target_neighborhood_anomaly_mass_ratio_pre_first_detection_std
ALL,single_usv_infosampled,static,ucb,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,0.3791229129146271,0.19723963086795726,0.025967235383236927,0.005181810539747674
open_water,single_usv_infosampled,static,ucb,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,0.35350933822891334,0.181733516845357,0.02301912986880199,0.0024158564836922105
harbor_cove,single_usv_infosampled,static,ucb,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,0.33101415187443256,0.188809510802556,0.028746221701442733,0.004738289475056732
peninsula_passage,single_usv_infosampled,static,ucb,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,0.4528452486405354,0.19906989365148925,0.026136354579466052,0.005985235110397859
ALL,single_usv_infosampled,static,anomaly_upper_tail,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,0.375616917279614,0.2016878572436815,0.02589744452866383,0.004893264758027897
open_water,single_usv_infosampled,static,anomaly_upper_tail,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,0.37717006423712485,0.1665671610311831,0.022601410295384365,0.002102044040357276
harbor_cove,single_usv_infosampled,static,anomaly_upper_tail,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,0.2578386226124153,0.160728132250554,0.028618808217500215,0.0043073815988977845
peninsula_passage,single_usv_infosampled,static,anomaly_upper_tail,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,0.4918420649893019,0.20266573397488635,0.02647211507310692,0.005500916865562575
