episode_seed,map_kind,system_name,target_motion_mode,clue_acquisition_mode,policy_name,path_safety_mode,safe_nav_lambda_clearance,time_to_first_detection,time_to_all_found,detection_rate,found_count,known_free_observation_ratio_final,planning_time_ms_mean,path_length,clearance_penalty_raw_mean,near_obstacle_step_ratio,min_clearance_cells_mean,path_invalidations_per_episode,anomaly_top_band_selection_ratio_pre_first_detection,unfound_target_neighborhood_anomaly_mass_ratio_pre_first_detection
0,harbor_cove,single_usv_infosampled,static,ucb,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,,,0.0,0,0.4380482456140351,30.514921621599225,240,0.0026041666666666665,0.0026041666666666665,11.558333333333334,0,0.25,0.025610636595085303
1,harbor_cove,single_usv_infosampled,static,ucb,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,,,0.0,0,0.4440789473684211,30.465686111155165,240,0.0026041666666666665,0.0026041666666666665,10.233333333333333,0,0.24583333333333332,0.025240735043640113
2,harbor_cove,single_usv_infosampled,static,ucb,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,126,,0.3333333333333333,1,0.4786184210526316,33.98638648650376,240,0.0026041666666666665,0.0026041666666666665,9.320833333333333,0,0.5,0.02252415033416155
3,harbor_cove,single_usv_infosampled,static,ucb,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,74,,0.6666666666666666,2,0.4166666666666667,30.816779999963728,240,0.0067708333333333336,0.0067708333333333336,5.166666666666667,0,0.3108108108108108,0.0281213809326652
4,harbor_cove,single_usv_infosampled,static,ucb,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,149,,0.6666666666666666,2,0.4616228070175439,32.99113589736617,240,0.0026041666666666665,0.0026041666666666665,11.054166666666667,0,0.3624161073825503,0.02995504127419661
5,harbor_cove,single_usv_infosampled,static,ucb,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,15,,0.3333333333333333,1,0.5243969298245614,45.070652777844266,240,0.0026041666666666665,0.0026041666666666665,8.645833333333334,0,0.2,0.03480236216415672
6,harbor_cove,single_usv_infosampled,static,ucb,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,,,0.0,0,0.3834978070175439,30.831094594489244,240,0.0026041666666666665,0.0026041666666666665,8.1125,0,0.20416666666666666,0.026772422808405222
7,harbor_cove,single_usv_infosampled,static,ucb,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,16,,0.3333333333333333,1,0.3996710526315789,38.030208333288506,240,0.0026041666666666665,0.0026041666666666665,6.879166666666666,0,0.0,0.028272765469355685
8,harbor_cove,single_usv_infosampled,static,ucb,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,121,,0.3333333333333333,1,0.5093201754385965,32.24634166665257,240,0.0026041666666666665,0.0026041666666666665,8.645833333333334,0,0.5702479338842975,0.026622106250079207
9,harbor_cove,single_usv_infosampled,static,ucb,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,15,,0.6666666666666666,2,0.5397478070175439,34.38581842108665,240,0.0026041666666666665,0.0026041666666666665,8.475,0,0.6666666666666666,0.039540616142681694
0,peninsula_passage,single_usv_infosampled,static,ucb,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,,,0.0,0,0.29644466700050076,33.030615384538976,240,0.0026041666666666665,0.0026041666666666665,4.425,0,0.31666666666666665,0.020037524413932018
1,peninsula_passage,single_usv_infosampled,static,ucb,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,60,,0.3333333333333333,1,0.29944917376064095,27.144344999965142,240,0.0026041666666666665,0.0026041666666666665,3.825,0,0.4666666666666667,0.02391956756405534
2,peninsula_passage,single_usv_infosampled,static,ucb,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,,,0.0,0,0.2794191286930396,28.358565789523325,240,0.03177083333333333,0.03177083333333333,3.725,0,0.5041666666666667,0.023313194308305783
3,peninsula_passage,single_usv_infosampled,static,ucb,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,76,,0.3333333333333333,1,0.2954431647471207,26.06871428571096,240,0.0067708333333333336,0.0067708333333333336,3.7,0,0.3815789473684211,0.02399060166276754
4,peninsula_passage,single_usv_infosampled,static,ucb,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,8,,0.6666666666666666,2,0.3184777165748623,26.530992682903783,240,0.0026041666666666665,0.0026041666666666665,4.954166666666667,0,1.0,0.04078767823301963
5,peninsula_passage,single_usv_infosampled,static,ucb,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,,,0.0,0,0.3783174762143215,35.20727027031122,240,0.0067708333333333336,0.0067708333333333336,3.845833333333333,0,0.35833333333333334,0.024838239527490952
6,peninsula_passage,single_usv_infosampled,static,ucb,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,62,,0.3333333333333333,1,0.4504256384576865,54.72258648648209,240,0.05,0.05,4.3875,0,0.3709677419354839,0.03381229399852008
7,peninsula_passage,single_usv_infosampled,static,ucb,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,,,0.0,0,0.3082123184777166,33.40771578948414,240,0.05572916666666667,0.05572916666666667,3.6083333333333334,0,0.35833333333333334,0.022543210385756074
8,peninsula_passage,single_usv_infosampled,static,ucb,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,28,,0.3333333333333333,1,0.2929394091136705,27.662135714330187,240,0.0067708333333333336,0.0067708333333333336,3.8375,0,0.25,0.0258979454101571
9,peninsula_passage,single_usv_infosampled,static,ucb,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,115,,0.6666666666666666,2,0.29819729594391586,29.759652631534998,240,0.009895833333333333,0.009895833333333333,3.55,0,0.5217391304347826,0.022223290290655992
0,open_water,single_usv_infosampled,static,anomaly_upper_tail,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,49,,0.3333333333333333,1,0.3249336870026525,31.624797297366523,240,0.0026041666666666665,0.0026041666666666665,17.620833333333334,0,0.24489795918367346,0.021756815582512804
1,open_water,single_usv_infosampled,static,anomaly_upper_tail,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,70,,0.3333333333333333,1,0.3154288240495137,31.504574999939905,240,0.0026041666666666665,0.0026041666666666665,18.029166666666665,0,0.42857142857142855,0.02180491709577043
2,open_water,single_usv_infosampled,static,anomaly_upper_tail,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,,,0.0,0,0.33930150309460655,30.448592105370295,240,0.0026041666666666665,0.0026041666666666665,15.120833333333334,0,0.35,0.02051554231650887
3,open_water,single_usv_infosampled,static,anomaly_upper_tail,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,5,,0.3333333333333333,1,0.3322281167108753,33.574550000043686,240,0.0026041666666666665,0.0026041666666666665,17.633333333333333,0,0.0,0.02518044046044339
4,open_water,single_usv_infosampled,static,anomaly_upper_tail,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,26,,0.3333333333333333,1,0.3178603006189213,30.320402631499938,240,0.0026041666666666665,0.0026041666666666665,16.066666666666666,0,0.6923076923076923,0.02175042004632963
5,open_water,single_usv_infosampled,static,anomaly_upper_tail,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,,,0.0,0,0.3286914235190097,30.127576315743156,240,0.0026041666666666665,0.0026041666666666665,17.5875,0,0.4041666666666667,0.019072148217278803
6,open_water,single_usv_infosampled,static,anomaly_upper_tail,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,84,,0.6666666666666666,2,0.3797524314765694,30.427169444364054,240,0.0026041666666666665,0.0026041666666666665,16.725,0,0.35714285714285715,0.02590994266787298
7,open_water,single_usv_infosampled,static,anomaly_upper_tail,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,74,,0.3333333333333333,1,0.3167550839964633,31.446307692441714,240,0.0026041666666666665,0.0026041666666666665,17.420833333333334,0,0.40540540540540543,0.024854030798240362
8,open_water,single_usv_infosampled,static,anomaly_upper_tail,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,35,,0.6666666666666666,2,0.40959328028293546,34.06791842103542,240,0.0026041666666666665,0.0026041666666666665,14.841666666666667,0,0.4,0.023732704120855295
9,open_water,single_usv_infosampled,static,anomaly_upper_tail,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,139,,0.3333333333333333,1,0.33687002652519893,33.34039729732565,240,0.0026041666666666665,0.0026041666666666665,15.254166666666666,0,0.4892086330935252,0.021437141648031087
0,harbor_cove,single_usv_infosampled,static,anomaly_upper_tail,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,159,,0.3333333333333333,1,0.46381578947368424,35.915729729699585,240,0.0026041666666666665,0.0026041666666666665,10.691666666666666,0,0.44025157232704404,0.026443159758544627
1,harbor_cove,single_usv_infosampled,static,anomaly_upper_tail,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,,,0.0,0,0.4440789473684211,31.494358333247874,240,0.0026041666666666665,0.0026041666666666665,10.208333333333334,0,0.2708333333333333,0.025240735043640113
2,harbor_cove,single_usv_infosampled,static,anomaly_upper_tail,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,,,0.0,0,0.4120065789473684,31.39341052644197,240,0.0026041666666666665,0.0026041666666666665,8.25,0,0.4125,0.021778783022798717
3,harbor_cove,single_usv_infosampled,static,anomaly_upper_tail,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,189,,0.6666666666666666,2,0.49506578947368424,36.04787837842171,240,0.0026041666666666665,0.0026041666666666665,10.104166666666666,0,0.3915343915343915,0.029536763380019825
4,harbor_cove,single_usv_infosampled,static,anomaly_upper_tail,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,219,,0.3333333333333333,1,0.46847587719298245,34.626086842093315,240,0.0026041666666666665,0.0026041666666666665,7.691666666666666,0,0.2557077625570776,0.02753692433589225
5,harbor_cove,single_usv_infosampled,static,anomaly_upper_tail,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,15,,0.6666666666666666,2,0.49780701754385964,33.3409210527287,240,0.0026041666666666665,0.0026041666666666665,10.404166666666667,0,0.2,0.03480236216415672
6,harbor_cove,single_usv_infosampled,static,anomaly_upper_tail,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,149,,0.6666666666666666,2,0.4649122807017544,30.588740540470344,240,0.0026041666666666665,0.0026041666666666665,10.720833333333333,0,0.44966442953020136,0.02921403035791156
7,harbor_cove,single_usv_infosampled,static,anomaly_upper_tail,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,16,,0.3333333333333333,1,0.4237938596491228,33.06670540540516,240,0.0026041666666666665,0.0026041666666666665,11.708333333333334,0,0.0,0.028272765469355685
8,harbor_cove,single_usv_infosampled,static,anomaly_upper_tail,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,171,,0.3333333333333333,1,0.40323464912280704,35.34297894738732,240,0.0026041666666666665,0.0026041666666666665,6.029166666666667,0,0.15789473684210525,0.026063288318875315
9,harbor_cove,single_usv_infosampled,static,anomaly_upper_tail,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,12,,0.6666666666666666,2,0.5145285087719298,35.85524054058722,240,0.0026041666666666665,0.0026041666666666665,9.404166666666667,0,0.0,0.03729927032380735
0,peninsula_passage,single_usv_infosampled,static,anomaly_upper_tail,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,,,0.0,0,0.3042063094641963,27.54978717966412,240,0.0026041666666666665,0.0026041666666666665,3.5458333333333334,0,0.4041666666666667,0.021021222368464338
1,peninsula_passage,single_usv_infosampled,static,anomaly_upper_tail,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,60,,0.3333333333333333,1,0.2696544817225839,27.32743589743992,240,0.0026041666666666665,0.0026041666666666665,3.8541666666666665,0,0.4666666666666667,0.02391956756405534
2,peninsula_passage,single_usv_infosampled,static,anomaly_upper_tail,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,165,,0.3333333333333333,1,0.3547821732598898,34.910721621673545,240,0.04895833333333333,0.04895833333333333,4.108333333333333,0,0.5333333333333333,0.02485156286926135
3,peninsula_passage,single_usv_infosampled,static,anomaly_upper_tail,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,79,,0.3333333333333333,1,0.38482724086129194,31.364705555536904,240,0.0067708333333333336,0.0067708333333333336,3.970833333333333,0,0.4050632911392405,0.024769517957288933
4,peninsula_passage,single_usv_infosampled,static,anomaly_upper_tail,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,8,,0.6666666666666666,2,0.3302453680520781,31.981119047638156,240,0.0171875,0.0171875,4.154166666666667,0,1.0,0.04078767823301963
5,peninsula_passage,single_usv_infosampled,static,anomaly_upper_tail,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,11,,0.3333333333333333,1,0.3277416124186279,27.813992500068707,240,0.005729166666666666,0.005729166666666666,4.504166666666666,0,0.5454545454545454,0.03168748620560039
6,peninsula_passage,single_usv_infosampled,static,anomaly_upper_tail,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,46,,0.6666666666666666,2,0.2769153730595894,27.771202631500177,240,0.0026041666666666665,0.0026041666666666665,3.6666666666666665,0,0.2826086956521739,0.026374624279665672
7,peninsula_passage,single_usv_infosampled,static,anomaly_upper_tail,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,,,0.0,0,0.2816725087631447,30.83863684203511,240,0.010342261904761903,0.010342261904761903,3.716666666666667,0,0.3958333333333333,0.022668217115758154
8,peninsula_passage,single_usv_infosampled,static,anomaly_upper_tail,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,28,,0.3333333333333333,1,0.43064596895343016,33.71542051282188,240,0.05,0.05,4.404166666666667,0,0.25,0.0258979454101571
9,peninsula_passage,single_usv_infosampled,static,anomaly_upper_tail,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,85,,0.6666666666666666,2,0.414121181772659,36.11267777783824,240,0.05416666666666667,0.05416666666666667,4.0125,0,0.6352941176470588,0.022743328727798277
