episode_seed,map_kind,system_name,target_motion_mode,clue_acquisition_mode,planner_adaptation_mode,policy_name,path_safety_mode,safe_nav_lambda_clearance,time_to_first_detection,time_to_all_found,detection_rate,found_count,known_free_observation_ratio_final,planning_time_ms_mean,path_length,clearance_penalty_raw_mean,near_obstacle_step_ratio,min_clearance_cells_mean,path_invalidations_per_episode,anomaly_top_band_selection_ratio_pre_first_detection,unfound_target_neighborhood_anomaly_mass_ratio_pre_first_detection
0,open_water,single_usv_infosampled,static,ucb,no_alpha_kappa,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,49,,0.3333333333333333,1,0.3030503978779841,43.808238775529055,240,0.0026041666666666665,0.0026041666666666665,17.4875,0,0.20408163265306123,0.021756815582512804
1,open_water,single_usv_infosampled,static,ucb,no_alpha_kappa,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,75,,0.3333333333333333,1,0.3636162687886826,44.4756580000103,240,0.0026041666666666665,0.0026041666666666665,16.320833333333333,0,0.5333333333333333,0.02202751075515344
2,open_water,single_usv_infosampled,static,ucb,no_alpha_kappa,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,,,0.0,0,0.30083996463306806,45.68461200002275,240,0.0026041666666666665,0.0026041666666666665,17.183333333333334,0,0.3875,0.020528991107641045
3,open_water,single_usv_infosampled,static,ucb,no_alpha_kappa,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,5,,0.3333333333333333,1,0.3074712643678161,44.390693877547314,240,0.0026041666666666665,0.0026041666666666665,17.395833333333332,0,0.0,0.02518044046044339
4,open_water,single_usv_infosampled,static,ucb,no_alpha_kappa,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,26,,0.3333333333333333,1,0.3183023872679045,43.256977551079345,240,0.0026041666666666665,0.0026041666666666665,17.8,0,0.6153846153846154,0.02175042004632963
5,open_water,single_usv_infosampled,static,ucb,no_alpha_kappa,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,,,0.0,0,0.3087975243147657,45.05295399998431,240,0.0026041666666666665,0.0026041666666666665,17.025,0,0.31666666666666665,0.01896579972534801
6,open_water,single_usv_infosampled,static,ucb,no_alpha_kappa,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,66,195,1.0,3,0.3291335101679929,47.977372499985904,195,0.003205128205128205,0.003205128205128205,11.846153846153847,0,0.24242424242424243,0.022920133448020182
7,open_water,single_usv_infosampled,static,ucb,no_alpha_kappa,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,114,,0.3333333333333333,1,0.34438549955791337,43.49524081634608,240,0.0026041666666666665,0.0026041666666666665,16.2625,0,0.2543859649122807,0.027195177745743267
8,open_water,single_usv_infosampled,static,ucb,no_alpha_kappa,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,35,,0.3333333333333333,1,0.3045977011494253,42.72049399995012,240,0.0026041666666666665,0.0026041666666666665,18.341666666666665,0,0.2857142857142857,0.023688645662666936
9,open_water,single_usv_infosampled,static,ucb,no_alpha_kappa,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,,,0.0,0,0.3163129973474801,42.175024489830435,240,0.0026041666666666665,0.0026041666666666665,17.358333333333334,0,0.4583333333333333,0.02127054028510892
