map_kind,system_name,target_motion_mode,clue_acquisition_mode,planner_adaptation_mode,policy_name,path_safety_mode,anomaly_top_band_selection_ratio_pre_first_detection_mean,anomaly_top_band_selection_ratio_pre_first_detection_std,unfound_target_neighborhood_anomaly_mass_ratio_pre_first_detection_mean,unfound_target_neighborhood_anomaly_mass_ratio_pre_first_detection_std
ALL,single_usv_infosampled,static,ucb,no_alpha_kappa,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,0.3886427223612575,0.2127636532886937,0.026400801794932947,0.005542666336074726
open_water,single_usv_infosampled,static,ucb,no_alpha_kappa,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,0.3297824074421819,0.168180105018997,0.02252844748189676,0.002236855186569945
harbor_cove,single_usv_infosampled,static,ucb,no_alpha_kappa,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,0.37945634996030003,0.24316513317382196,0.030612255212459534,0.0044987138254272896
peninsula_passage,single_usv_infosampled,static,ucb,no_alpha_kappa,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,0.45668940968129074,0.20052932204822008,0.02606170269044255,0.005837383584624202
ALL,single_usv_infosampled,static,anomaly_upper_tail,no_alpha_kappa,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,0.4125677366787836,0.20644575917268848,0.027179741602869775,0.006116879925736999
open_water,single_usv_infosampled,static,anomaly_upper_tail,no_alpha_kappa,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,0.3363938656920684,0.16755855921205473,0.02231862051672149,0.001674203454212967
harbor_cove,single_usv_infosampled,static,anomaly_upper_tail,no_alpha_kappa,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,0.44520657841140004,0.2218418585567484,0.03222242329009412,0.004837682400442095
peninsula_passage,single_usv_infosampled,static,anomaly_upper_tail,no_alpha_kappa,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,0.45610276593288235,0.20446716627646677,0.026998181001793704,0.00607868660150205
