phase_name,run_kind,policy_step,observation_phase,sensor_id,sensor_role,sensor_footprint,source_model,reporter_usv_id,observer_world_location,observer_grid_cell,sample_index,sample_grid_cell,sample_world_xy,clue_value,noise_std,signal_without_noise,distance_to_registered_source_m,registered_source_world_location_for_audit,registered_source_not_exposed_to_planner,used_for_gp_observation,used_for_detection,directly_updates_found_mask,detected_mask_from_clue,found_mask_from_clue,truth_used_for_detection,actor_truth_used_for_detection,target_truth_used_for_detection,teammate_truth_used_for_detection
phase5e_bridge_clue_sensor_realized_search,calibration,2,post_step_holoocean_pose,phase5e_passive_anomaly_clue_sensor,local_passive_anomaly_observation_for_gp_only,local_grid_disk_from_holoocean_location_sensor_pose,scene_registered_static_passive_anomaly_source_not_detection_truth,sv1,"[-383.8254089355469, 33.157318115234375, 0.1944321244955063]","[37, 2]",3,"[36, 3]","[-370.0, 40.0]",0.07759915787110155,0.03,5.26119683878114e-08,206.78733036624854,"[-270.0, 221.0, 0.5]",True,True,False,False,False,False,False,False,False,False
phase5e_bridge_clue_sensor_realized_search,calibration,2,post_step_holoocean_pose,phase5e_passive_anomaly_clue_sensor,local_passive_anomaly_observation_for_gp_only,local_grid_disk_from_holoocean_location_sensor_pose,scene_registered_static_passive_anomaly_source_not_detection_truth,sv1,"[-383.8254089355469, 33.157318115234375, 0.1944321244955063]","[37, 2]",4,"[34, 3]","[-370.0, 60.0]",0.003839845405922134,0.03,8.581512486627802e-07,189.52836199366047,"[-270.0, 221.0, 0.5]",True,True,False,False,False,False,False,False,False,False
phase5e_bridge_clue_sensor_realized_search,calibration,2,post_step_holoocean_pose,phase5e_passive_anomaly_clue_sensor,local_passive_anomaly_observation_for_gp_only,local_grid_disk_from_holoocean_location_sensor_pose,scene_registered_static_passive_anomaly_source_not_detection_truth,sv1,"[-383.8254089355469, 33.157318115234375, 0.1944321244955063]","[37, 2]",5,"[39, 2]","[-380.0, 10.0]",0.035279448756102276,0.03,1.8374630914224916e-10,237.95167576632028,"[-270.0, 221.0, 0.5]",True,True,False,False,False,False,False,False,False,False
phase5e_bridge_clue_sensor_realized_search,calibration,3,post_step_holoocean_pose,phase5e_passive_anomaly_clue_sensor,local_passive_anomaly_observation_for_gp_only,local_grid_disk_from_holoocean_location_sensor_pose,scene_registered_static_passive_anomaly_source_not_detection_truth,sv0,"[-378.4474792480469, 175.28018188476562, 0.19555987417697906]","[22, 2]",0,"[20, 4]","[-360.0, 200.0]",0.054921341407624155,0.03,0.06123874090464268,92.41753080449618,"[-270.0, 221.0, 0.5]",True,True,False,False,False,False,False,False,False,False
phase5e_bridge_clue_sensor_realized_search,calibration,3,post_step_holoocean_pose,phase5e_passive_anomaly_clue_sensor,local_passive_anomaly_observation_for_gp_only,local_grid_disk_from_holoocean_location_sensor_pose,scene_registered_static_passive_anomaly_source_not_detection_truth,sv0,"[-378.4474792480469, 175.28018188476562, 0.19555987417697906]","[22, 2]",1,"[25, 6]","[-340.0, 150.0]",0.05875343992282917,0.03,0.03458262675778955,99.70456358662827,"[-270.0, 221.0, 0.5]",True,True,False,False,False,False,False,False,False,False
phase5e_bridge_clue_sensor_realized_search,calibration,3,post_step_holoocean_pose,phase5e_passive_anomaly_clue_sensor,local_passive_anomaly_observation_for_gp_only,local_grid_disk_from_holoocean_location_sensor_pose,scene_registered_static_passive_anomaly_source_not_detection_truth,sv0,"[-378.4474792480469, 175.28018188476562, 0.19555987417697906]","[22, 2]",2,"[22, 4]","[-360.0, 180.0]",0.013888447597164184,0.03,0.036916461459513134,98.89893831583835,"[-270.0, 221.0, 0.5]",True,True,False,False,False,False,False,False,False,False
phase5e_bridge_clue_sensor_realized_search,calibration,3,post_step_holoocean_pose,phase5e_passive_anomaly_clue_sensor,local_passive_anomaly_observation_for_gp_only,local_grid_disk_from_holoocean_location_sensor_pose,scene_registered_static_passive_anomaly_source_not_detection_truth,sv0,"[-378.4474792480469, 175.28018188476562, 0.19555987417697906]","[22, 2]",3,"[17, 2]","[-380.0, 230.0]",0.07063674978459253,0.03,0.013860814036762545,110.36756769993622,"[-270.0, 221.0, 0.5]",True,True,False,False,False,False,False,False,False,False
phase5e_bridge_clue_sensor_realized_search,calibration,3,post_step_holoocean_pose,phase5e_passive_anomaly_clue_sensor,local_passive_anomaly_observation_for_gp_only,local_grid_disk_from_holoocean_location_sensor_pose,scene_registered_static_passive_anomaly_source_not_detection_truth,sv0,"[-378.4474792480469, 175.28018188476562, 0.19555987417697906]","[22, 2]",4,"[20, 2]","[-380.0, 200.0]",0.02862596566298626,0.03,0.011966689912081361,111.98660634200861,"[-270.0, 221.0, 0.5]",True,True,False,False,False,False,False,False,False,False
phase5e_bridge_clue_sensor_realized_search,calibration,3,post_step_holoocean_pose,phase5e_passive_anomaly_clue_sensor,local_passive_anomaly_observation_for_gp_only,local_grid_disk_from_holoocean_location_sensor_pose,scene_registered_static_passive_anomaly_source_not_detection_truth,sv0,"[-378.4474792480469, 175.28018188476562, 0.19555987417697906]","[22, 2]",5,"[21, 3]","[-370.0, 190.0]",0.03320636365855808,0.03,0.022806028491245894,104.69479452198185,"[-270.0, 221.0, 0.5]",True,True,False,False,False,False,False,False,False,False
phase5e_bridge_clue_sensor_realized_search,calibration,3,post_step_holoocean_pose,phase5e_passive_anomaly_clue_sensor,local_passive_anomaly_observation_for_gp_only,local_grid_disk_from_holoocean_location_sensor_pose,scene_registered_static_passive_anomaly_source_not_detection_truth,sv1,"[-378.44744873046875, 24.71984100341797, 0.18262127041816711]","[38, 2]",0,"[41, 3]","[-370.0, -10.0]",0.03346283021334326,0.03,1.1734528428223732e-11,251.71610993339303,"[-270.0, 221.0, 0.5]",True,True,False,False,False,False,False,False,False,False
phase5e_bridge_clue_sensor_realized_search,calibration,3,post_step_holoocean_pose,phase5e_passive_anomaly_clue_sensor,local_passive_anomaly_observation_for_gp_only,local_grid_disk_from_holoocean_location_sensor_pose,scene_registered_static_passive_anomaly_source_not_detection_truth,sv1,"[-378.44744873046875, 24.71984100341797, 0.18262127041816711]","[38, 2]",1,"[34, 2]","[-380.0, 60.0]",0.02863239266005764,0.03,3.64176087416253e-07,194.9897433200013,"[-270.0, 221.0, 0.5]",True,True,False,False,False,False,False,False,False,False
phase5e_bridge_clue_sensor_realized_search,calibration,3,post_step_holoocean_pose,phase5e_passive_anomaly_clue_sensor,local_passive_anomaly_observation_for_gp_only,local_grid_disk_from_holoocean_location_sensor_pose,scene_registered_static_passive_anomaly_source_not_detection_truth,sv1,"[-378.44744873046875, 24.71984100341797, 0.18262127041816711]","[38, 2]",2,"[41, 6]","[-340.0, -10.0]",0.05247426137125999,0.03,9.408214620925616e-11,241.37315509393332,"[-270.0, 221.0, 0.5]",True,True,False,False,False,False,False,False,False,False
phase5e_bridge_clue_sensor_realized_search,calibration,3,post_step_holoocean_pose,phase5e_passive_anomaly_clue_sensor,local_passive_anomaly_observation_for_gp_only,local_grid_disk_from_holoocean_location_sensor_pose,scene_registered_static_passive_anomaly_source_not_detection_truth,sv1,"[-378.44744873046875, 24.71984100341797, 0.18262127041816711]","[38, 2]",3,"[38, 1]","[-390.0, 20.0]",0.008821516243249311,0.03,3.8622233244952444e-10,234.09613409879285,"[-270.0, 221.0, 0.5]",True,True,False,False,False,False,False,False,False,False
phase5e_bridge_clue_sensor_realized_search,calibration,3,post_step_holoocean_pose,phase5e_passive_anomaly_clue_sensor,local_passive_anomaly_observation_for_gp_only,local_grid_disk_from_holoocean_location_sensor_pose,scene_registered_static_passive_anomaly_source_not_detection_truth,sv1,"[-378.44744873046875, 24.71984100341797, 0.18262127041816711]","[38, 2]",4,"[37, 6]","[-340.0, 30.0]",0.06423620424774787,0.03,9.240757315802198e-08,203.423204182807,"[-270.0, 221.0, 0.5]",True,True,False,False,False,False,False,False,False,False
