map_kind,baseline_clue_acquisition_mode,challenger_clue_acquisition_mode,assignment_mode,target_motion_mode,path_safety_mode,team_path_avoidance_mode,time_to_first_detection_delta_mean,time_to_all_found_delta_mean,detection_rate_delta_mean,found_count_delta_mean,known_free_observation_ratio_final_delta_mean,planning_time_ms_mean_delta_mean,anomaly_top_band_selection_ratio_pre_first_detection_delta_mean,unfound_target_neighborhood_anomaly_mass_ratio_pre_first_detection_delta_mean,duplicate_viewpoint_ratio_delta_mean,cross_region_assignment_ratio_delta_mean,conflict_intervention_count_delta_mean,wait_count_total_delta_mean
ALL,ucb,anomaly_upper_tail,independent,static,soft_clearance_astar_v1,reservation_v1,-6.931034482758621,14.25,0.07777777777777778,0.23333333333333334,0.029767950643720405,-10.544489359452347,0.0029169246499112216,3.8866402263249e-08,-0.0061951994668711765,-0.024766975324443795,0.06666666666666667,0.06666666666666667
open_water,ucb,anomaly_upper_tail,independent,static,soft_clearance_astar_v1,reservation_v1,-9.6,3.75,0.13333333333333333,0.4,0.005481874447391693,-15.169381805378356,0.006105389868756206,-7.938596163368402e-05,-0.0042358995259286335,-0.0581531075814186,0.0,0.0
harbor_cove,ucb,anomaly_upper_tail,independent,static,soft_clearance_astar_v1,reservation_v1,-24.3,31.0,0.06666666666666667,0.2,0.007182017543859659,-11.006817267089493,0.002007972991257684,-0.00025705705540146894,-0.005712365591397849,0.021649904055491193,0.0,0.0
peninsula_passage,ucb,anomaly_upper_tail,independent,static,soft_clearance_astar_v1,reservation_v1,15.333333333333334,18.5,0.033333333333333326,0.1,0.07663995993990987,-5.45726900588919,0.0006374110897197748,0.00033655961624194273,-0.00863733328328704,-0.03779772244740398,0.2,0.2
