map_kind,system_name,assignment_mode,target_motion_mode,clue_acquisition_mode,path_safety_mode,team_path_avoidance_mode,time_to_first_detection_mean,time_to_first_detection_std,time_to_all_found_mean,time_to_all_found_std,detection_rate_mean,detection_rate_std,found_count_mean,found_count_std,known_free_observation_ratio_final_mean,known_free_observation_ratio_final_std,planning_time_ms_mean_mean,planning_time_ms_mean_std,duplicate_viewpoint_ratio_mean,duplicate_viewpoint_ratio_std,cross_region_assignment_ratio_mean,cross_region_assignment_ratio_std,conflict_intervention_count_mean,conflict_intervention_count_std,wait_count_total_mean,wait_count_total_std,reservation_wait_fallback_count_mean,reservation_wait_fallback_count_std,reservation_near_neighbor_step_ratio_mean_mean,reservation_near_neighbor_step_ratio_mean_std,reservation_same_cell_violation_count_mean,reservation_same_cell_violation_count_std,reservation_swap_violation_count_mean,reservation_swap_violation_count_std
ALL,two_usv_independent,independent,static,ucb,soft_clearance_astar_v1,reservation_v1,88.89655172413794,61.29372180686191,156.1818181818182,39.399626629098876,0.6666666666666666,0.29814239699997197,2.0,0.8944271909999159,0.6423281036524461,0.12328983815488014,121.3433047188211,35.31384066347773,0.01807464499374388,0.03789159242000202,0.3028024617101393,0.17463336428126905,0.06666666666666667,0.24944382578492943,0.06666666666666667,0.24944382578492943,0.0,0.0,0.00013298911736411734,0.000555577583740726,0.0,0.0,0.0,0.0
open_water,two_usv_independent,independent,static,ucb,soft_clearance_astar_v1,reservation_v1,75.7,68.3521031132181,170.4,29.695790947540022,0.7,0.31446603773522014,2.1,0.9433981132056604,0.5878647214854112,0.07588396725672007,108.65034453814606,38.71985560517586,0.01262953475779916,0.030774477878145648,0.28221496385727185,0.16668683148451308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
harbor_cove,two_usv_independent,independent,static,ucb,soft_clearance_astar_v1,reservation_v1,104.8,54.31169303197977,141.0,58.80476171195663,0.6333333333333333,0.27688746209726917,1.9,0.8306623862918074,0.7327850877192982,0.15299873170920242,132.22857268237829,26.525246573030405,0.02529569892473118,0.0515703509624753,0.16485303215907543,0.10202764560146517,0.0,0.0,0.0,0.0,0.0,0.0,2.976190476190476e-05,8.928571428571429e-05,0.0,0.0,0.0,0.0
peninsula_passage,two_usv_independent,independent,static,ucb,soft_clearance_astar_v1,reservation_v1,85.88888888888889,56.155428043648925,147.66666666666666,11.145502331533658,0.6666666666666667,0.2981423969999719,2.0,0.8944271909999159,0.6063345017526289,0.06316564607648988,123.1509969359389,35.43329021460291,0.0162987012987013,0.024815356534644638,0.46133938911407063,0.09331906542220324,0.2,0.4000000000000001,0.2,0.4000000000000001,0.0,0.0,0.0003692054473304473,0.0009131742980331677,0.0,0.0,0.0,0.0
ALL,two_usv_independent,independent,static,anomaly_upper_tail,soft_clearance_astar_v1,reservation_v1,84.43333333333334,59.857432472686476,153.0,49.8962560082053,0.7444444444444446,0.2224998266055643,2.2333333333333334,0.6674994798166929,0.6720960542961666,0.12970054903309983,110.79881535936876,23.707318293007553,0.011879445526872706,0.01984887789178749,0.27803548638569553,0.17287939532172983,0.13333333333333333,0.5617433182117572,0.13333333333333333,0.5617433182117572,0.0,0.0,0.0005483683518365599,0.0014008023028904664,0.0,0.0,0.0,0.0
open_water,two_usv_independent,independent,static,anomaly_upper_tail,soft_clearance_astar_v1,reservation_v1,66.1,57.10770525944813,157.16666666666666,58.17621698101572,0.8333333333333333,0.223606797749979,2.5,0.6708203932499369,0.5933465959328028,0.135974673048781,93.48096273276771,15.704367711476165,0.008393635231870525,0.013953409256125938,0.22406185627585326,0.16445621781492867,0.0,0.0,0.0,0.0,0.0,0.0,0.0004427083333333333,0.0009024855964147632,0.0,0.0,0.0,0.0
harbor_cove,two_usv_independent,independent,static,anomaly_upper_tail,soft_clearance_astar_v1,reservation_v1,80.5,52.39322475282467,139.0,44.63929509598765,0.7,0.23333333333333334,2.1,0.7,0.7399671052631579,0.1264970991425878,121.22175541528877,23.93638513246597,0.01958333333333333,0.029288436284649954,0.18650293621456662,0.12114093220738173,0.0,0.0,0.0,0.0,0.0,0.0,0.0002591765873015873,0.0007775297619047618,0.0,0.0,0.0,0.0
peninsula_passage,two_usv_independent,independent,static,anomaly_upper_tail,soft_clearance_astar_v1,reservation_v1,106.7,62.4100152219177,161.5,11.5,0.7,0.17950549357115014,2.1,0.5385164807134505,0.6829744616925388,0.07106175452999659,117.69372793004973,20.25950653761363,0.007661368015414259,0.006334886911412268,0.42354166666666665,0.12440849632695244,0.4,0.9165151389911681,0.4,0.9165151389911681,0.0,0.0,0.0009432201348747591,0.002053534671295452,0.0,0.0,0.0,0.0
