planner_adaptation_mode,target_motion_mode,map_kind,episode_seed,policy_name,assignment_mode,clue_acquisition_mode,path_safety_mode,team_path_avoidance_mode,success_all_found,time_to_first_detection,time_to_first_detection_censored,time_to_all_found,time_to_all_found_censored,detection_rate,found_count,known_free_observation_ratio_final,planning_time_ms_mean,path_length_total,path_length_u0,path_length_u1,duplicate_viewpoint_ratio,cross_region_assignment_ratio,conflict_intervention_count,wait_count_total,wait_count_u0,wait_count_u1,reservation_wait_fallback_count,reservation_near_neighbor_step_ratio_mean,reservation_same_cell_violation_count,reservation_swap_violation_count,anomaly_top_band_selection_ratio_pre_first_detection,unfound_target_neighborhood_anomaly_mass_ratio_pre_first_detection
no_kappa,static,harbor_cove,8,marine_knownmap_path_v2_infosampled_2usv,coordinated,anomaly_upper_tail,soft_clearance_astar_v1,reservation_v1,True,65,65,141,141,1.0,3,0.6680372807017544,134.15004255321102,282,141,141,0.0,0.0,0,0,0,0,0,0.0,0,0,0.25384615384615383,0.030104478912611598
no_kappa,static,harbor_cove,9,marine_knownmap_path_v2_infosampled_2usv,coordinated,anomaly_upper_tail,soft_clearance_astar_v1,reservation_v1,True,27,27,229,229,1.0,3,0.834703947368421,152.09264323147374,458,229,229,0.0,0.008733624454148471,0,0,0,0,0,0.0,0,0,0.46296296296296297,0.048892846899621555
no_kappa,static,peninsula_passage,0,marine_knownmap_path_v2_infosampled_2usv,coordinated,anomaly_upper_tail,soft_clearance_astar_v1,reservation_v1,False,92,92,,241,0.6666666666666666,2,0.871557336004006,180.64702583357453,480,240,240,0.0,0.058333333333333334,0,0,0,0,0,0.0,0,0,0.266304347826087,0.028719406968807898
no_kappa,static,peninsula_passage,1,marine_knownmap_path_v2_infosampled_2usv,coordinated,anomaly_upper_tail,soft_clearance_astar_v1,reservation_v1,True,17,17,100,100,1.0,3,0.4799699549323986,166.3100089996442,200,100,100,0.0,0.055,0,0,0,0,0,0.0,0,0,0.5,0.03359368663820325
no_kappa,static,peninsula_passage,2,marine_knownmap_path_v2_infosampled_2usv,coordinated,anomaly_upper_tail,soft_clearance_astar_v1,reservation_v1,False,13,13,,241,0.6666666666666666,2,0.6827741612418627,169.23394541687836,480,240,240,0.0,0.04791666666666667,0,0,0,0,0,0.0023313492063492063,0,0,0.4230769230769231,0.03983599320062805
no_kappa,static,peninsula_passage,3,marine_knownmap_path_v2_infosampled_2usv,coordinated,anomaly_upper_tail,soft_clearance_astar_v1,reservation_v1,False,176,176,,241,0.3333333333333333,1,0.7371056584877316,173.18814375015185,480,240,240,0.0,0.004166666666666667,0,0,0,0,0,0.0,0,0,0.21022727272727273,0.024179429760394434
no_kappa,static,peninsula_passage,4,marine_knownmap_path_v2_infosampled_2usv,coordinated,anomaly_upper_tail,soft_clearance_astar_v1,reservation_v1,False,39,39,,241,0.6666666666666666,2,0.8187280921382073,216.80613375007547,480,240,240,0.0,0.0,0,0,0,0,0,0.0,0,0,0.2948717948717949,0.04346359425057361
no_kappa,static,peninsula_passage,5,marine_knownmap_path_v2_infosampled_2usv,coordinated,anomaly_upper_tail,soft_clearance_astar_v1,reservation_v1,False,27,27,,241,0.6666666666666666,2,0.685027541311968,156.18795708354205,480,240,240,0.0,0.025,0,0,0,0,0,0.0,0,0,0.25925925925925924,0.031923982873222526
no_kappa,static,peninsula_passage,6,marine_knownmap_path_v2_infosampled_2usv,coordinated,anomaly_upper_tail,soft_clearance_astar_v1,reservation_v1,False,35,35,,241,0.6666666666666666,2,0.6452178267401102,188.31845999987613,480,240,240,0.0,0.020833333333333332,0,0,0,0,0,0.0,0,0,0.15714285714285714,0.028692111225892134
no_kappa,static,peninsula_passage,7,marine_knownmap_path_v2_infosampled_2usv,coordinated,anomaly_upper_tail,soft_clearance_astar_v1,reservation_v1,True,68,68,117,117,1.0,3,0.5548322483725588,150.90619914553827,234,117,117,0.0,0.004273504273504274,0,0,0,0,0,0.0,0,0,0.051470588235294115,0.02619835044559166
no_kappa,static,peninsula_passage,8,marine_knownmap_path_v2_infosampled_2usv,coordinated,anomaly_upper_tail,soft_clearance_astar_v1,reservation_v1,True,46,46,177,177,1.0,3,0.557836755132699,162.14228926553216,354,177,177,0.0,0.031073446327683617,0,0,0,0,0,0.0,0,0,0.13043478260869565,0.027818231495576485
no_kappa,static,peninsula_passage,9,marine_knownmap_path_v2_infosampled_2usv,coordinated,anomaly_upper_tail,soft_clearance_astar_v1,reservation_v1,False,130,130,,241,0.3333333333333333,1,0.7441161742613921,198.43575458323053,480,240,240,0.0,0.014583333333333334,0,0,0,0,0,0.0,0,0,0.24615384615384617,0.024156685005037436
no_kappa,random_walk,open_water,0,marine_knownmap_path_v2_infosampled_2usv,coordinated,anomaly_upper_tail,soft_clearance_astar_v1,reservation_v1,True,11,11,84,84,1.0,3,0.4140141467727675,117.07343095310664,168,84,84,0.0,0.0,0,0,0,0,0,0.0,0,0,0.4090909090909091,0.03435568646033095
no_kappa,random_walk,open_water,1,marine_knownmap_path_v2_infosampled_2usv,coordinated,anomaly_upper_tail,soft_clearance_astar_v1,reservation_v1,False,21,21,,241,0.6666666666666666,2,0.8410698496905393,107.62891249999787,480,240,240,0.0,0.022916666666666665,0,0,0,0,0,0.0,0,0,0.35714285714285715,0.031907919743957486
no_kappa,random_walk,open_water,2,marine_knownmap_path_v2_infosampled_2usv,coordinated,anomaly_upper_tail,soft_clearance_astar_v1,reservation_v1,False,82,82,,241,0.6666666666666666,2,0.8154288240495137,113.30460666625488,480,240,240,0.0,0.0,0,0,0,0,0,0.0,0,0,0.25,0.023588417936699364
no_kappa,random_walk,open_water,3,marine_knownmap_path_v2_infosampled_2usv,coordinated,anomaly_upper_tail,soft_clearance_astar_v1,reservation_v1,True,68,68,221,221,1.0,3,0.7904509283819628,127.35839502245786,442,221,221,0.0,0.09502262443438914,0,0,0,0,0,0.0,0,0,0.23529411764705882,0.023998626163739944
no_kappa,random_walk,open_water,4,marine_knownmap_path_v2_infosampled_2usv,coordinated,anomaly_upper_tail,soft_clearance_astar_v1,reservation_v1,True,149,149,206,206,1.0,3,0.7568523430592397,115.26297475712869,412,206,206,0.0,0.0,0,0,0,0,0,0.0,0,0,0.22483221476510068,0.02130009685739284
no_kappa,random_walk,open_water,5,marine_knownmap_path_v2_infosampled_2usv,coordinated,anomaly_upper_tail,soft_clearance_astar_v1,reservation_v1,False,44,44,,241,0.6666666666666666,2,0.8580901856763926,113.598599166653,480,240,240,0.0,0.0375,0,0,0,0,0,0.0,0,0,0.14772727272727273,0.02308162011434836
no_kappa,random_walk,open_water,6,marine_knownmap_path_v2_infosampled_2usv,coordinated,anomaly_upper_tail,soft_clearance_astar_v1,reservation_v1,False,24,24,,241,0.6666666666666666,2,0.8715738284703802,117.9264216667131,480,240,240,0.0,0.008333333333333333,0,0,0,0,0,0.0,0,0,0.125,0.032518489318081434
no_kappa,random_walk,open_water,7,marine_knownmap_path_v2_infosampled_2usv,coordinated,anomaly_upper_tail,soft_clearance_astar_v1,reservation_v1,True,43,43,176,176,1.0,3,0.6496463306808135,104.04482727290087,352,176,176,0.0,0.03125,0,0,0,0,0,0.0,0,0,0.19767441860465115,0.024734368331532842
no_kappa,random_walk,open_water,8,marine_knownmap_path_v2_infosampled_2usv,coordinated,anomaly_upper_tail,soft_clearance_astar_v1,reservation_v1,False,72,72,,241,0.6666666666666666,2,0.8583112290008842,105.5902175003818,480,240,240,0.0,0.027083333333333334,0,0,0,0,0,0.0,0,0,0.2847222222222222,0.028422160372806028
no_kappa,random_walk,open_water,9,marine_knownmap_path_v2_infosampled_2usv,coordinated,anomaly_upper_tail,soft_clearance_astar_v1,reservation_v1,True,30,30,173,173,1.0,3,0.7053492484526968,116.23778497100226,346,173,173,0.0,0.005780346820809248,0,0,0,0,0,0.0,0,0,0.05,0.02622254089427271
no_kappa,random_walk,harbor_cove,0,marine_knownmap_path_v2_infosampled_2usv,coordinated,anomaly_upper_tail,soft_clearance_astar_v1,reservation_v1,True,55,55,159,159,1.0,3,0.7042214912280702,113.96394654112332,318,159,159,0.0,0.0440251572327044,0,0,0,0,0,0.0,0,0,0.16363636363636364,0.028129280971512786
no_kappa,random_walk,harbor_cove,1,marine_knownmap_path_v2_infosampled_2usv,coordinated,anomaly_upper_tail,soft_clearance_astar_v1,reservation_v1,False,70,70,,241,0.6666666666666666,2,0.8881578947368421,105.22583583309218,480,240,240,0.0,0.0,0,0,0,0,0,0.0,0,0,0.25,0.028600361518280618
no_kappa,random_walk,harbor_cove,2,marine_knownmap_path_v2_infosampled_2usv,coordinated,anomaly_upper_tail,soft_clearance_astar_v1,reservation_v1,True,45,45,208,208,1.0,3,0.8270285087719298,107.40493173037837,416,208,208,0.0,0.021634615384615384,0,0,0,0,0,0.0,0,0,0.23333333333333334,0.02763498156223176
no_kappa,random_walk,harbor_cove,3,marine_knownmap_path_v2_infosampled_2usv,coordinated,anomaly_upper_tail,soft_clearance_astar_v1,reservation_v1,True,7,7,47,47,1.0,3,0.28536184210526316,110.31449361666517,94,47,47,0.0,0.02127659574468085,0,0,0,0,0,0.0,0,0,0.35714285714285715,0.038809615664025375
no_kappa,random_walk,harbor_cove,4,marine_knownmap_path_v2_infosampled_2usv,coordinated,anomaly_upper_tail,soft_clearance_astar_v1,reservation_v1,True,19,19,108,108,1.0,3,0.5668859649122807,118.83443148137842,216,108,108,0.0,0.0,0,0,0,0,0,0.0,0,0,0.21052631578947367,0.03660636236948218
no_kappa,random_walk,harbor_cove,5,marine_knownmap_path_v2_infosampled_2usv,coordinated,anomaly_upper_tail,soft_clearance_astar_v1,reservation_v1,True,18,18,145,145,1.0,3,0.625,117.04035310364722,290,145,145,0.0,0.0,0,0,0,0,0,0.0,0,0,0.1111111111111111,0.03927185591005663
no_kappa,random_walk,harbor_cove,6,marine_knownmap_path_v2_infosampled_2usv,coordinated,anomaly_upper_tail,soft_clearance_astar_v1,reservation_v1,False,15,15,,241,0.6666666666666666,2,0.8601973684210527,117.92665958334207,480,240,240,0.0,0.022916666666666665,0,0,0,0,0,0.0,0,0,0.06666666666666667,0.04643119470089234
no_kappa,random_walk,harbor_cove,7,marine_knownmap_path_v2_infosampled_2usv,coordinated,anomaly_upper_tail,soft_clearance_astar_v1,reservation_v1,True,62,62,152,152,1.0,3,0.6894188596491229,113.82365197373713,304,152,152,0.0,0.02631578947368421,0,0,0,0,0,0.0,0,0,0.22580645161290322,0.03757646437673362
no_kappa,random_walk,harbor_cove,8,marine_knownmap_path_v2_infosampled_2usv,coordinated,anomaly_upper_tail,soft_clearance_astar_v1,reservation_v1,False,122,122,,241,0.6666666666666666,2,0.8963815789473685,101.62805791660503,480,240,240,0.0,0.0,0,0,0,0,0,0.0,0,0,0.24180327868852458,0.02639855321230049
no_kappa,random_walk,harbor_cove,9,marine_knownmap_path_v2_infosampled_2usv,coordinated,anomaly_upper_tail,soft_clearance_astar_v1,reservation_v1,True,31,31,114,114,1.0,3,0.565515350877193,113.99408245600634,228,114,114,0.0,0.04824561403508772,0,0,0,0,0,0.0,0,0,0.2903225806451613,0.03982289739687575
no_kappa,random_walk,peninsula_passage,0,marine_knownmap_path_v2_infosampled_2usv,coordinated,anomaly_upper_tail,soft_clearance_astar_v1,reservation_v1,False,146,146,,241,0.6666666666666666,2,0.8905858788182274,128.36066249992655,480,240,240,0.0,0.025,0,0,0,0,0,0.0,0,0,0.2671232876712329,0.03336060141682396
no_kappa,random_walk,peninsula_passage,1,marine_knownmap_path_v2_infosampled_2usv,coordinated,anomaly_upper_tail,soft_clearance_astar_v1,reservation_v1,False,16,16,,241,0.6666666666666666,2,0.871807711567351,148.45170083332656,480,240,240,0.0,0.07916666666666666,0,0,0,0,0,0.0,0,0,0.4375,0.03581801910226181
no_kappa,random_walk,peninsula_passage,2,marine_knownmap_path_v2_infosampled_2usv,coordinated,anomaly_upper_tail,soft_clearance_astar_v1,reservation_v1,False,11,11,,241,0.6666666666666666,2,0.8299949924887331,163.27916750005897,480,240,240,0.0,0.09583333333333334,0,0,0,0,0,0.0,0,0,0.5454545454545454,0.05189280535756665
no_kappa,random_walk,peninsula_passage,3,marine_knownmap_path_v2_infosampled_2usv,coordinated,anomaly_upper_tail,soft_clearance_astar_v1,reservation_v1,True,88,88,235,235,1.0,3,0.8382573860791187,150.1873268088836,470,235,235,0.0,0.04042553191489362,0,0,0,0,0,0.0,0,0,0.25,0.02677308783330384
no_kappa,random_walk,peninsula_passage,4,marine_knownmap_path_v2_infosampled_2usv,coordinated,anomaly_upper_tail,soft_clearance_astar_v1,reservation_v1,True,25,25,149,149,1.0,3,0.6524787180771157,159.67841208060804,298,149,149,0.0,0.06711409395973154,0,0,0,0,0,0.0,0,0,0.32,0.0341277732406277
no_kappa,random_walk,peninsula_passage,5,marine_knownmap_path_v2_infosampled_2usv,coordinated,anomaly_upper_tail,soft_clearance_astar_v1,reservation_v1,True,24,24,209,209,1.0,3,0.7558838257386079,150.78205311004297,418,209,209,0.0,0.07894736842105263,0,0,0,0,0,0.0,0,0,0.2708333333333333,0.029065285778307037
no_kappa,random_walk,peninsula_passage,6,marine_knownmap_path_v2_infosampled_2usv,coordinated,anomaly_upper_tail,soft_clearance_astar_v1,reservation_v1,True,41,41,164,164,1.0,3,0.5803705558337506,149.3107176828766,328,164,164,0.0,0.003048780487804878,0,0,0,0,0,0.0,0,0,0.13414634146341464,0.02757879628591516
no_kappa,random_walk,peninsula_passage,7,marine_knownmap_path_v2_infosampled_2usv,coordinated,anomaly_upper_tail,soft_clearance_astar_v1,reservation_v1,True,73,73,149,149,1.0,3,0.6231847771657486,162.91972550336152,298,149,149,0.0,0.06040268456375839,0,0,0,0,0,0.0,0,0,0.2602739726027397,0.026398781702665443
no_kappa,random_walk,peninsula_passage,8,marine_knownmap_path_v2_infosampled_2usv,coordinated,anomaly_upper_tail,soft_clearance_astar_v1,reservation_v1,False,77,77,,241,0.3333333333333333,1,0.7601402103154732,139.97894916695563,480,240,240,0.0,0.041666666666666664,0,0,0,0,0,0.0,0,0,0.3051948051948052,0.03186469925567264
no_kappa,random_walk,peninsula_passage,9,marine_knownmap_path_v2_infosampled_2usv,coordinated,anomaly_upper_tail,soft_clearance_astar_v1,reservation_v1,True,78,78,216,216,1.0,3,0.7696544817225839,141.88569861104313,432,216,216,0.0,0.14814814814814814,0,0,0,0,0,0.0,0,0,0.26282051282051283,0.022896258189762073
