step,policy_name,clue_acquisition_mode,mode,robot_cell,viewpoint_cell,segment_endpoint_cell,anchor_cell,anchor_source,anchor_centroid_cell,anchor_cluster_size,anchor_cluster_peak,anchor_cluster_mean,viewpoint_rule,replanned_this_step,replan_reason,commit_remaining,planned_commit_window,commit_policy,path_length_current,planned_segment_length,planned_viewpoint_path_length,segment_path_length,fraction_of_path_executed_before_replan,switch_count,explore_utility_raw,explore_utility_norm,focus_utility_raw,focus_utility_norm,recency_utility_raw,recency_utility_norm,search_info_gain_raw,search_info_gain_norm,recency_bias_raw,recency_bias_norm,exec_cost_raw,exec_cost_norm,clearance_penalty_raw,segment_min_clearance_cells,segment_mean_clearance_cells,near_obstacle_step_flag,near_obstacle_step_ratio,path_safety_mode,planner_adaptation_mode,safe_nav_lambda_clearance,marginal_information_gain_raw,marginal_information_gain_norm,execution_cost_raw,execution_cost_norm,continuity_bonus_raw,continuity_bonus_anchor_raw,continuity_bonus_viewpoint_raw,marginal_information_gain_score_term,recency_bias_score_term,execution_cost_score_term,continuity_bonus_score_term,maneuver_penalty_raw,maneuver_penalty_score_term,segment_turn_count,alpha_focus,kappa_commit,same_anchor_cluster,viewpoint_drift_norm,anchor_retention_bonus,viewpoint_retention_bonus,anchor_info_clue_share,anchor_info_intensity_share,candidate_pool_size,reachable_pool_size,a_star_checked_pool_size,selected_viewpoint_rank,sampling_priority_raw,sampling_priority_norm,viewpoint_sampling_mode,selected_by_final_score,sssp_build_time_ms,path_reconstruct_time_ms,sampling_pool_build_time_ms,priority_feature_time_ms,tree_depth,tree_first_layer_top_m,tree_second_layer_top_n,tree_discount_gamma,tree_root_rank,tree_child_rank,tree_root_score_raw,tree_child_score_raw,tree_total_score,tree_conditional_gain_lvl2,tree_redundant_visible_ratio_lvl2,tree_unique_visible_count_lvl1,tree_unique_visible_count_lvl2,tree_expansion_count,tree_planning_time_ms,tree_child_oracle_score_raw,tree_child_budget_score_raw,tree_child_oracle_gap_raw,tree_child_oracle_rank_of_budgeted,tree_child_budget_matches_oracle,tree_child_oracle_viewpoint_cell,tree_child_budget_viewpoint_cell,tree_child_full_candidate_count,u_turn_penalty_term,u_turn_penalty_applied,planned_first_move_dir,current_viewpoint_score,best_alternative_score,total_score,anchor_switch_count,focus_anchor_active,focus_on_anchor_cluster_steps,time_since_last_detection,remaining_intensity_mass,peak_intensity_ratio,known_free_observation_ratio,search_info_map_peak,search_info_map_mean,anomaly_viewpoint_prob,anomaly_viewpoint_weight,anomaly_viewpoint_acq,anomaly_visible_mean,selected_in_anomaly_top_band,effective_observation_gain,stale_refresh_ratio,detected_count_this_step,collision_this_step,collision_cell,path_invalidations_per_episode
11,marine_knownmap_path_v2_infosampled,anomaly_upper_tail,SEARCH,"(2, 11)","(2, 20)","(2, 18)","(5, 18)",search_info,"(5, 18)",56,1.0,0.9745670762843811,infosampled_priority,True,commit_expired,4,4,adaptive_knownmap_soft,8,8,10,8,0.625,2,47.12113961953124,1.0,6.66109255233129,1.0,0.0,0.0,53.78223217186253,1.0,0.0,0.0,8.0,0.8333333333333334,0.0,2.0,2.0,False,0.0,soft_clearance_astar_v1,no_kappa,1.0,53.78223217186253,1.0,8.0,0.8333333333333334,0.0,0.0,0.0,6.5,0.0,-0.2916666666666667,0.0,0.0,-0.0,0,0.0,0.0,False,1.0,0.0,0.0,0.5,0.5,20,20,18,1,2.0782860323219206,1.0,shell,True,3.93160000021453,0.3605999972933205,1.3252999997348525,0.9774000063771382,1,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,False,,,0,0.0,False,"(0, 1)",6.082149126785202,6.208333333333333,6.208333333333333,1,True,11,31,3.0,1.0445877791151559,0.04950495049504951,1.0,0.6821954081902339,0.8167991372320405,1.8167991372320405,1.7763553493951154,0.8486810637490158,True,0.12727272727272726,0.0,0,False,,0
12,marine_knownmap_path_v2_infosampled,anomaly_upper_tail,SEARCH,"(2, 12)","(2, 20)","(2, 18)","(5, 18)",search_info,"(5, 18)",56,1.0,0.9745670762843811,infosampled_priority,False,,3,4,adaptive_knownmap_soft,7,8,10,8,0.125,2,47.12113961953124,1.0,6.66109255233129,1.0,0.0,0.0,53.78223217186253,1.0,0.0,0.0,8.0,0.8333333333333334,0.0,2.0,2.0,False,0.0,soft_clearance_astar_v1,no_kappa,1.0,53.78223217186253,1.0,8.0,0.8333333333333334,0.0,0.0,0.0,6.5,0.0,-0.2916666666666667,0.0,0.0,-0.0,0,0.0,0.0,False,1.0,0.0,0.0,0.5,0.5,20,20,18,1,2.0782860323219206,1.0,shell,True,3.93160000021453,0.3605999972933205,1.3252999997348525,0.9774000063771382,1,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,False,,,0,0.0,False,"(0, 1)",6.082149126785202,6.208333333333333,6.208333333333333,1,True,12,32,3.0,1.0480233912112809,0.05297029702970297,1.0,0.630268176171301,0.8167991372320405,1.8167991372320405,1.7763553493951154,0.8486810637490158,True,0.12727272727272726,0.0,0,False,,0
13,marine_knownmap_path_v2_infosampled,anomaly_upper_tail,SEARCH,"(2, 13)","(2, 20)","(2, 18)","(5, 18)",search_info,"(5, 18)",56,1.0,0.9745670762843811,infosampled_priority,False,,2,4,adaptive_knownmap_soft,6,8,10,8,0.25,2,47.12113961953124,1.0,6.66109255233129,1.0,0.0,0.0,53.78223217186253,1.0,0.0,0.0,8.0,0.8333333333333334,0.0,2.0,2.0,False,0.0,soft_clearance_astar_v1,no_kappa,1.0,53.78223217186253,1.0,8.0,0.8333333333333334,0.0,0.0,0.0,6.5,0.0,-0.2916666666666667,0.0,0.0,-0.0,0,0.0,0.0,False,1.0,0.0,0.0,0.5,0.5,20,20,18,1,2.0782860323219206,1.0,shell,True,3.93160000021453,0.3605999972933205,1.3252999997348525,0.9774000063771382,1,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,False,,,0,0.0,False,"(0, 1)",6.082149126785202,6.208333333333333,6.208333333333333,1,True,13,33,2.9999999999999996,1.0514816770929472,0.05643564356435644,1.0,0.6738495490598384,0.8167991372320405,1.8167991372320405,1.7763553493951154,0.8486810637490158,True,0.12727272727272726,0.0,0,False,,0
14,marine_knownmap_path_v2_infosampled,anomaly_upper_tail,SEARCH,"(2, 14)","(2, 20)","(2, 18)","(5, 18)",search_info,"(5, 18)",56,1.0,0.9745670762843811,infosampled_priority,False,,1,4,adaptive_knownmap_soft,5,8,10,8,0.375,2,47.12113961953124,1.0,6.66109255233129,1.0,0.0,0.0,53.78223217186253,1.0,0.0,0.0,8.0,0.8333333333333334,0.0,2.0,2.0,False,0.0,soft_clearance_astar_v1,no_kappa,1.0,53.78223217186253,1.0,8.0,0.8333333333333334,0.0,0.0,0.0,6.5,0.0,-0.2916666666666667,0.0,0.0,-0.0,0,0.0,0.0,False,1.0,0.0,0.0,0.5,0.5,20,20,18,1,2.0782860323219206,1.0,shell,True,3.93160000021453,0.3605999972933205,1.3252999997348525,0.9774000063771382,1,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,False,,,0,0.0,False,"(0, 1)",6.082149126785202,6.208333333333333,6.208333333333333,1,True,14,34,2.999999999999999,1.0549628619613367,0.0599009900990099,1.0,0.6467100720893862,0.8167991372320405,1.8167991372320405,1.7763553493951154,0.8486810637490158,True,0.12727272727272726,0.0,0,False,,0
15,marine_knownmap_path_v2_infosampled,anomaly_upper_tail,SEARCH,"(2, 15)","(2, 20)","(2, 18)","(5, 18)",search_info,"(5, 18)",56,1.0,0.9745670762843811,infosampled_priority,False,,0,4,adaptive_knownmap_soft,4,8,10,8,0.5,2,47.12113961953124,1.0,6.66109255233129,1.0,0.0,0.0,53.78223217186253,1.0,0.0,0.0,8.0,0.8333333333333334,0.0,2.0,2.0,False,0.0,soft_clearance_astar_v1,no_kappa,1.0,53.78223217186253,1.0,8.0,0.8333333333333334,0.0,0.0,0.0,6.5,0.0,-0.2916666666666667,0.0,0.0,-0.0,0,0.0,0.0,False,1.0,0.0,0.0,0.5,0.5,20,20,18,1,2.0782860323219206,1.0,shell,True,3.93160000021453,0.3605999972933205,1.3252999997348525,0.9774000063771382,1,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,False,,,0,0.0,False,"(0, 1)",6.082149126785202,6.208333333333333,6.208333333333333,1,True,15,35,3.0,1.0584671740098714,0.06336633663366337,1.0,0.6466756034818076,0.8167991372320405,1.8167991372320405,1.7763553493951154,0.8486810637490158,True,0.12727272727272726,0.0,0,False,,0
16,marine_knownmap_path_v2_infosampled,anomaly_upper_tail,SEARCH,"(2, 16)","(3, 23)","(2, 23)","(6, 21)",search_info,"(6, 21)",29,1.0,0.9745575678822573,infosampled_priority,True,commit_expired,4,4,adaptive_knownmap_soft,8,8,9,8,0.625,3,47.12113961953124,1.0,6.181950882670409,0.9596335436527839,0.0,0.0,53.30309050220165,1.0,0.0,0.0,8.0,0.8888888888888888,0.0,2.0,2.0,False,0.0,soft_clearance_astar_v1,no_kappa,1.0,53.30309050220165,1.0,8.0,0.8888888888888888,0.0,0.0,0.0,6.5,0.0,-0.31111111111111106,0.0,0.0,-0.0,0,0.0,0.0,False,0.6324555320336759,0.0,0.0,0.5,0.5,24,24,18,4,1.8627963764464652,0.9628752995900788,shell,True,3.9401000012730947,0.2305999987584073,1.3151000021025538,1.0767999956442509,1,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,False,,,0,0.0,False,"(0, 1)",3.8110132423420677,6.188888888888889,6.188888888888889,2,True,16,36,3.0000000000000004,1.0619948444740748,0.06683168316831684,1.0,0.6374772628805365,0.8322669003427492,1.8322669003427492,1.5653698584255384,0.8752463464927538,True,0.12727272727272726,0.0,0,False,,0
17,marine_knownmap_path_v2_infosampled,anomaly_upper_tail,SEARCH,"(2, 17)","(3, 23)","(2, 23)","(6, 21)",search_info,"(6, 21)",29,1.0,0.9745575678822573,infosampled_priority,False,,3,4,adaptive_knownmap_soft,7,8,9,8,0.125,3,47.12113961953124,1.0,6.181950882670409,0.9596335436527839,0.0,0.0,53.30309050220165,1.0,0.0,0.0,8.0,0.8888888888888888,0.0,2.0,2.0,False,0.0,soft_clearance_astar_v1,no_kappa,1.0,53.30309050220165,1.0,8.0,0.8888888888888888,0.0,0.0,0.0,6.5,0.0,-0.31111111111111106,0.0,0.0,-0.0,0,0.0,0.0,False,0.6324555320336759,0.0,0.0,0.5,0.5,24,24,18,4,1.8627963764464652,0.9628752995900788,shell,True,3.9401000012730947,0.2305999987584073,1.3151000021025538,1.0767999956442509,1,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,False,,,0,0.0,False,"(0, 1)",3.8110132423420677,6.188888888888889,6.188888888888889,2,True,17,37,2.9999999999999996,1.0655461076824346,0.0702970297029703,1.0,0.64273682178342,0.8322669003427492,1.8322669003427492,1.5653698584255384,0.8752463464927538,True,0.12727272727272726,0.0,0,False,,0
18,marine_knownmap_path_v2_infosampled,anomaly_upper_tail,SEARCH,"(2, 18)","(3, 23)","(2, 23)","(6, 21)",search_info,"(6, 21)",29,1.0,0.9745575678822573,infosampled_priority,False,,2,4,adaptive_knownmap_soft,6,8,9,8,0.25,3,47.12113961953124,1.0,6.181950882670409,0.9596335436527839,0.0,0.0,53.30309050220165,1.0,0.0,0.0,8.0,0.8888888888888888,0.0,2.0,2.0,False,0.0,soft_clearance_astar_v1,no_kappa,1.0,53.30309050220165,1.0,8.0,0.8888888888888888,0.0,0.0,0.0,6.5,0.0,-0.31111111111111106,0.0,0.0,-0.0,0,0.0,0.0,False,0.6324555320336759,0.0,0.0,0.5,0.5,24,24,18,4,1.8627963764464652,0.9628752995900788,shell,True,3.9401000012730947,0.2305999987584073,1.3151000021025538,1.0767999956442509,1,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,False,,,0,0.0,False,"(0, 1)",3.8110132423420677,6.188888888888889,6.188888888888889,2,True,18,38,3.0000000000000004,1.0691212011082916,0.07376237623762376,1.0,0.6395878029789236,0.8322669003427492,1.8322669003427492,1.5653698584255384,0.8752463464927538,True,0.12727272727272726,0.0,0,False,,0
19,marine_knownmap_path_v2_infosampled,anomaly_upper_tail,SEARCH,"(2, 19)","(3, 23)","(2, 23)","(6, 21)",search_info,"(6, 21)",29,1.0,0.9745575678822573,infosampled_priority,False,,1,4,adaptive_knownmap_soft,5,8,9,8,0.375,3,47.12113961953124,1.0,6.181950882670409,0.9596335436527839,0.0,0.0,53.30309050220165,1.0,0.0,0.0,8.0,0.8888888888888888,0.0,2.0,2.0,False,0.0,soft_clearance_astar_v1,no_kappa,1.0,53.30309050220165,1.0,8.0,0.8888888888888888,0.0,0.0,0.0,6.5,0.0,-0.31111111111111106,0.0,0.0,-0.0,0,0.0,0.0,False,0.6324555320336759,0.0,0.0,0.5,0.5,24,24,18,4,1.8627963764464652,0.9628752995900788,shell,True,3.9401000012730947,0.2305999987584073,1.3151000021025538,1.0767999956442509,1,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,False,,,0,0.0,False,"(0, 1)",3.8110132423420677,6.188888888888889,6.188888888888889,2,True,19,39,2.9999999999999996,1.0727203654227737,0.07722772277227723,1.0,0.6367547764584985,0.8322669003427492,1.8322669003427492,1.5653698584255384,0.8752463464927538,True,0.12727272727272726,0.0,0,False,,0
20,marine_knownmap_path_v2_infosampled,anomaly_upper_tail,SEARCH,"(2, 20)","(3, 23)","(2, 23)","(6, 21)",search_info,"(6, 21)",29,1.0,0.9745575678822573,infosampled_priority,False,,0,4,adaptive_knownmap_soft,4,8,9,8,0.5,3,47.12113961953124,1.0,6.181950882670409,0.9596335436527839,0.0,0.0,53.30309050220165,1.0,0.0,0.0,8.0,0.8888888888888888,0.0,2.0,2.0,False,0.0,soft_clearance_astar_v1,no_kappa,1.0,53.30309050220165,1.0,8.0,0.8888888888888888,0.0,0.0,0.0,6.5,0.0,-0.31111111111111106,0.0,0.0,-0.0,0,0.0,0.0,False,0.6324555320336759,0.0,0.0,0.5,0.5,24,24,18,4,1.8627963764464652,0.9628752995900788,shell,True,3.9401000012730947,0.2305999987584073,1.3151000021025538,1.0767999956442509,1,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,False,,,0,0.0,False,"(0, 1)",3.8110132423420677,6.188888888888889,6.188888888888889,2,True,20,40,2.9999999999999996,1.0763438445488045,0.0806930693069307,1.0,0.6268072938618992,0.8322669003427492,1.8322669003427492,1.5653698584255384,0.8752463464927538,True,0.12727272727272726,0.0,0,False,,0
21,marine_knownmap_path_v2_infosampled,anomaly_upper_tail,SEARCH,"(2, 21)","(5, 25)","(5, 25)","(7, 22)",search_info,"(7, 22)",3,1.0,0.9660639272072274,infosampled_priority,True,commit_expired,4,4,adaptive_knownmap_soft,8,8,8,8,0.625,4,44.913929495312495,1.0,4.842254774899291,1.0,0.0,0.0,49.75618427021178,1.0,0.0,0.0,8.25,0.9666666666666667,0.0,2.0,2.625,False,0.0,soft_clearance_astar_v1,no_kappa,1.0,49.75618427021178,1.0,8.25,0.9666666666666667,0.0,0.0,0.0,6.5,0.0,-0.3383333333333333,0.0,0.0,-0.0,1,0.0,0.0,True,0.565685424949238,0.0,0.0,0.5,0.5,24,24,18,5,1.3723111530133574,0.891813056686988,shell,True,3.762599999390659,0.24440000561298802,1.4227000028768089,1.027399996019085,1,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,False,,,0,0.0,False,"(0, 1)",3.2748409976202324,6.161666666666667,6.161666666666667,2,True,21,41,3.000000000000001,1.0799918857162083,0.08415841584158416,1.0,0.6202144759389557,0.9023868890224258,1.9023868890224258,0.8550958197206031,0.7427886008524139,True,0.12727272727272726,0.0,0,False,,0
22,marine_knownmap_path_v2_infosampled,anomaly_upper_tail,SEARCH,"(2, 22)","(5, 25)","(5, 25)","(7, 22)",search_info,"(7, 22)",3,1.0,0.9660639272072274,infosampled_priority,False,,3,4,adaptive_knownmap_soft,7,8,8,8,0.125,4,44.913929495312495,1.0,4.842254774899291,1.0,0.0,0.0,49.75618427021178,1.0,0.0,0.0,8.25,0.9666666666666667,0.0,2.0,2.625,False,0.0,soft_clearance_astar_v1,no_kappa,1.0,49.75618427021178,1.0,8.25,0.9666666666666667,0.0,0.0,0.0,6.5,0.0,-0.3383333333333333,0.0,0.0,-0.0,1,0.0,0.0,True,0.565685424949238,0.0,0.0,0.5,0.5,24,24,18,5,1.3723111530133574,0.891813056686988,shell,True,3.762599999390659,0.24440000561298802,1.4227000028768089,1.027399996019085,1,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,False,,,0,0.0,False,"(0, 1)",3.2748409976202324,6.161666666666667,6.161666666666667,2,True,22,42,3.0,1.0836647395179442,0.08762376237623762,1.0,0.6151028444089982,0.9023868890224258,1.9023868890224258,0.8550958197206031,0.7427886008524139,True,0.12727272727272726,0.0,0,False,,0
23,marine_knownmap_path_v2_infosampled,anomaly_upper_tail,SEARCH,"(2, 23)","(5, 25)","(5, 25)","(7, 22)",search_info,"(7, 22)",3,1.0,0.9660639272072274,infosampled_priority,False,,2,4,adaptive_knownmap_soft,6,8,8,8,0.25,4,44.913929495312495,1.0,4.842254774899291,1.0,0.0,0.0,49.75618427021178,1.0,0.0,0.0,8.25,0.9666666666666667,0.0,2.0,2.625,False,0.0,soft_clearance_astar_v1,no_kappa,1.0,49.75618427021178,1.0,8.25,0.9666666666666667,0.0,0.0,0.0,6.5,0.0,-0.3383333333333333,0.0,0.0,-0.0,1,0.0,0.0,True,0.565685424949238,0.0,0.0,0.5,0.5,24,24,18,5,1.3723111530133574,0.891813056686988,shell,True,3.762599999390659,0.24440000561298802,1.4227000028768089,1.027399996019085,1,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,False,,,0,0.0,False,"(0, 1)",3.2748409976202324,6.161666666666667,6.161666666666667,2,True,23,43,3.0000000000000004,1.0873626599674837,0.09108910891089109,1.0,0.6151692055783529,0.9023868890224258,1.9023868890224258,0.8550958197206031,0.7427886008524139,True,0.12727272727272726,0.0,0,False,,0
24,marine_knownmap_path_v2_infosampled,anomaly_upper_tail,SEARCH,"(2, 24)","(5, 25)","(5, 25)","(7, 22)",search_info,"(7, 22)",3,1.0,0.9660639272072274,infosampled_priority,False,,1,4,adaptive_knownmap_soft,5,8,8,8,0.375,4,44.913929495312495,1.0,4.842254774899291,1.0,0.0,0.0,49.75618427021178,1.0,0.0,0.0,8.25,0.9666666666666667,0.0,2.0,2.625,False,0.0,soft_clearance_astar_v1,no_kappa,1.0,49.75618427021178,1.0,8.25,0.9666666666666667,0.0,0.0,0.0,6.5,0.0,-0.3383333333333333,0.0,0.0,-0.0,1,0.0,0.0,True,0.565685424949238,0.0,0.0,0.5,0.5,24,24,18,5,1.3723111530133574,0.891813056686988,shell,True,3.762599999390659,0.24440000561298802,1.4227000028768089,1.027399996019085,1,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,False,,,0,0.0,False,"(0, 1)",3.2748409976202324,6.161666666666667,6.161666666666667,2,True,24,44,3.0,1.0910859045573755,0.09455445544554456,1.0,0.6112393772898906,0.9023868890224258,1.9023868890224258,0.8550958197206031,0.7427886008524139,True,0.12727272727272726,0.0,0,False,,0
25,marine_knownmap_path_v2_infosampled,anomaly_upper_tail,SEARCH,"(2, 25)","(5, 25)","(5, 25)","(7, 22)",search_info,"(7, 22)",3,1.0,0.9660639272072274,infosampled_priority,False,,0,4,adaptive_knownmap_soft,4,8,8,8,0.5,4,44.913929495312495,1.0,4.842254774899291,1.0,0.0,0.0,49.75618427021178,1.0,0.0,0.0,8.25,0.9666666666666667,0.0,2.0,2.625,False,0.0,soft_clearance_astar_v1,no_kappa,1.0,49.75618427021178,1.0,8.25,0.9666666666666667,0.0,0.0,0.0,6.5,0.0,-0.3383333333333333,0.0,0.0,-0.0,1,0.0,0.0,True,0.565685424949238,0.0,0.0,0.5,0.5,24,24,18,5,1.3723111530133574,0.891813056686988,shell,True,3.762599999390659,0.24440000561298802,1.4227000028768089,1.027399996019085,1,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,False,,,0,0.0,False,"(0, 1)",3.2748409976202324,6.161666666666667,6.161666666666667,2,True,25,45,2.9999999999999996,1.0948347343190135,0.09801980198019802,1.0,0.6129513644761934,0.9023868890224258,1.9023868890224258,0.8550958197206031,0.7427886008524139,True,0.12727272727272726,0.0,0,False,,0
26,marine_knownmap_path_v2_infosampled,anomaly_upper_tail,SEARCH,"(3, 25)","(13, 22)","(9, 26)","(13, 17)",search_info,"(13, 17)",45,1.0,0.9407774274392048,infosampled_priority,True,commit_expired,4,4,adaptive_knownmap_soft,8,8,16,8,0.625,5,44.653081210937486,1.0,4.559404223618917,1.0,0.7668926903735631,1.0,49.212485434556406,1.0,0.7668926903735631,1.0,8.5,1.0,0.0,2.0,2.875,False,0.0,soft_clearance_astar_v1,no_kappa,1.0,49.212485434556406,1.0,8.5,1.0,0.0,0.0,0.0,6.5,2.0,-0.35,0.0,0.0,-0.0,2,0.0,0.0,False,1.0,0.0,0.0,0.5,0.5,19,19,18,3,1.4889065305138338,0.8839434821346798,info_perturb,True,4.2959000002156245,0.2004999951168429,1.1811999993369682,0.7516000059695216,1,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,False,,,0,0.0,False,"(1, 0)",0.20950712043536734,8.15,8.15,3,True,26,46,3.000000000000001,1.0986843631085974,0.100990099009901,1.0,0.6078115218312576,0.6718947971950153,1.6718947971950153,1.8783879919355742,0.4668768903442681,True,0.09375,0.0,0,False,,0
27,marine_knownmap_path_v2_infosampled,anomaly_upper_tail,SEARCH,"(4, 25)","(13, 22)","(9, 26)","(13, 17)",search_info,"(13, 17)",45,1.0,0.9407774274392048,infosampled_priority,False,,3,4,adaptive_knownmap_soft,7,8,16,8,0.125,5,44.653081210937486,1.0,4.559404223618917,1.0,0.7668926903735631,1.0,49.212485434556406,1.0,0.7668926903735631,1.0,8.5,1.0,0.0,2.0,2.875,False,0.0,soft_clearance_astar_v1,no_kappa,1.0,49.212485434556406,1.0,8.5,1.0,0.0,0.0,0.0,6.5,2.0,-0.35,0.0,0.0,-0.0,2,0.0,0.0,False,1.0,0.0,0.0,0.5,0.5,19,19,18,3,1.4889065305138338,0.8839434821346798,info_perturb,True,4.2959000002156245,0.2004999951168429,1.1811999993369682,0.7516000059695216,1,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,False,,,0,0.0,False,"(1, 0)",0.20950712043536734,8.15,8.15,3,True,27,47,3.0,1.1024598459921378,0.10396039603960396,1.0,0.5831075205174712,0.6718947971950153,1.6718947971950153,1.8783879919355742,0.4668768903442681,True,0.08571428571428572,0.0,0,False,,0
28,marine_knownmap_path_v2_infosampled,anomaly_upper_tail,SEARCH,"(5, 25)","(13, 22)","(9, 26)","(13, 17)",search_info,"(13, 17)",45,1.0,0.9407774274392048,infosampled_priority,False,,2,4,adaptive_knownmap_soft,6,8,16,8,0.25,5,44.653081210937486,1.0,4.559404223618917,1.0,0.7668926903735631,1.0,49.212485434556406,1.0,0.7668926903735631,1.0,8.5,1.0,0.0,2.0,2.875,False,0.0,soft_clearance_astar_v1,no_kappa,1.0,49.212485434556406,1.0,8.5,1.0,0.0,0.0,0.0,6.5,2.0,-0.35,0.0,0.0,-0.0,2,0.0,0.0,False,1.0,0.0,0.0,0.5,0.5,19,19,18,3,1.4889065305138338,0.8839434821346798,info_perturb,True,4.2959000002156245,0.2004999951168429,1.1811999993369682,0.7516000059695216,1,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,False,,,0,0.0,False,"(1, 0)",0.20950712043536734,8.15,8.15,3,True,28,48,2.999999999999999,1.1060256689607213,0.10693069306930693,1.0,0.5609698954435686,0.6718947971950153,1.6718947971950153,1.8783879919355742,0.4668768903442681,True,0.0821917808219178,0.0,0,False,,0
29,marine_knownmap_path_v2_infosampled,anomaly_upper_tail,SEARCH,"(6, 25)","(13, 22)","(9, 26)","(13, 17)",search_info,"(13, 17)",45,1.0,0.9407774274392048,infosampled_priority,False,,1,4,adaptive_knownmap_soft,5,8,16,8,0.375,5,44.653081210937486,1.0,4.559404223618917,1.0,0.7668926903735631,1.0,49.212485434556406,1.0,0.7668926903735631,1.0,8.5,1.0,0.0,2.0,2.875,False,0.0,soft_clearance_astar_v1,no_kappa,1.0,49.212485434556406,1.0,8.5,1.0,0.0,0.0,0.0,6.5,2.0,-0.35,0.0,0.0,-0.0,2,0.0,0.0,False,1.0,0.0,0.0,0.5,0.5,19,19,18,3,1.4889065305138338,0.8839434821346798,info_perturb,True,4.2959000002156245,0.2004999951168429,1.1811999993369682,0.7516000059695216,1,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,False,,,0,0.0,False,"(1, 0)",0.20950712043536734,8.15,8.15,3,True,29,49,3.000000000000001,1.1094563558709447,0.1099009900990099,1.0,0.5240662163135267,0.6718947971950153,1.6718947971950153,1.8783879919355742,0.4668768903442681,True,0.08571428571428572,0.0,0,False,,0
30,marine_knownmap_path_v2_infosampled,anomaly_upper_tail,SEARCH,"(7, 25)","(13, 22)","(9, 26)","(13, 17)",search_info,"(13, 17)",45,1.0,0.9407774274392048,infosampled_priority,False,,0,4,adaptive_knownmap_soft,4,8,16,8,0.5,5,44.653081210937486,1.0,4.559404223618917,1.0,0.7668926903735631,1.0,49.212485434556406,1.0,0.7668926903735631,1.0,8.5,1.0,0.0,2.0,2.875,False,0.0,soft_clearance_astar_v1,no_kappa,1.0,49.212485434556406,1.0,8.5,1.0,0.0,0.0,0.0,6.5,2.0,-0.35,0.0,0.0,-0.0,2,0.0,0.0,False,1.0,0.0,0.0,0.5,0.5,19,19,18,3,1.4889065305138338,0.8839434821346798,info_perturb,True,4.2959000002156245,0.2004999951168429,1.1811999993369682,0.7516000059695216,1,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,False,,,0,0.0,False,"(1, 0)",0.20950712043536734,8.15,8.15,3,True,30,50,3.0,1.1129438386044523,0.11287128712871287,1.0,0.5240795705130967,0.6718947971950153,1.6718947971950153,1.8783879919355742,0.4668768903442681,True,0.10606060606060606,0.015151515151515152,0,False,,0
