planner_adaptation_mode,target_motion_mode,map_kind,episode_seed,policy_name,clue_acquisition_mode,path_safety_mode,success_all_found,time_to_first_detection,time_to_first_detection_censored,time_to_all_found,time_to_all_found_censored,detection_rate,found_count,known_free_observation_ratio_final,planning_time_ms_mean,path_length,switch_count,anchor_switch_count,replan_count,path_invalidations_per_episode,clearance_penalty_raw_mean,near_obstacle_step_ratio,min_clearance_cells_mean
no_kappa,random_walk,open_water,0,marine_knownmap_path_v2_infosampled,anomaly_upper_tail,soft_clearance_astar_v1,True,52,52,88,88,1.0,3,0.35390199637023595,19.69272777771241,88,15,4,18,0,0.007102272727272727,0.007102272727272727,7.386363636363637
no_kappa,random_walk,open_water,1,marine_knownmap_path_v2_infosampled,anomaly_upper_tail,soft_clearance_astar_v1,False,61,61,,241,0.3333333333333333,1,0.7409255898366606,24.699469999904977,240,40,13,50,0,0.0026041666666666665,0.0026041666666666665,6.958333333333333
no_kappa,random_walk,open_water,2,marine_knownmap_path_v2_infosampled,anomaly_upper_tail,soft_clearance_astar_v1,False,64,64,,241,0.6666666666666666,2,0.7672413793103449,20.03219183691782,240,42,16,49,0,0.0026041666666666665,0.0026041666666666665,7.9
no_kappa,random_walk,open_water,3,marine_knownmap_path_v2_infosampled,anomaly_upper_tail,soft_clearance_astar_v1,False,61,61,,241,0.6666666666666666,2,0.8634301270417423,20.523168750059995,240,38,16,48,0,0.005208333333333333,0.005208333333333333,7.041666666666667
no_kappa,random_walk,open_water,4,marine_knownmap_path_v2_infosampled,anomaly_upper_tail,soft_clearance_astar_v1,True,38,38,201,201,1.0,3,0.7078039927404719,19.372675609036644,201,34,15,41,0,0.003109452736318408,0.003109452736318408,7.7711442786069655
no_kappa,random_walk,open_water,5,marine_knownmap_path_v2_infosampled,anomaly_upper_tail,soft_clearance_astar_v1,True,11,11,58,58,1.0,3,0.24863883847549909,20.374975000474176,58,11,5,12,0,0.010775862068965518,0.010775862068965518,5.5344827586206895
no_kappa,random_walk,open_water,6,marine_knownmap_path_v2_infosampled,anomaly_upper_tail,soft_clearance_astar_v1,True,22,22,160,160,1.0,3,0.46098003629764067,16.52120588294244,160,26,9,34,0,0.00390625,0.00390625,8.8125
no_kappa,random_walk,open_water,7,marine_knownmap_path_v2_infosampled,anomaly_upper_tail,soft_clearance_astar_v1,True,41,41,102,102,1.0,3,0.3911070780399274,18.483438095635,102,13,6,21,0,0.006127450980392157,0.006127450980392157,8.127450980392156
no_kappa,random_walk,open_water,8,marine_knownmap_path_v2_infosampled,anomaly_upper_tail,soft_clearance_astar_v1,False,68,68,,241,0.6666666666666666,2,0.8203266787658802,22.14177083321071,240,37,15,48,0,0.0026041666666666665,0.0026041666666666665,7.6875
no_kappa,random_walk,open_water,9,marine_knownmap_path_v2_infosampled,anomaly_upper_tail,soft_clearance_astar_v1,True,87,87,106,106,1.0,3,0.41424682395644286,17.2711727272227,106,19,9,22,0,0.00589622641509434,0.00589622641509434,7.679245283018868
no_kappa,random_walk,harbor_cove,0,marine_knownmap_path_v2_infosampled,anomaly_upper_tail,soft_clearance_astar_v1,False,22,22,,241,0.6666666666666666,2,0.8682432432432432,21.79794693876495,240,46,28,49,0,0.0026041666666666665,0.0026041666666666665,4.920833333333333
no_kappa,random_walk,harbor_cove,1,marine_knownmap_path_v2_infosampled,anomaly_upper_tail,soft_clearance_astar_v1,False,38,38,,241,0.6666666666666666,2,0.7657657657657657,17.421126922832066,240,37,15,52,0,0.0026041666666666665,0.0026041666666666665,5.6125
no_kappa,random_walk,harbor_cove,2,marine_knownmap_path_v2_infosampled,anomaly_upper_tail,soft_clearance_astar_v1,True,35,35,207,207,1.0,3,0.7302927927927928,21.180717777557827,207,35,17,45,0,0.00785024154589372,0.00785024154589372,4.594202898550725
no_kappa,random_walk,harbor_cove,3,marine_knownmap_path_v2_infosampled,anomaly_upper_tail,soft_clearance_astar_v1,False,35,35,,241,0.3333333333333333,1,0.7961711711711712,19.038893749439012,240,37,14,48,0,0.0026041666666666665,0.0026041666666666665,5.0
no_kappa,random_walk,harbor_cove,4,marine_knownmap_path_v2_infosampled,anomaly_upper_tail,soft_clearance_astar_v1,True,36,36,67,67,1.0,3,0.3490990990990991,17.959800000036402,67,12,6,14,0,0.009328358208955223,0.009328358208955223,6.149253731343284
no_kappa,random_walk,harbor_cove,5,marine_knownmap_path_v2_infosampled,anomaly_upper_tail,soft_clearance_astar_v1,False,18,18,,241,0.6666666666666666,2,0.7905405405405406,21.28887451017006,240,36,17,51,0,0.0026041666666666665,0.0026041666666666665,5.016666666666667
no_kappa,random_walk,harbor_cove,6,marine_knownmap_path_v2_infosampled,anomaly_upper_tail,soft_clearance_astar_v1,False,44,44,,241,0.6666666666666666,2,0.8293918918918919,24.983352941276014,240,37,17,51,0,0.0026041666666666665,0.0026041666666666665,4.883333333333334
no_kappa,random_walk,harbor_cove,7,marine_knownmap_path_v2_infosampled,anomaly_upper_tail,soft_clearance_astar_v1,True,34,34,86,86,1.0,3,0.4583333333333333,19.765938888869844,86,16,8,18,0,0.007267441860465116,0.007267441860465116,6.453488372093023
no_kappa,random_walk,harbor_cove,8,marine_knownmap_path_v2_infosampled,anomaly_upper_tail,soft_clearance_astar_v1,True,32,32,131,131,1.0,3,0.589527027027027,15.872811111707792,131,27,13,27,0,0.004770992366412214,0.004770992366412214,6.3893129770992365
no_kappa,random_walk,harbor_cove,9,marine_knownmap_path_v2_infosampled,anomaly_upper_tail,soft_clearance_astar_v1,True,17,17,161,161,1.0,3,0.5653153153153153,24.13615757519217,161,27,14,33,0,0.0038819875776397515,0.0038819875776397515,4.391304347826087
no_kappa,random_walk,peninsula_passage,0,marine_knownmap_path_v2_infosampled,anomaly_upper_tail,soft_clearance_astar_v1,True,63,63,179,179,1.0,3,0.7260981912144703,26.411162162509534,179,32,18,37,0,0.0034916201117318434,0.0034916201117318434,3.653631284916201
no_kappa,random_walk,peninsula_passage,1,marine_knownmap_path_v2_infosampled,anomaly_upper_tail,soft_clearance_astar_v1,True,30,30,154,154,1.0,3,0.5953488372093023,24.84462903286781,154,22,11,31,0,0.004058441558441558,0.004058441558441558,3.824675324675325
no_kappa,random_walk,peninsula_passage,2,marine_knownmap_path_v2_infosampled,anomaly_upper_tail,soft_clearance_astar_v1,True,65,65,178,178,1.0,3,0.7204134366925065,23.29460555564664,178,27,14,36,0,0.0035112359550561797,0.0035112359550561797,4.129213483146067
no_kappa,random_walk,peninsula_passage,3,marine_knownmap_path_v2_infosampled,anomaly_upper_tail,soft_clearance_astar_v1,False,57,57,,241,0.6666666666666666,2,0.7772609819121447,23.788710416132137,240,37,14,48,0,0.0026041666666666665,0.0026041666666666665,3.3958333333333335
no_kappa,random_walk,peninsula_passage,4,marine_knownmap_path_v2_infosampled,anomaly_upper_tail,soft_clearance_astar_v1,True,25,25,133,133,1.0,3,0.5229974160206718,19.988559258948683,133,22,14,27,0,0.004699248120300752,0.004699248120300752,4.390977443609023
no_kappa,random_walk,peninsula_passage,5,marine_knownmap_path_v2_infosampled,anomaly_upper_tail,soft_clearance_astar_v1,False,45,45,,241,0.6666666666666666,2,0.7844961240310078,25.722014285357936,240,31,13,49,0,0.0026041666666666665,0.0026041666666666665,3.245833333333333
no_kappa,random_walk,peninsula_passage,6,marine_knownmap_path_v2_infosampled,anomaly_upper_tail,soft_clearance_astar_v1,False,78,78,,241,0.6666666666666666,2,0.8780361757105943,17.497263265517066,240,38,16,49,0,0.0026041666666666665,0.0026041666666666665,3.620833333333333
no_kappa,random_walk,peninsula_passage,7,marine_knownmap_path_v2_infosampled,anomaly_upper_tail,soft_clearance_astar_v1,False,19,19,,241,0.6666666666666666,2,0.7080103359173127,26.506520831844682,240,37,15,48,0,0.005208333333333333,0.005208333333333333,3.5625
no_kappa,random_walk,peninsula_passage,8,marine_knownmap_path_v2_infosampled,anomaly_upper_tail,soft_clearance_astar_v1,True,130,130,236,236,1.0,3,0.9229974160206719,21.805422916865307,236,40,19,48,0,0.0026483050847457626,0.0026483050847457626,3.7711864406779663
no_kappa,random_walk,peninsula_passage,9,marine_knownmap_path_v2_infosampled,anomaly_upper_tail,soft_clearance_astar_v1,False,34,34,,241,0.6666666666666666,2,0.6976744186046512,28.008159999299096,240,41,15,50,0,0.0026041666666666665,0.0026041666666666665,3.2291666666666665
