target_motion_mode,n,time_to_first_detection_baseline_mean,time_to_first_detection_simple_ring_mean,time_to_first_detection_delta,time_to_all_found_baseline_mean,time_to_all_found_simple_ring_mean,time_to_all_found_delta,success_all_found_baseline_mean,success_all_found_simple_ring_mean,success_all_found_delta,detection_rate_baseline_mean,detection_rate_simple_ring_mean,detection_rate_delta,found_count_baseline_mean,found_count_simple_ring_mean,found_count_delta,known_free_observation_ratio_final_baseline_mean,known_free_observation_ratio_final_simple_ring_mean,known_free_observation_ratio_final_delta,path_length_baseline_mean,path_length_simple_ring_mean,path_length_delta,planning_time_ms_mean_baseline_mean,planning_time_ms_mean_simple_ring_mean,planning_time_ms_mean_delta,candidate_pool_size_mean_baseline_mean,candidate_pool_size_mean_simple_ring_mean,candidate_pool_size_mean_delta,reachable_pool_size_mean_baseline_mean,reachable_pool_size_mean_simple_ring_mean,reachable_pool_size_mean_delta,a_star_checked_pool_size_mean_baseline_mean,a_star_checked_pool_size_mean_simple_ring_mean,a_star_checked_pool_size_mean_delta,selected_viewpoint_rank_mean_baseline_mean,selected_viewpoint_rank_mean_simple_ring_mean,selected_viewpoint_rank_mean_delta
random_walk,30,45.96551724137931,43.96666666666667,-1.998850574712641,165.68421052631578,135.94736842105263,-29.73684210526315,0.6333333333333333,0.6333333333333333,0.0,0.8555555555555555,0.8777777777777778,0.022222222222222254,2.566666666666667,2.6333333333333333,0.06666666666666643,0.6898102607630211,0.6245369635241116,-0.06527329723890951,192.93333333333334,174.1,-18.833333333333343,21.216177179197324,18.397126373547664,-2.8190508056496597,22.623001833777593,23.613146328367968,0.9901444945903748,22.623001833777593,23.613146328367968,0.9901444945903748,17.76713038743293,23.613146328367968,5.84601594093504,2.534495747593429,2.6261127387811456,0.09161699118771649
static,30,45.6,44.56666666666667,-1.0333333333333314,158.6875,135.6,-23.087500000000006,0.5333333333333333,0.6666666666666666,0.1333333333333333,0.7999999999999999,0.8777777777777778,0.07777777777777783,2.4,2.6333333333333333,0.2333333333333334,0.6372067575214602,0.5879704934960707,-0.0492362640253895,196.63333333333333,170.4,-26.23333333333332,27.513734489217434,19.94825521727072,-7.565479271946714,22.606261260875055,23.49673347231366,0.8904722114386061,22.606261260875055,23.49673347231366,0.8904722114386061,17.80991847368318,23.49673347231366,5.6868149986304815,2.6716587735585007,2.677690980017908,0.006032206459407163
