target_motion_mode,n,time_to_first_detection_mean,time_to_first_detection_std,time_to_all_found_mean,time_to_all_found_std,success_all_found_mean,success_all_found_std,detection_rate_mean,detection_rate_std,found_count_mean,found_count_std,known_free_observation_ratio_final_mean,known_free_observation_ratio_final_std,path_length_mean,path_length_std,planning_time_ms_mean_mean,planning_time_ms_mean_std,candidate_pool_size_mean_mean,candidate_pool_size_mean_std,reachable_pool_size_mean_mean,reachable_pool_size_mean_std,a_star_checked_pool_size_mean_mean,a_star_checked_pool_size_mean_std,selected_viewpoint_rank_mean_mean,selected_viewpoint_rank_mean_std
random_walk,30,43.96666666666667,26.000619650735675,135.94736842105263,48.42843193198167,0.6333333333333333,0.4818944098266987,0.8777777777777778,0.1606314699422329,2.6333333333333333,0.4818944098266987,0.6245369635241116,0.17423105602077446,174.1,63.24257532179831,18.397126373547664,2.6355084516104634,23.613146328367968,0.45105071850235895,23.613146328367968,0.45105071850235895,23.613146328367968,0.45105071850235895,2.6261127387811456,0.4356182782143917
static,30,44.56666666666667,22.726905249554374,135.6,49.73067463849651,0.6666666666666666,0.4714045207910317,0.8777777777777778,0.18223577185396364,2.6333333333333333,0.5467073155618909,0.5879704934960707,0.1552819888143544,170.4,63.80313471922833,19.94825521727072,3.2588950071005005,23.49673347231366,0.5423035119379727,23.49673347231366,0.5423035119379727,23.49673347231366,0.5423035119379727,2.677690980017908,0.3408187096086269
