episode_seed,map_kind,system_name,assignment_mode,viewpoint_generation_mode,target_motion_mode,clue_acquisition_mode,anomaly_tail_quantile,anomaly_weight_lambda,path_safety_mode,team_path_avoidance_mode,safe_nav_lambda_clearance,team_reservation_lambda,time_to_first_detection,time_to_all_found,detection_rate,found_count,known_free_observation_ratio_final,planning_time_ms_mean,duplicate_viewpoint_ratio,cross_region_assignment_ratio,conflict_intervention_count,wait_count_total,reservation_wait_fallback_count,reservation_near_neighbor_step_ratio_mean,reservation_same_cell_violation_count,reservation_swap_violation_count,anomaly_top_band_selection_ratio_pre_first_detection,unfound_target_neighborhood_anomaly_mass_ratio_pre_first_detection
0,peninsula_passage,two_usv_coordinated,coordinated,simple_ring_v1,random_walk,ucb,0.9,1.25,soft_clearance_astar_v1,reservation_v1,1.0,1.0,95,,0.6666666666666666,2,0.8708062093139709,168.37528541666225,0.0,0.05416666666666667,0,0,0,0.0,0,0,0.21578947368421053,0.026199068484192987
1,peninsula_passage,two_usv_coordinated,coordinated,simple_ring_v1,random_walk,ucb,0.9,1.25,soft_clearance_astar_v1,reservation_v1,1.0,1.0,17,,0.6666666666666666,2,0.699298948422634,156.3476525000112,0.0,0.1375,0,0,0,0.0,0,0,0.3235294117647059,0.029648168599914506
2,peninsula_passage,two_usv_coordinated,coordinated,simple_ring_v1,random_walk,ucb,0.9,1.25,soft_clearance_astar_v1,reservation_v1,1.0,1.0,11,111,1.0,3,0.34727090635953933,181.92789909909425,0.0,0.14864864864864866,0,0,0,0.0,0,0,0.5,0.0647378037656442
3,peninsula_passage,two_usv_coordinated,coordinated,simple_ring_v1,random_walk,ucb,0.9,1.25,soft_clearance_astar_v1,reservation_v1,1.0,1.0,130,,0.6666666666666666,2,0.8017025538307461,165.60895291667256,0.0,0.027083333333333334,0,0,0,0.0,0,0,0.20384615384615384,0.02537250618577049
4,peninsula_passage,two_usv_coordinated,coordinated,simple_ring_v1,random_walk,ucb,0.9,1.25,soft_clearance_astar_v1,reservation_v1,1.0,1.0,26,115,1.0,3,0.5240360540811216,147.68963652173306,0.0,0.0,0,0,0,0.0,0,0,0.09615384615384616,0.03315613173656572
5,peninsula_passage,two_usv_coordinated,coordinated,simple_ring_v1,random_walk,ucb,0.9,1.25,soft_clearance_astar_v1,reservation_v1,1.0,1.0,23,223,1.0,3,0.8319979969954933,141.59216636771552,0.0,0.07399103139013453,0,0,0,0.0,0,0,0.1956521739130435,0.027688198951270893
6,peninsula_passage,two_usv_coordinated,coordinated,simple_ring_v1,random_walk,ucb,0.9,1.25,soft_clearance_astar_v1,reservation_v1,1.0,1.0,42,,0.6666666666666666,2,0.8485227841762644,115.83419291667194,0.0,0.12708333333333333,0,0,0,0.0,0,0,0.2619047619047619,0.026335772969837933
7,peninsula_passage,two_usv_coordinated,coordinated,simple_ring_v1,random_walk,ucb,0.9,1.25,soft_clearance_astar_v1,reservation_v1,1.0,1.0,103,170,1.0,3,0.64221331997997,118.67056058821858,0.0,0.0,0,0,0,0.0,0,0,0.24757281553398058,0.023659600703608636
8,peninsula_passage,two_usv_coordinated,coordinated,simple_ring_v1,random_walk,ucb,0.9,1.25,soft_clearance_astar_v1,reservation_v1,1.0,1.0,67,201,1.0,3,0.78542814221332,113.82523034825368,0.0,0.07960199004975124,0,0,0,0.0,0,0,0.1791044776119403,0.02384000086680195
9,peninsula_passage,two_usv_coordinated,coordinated,simple_ring_v1,random_walk,ucb,0.9,1.25,soft_clearance_astar_v1,reservation_v1,1.0,1.0,142,,0.6666666666666666,2,0.8307461191787682,122.1447683333319,0.0,0.020833333333333332,0,0,0,0.0,0,0,0.2323943661971831,0.02135771992512498
0,open_water,two_usv_coordinated,coordinated,simple_ring_v1,random_walk,anomaly_upper_tail,0.9,1.25,soft_clearance_astar_v1,reservation_v1,1.0,1.0,10,84,1.0,3,0.41158267020335987,80.94895119048607,0.0,0.0,0,0,0,0.0,0,0,0.45,0.02969292650619101
1,open_water,two_usv_coordinated,coordinated,simple_ring_v1,random_walk,anomaly_upper_tail,0.9,1.25,soft_clearance_astar_v1,reservation_v1,1.0,1.0,21,215,1.0,3,0.7524314765694076,75.56490279069739,0.0,0.0,0,0,0,0.0,0,0,0.2619047619047619,0.025567017629607947
2,open_water,two_usv_coordinated,coordinated,simple_ring_v1,random_walk,anomaly_upper_tail,0.9,1.25,soft_clearance_astar_v1,reservation_v1,1.0,1.0,82,182,1.0,3,0.6631299734748011,101.83180164834654,0.0,0.024725274725274724,0,0,0,0.0,0,0,0.29878048780487804,0.023885182329059326
3,open_water,two_usv_coordinated,coordinated,simple_ring_v1,random_walk,anomaly_upper_tail,0.9,1.25,soft_clearance_astar_v1,reservation_v1,1.0,1.0,121,,0.6666666666666666,2,0.7782935455349248,83.28027874999293,0.0,0.00625,0,0,0,0.0,0,0,0.256198347107438,0.02025532402275527
4,open_water,two_usv_coordinated,coordinated,simple_ring_v1,random_walk,anomaly_upper_tail,0.9,1.25,soft_clearance_astar_v1,reservation_v1,1.0,1.0,222,,0.6666666666666666,2,0.8481432360742706,76.45252541666896,0.0,0.03958333333333333,0,0,0,0.0,0,0,0.2905405405405405,0.021813707663486948
5,open_water,two_usv_coordinated,coordinated,simple_ring_v1,random_walk,anomaly_upper_tail,0.9,1.25,soft_clearance_astar_v1,reservation_v1,1.0,1.0,68,141,1.0,3,0.581343943412909,87.05413546097891,0.0,0.04609929078014184,0,0,0,0.0,0,0,0.22794117647058823,0.023849851525237217
6,open_water,two_usv_coordinated,coordinated,simple_ring_v1,random_walk,anomaly_upper_tail,0.9,1.25,soft_clearance_astar_v1,reservation_v1,1.0,1.0,21,148,1.0,3,0.5868700265251989,95.07692094594195,0.0,0.13851351351351351,0,0,0,0.0,0,0,0.14285714285714285,0.026039156527304628
7,open_water,two_usv_coordinated,coordinated,simple_ring_v1,random_walk,anomaly_upper_tail,0.9,1.25,soft_clearance_astar_v1,reservation_v1,1.0,1.0,43,112,1.0,3,0.4953580901856764,83.43190803571231,0.0,0.0,0,0,0,0.0,0,0,0.23255813953488372,0.023370271872120353
8,open_water,two_usv_coordinated,coordinated,simple_ring_v1,random_walk,anomaly_upper_tail,0.9,1.25,soft_clearance_astar_v1,reservation_v1,1.0,1.0,20,94,1.0,3,0.4400972590627763,90.05928297872433,0.0,0.015957446808510637,0,0,0,0.0,0,0,0.375,0.029582131688540472
9,open_water,two_usv_coordinated,coordinated,simple_ring_v1,random_walk,anomaly_upper_tail,0.9,1.25,soft_clearance_astar_v1,reservation_v1,1.0,1.0,29,153,1.0,3,0.6007957559681698,98.54174379084975,0.0,0.0032679738562091504,0,0,0,0.0,0,0,0.13793103448275862,0.023945586917541437
0,harbor_cove,two_usv_coordinated,coordinated,simple_ring_v1,random_walk,anomaly_upper_tail,0.9,1.25,soft_clearance_astar_v1,reservation_v1,1.0,1.0,148,227,1.0,3,0.8791118421052632,87.72980396476653,0.0,0.006607929515418502,0,0,0,0.0,0,0,0.25,0.023690030583123325
1,harbor_cove,two_usv_coordinated,coordinated,simple_ring_v1,random_walk,anomaly_upper_tail,0.9,1.25,soft_clearance_astar_v1,reservation_v1,1.0,1.0,83,,0.6666666666666666,2,0.8843201754385965,80.722483750003,0.0,0.0,0,0,0,0.0,0,0,0.22289156626506024,0.02747267449090299
2,harbor_cove,two_usv_coordinated,coordinated,simple_ring_v1,random_walk,anomaly_upper_tail,0.9,1.25,soft_clearance_astar_v1,reservation_v1,1.0,1.0,45,237,1.0,3,0.8922697368421053,66.6521666666592,0.0,0.0,0,0,0,0.0,0,0,0.24444444444444444,0.025798441090218657
3,harbor_cove,two_usv_coordinated,coordinated,simple_ring_v1,random_walk,anomaly_upper_tail,0.9,1.25,soft_clearance_astar_v1,reservation_v1,1.0,1.0,7,177,1.0,3,0.7546600877192983,80.37288983050041,0.0,0.002824858757062147,0,0,0,0.0,0,0,0.35714285714285715,0.038321600104769954
4,harbor_cove,two_usv_coordinated,coordinated,simple_ring_v1,random_walk,anomaly_upper_tail,0.9,1.25,soft_clearance_astar_v1,reservation_v1,1.0,1.0,19,208,1.0,3,0.8643092105263158,69.15629663461468,0.0,0.02403846153846154,0,0,0,0.0,0,0,0.21052631578947367,0.03389802148491139
5,harbor_cove,two_usv_coordinated,coordinated,simple_ring_v1,random_walk,anomaly_upper_tail,0.9,1.25,soft_clearance_astar_v1,reservation_v1,1.0,1.0,18,147,1.0,3,0.6979166666666666,81.75217687075124,0.0,0.003401360544217687,0,0,0,0.0,0,0,0.027777777777777776,0.03492472041296526
6,harbor_cove,two_usv_coordinated,coordinated,simple_ring_v1,random_walk,anomaly_upper_tail,0.9,1.25,soft_clearance_astar_v1,reservation_v1,1.0,1.0,14,74,1.0,3,0.39665570175438597,79.9910378378424,0.0,0.0,0,0,0,0.0,0,0,0.21428571428571427,0.03546906132568984
7,harbor_cove,two_usv_coordinated,coordinated,simple_ring_v1,random_walk,anomaly_upper_tail,0.9,1.25,soft_clearance_astar_v1,reservation_v1,1.0,1.0,16,,0.6666666666666666,2,0.8355263157894737,86.33655624999126,0.0,0.19791666666666666,0,0,0,0.0,0,0,0.0625,0.03974496179890743
8,harbor_cove,two_usv_coordinated,coordinated,simple_ring_v1,random_walk,anomaly_upper_tail,0.9,1.25,soft_clearance_astar_v1,reservation_v1,1.0,1.0,63,,0.6666666666666666,2,0.8599232456140351,82.61489041666722,0.0,0.08541666666666667,0,0,0,0.0,0,0,0.16666666666666666,0.02895817135661497
9,harbor_cove,two_usv_coordinated,coordinated,simple_ring_v1,random_walk,anomaly_upper_tail,0.9,1.25,soft_clearance_astar_v1,reservation_v1,1.0,1.0,31,,0.6666666666666666,2,0.8755482456140351,79.3601674999934,0.0,0.0125,0,0,0,0.0,0,0,0.1774193548387097,0.03698753769742969
0,peninsula_passage,two_usv_coordinated,coordinated,simple_ring_v1,random_walk,anomaly_upper_tail,0.9,1.25,soft_clearance_astar_v1,reservation_v1,1.0,1.0,137,,0.3333333333333333,1,0.699799699549324,114.43458041666096,0.0,0.010416666666666666,0,0,0,0.0,0,0,0.2518248175182482,0.02559908372947266
1,peninsula_passage,two_usv_coordinated,coordinated,simple_ring_v1,random_walk,anomaly_upper_tail,0.9,1.25,soft_clearance_astar_v1,reservation_v1,1.0,1.0,17,,0.3333333333333333,1,0.8660490736104156,115.04902583334056,0.0,0.0,0,0,0,0.0,0,0,0.3235294117647059,0.02979532436100158
2,peninsula_passage,two_usv_coordinated,coordinated,simple_ring_v1,random_walk,anomaly_upper_tail,0.9,1.25,soft_clearance_astar_v1,reservation_v1,1.0,1.0,11,149,1.0,3,0.5190285428142213,118.76553422819401,0.0,0.0,0,0,0,0.0,0,0,0.5454545454545454,0.06348133385082191
3,peninsula_passage,two_usv_coordinated,coordinated,simple_ring_v1,random_walk,anomaly_upper_tail,0.9,1.25,soft_clearance_astar_v1,reservation_v1,1.0,1.0,98,172,1.0,3,0.6036554832248373,190.3249290697648,0.0,0.0755813953488372,0,0,0,0.0,0,0,0.3112244897959184,0.026752447307387787
4,peninsula_passage,two_usv_coordinated,coordinated,simple_ring_v1,random_walk,anomaly_upper_tail,0.9,1.25,soft_clearance_astar_v1,reservation_v1,1.0,1.0,26,134,1.0,3,0.5463194792188283,227.88919626866607,0.0,0.0,0,0,0,0.0,0,0,0.19230769230769232,0.03348779468281685
5,peninsula_passage,two_usv_coordinated,coordinated,simple_ring_v1,random_walk,anomaly_upper_tail,0.9,1.25,soft_clearance_astar_v1,reservation_v1,1.0,1.0,23,135,1.0,3,0.599899849774662,239.06398740739826,0.0,0.0,0,0,0,0.0,0,0,0.15217391304347827,0.027533049007863047
6,peninsula_passage,two_usv_coordinated,coordinated,simple_ring_v1,random_walk,anomaly_upper_tail,0.9,1.25,soft_clearance_astar_v1,reservation_v1,1.0,1.0,42,186,1.0,3,0.7476214321482223,145.04146720428838,0.0,0.04838709677419355,0,0,0,0.0,0,0,0.2976190476190476,0.02632429325200651
7,peninsula_passage,two_usv_coordinated,coordinated,simple_ring_v1,random_walk,anomaly_upper_tail,0.9,1.25,soft_clearance_astar_v1,reservation_v1,1.0,1.0,67,167,1.0,3,0.6439659489233851,182.72445209578507,0.0,0.017964071856287425,0,0,0,0.0,0,0,0.26865671641791045,0.024592242452511553
8,peninsula_passage,two_usv_coordinated,coordinated,simple_ring_v1,random_walk,anomaly_upper_tail,0.9,1.25,soft_clearance_astar_v1,reservation_v1,1.0,1.0,227,,0.3333333333333333,1,0.7939409113670506,108.56222833332936,0.0,0.05625,0,0,0,0.0,0,0,0.2488986784140969,0.022554045098695828
9,peninsula_passage,two_usv_coordinated,coordinated,simple_ring_v1,random_walk,anomaly_upper_tail,0.9,1.25,soft_clearance_astar_v1,reservation_v1,1.0,1.0,160,,0.6666666666666666,2,0.8019529293940911,119.03847583332852,0.0,0.04791666666666667,0,0,0,0.0,0,0,0.215625,0.023787928089690078
