map_kind,baseline_clue_acquisition_mode,challenger_clue_acquisition_mode,assignment_mode,viewpoint_generation_mode,target_motion_mode,path_safety_mode,team_path_avoidance_mode,time_to_first_detection_delta_mean,time_to_all_found_delta_mean,detection_rate_delta_mean,found_count_delta_mean,known_free_observation_ratio_final_delta_mean,planning_time_ms_mean_delta_mean,anomaly_top_band_selection_ratio_pre_first_detection_delta_mean,unfound_target_neighborhood_anomaly_mass_ratio_pre_first_detection_delta_mean,duplicate_viewpoint_ratio_delta_mean,cross_region_assignment_ratio_delta_mean,conflict_intervention_count_delta_mean,wait_count_total_delta_mean
ALL,ucb,anomaly_upper_tail,coordinated,simple_ring_v1,random_walk,soft_clearance_astar_v1,reservation_v1,2.466666666666667,-9.416666666666666,0.04444444444444444,0.13333333333333333,-0.05858584416181332,-14.689107989657767,0.02670413000574534,-1.32113349507765e-05,0.0,0.003343997607773264,0.0,0.0
open_water,ucb,anomaly_upper_tail,coordinated,simple_ring_v1,random_walk,soft_clearance_astar_v1,reservation_v1,-1.0,-30.0,0.1,0.3,-0.11847922192749778,-35.310999524871086,0.04355060713399208,0.00018191333802312047,0.0,0.024824943098026124,0.0,0.0
harbor_cove,ucb,anomaly_upper_tail,coordinated,simple_ring_v1,random_walk,soft_clearance_astar_v1,reservation_v1,-6.8,23.666666666666668,0.1,0.3,-0.021299342105263165,-21.644077612341317,0.0014250997106621782,-0.0004128043072290026,0.0,0.02644629366954862,0.0,0.0
peninsula_passage,ucb,anomaly_upper_tail,coordinated,simple_ring_v1,random_walk,soft_clearance_astar_v1,reservation_v1,15.2,-8.5,-0.06666666666666667,-0.2,-0.03597896845267901,12.887753168239104,0.03513668317258177,0.00019125696435355263,0.0,-0.04123924394425496,0.0,0.0
