tick_global,waypoint_index,target_row,target_col,target_x,target_y,location_x,location_y,location_z,gps_x,gps_y,gps_z,projected_row,projected_col,distance_to_target_m,arrived,timeout
549,0,40,45,25.0,0.0,22.045127868652344,-0.19330035150051117,0.16793790459632874,22.045127868652344,-0.19330035150051117,0.16793790459632874,40,44,2.961187994455141,False,False
550,0,40,45,25.0,0.0,22.060216903686523,-0.19231678545475006,0.16789370775222778,22.060216903686523,-0.19231678545475006,0.16789370775222778,40,44,2.946066937348522,False,False
551,0,40,45,25.0,0.0,22.075225830078125,-0.19133830070495605,0.16781504452228546,22.075225830078125,-0.19133830070495605,0.16781504452228546,40,44,2.9310261497227987,False,False
552,0,40,45,25.0,0.0,22.090158462524414,-0.19036486744880676,0.16770538687705994,22.090158462524414,-0.19036486744880676,0.16770538687705994,40,44,2.916061823071843,False,False
553,0,40,45,25.0,0.0,22.105010986328125,-0.189396470785141,0.16768541932106018,22.105010986328125,-0.189396470785141,0.16768541932106018,40,44,2.9011777629829445,False,False
554,0,40,45,25.0,0.0,22.11978530883789,-0.18843308091163635,0.1677461564540863,22.11978530883789,-0.18843308091163635,0.1677461564540863,40,44,2.8863720642300943,False,False
555,0,40,45,25.0,0.0,22.13448143005371,-0.18747465312480927,0.16787952184677124,22.13448143005371,-0.18747465312480927,0.16787952184677124,40,44,2.8716447238945304,False,False
556,0,40,45,25.0,0.0,22.14910125732422,-0.18652118742465973,0.16796064376831055,22.14910125732422,-0.18652118742465973,0.16796064376831055,40,44,2.8569938386963063,False,False
557,0,40,45,25.0,0.0,22.163644790649414,-0.18557263910770416,0.16799475252628326,22.163644790649414,-0.18557263910770416,0.16799475252628326,40,44,2.8424194057168277,False,False
558,0,40,45,25.0,0.0,22.178112030029297,-0.18462899327278137,0.16798655688762665,22.178112030029297,-0.18462899327278137,0.16798655688762665,40,44,2.8279214239830455,False,False
559,0,40,45,25.0,0.0,22.192502975463867,-0.18369023501873016,0.16794025897979736,22.192502975463867,-0.18369023501873016,0.16794025897979736,40,44,2.8134998925218526,False,False
560,0,40,45,25.0,0.0,22.206819534301758,-0.18275631964206696,0.16785968840122223,22.206819534301758,-0.18275631964206696,0.16785968840122223,40,44,2.799152905135295,False,False
561,0,40,45,25.0,0.0,22.221059799194336,-0.18182723224163055,0.16774827241897583,22.221059799194336,-0.18182723224163055,0.16774827241897583,40,44,2.784882364129314,False,False
562,0,40,45,25.0,0.0,22.235225677490234,-0.18090294301509857,0.16772666573524475,22.235225677490234,-0.18090294301509857,0.16772666573524475,40,44,2.770686364278869,False,False
563,0,40,45,25.0,0.0,22.249319076538086,-0.17998342216014862,0.1677858978509903,22.249319076538086,-0.17998342216014862,0.1677858978509903,40,44,2.756563000359282,False,False
564,0,40,45,25.0,0.0,22.263336181640625,-0.1790686696767807,0.16780027747154236,22.263336181640625,-0.1790686696767807,0.16780027747154236,40,44,2.742516078927729,False,False
565,0,40,45,25.0,0.0,22.277280807495117,-0.17815864086151123,0.1677742898464203,22.277280807495117,-0.17815864086151123,0.1677742898464203,40,44,2.728541790507901,False,False
566,0,40,45,25.0,0.0,22.291152954101562,-0.17725330591201782,0.16771195828914642,22.291152954101562,-0.17725330591201782,0.16771195828914642,40,44,2.7146401331538277,False,False
567,0,40,45,25.0,0.0,22.304950714111328,-0.17635266482830048,0.1677345335483551,22.304950714111328,-0.17635266482830048,0.1677345335483551,40,44,2.700813010143628,False,False
568,0,40,45,25.0,0.0,22.318675994873047,-0.1754566729068756,0.16783349215984344,22.318675994873047,-0.1754566729068756,0.16783349215984344,40,44,2.6870585152797837,False,False
569,0,40,45,25.0,0.0,22.33233070373535,-0.17456530034542084,0.16788360476493835,22.33233070373535,-0.17456530034542084,0.16788360476493835,40,44,2.673374743338055,False,False
570,0,40,45,25.0,0.0,22.34591293334961,-0.17367854714393616,0.1678897589445114,22.34591293334961,-0.17367854714393616,0.1678897589445114,40,44,2.6597635975963922,False,False
571,0,40,45,25.0,0.0,22.359424591064453,-0.17279638350009918,0.1678563505411148,22.359424591064453,-0.17279638350009918,0.1678563505411148,40,44,2.646223172830637,False,False
572,0,40,45,25.0,0.0,22.372865676879883,-0.17191877961158752,0.1677873134613037,22.372865676879883,-0.17191877961158752,0.1677873134613037,40,44,2.6327534670946564,False,False
573,0,40,45,25.0,0.0,22.3862361907959,-0.1710457056760788,0.16768623888492584,22.3862361907959,-0.1710457056760788,0.16768623888492584,40,44,2.6193544784422294,False,False
574,0,40,45,25.0,0.0,22.3995361328125,-0.170177161693573,0.16767390072345734,22.3995361328125,-0.170177161693573,0.16767390072345734,40,44,2.6060262068731865,False,False
575,0,40,45,25.0,0.0,22.412765502929688,-0.16931310296058655,0.16774141788482666,22.412765502929688,-0.16931310296058655,0.16774141788482666,40,44,2.592768649468135,False,False
576,0,40,45,25.0,0.0,22.425926208496094,-0.16845351457595825,0.16782201826572418,22.425926208496094,-0.16845351457595825,0.16782201826572418,40,44,2.5795799019763446,False,False
577,0,40,45,25.0,0.0,22.43901824951172,-0.16759836673736572,0.16785557568073273,22.43901824951172,-0.16759836673736572,0.16785557568073273,40,44,2.566459962451597,False,False
578,0,40,45,25.0,0.0,22.452041625976562,-0.16674764454364777,0.16784679889678955,22.452041625976562,-0.16674764454364777,0.16784679889678955,40,44,2.553408829920703,False,False
579,0,40,45,25.0,0.0,22.464996337890625,-0.1659013330936432,0.1677999347448349,22.464996337890625,-0.1659013330936432,0.1677999347448349,40,44,2.540426503410439,False,False
580,0,40,45,25.0,0.0,22.477882385253906,-0.1650593876838684,0.167718768119812,22.477882385253906,-0.1650593876838684,0.167718768119812,40,44,2.527512980001309,False,False
581,0,40,45,25.0,0.0,22.49070167541504,-0.16422180831432343,0.1676655262708664,22.49070167541504,-0.16422180831432343,0.1676655262708664,40,44,2.514666356416079,False,False
582,0,40,45,25.0,0.0,22.503454208374023,-0.16338856518268585,0.16769622266292572,22.503454208374023,-0.16338856518268585,0.16769622266292572,40,45,2.50188663070848,False,False
583,0,40,45,25.0,0.0,22.51613998413086,-0.1625596284866333,0.16780245304107666,22.51613998413086,-0.1625596284866333,0.16780245304107666,40,45,2.4891738009321807,True,False
584,1,45,45,25.0,-25.0,22.532543182373047,-0.1614656001329422,0.16785967350006104,22.532543182373047,-0.1614656001329422,0.16785967350006104,40,45,24.96079194016554,False,False
585,1,45,45,25.0,-25.0,22.55229377746582,-0.16013510525226593,0.16787275671958923,22.55229377746582,-0.16013510525226593,0.16787275671958923,40,45,24.960171348393292,False,False
586,1,45,45,25.0,-25.0,22.575056076049805,-0.15859758853912354,0.16784612834453583,22.575056076049805,-0.15859758853912354,0.16784612834453583,40,45,24.959479698151505,False,False
587,1,45,45,25.0,-25.0,22.60053062438965,-0.1568831354379654,0.1677837371826172,22.60053062438965,-0.1568831354379654,0.1677837371826172,40,45,24.95872410262148,False,False
588,1,45,45,25.0,-25.0,22.62844467163086,-0.1550222933292389,0.16768912971019745,22.62844467163086,-0.1550222933292389,0.16768912971019745,40,45,24.957908404361195,False,False
589,1,45,45,25.0,-25.0,22.65855598449707,-0.15304598212242126,0.16756553947925568,22.65855598449707,-0.15304598212242126,0.16756553947925568,40,45,24.95703275720608,False,False
590,1,45,45,25.0,-25.0,22.69064712524414,-0.15098533034324646,0.1674746423959732,22.69064712524414,-0.15098533034324646,0.1674746423959732,40,45,24.956094260780464,False,False
591,1,45,45,25.0,-25.0,22.724517822265625,-0.14887157082557678,0.1674719750881195,22.724517822265625,-0.14887157082557678,0.1674719750881195,40,45,24.955087724640602,False,False
592,1,45,45,25.0,-25.0,22.75999641418457,-0.14673598110675812,0.16754870116710663,22.75999641418457,-0.14673598110675812,0.16754870116710663,40,45,24.954004657715352,False,False
593,1,45,45,25.0,-25.0,22.796916961669922,-0.14460977911949158,0.16769690811634064,22.796916961669922,-0.14460977911949158,0.16769690811634064,40,45,24.952835468259316,False,False
594,1,45,45,25.0,-25.0,22.835142135620117,-0.14252401888370514,0.167968288064003,22.835142135620117,-0.14252401888370514,0.167968288064003,40,45,24.9515675203932,False,False
595,1,45,45,25.0,-25.0,22.87453842163086,-0.14050965011119843,0.16829180717468262,22.87453842163086,-0.14050965011119843,0.16829180717468262,40,45,24.950187321487945,False,False
596,1,45,45,25.0,-25.0,22.91499137878418,-0.1385972946882248,0.16866230964660645,22.91499137878418,-0.1385972946882248,0.16866230964660645,40,45,24.948679432511614,False,False
597,1,45,45,25.0,-25.0,22.956396102905273,-0.13681738078594208,0.16889888048171997,22.956396102905273,-0.13681738078594208,0.16889888048171997,40,45,24.947027214572255,False,False
598,1,45,45,25.0,-25.0,22.998659133911133,-0.1351999193429947,0.1690150946378708,22.998659133911133,-0.1351999193429947,0.1690150946378708,40,45,24.945212933813934,False,False
599,1,45,45,25.0,-25.0,23.04169273376465,-0.13377457857131958,0.16908203065395355,23.04169273376465,-0.13377457857131958,0.16908203065395355,40,45,24.943218197704482,False,False
600,1,45,45,25.0,-25.0,23.085418701171875,-0.1325705647468567,0.16916371881961823,23.085418701171875,-0.1325705647468567,0.16916371881961823,40,45,24.941023801502553,False,False
601,1,45,45,25.0,-25.0,23.12976837158203,-0.13161663711071014,0.1693177968263626,23.12976837158203,-0.13161663711071014,0.1693177968263626,40,45,24.93860977335272,False,False
602,1,45,45,25.0,-25.0,23.174678802490234,-0.1309412121772766,0.169478639960289,23.174678802490234,-0.1309412121772766,0.169478639960289,40,45,24.935955615661918,False,False
603,1,45,45,25.0,-25.0,23.220088958740234,-0.1305721402168274,0.1696460247039795,23.220088958740234,-0.1305721402168274,0.1696460247039795,40,45,24.933040837165407,False,False
604,1,45,45,25.0,-25.0,23.265949249267578,-0.13053686916828156,0.16970227658748627,23.265949249267578,-0.13053686916828156,0.16970227658748627,40,45,24.929844131520635,False,False
605,1,45,45,25.0,-25.0,23.31220817565918,-0.13086222112178802,0.1697179228067398,23.31220817565918,-0.13086222112178802,0.1697179228067398,40,45,24.926344599783164,False,False
606,1,45,45,25.0,-25.0,23.358823776245117,-0.13157442212104797,0.16975654661655426,23.358823776245117,-0.13157442212104797,0.16975654661655426,40,45,24.92252094231084,False,False
607,1,45,45,25.0,-25.0,23.40575408935547,-0.13269923627376556,0.16981665790081024,23.40575408935547,-0.13269923627376556,0.16981665790081024,40,45,24.91835201808551,False,False
608,1,45,45,25.0,-25.0,23.452960968017578,-0.1342618316411972,0.16989699006080627,23.452960968017578,-0.1342618316411972,0.16989699006080627,40,45,24.91381673738195,False,False
609,1,45,45,25.0,-25.0,23.500408172607422,-0.1362869143486023,0.16987892985343933,23.500408172607422,-0.1362869143486023,0.16987892985343933,40,45,24.908894075297184,False,False
610,1,45,45,25.0,-25.0,23.548063278198242,-0.1387985348701477,0.1698322296142578,23.548063278198242,-0.1387985348701477,0.1698322296142578,40,45,24.903563169432022,False,False
611,1,45,45,25.0,-25.0,23.595895767211914,-0.14182037115097046,0.16976097226142883,23.595895767211914,-0.14182037115097046,0.16976097226142883,40,45,24.897803179330065,False,False
612,1,45,45,25.0,-25.0,23.643877029418945,-0.14537526667118073,0.16978654265403748,23.643877029418945,-0.14537526667118073,0.16978654265403748,40,45,24.891593764681648,False,False
613,1,45,45,25.0,-25.0,23.69197654724121,-0.14948566257953644,0.16972430050373077,23.69197654724121,-0.14948566257953644,0.16972430050373077,40,45,24.884914872012462,False,False
614,1,45,45,25.0,-25.0,23.740171432495117,-0.15417292714118958,0.16958461701869965,23.740171432495117,-0.15417292714118958,0.16958461701869965,40,45,24.877746902682027,False,False
615,1,45,45,25.0,-25.0,23.788434982299805,-0.15945766866207123,0.16931812465190887,23.788434982299805,-0.15945766866207123,0.16931812465190887,40,45,24.870071031404525,False,False
616,1,45,45,25.0,-25.0,23.836740493774414,-0.16535933315753937,0.16899815201759338,23.836740493774414,-0.16535933315753937,0.16899815201759338,40,45,24.8618693933101,False,False
617,1,45,45,25.0,-25.0,23.885068893432617,-0.17189636826515198,0.16874957084655762,23.885068893432617,-0.17189636826515198,0.16874957084655762,40,45,24.853124578623042,False,False
618,1,45,45,25.0,-25.0,23.933393478393555,-0.17908628284931183,0.168626070022583,23.933393478393555,-0.17908628284931183,0.168626070022583,40,45,24.84382030256564,False,False
619,1,45,45,25.0,-25.0,23.981693267822266,-0.1869456022977829,0.16867612302303314,23.981693267822266,-0.1869456022977829,0.16867612302303314,40,45,24.833940829923225,False,False
620,1,45,45,25.0,-25.0,24.02994728088379,-0.19548998773097992,0.16882583498954773,24.02994728088379,-0.19548998773097992,0.16882583498954773,40,45,24.823471135733996,False,False
621,1,45,45,25.0,-25.0,24.07813262939453,-0.20473399758338928,0.1690676510334015,24.07813262939453,-0.20473399758338928,0.1690676510334015,40,45,24.812397215496613,False,False
622,1,45,45,25.0,-25.0,24.12622833251953,-0.21469120681285858,0.16933609545230865,24.12622833251953,-0.21469120681285858,0.16933609545230865,40,45,24.800705814563653,False,False
623,1,45,45,25.0,-25.0,24.174217224121094,-0.2253737449645996,0.16974873840808868,24.174217224121094,-0.2253737449645996,0.16974873840808868,40,45,24.78838484592386,False,False
624,1,45,45,25.0,-25.0,24.222076416015625,-0.23679305613040924,0.17023511230945587,24.222076416015625,-0.23679305613040924,0.17023511230945587,40,45,24.775422968083316,False,False
