stage,w_s,w_r,w_e,n_episodes,success_all_found_rate,time_to_all_found_censored_mean,time_to_all_found_censored_std,detection_rate_mean,found_count_mean,time_to_first_detection_censored_mean,known_free_observation_ratio_final_mean,planning_time_ms_mean,path_length_mean,switch_count_mean,anchor_switch_count_mean,rank_overall,is_current_weight
stage2_ws_wr_grid,6.5,2.0,-0.35,15,0.6666666666666666,191.53333333333333,54.23143819675898,0.8444444444444444,2.533333333333333,50.2,0.6339104490891939,21.58976303892355,191.2,22.866666666666667,8.133333333333333,1,False
stage2_ws_wr_grid,6.5,4.0,-0.35,15,0.6,192.8,53.60124376666397,0.8666666666666667,2.6,51.06666666666667,0.6296515013092694,24.210260685143396,192.4,22.4,7.666666666666667,2,False
stage2_ws_wr_grid,4.5,3.0,-0.35,15,0.6,193.86666666666667,49.03721942452375,0.8444444444444444,2.533333333333333,51.06666666666667,0.6105082883288472,20.614601146763288,193.46666666666667,22.533333333333335,7.733333333333333,3,False
stage2_ws_wr_grid,4.5,4.0,-0.35,15,0.5333333333333333,186.93333333333334,54.96115800170961,0.8222222222222222,2.466666666666667,52.46666666666667,0.593411892878824,20.436598031329986,186.46666666666667,21.333333333333332,7.8,4,False
stage2_ws_wr_grid,5.5,4.0,-0.35,15,0.4666666666666667,196.0,51.896049946021904,0.7999999999999999,2.4,52.266666666666666,0.6082668687765129,21.384203972404865,195.46666666666667,22.0,7.8,5,False
stage2_ws_wr_grid,5.5,3.0,-0.35,15,0.4666666666666667,202.26666666666668,51.232107987949206,0.7999999999999999,2.4,51.06666666666667,0.6360844788358189,21.498722061163257,201.73333333333332,23.933333333333334,8.4,6,False
stage2_ws_wr_grid,6.5,3.0,-0.35,15,0.4666666666666667,207.06666666666666,43.28427992803957,0.7999999999999999,2.4,50.2,0.6596118397129244,23.586958768518986,206.53333333333333,23.866666666666667,8.866666666666667,7,True
stage2_ws_wr_grid,5.5,2.0,-0.35,15,0.4,207.6,49.08740503768083,0.7777777777777778,2.3333333333333335,50.2,0.6777145060689779,22.100760689108256,207.0,25.133333333333333,9.133333333333333,8,False
stage2_ws_wr_grid,4.5,2.0,-0.35,15,0.3333333333333333,206.8,51.22655561327542,0.7333333333333333,2.2,56.0,0.6700706462381851,22.799218792238456,206.13333333333333,24.333333333333332,8.0,9,False
