stage,w_s,w_r,w_e,map_kind,episode_seed,policy_name,target_motion_mode,clue_acquisition_mode,path_safety_mode,success_all_found,time_to_first_detection,time_to_first_detection_censored,time_to_all_found,time_to_all_found_censored,detection_rate,found_count,known_free_observation_ratio_final,planning_time_ms_mean,path_length,switch_count,anchor_switch_count
stage2_ws_wr_grid,6.5,3.0,-0.35,harbor_cove,4,marine_knownmap_path_v2_infosampled,static,ucb,soft_clearance_astar_v1,False,40,40,,241,0.6666666666666666,2,0.7635135135135135,22.185576315582455,240,26,9
stage2_ws_wr_grid,6.5,3.0,-0.35,peninsula_passage,0,marine_knownmap_path_v2_infosampled,static,ucb,soft_clearance_astar_v1,False,70,70,,241,0.6666666666666666,2,0.8263565891472868,40.782981578798314,240,28,14
stage2_ws_wr_grid,6.5,3.0,-0.35,peninsula_passage,1,marine_knownmap_path_v2_infosampled,static,ucb,soft_clearance_astar_v1,False,34,34,,241,0.3333333333333333,1,0.6356589147286822,31.720197368581704,240,24,11
stage2_ws_wr_grid,6.5,3.0,-0.35,peninsula_passage,2,marine_knownmap_path_v2_infosampled,static,ucb,soft_clearance_astar_v1,False,58,58,,241,0.6666666666666666,2,0.7302325581395349,26.363110810839192,240,24,11
stage2_ws_wr_grid,6.5,3.0,-0.35,peninsula_passage,3,marine_knownmap_path_v2_infosampled,static,ucb,soft_clearance_astar_v1,True,82,82,172,172,1.0,3,0.6175710594315246,27.316357692073396,172,16,5
stage2_ws_wr_grid,6.5,3.0,-0.35,peninsula_passage,4,marine_knownmap_path_v2_infosampled,static,ucb,soft_clearance_astar_v1,False,34,34,,241,0.6666666666666666,2,0.6382428940568475,28.847697436084182,240,31,9
stage2_ws_wr_grid,6.5,4.0,-0.35,open_water,0,marine_knownmap_path_v2_infosampled,static,ucb,soft_clearance_astar_v1,True,72,72,108,108,1.0,3,0.4251361161524501,20.96052941188271,108,13,4
stage2_ws_wr_grid,6.5,4.0,-0.35,open_water,1,marine_knownmap_path_v2_infosampled,static,ucb,soft_clearance_astar_v1,True,61,61,125,125,1.0,3,0.4904718693284936,20.747399999795324,125,15,5
stage2_ws_wr_grid,6.5,4.0,-0.35,open_water,2,marine_knownmap_path_v2_infosampled,static,ucb,soft_clearance_astar_v1,True,54,54,161,161,1.0,3,0.5676043557168784,19.001969230605308,161,22,9
stage2_ws_wr_grid,6.5,4.0,-0.35,open_water,3,marine_knownmap_path_v2_infosampled,static,ucb,soft_clearance_astar_v1,False,52,52,,241,0.6666666666666666,2,0.7599818511796733,21.47794594585886,240,29,11
stage2_ws_wr_grid,6.5,4.0,-0.35,open_water,4,marine_knownmap_path_v2_infosampled,static,ucb,soft_clearance_astar_v1,True,37,37,112,112,1.0,3,0.4160617059891107,19.402029411139665,112,13,4
stage2_ws_wr_grid,6.5,4.0,-0.35,harbor_cove,0,marine_knownmap_path_v2_infosampled,static,ucb,soft_clearance_astar_v1,True,57,57,224,224,1.0,3,0.652027027027027,17.94781388859216,224,26,7
stage2_ws_wr_grid,6.5,4.0,-0.35,harbor_cove,1,marine_knownmap_path_v2_infosampled,static,ucb,soft_clearance_astar_v1,False,39,39,,241,0.6666666666666666,2,0.7111486486486487,20.422407499518158,240,27,9
stage2_ws_wr_grid,6.5,4.0,-0.35,harbor_cove,2,marine_knownmap_path_v2_infosampled,static,ucb,soft_clearance_astar_v1,True,38,38,198,198,1.0,3,0.6722972972972973,25.281464516029377,198,25,11
stage2_ws_wr_grid,6.5,4.0,-0.35,harbor_cove,3,marine_knownmap_path_v2_infosampled,static,ucb,soft_clearance_astar_v1,True,38,38,237,237,1.0,3,0.7668918918918919,29.57900540540986,237,30,9
stage2_ws_wr_grid,6.5,4.0,-0.35,harbor_cove,4,marine_knownmap_path_v2_infosampled,static,ucb,soft_clearance_astar_v1,False,40,40,,241,0.6666666666666666,2,0.7635135135135135,24.67139210545467,240,25,9
stage2_ws_wr_grid,6.5,4.0,-0.35,peninsula_passage,0,marine_knownmap_path_v2_infosampled,static,ucb,soft_clearance_astar_v1,False,70,70,,241,0.6666666666666666,2,0.7819121447028424,30.056494444175364,240,27,8
stage2_ws_wr_grid,6.5,4.0,-0.35,peninsula_passage,1,marine_knownmap_path_v2_infosampled,static,ucb,soft_clearance_astar_v1,True,34,34,114,114,1.0,3,0.4268733850129199,28.966255555537323,114,15,4
stage2_ws_wr_grid,6.5,4.0,-0.35,peninsula_passage,2,marine_knownmap_path_v2_infosampled,static,ucb,soft_clearance_astar_v1,False,58,58,,241,0.6666666666666666,2,0.7638242894056848,31.596163889339046,240,24,10
stage2_ws_wr_grid,6.5,4.0,-0.35,peninsula_passage,3,marine_knownmap_path_v2_infosampled,static,ucb,soft_clearance_astar_v1,True,82,82,167,167,1.0,3,0.6087855297157623,24.825179999752436,167,14,6
stage2_ws_wr_grid,6.5,4.0,-0.35,peninsula_passage,4,marine_knownmap_path_v2_infosampled,static,ucb,soft_clearance_astar_v1,False,34,34,,241,0.6666666666666666,2,0.6382428940568475,28.21785897406069,240,31,9
