map_kind,system_name,assignment_mode,viewpoint_generation_mode,target_motion_mode,clue_acquisition_mode,anomaly_tail_quantile,anomaly_weight_lambda,path_safety_mode,team_path_avoidance_mode,anomaly_top_band_selection_ratio_pre_first_detection_mean,anomaly_top_band_selection_ratio_pre_first_detection_std,unfound_target_neighborhood_anomaly_mass_ratio_pre_first_detection_mean,unfound_target_neighborhood_anomaly_mass_ratio_pre_first_detection_std
ALL,two_usv_independent,independent,simple_ring_v1,random_walk,ucb,,,soft_clearance_astar_v1,reservation_v1,0.2821027329088811,0.09007442553979728,0.028496430939292567,0.0069430403718311814
open_water,two_usv_independent,independent,simple_ring_v1,random_walk,ucb,,,soft_clearance_astar_v1,reservation_v1,0.26925028324239164,0.10887402728482443,0.02473315263182325,0.004313270422625289
harbor_cove,two_usv_independent,independent,simple_ring_v1,random_walk,ucb,,,soft_clearance_astar_v1,reservation_v1,0.29770827331244043,0.09031249703578377,0.032381201863634836,0.007220362735039551
peninsula_passage,two_usv_independent,independent,simple_ring_v1,random_walk,ucb,,,soft_clearance_astar_v1,reservation_v1,0.2793496421718113,0.0625620300869065,0.028374938322419607,0.006679148137326514
ALL,two_usv_independent,independent,simple_ring_v1,random_walk,anomaly_upper_tail,0.9,1.25,soft_clearance_astar_v1,reservation_v1,0.3176655532242017,0.11083754642571572,0.02922235104342329,0.007198161289739398
open_water,two_usv_independent,independent,simple_ring_v1,random_walk,anomaly_upper_tail,0.9,1.25,soft_clearance_astar_v1,reservation_v1,0.2971605450389423,0.16753021744016894,0.027148305009045914,0.005351626358907952
harbor_cove,two_usv_independent,independent,simple_ring_v1,random_walk,anomaly_upper_tail,0.9,1.25,soft_clearance_astar_v1,reservation_v1,0.30864347337532594,0.053274358381587006,0.03146100892531442,0.005522997487879655
peninsula_passage,two_usv_independent,independent,simple_ring_v1,random_walk,anomaly_upper_tail,0.9,1.25,soft_clearance_astar_v1,reservation_v1,0.34719264125833693,0.06765095611479112,0.02905773919590953,0.009325064010376187
