map_kind,baseline_clue_acquisition_mode,challenger_clue_acquisition_mode,assignment_mode,target_motion_mode,path_safety_mode,team_path_avoidance_mode,time_to_first_detection_delta_mean,time_to_all_found_delta_mean,detection_rate_delta_mean,found_count_delta_mean,known_free_observation_ratio_final_delta_mean,planning_time_ms_mean_delta_mean,anomaly_top_band_selection_ratio_pre_first_detection_delta_mean,unfound_target_neighborhood_anomaly_mass_ratio_pre_first_detection_delta_mean,duplicate_viewpoint_ratio_delta_mean,cross_region_assignment_ratio_delta_mean,conflict_intervention_count_delta_mean,wait_count_total_delta_mean
ALL,ucb,anomaly_upper_tail,coordinated,random_walk,soft_clearance_astar_v1,reservation_v1,-3.9285714285714284,-14.3,0.04444444444444444,0.13333333333333333,-0.05449291370442125,6.80895333122337,-0.0033166585557423698,-0.00013005804958069259,0.0,-0.012586199306812321,0.0,0.0
open_water,ucb,anomaly_upper_tail,coordinated,random_walk,soft_clearance_astar_v1,reservation_v1,-3.0,4.666666666666667,0.1,0.3,-0.06503094606542884,6.6740472398533495,-0.013291105157202948,0.0004449414498796232,0.0,0.009656007751937984,0.0,0.0
harbor_cove,ucb,anomaly_upper_tail,coordinated,random_walk,soft_clearance_astar_v1,reservation_v1,20.555555555555557,-8.666666666666666,-0.09999999999999998,-0.3,-0.06965460526315789,11.855645363785445,0.031831662393509354,-0.0006979634428092574,0.0,-0.01349323935558113,0.0,0.0
peninsula_passage,ucb,anomaly_upper_tail,coordinated,random_walk,soft_clearance_astar_v1,reservation_v1,-29.444444444444443,-32.75,0.13333333333333336,0.4,-0.028793189784677015,1.8971673900313193,-0.02849053290353351,-0.0001371521558124436,0.0,-0.033921366316793815,0.0,0.0
