map_kind,system_name,assignment_mode,target_motion_mode,clue_acquisition_mode,path_safety_mode,team_path_avoidance_mode,anomaly_top_band_selection_ratio_pre_first_detection_mean,anomaly_top_band_selection_ratio_pre_first_detection_std,unfound_target_neighborhood_anomaly_mass_ratio_pre_first_detection_mean,unfound_target_neighborhood_anomaly_mass_ratio_pre_first_detection_std
ALL,two_usv_coordinated,coordinated,random_walk,ucb,soft_clearance_astar_v1,reservation_v1,0.20850597780623067,0.09886644485200315,0.029436222149351897,0.008280881894214876
open_water,two_usv_coordinated,coordinated,random_walk,ucb,soft_clearance_astar_v1,reservation_v1,0.19741844763773514,0.1253562905703308,0.0246817076984401,0.0031257845399455648
harbor_cove,two_usv_coordinated,coordinated,random_walk,ucb,soft_clearance_astar_v1,reservation_v1,0.18746039905657094,0.06829797932743475,0.032544316057519895,0.0067528430853074405
peninsula_passage,two_usv_coordinated,coordinated,random_walk,ucb,soft_clearance_astar_v1,reservation_v1,0.2406390867243859,0.08571185325476971,0.03108264269209569,0.010741100507088238
ALL,two_usv_coordinated,coordinated,random_walk,anomaly_upper_tail,soft_clearance_astar_v1,reservation_v1,0.20518931925048828,0.10459280201711031,0.0293061640997712,0.008303222756254437
open_water,two_usv_coordinated,coordinated,random_walk,anomaly_upper_tail,soft_clearance_astar_v1,reservation_v1,0.18412734248053217,0.143341239328622,0.025126649148319725,0.004587599991874108
harbor_cove,two_usv_coordinated,coordinated,random_walk,anomaly_upper_tail,soft_clearance_astar_v1,reservation_v1,0.21929206145008032,0.07559830054736794,0.03184635261471063,0.006462750092352441
peninsula_passage,two_usv_coordinated,coordinated,random_walk,anomaly_upper_tail,soft_clearance_astar_v1,reservation_v1,0.21214855382085238,0.0765912763612421,0.03094549053628325,0.010835544189934158
