map_kind,baseline_clue_acquisition_mode,challenger_clue_acquisition_mode,target_motion_mode,planner_adaptation_mode,policy_name,path_safety_mode,time_to_first_detection_delta_mean,time_to_all_found_delta_mean,detection_rate_delta_mean,found_count_delta_mean,known_free_observation_ratio_final_delta_mean,planning_time_ms_mean_delta_mean,path_length_delta_mean,clearance_penalty_raw_mean_delta_mean,near_obstacle_step_ratio_delta_mean,min_clearance_cells_mean_delta_mean,path_invalidations_per_episode_delta_mean,anomaly_top_band_selection_ratio_pre_first_detection_delta_mean,unfound_target_neighborhood_anomaly_mass_ratio_pre_first_detection_delta_mean
ALL,ucb,anomaly_upper_tail,static,adaptive,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,9.947368421052632,,0.05555555555555555,0.16666666666666666,0.008970703549682097,-2.9912421382680856,0.36666666666666664,0.0007051556976502391,0.0007051556976502391,0.24930252304706457,0.0,-0.0035059956350130686,-6.979085457309182e-05
open_water,ucb,anomaly_upper_tail,static,adaptive,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,0.0,,-1.1102230246251566e-17,0.0,0.011958443854995577,-0.32844098766360263,1.1,-1.2509097525473071e-05,-1.2509097525473071e-05,0.027907569141193633,0.0,0.023660726008211553,-0.00041771957341762945
harbor_cove,ucb,anomaly_upper_tail,static,adaptive,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,38.666666666666664,,0.06666666666666667,0.2,-0.0007949561403508887,-5.322699019880317,0.0,-0.00041666666666666675,-0.00041666666666666675,0.7120833333333334,0.0,-0.07317552926201723,-0.00012741348394251401
peninsula_passage,ucb,anomaly_upper_tail,static,adaptive,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,-7.166666666666667,,0.1,0.3,0.0157486229344016,-3.3225864072603377,0.0,0.0025446428571428577,0.0025446428571428577,0.00791666666666666,0.0,0.038996816348766436,0.000335760493640868
