map_kind,system_name,assignment_mode,viewpoint_generation_mode,target_motion_mode,clue_acquisition_mode,anomaly_tail_quantile,anomaly_weight_lambda,path_safety_mode,team_path_avoidance_mode,anomaly_top_band_selection_ratio_pre_first_detection_mean,anomaly_top_band_selection_ratio_pre_first_detection_std,unfound_target_neighborhood_anomaly_mass_ratio_pre_first_detection_mean,unfound_target_neighborhood_anomaly_mass_ratio_pre_first_detection_std
ALL,two_usv_coordinated,coordinated,simple_ring_v1,static,ucb,,,soft_clearance_astar_v1,reservation_v1,0.2551824529679637,0.10644018642309591,0.029747067908751052,0.005515295715200144
open_water,two_usv_coordinated,coordinated,simple_ring_v1,static,ucb,,,soft_clearance_astar_v1,reservation_v1,0.27206028523985215,0.09688940177328134,0.026962256065028438,0.005238241463624175
harbor_cove,two_usv_coordinated,coordinated,simple_ring_v1,static,ucb,,,soft_clearance_astar_v1,reservation_v1,0.24705715597388272,0.08282892517866593,0.032725431340081025,0.005079713680232144
peninsula_passage,two_usv_coordinated,coordinated,simple_ring_v1,static,ucb,,,soft_clearance_astar_v1,reservation_v1,0.24642991769015626,0.13157835797684808,0.029553516321143704,0.0046205527616140695
ALL,two_usv_coordinated,coordinated,simple_ring_v1,static,anomaly_upper_tail,0.9,1.25,soft_clearance_astar_v1,reservation_v1,0.27570896112872595,0.12118836684320443,0.030380134796434945,0.0065767605370799145
open_water,two_usv_coordinated,coordinated,simple_ring_v1,static,anomaly_upper_tail,0.9,1.25,soft_clearance_astar_v1,reservation_v1,0.2667597857666577,0.10663264479798042,0.026794956994664394,0.005600289477605763
harbor_cove,two_usv_coordinated,coordinated,simple_ring_v1,static,anomaly_upper_tail,0.9,1.25,soft_clearance_astar_v1,reservation_v1,0.27273565440631603,0.0909013727743967,0.03489536401818884,0.006325043531945334
peninsula_passage,two_usv_coordinated,coordinated,simple_ring_v1,static,anomaly_upper_tail,0.9,1.25,soft_clearance_astar_v1,reservation_v1,0.2876314432132042,0.15554808386446264,0.029450083376451625,0.004928095893262248
