map_kind,baseline_clue_acquisition_mode,challenger_clue_acquisition_mode,assignment_mode,target_motion_mode,path_safety_mode,team_path_avoidance_mode,time_to_first_detection_delta_mean,time_to_all_found_delta_mean,detection_rate_delta_mean,found_count_delta_mean,known_free_observation_ratio_final_delta_mean,planning_time_ms_mean_delta_mean,anomaly_top_band_selection_ratio_pre_first_detection_delta_mean,unfound_target_neighborhood_anomaly_mass_ratio_pre_first_detection_delta_mean,duplicate_viewpoint_ratio_delta_mean,cross_region_assignment_ratio_delta_mean,conflict_intervention_count_delta_mean,wait_count_total_delta_mean
ALL,ucb,anomaly_upper_tail,coordinated,static,soft_clearance_astar_v1,reservation_v1,8.241379310344827,-5.777777777777778,0.07777777777777777,0.23333333333333334,0.011837353751165921,-19512.691014868058,0.01816232651942787,0.0002286696372100775,0.0,0.01340110194863146,0.0,0.0
open_water,ucb,anomaly_upper_tail,coordinated,static,soft_clearance_astar_v1,reservation_v1,-4.7,-36.666666666666664,0.03333333333333332,0.1,-0.0005968169761273401,-1011.8059108799462,-0.0071254489013821976,-0.0002528669620488571,0.0,0.00634469696969697,0.0,0.0
harbor_cove,ucb,anomaly_upper_tail,coordinated,static,soft_clearance_astar_v1,reservation_v1,33.4,12.2,-0.03333333333333334,-0.1,0.07346491228070173,-57517.54108594556,0.022431243686090764,-0.00021261285766992314,0.0,0.03219500663693904,0.0,0.0
peninsula_passage,ucb,anomaly_upper_tail,coordinated,static,soft_clearance_astar_v1,reservation_v1,-5.333333333333333,-3.0,0.23333333333333334,0.7,-0.03735603405107664,-8.726047778646379,0.03918118477357504,0.0011514887313490128,0.0,0.0016636022392583656,0.0,0.0
