map_kind,system_name,assignment_mode,target_motion_mode,clue_acquisition_mode,path_safety_mode,team_path_avoidance_mode,anomaly_top_band_selection_ratio_pre_first_detection_mean,anomaly_top_band_selection_ratio_pre_first_detection_std,unfound_target_neighborhood_anomaly_mass_ratio_pre_first_detection_mean,unfound_target_neighborhood_anomaly_mass_ratio_pre_first_detection_std
ALL,two_usv_coordinated,coordinated,static,ucb,soft_clearance_astar_v1,reservation_v1,0.2155618575130126,0.12835873928392352,0.030053253019008627,0.0069845769519317
open_water,two_usv_coordinated,coordinated,static,ucb,soft_clearance_astar_v1,reservation_v1,0.2398576536402623,0.19032892228276596,0.02855383383053086,0.007279686244128331
harbor_cove,two_usv_coordinated,coordinated,static,ucb,soft_clearance_astar_v1,reservation_v1,0.21407682758626154,0.09800848754540768,0.03345668060670772,0.00723622868441665
peninsula_passage,two_usv_coordinated,coordinated,static,ucb,soft_clearance_astar_v1,reservation_v1,0.19275109131251375,0.049842888012465635,0.028149244619787295,0.004851729895042488
ALL,two_usv_coordinated,coordinated,static,anomaly_upper_tail,soft_clearance_astar_v1,reservation_v1,0.23372418403244039,0.10749955112622737,0.030281922656218707,0.007290690505252463
open_water,two_usv_coordinated,coordinated,static,anomaly_upper_tail,soft_clearance_astar_v1,reservation_v1,0.23273220473888015,0.16621999857073008,0.028300966868482002,0.007169643688020702
harbor_cove,two_usv_coordinated,coordinated,static,anomaly_upper_tail,soft_clearance_astar_v1,reservation_v1,0.23650807127235232,0.07462970716477751,0.0332440677490378,0.007523417267931838
peninsula_passage,two_usv_coordinated,coordinated,static,anomaly_upper_tail,soft_clearance_astar_v1,reservation_v1,0.23193227608608877,0.03818159734080757,0.029300733351136303,0.00614781947468022
