map_kind,episode_seed,clue_acquisition_mode,baseline_assignment_mode,challenger_assignment_mode,success_all_found_independent,success_all_found_coordinated,delta_coordinated_minus_independent_success_all_found,time_to_first_detection_independent,time_to_first_detection_coordinated,delta_coordinated_minus_independent_time_to_first_detection,time_to_all_found_independent,time_to_all_found_coordinated,delta_coordinated_minus_independent_time_to_all_found,time_to_next_detection_independent,time_to_next_detection_coordinated,delta_coordinated_minus_independent_time_to_next_detection,detection_rate_independent,detection_rate_coordinated,delta_coordinated_minus_independent_detection_rate,found_count_independent,found_count_coordinated,delta_coordinated_minus_independent_found_count,known_free_observation_ratio_final_independent,known_free_observation_ratio_final_coordinated,delta_coordinated_minus_independent_known_free_observation_ratio_final,path_length_total_independent,path_length_total_coordinated,delta_coordinated_minus_independent_path_length_total,duplicate_viewpoint_ratio_independent,duplicate_viewpoint_ratio_coordinated,delta_coordinated_minus_independent_duplicate_viewpoint_ratio,cross_region_assignment_ratio_independent,cross_region_assignment_ratio_coordinated,delta_coordinated_minus_independent_cross_region_assignment_ratio,reservation_wait_fallback_count_independent,reservation_wait_fallback_count_coordinated,delta_coordinated_minus_independent_reservation_wait_fallback_count,reservation_near_neighbor_step_ratio_mean_independent,reservation_near_neighbor_step_ratio_mean_coordinated,delta_coordinated_minus_independent_reservation_near_neighbor_step_ratio_mean,reservation_same_cell_violation_count_independent,reservation_same_cell_violation_count_coordinated,delta_coordinated_minus_independent_reservation_same_cell_violation_count,reservation_swap_violation_count_independent,reservation_swap_violation_count_coordinated,delta_coordinated_minus_independent_reservation_swap_violation_count,wait_count_total_independent,wait_count_total_coordinated,delta_coordinated_minus_independent_wait_count_total,anomaly_top_band_selection_ratio_pre_first_detection_independent,anomaly_top_band_selection_ratio_pre_first_detection_coordinated,delta_coordinated_minus_independent_anomaly_top_band_selection_ratio_pre_first_detection,unfound_target_neighborhood_anomaly_mass_ratio_pre_first_detection_independent,unfound_target_neighborhood_anomaly_mass_ratio_pre_first_detection_coordinated,delta_coordinated_minus_independent_unfound_target_neighborhood_anomaly_mass_ratio_pre_first_detection
harbor_cove,0,anomaly_upper_tail,independent,coordinated,False,,,77,68,-9.0,,176,,,,,0.3333333333333333,1.0,0.6666666666666667,1,3,2.0,0.8379934210526315,0.7176535087719298,-0.12033991228070173,480,,,0.0375,0.0,-0.0375,0.175,0.02556818181818182,-0.14943181818181817,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.36363636363636365,0.29411764705882354,-0.06951871657754011,0.02925850582085842,0.030309326585479364,0.0010508207646209439
harbor_cove,1,anomaly_upper_tail,independent,coordinated,True,,,77,72,-5.0,212,203,-9.0,67.5,,,1.0,1.0,0.0,3,3,0.0,0.8048245614035088,0.7543859649122807,-0.05043859649122806,424,,,0.009433962264150943,0.0,-0.009433962264150943,0.02358490566037736,0.0,-0.02358490566037736,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.2792207792207792,0.2569444444444444,-0.022276334776334783,0.026379504526406167,0.02667377106337045,0.0002942665369642834
harbor_cove,2,anomaly_upper_tail,independent,coordinated,True,,,54,107,53.0,196,,,71.0,,,1.0,0.3333333333333333,-0.6666666666666667,3,1,-2.0,0.7765899122807017,0.8706140350877193,0.09402412280701755,392,,,0.0,0.0,0.0,0.061224489795918366,0.05,-0.011224489795918363,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.3425925925925926,0.32242990654205606,-0.02016268605053656,0.02771706895593973,0.031022306748656372,0.0033052377927166414
harbor_cove,3,anomaly_upper_tail,independent,coordinated,True,,,10,8,-2.0,82,111,29.0,36.0,,,1.0,1.0,0.0,3,3,0.0,0.40597587719298245,0.5139802631578947,0.10800438596491224,164,,,0.0,0.0,0.0,0.018292682926829267,0.013513513513513514,-0.004779169413315753,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.5,0.375,-0.125,0.03993600018830726,0.041431273345595585,0.0014952731572883265
harbor_cove,4,anomaly_upper_tail,independent,coordinated,True,,,37,19,-18.0,181,211,30.0,72.0,,,1.0,1.0,0.0,3,3,0.0,0.6581688596491229,0.8733552631578947,0.21518640350877183,362,,,0.0,0.0,0.0,0.287292817679558,0.02132701421800948,-0.2659658034615485,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.4594594594594595,0.21052631578947367,-0.2489331436699858,0.048206498354696294,0.033754065909823314,-0.01445243244487298
harbor_cove,5,anomaly_upper_tail,independent,coordinated,True,,,65,18,-47.0,141,225,84.0,38.0,,,1.0,1.0,0.0,3,3,0.0,0.6293859649122807,0.8555372807017544,0.22615131578947367,282,,,0.014184397163120567,0.0,-0.014184397163120567,0.04964539007092199,0.0,-0.04964539007092199,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.3,0.05555555555555555,-0.24444444444444444,0.02790101021349811,0.03337556592828703,0.005474555714788925
harbor_cove,6,anomaly_upper_tail,independent,coordinated,True,,,15,14,-1.0,75,73,-2.0,30.0,,,1.0,1.0,0.0,3,3,0.0,0.44024122807017546,0.4270833333333333,-0.013157894736842146,150,,,0.0,0.0,0.0,0.04666666666666667,0.0,-0.04666666666666667,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.3333333333333333,0.25,-0.08333333333333331,0.04244837227777729,0.036343232088664364,-0.006105140189112929
harbor_cove,7,anomaly_upper_tail,independent,coordinated,True,,,63,58,-5.0,86,148,62.0,11.5,,,1.0,1.0,0.0,3,3,0.0,0.48601973684210525,0.7055921052631579,0.2195723684210526,172,,,0.011627906976744186,0.0,-0.011627906976744186,0.09302325581395349,0.02702702702702703,-0.06599622878692646,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.29365079365079366,0.2413793103448276,-0.052271483305966066,0.026694268975934028,0.03383059401828862,0.007136325042354591
harbor_cove,8,anomaly_upper_tail,independent,coordinated,True,,,116,64,-52.0,238,184,-54.0,61.0,,,1.0,1.0,0.0,3,3,0.0,0.7853618421052632,0.7796052631578947,-0.005756578947368474,476,,,0.004201680672268907,0.0,-0.004201680672268907,0.4054621848739496,0.002717391304347826,-0.40274479356960174,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.31896551724137934,0.296875,-0.022090517241379337,0.02672501597639734,0.026411885851780642,-0.0003131301246166972
harbor_cove,9,anomaly_upper_tail,independent,coordinated,True,,,15,54,39.0,218,196,-22.0,101.5,,,1.0,1.0,0.0,3,3,0.0,0.8199013157894737,0.7845394736842105,-0.035361842105263164,436,,,0.0045871559633027525,0.0,-0.0045871559633027525,0.27293577981651373,0.04591836734693878,-0.22701741246957496,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.23333333333333334,0.37037037037037035,0.137037037037037,0.03545184318751432,0.036046859066636926,0.0005950158791226054
peninsula_passage,0,anomaly_upper_tail,independent,coordinated,False,,,88,113,25.0,,,,68.0,,,0.6666666666666666,0.6666666666666666,0.0,2,2,0.0,0.757636454682023,0.7734101151727591,0.01577366049073614,480,,,0.041666666666666664,0.0,-0.041666666666666664,0.3,0.05,-0.25,0,0,0.0,0.0015625,0.00026041666666666666,-0.0013020833333333335,0,0,0.0,0,0,0.0,0,0,0.0,0.23295454545454544,0.3053097345132743,0.07235518905872887,0.024608646588124082,0.03036962516351269,0.005760978575388608
peninsula_passage,1,anomaly_upper_tail,independent,coordinated,False,,,20,18,-2.0,,231,,192.0,,,0.6666666666666666,1.0,0.33333333333333337,2,3,1.0,0.8079619429143715,0.7931897846770155,-0.014772158237356003,480,,,0.016666666666666666,0.0,-0.016666666666666666,0.35208333333333336,0.008658008658008658,-0.3434253246753247,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.325,0.3333333333333333,0.008333333333333304,0.028103672834461264,0.029572620327775183,0.0014689474933139192
peninsula_passage,2,anomaly_upper_tail,independent,coordinated,True,,,18,10,-8.0,94,149,55.0,38.0,,,1.0,1.0,0.0,3,3,0.0,0.37230846269404105,0.4757135703555333,0.10340510766149225,188,,,0.02127659574468085,0.0,-0.02127659574468085,0.19680851063829788,0.18120805369127516,-0.015600456947022723,0,0,0.0,0.0014247720364741641,0.0,-0.0014247720364741641,0,0,0.0,0,0,0.0,0,0,0.0,0.4166666666666667,0.65,0.23333333333333334,0.055652561097707,0.0513756748160523,-0.0042768862816547
peninsula_passage,3,anomaly_upper_tail,independent,coordinated,True,,,107,130,23.0,204,239,35.0,48.5,,,1.0,1.0,0.0,3,3,0.0,0.6890335503254882,0.8795693540310465,0.19053580370555834,408,,,0.15196078431372548,0.0,-0.15196078431372548,0.5220588235294118,0.100418410041841,-0.4216404134875708,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.29439252336448596,0.22692307692307692,-0.06746944644140904,0.023808063764850403,0.024842889703858215,0.0010348259390078121
peninsula_passage,4,anomaly_upper_tail,independent,coordinated,True,,,27,26,-1.0,192,,,82.5,,,1.0,0.6666666666666666,-0.33333333333333337,3,2,-1.0,0.7045568352528793,0.8625438157235854,0.15798698047070614,384,,,0.005208333333333333,0.0,-0.005208333333333333,0.22395833333333334,0.12708333333333333,-0.09687500000000002,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.3148148148148148,0.1346153846153846,-0.18019943019943022,0.02728284498427167,0.03251750464589638,0.005234659661624709
peninsula_passage,5,anomaly_upper_tail,independent,coordinated,False,,,165,24,-141.0,,199,,,,,0.3333333333333333,1.0,0.6666666666666667,1,3,2.0,0.8107160741111668,0.7681522283425137,-0.04256384576865302,480,,,0.029166666666666667,0.0,-0.029166666666666667,0.4791666666666667,0.06532663316582915,-0.41384003350083753,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.2909090909090909,0.20833333333333334,-0.08257575757575755,0.026079130660094034,0.02709460830361776,0.0010154776435237246
peninsula_passage,6,anomaly_upper_tail,independent,coordinated,True,,,57,41,-16.0,148,221,73.0,45.5,,,1.0,1.0,0.0,3,3,0.0,0.628442663995994,0.7586379569354031,0.13019529293940912,296,,,0.0,0.0,0.0,0.2195945945945946,0.07013574660633484,-0.14945884798825976,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.3684210526315789,0.2073170731707317,-0.16110397946084723,0.03213017230323577,0.02640157469145539,-0.005728597611780378
peninsula_passage,7,anomaly_upper_tail,independent,coordinated,False,,,207,114,-93.0,,198,,,,,0.3333333333333333,1.0,0.6666666666666667,1,3,2.0,0.7643965948923385,0.7531296945418127,-0.0112669003505258,480,,,0.0,0.0,0.0,0.40208333333333335,0.027777777777777776,-0.37430555555555556,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.28502415458937197,0.25,-0.03502415458937197,0.02512947854258953,0.024656602819888237,-0.00047287572270129224
peninsula_passage,8,anomaly_upper_tail,independent,coordinated,False,,,225,224,-1.0,,,,14.0,,,0.6666666666666666,0.3333333333333333,-0.3333333333333333,2,1,-1.0,0.8229844767150726,0.8104656985478217,-0.012518778167250888,480,,,0.0125,0.0,-0.0125,0.3958333333333333,0.04375,-0.3520833333333333,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.3244444444444444,0.2611607142857143,-0.06328373015873012,0.022523139890129322,0.023318712667179414,0.0007955727770500923
peninsula_passage,9,anomaly_upper_tail,independent,coordinated,False,,,69,103,34.0,,157,,28.0,,,0.6666666666666666,1.0,0.33333333333333337,2,3,1.0,0.6662493740610916,0.5610916374561843,-0.10515773660490735,480,,,0.0,0.0,0.0,0.37083333333333335,0.041401273885350316,-0.32943205944798304,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.36231884057971014,0.4223300970873786,0.060011256507668476,0.022323186322261098,0.02791070651917952,0.005587520196918421
