episode_seed,map_kind,system_name,target_motion_mode,clue_acquisition_mode,planner_adaptation_mode,policy_name,path_safety_mode,safe_nav_lambda_clearance,time_to_first_detection,time_to_all_found,detection_rate,found_count,known_free_observation_ratio_final,planning_time_ms_mean,path_length,clearance_penalty_raw_mean,near_obstacle_step_ratio,min_clearance_cells_mean,path_invalidations_per_episode,anomaly_top_band_selection_ratio_pre_first_detection,unfound_target_neighborhood_anomaly_mass_ratio_pre_first_detection
0,open_water,single_usv_infosampled,random_walk,ucb,no_alpha_kappa,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,42,,0.6666666666666666,2,0.3724580017683466,41.511413999960496,240,0.0026041666666666665,0.0026041666666666665,12.945833333333333,0,0.23809523809523808,0.02280576298405632
1,open_water,single_usv_infosampled,random_walk,ucb,no_alpha_kappa,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,111,,0.6666666666666666,2,0.41578249336870027,51.67397142866655,240,0.0026041666666666665,0.0026041666666666665,12.325,0,0.4144144144144144,0.02203308370587715
2,open_water,single_usv_infosampled,random_walk,ucb,no_alpha_kappa,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,,,0.0,0,0.34416445623342173,43.95720199989228,240,0.0026041666666666665,0.0026041666666666665,14.1125,0,0.37916666666666665,0.019990201500658913
3,open_water,single_usv_infosampled,random_walk,ucb,no_alpha_kappa,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,7,,0.3333333333333333,1,0.47413793103448276,46.43438775505905,240,0.0026041666666666665,0.0026041666666666665,11.333333333333334,0,0.2857142857142857,0.030926583029110017
4,open_water,single_usv_infosampled,random_walk,ucb,no_alpha_kappa,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,23,,0.6666666666666666,2,0.39389920424403185,41.49553265289091,240,0.0026041666666666665,0.0026041666666666665,13.608333333333333,0,0.5652173913043478,0.020168976652487836
5,open_water,single_usv_infosampled,random_walk,ucb,no_alpha_kappa,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,,,0.0,0,0.34814323607427056,44.79037346933109,240,0.0026041666666666665,0.0026041666666666665,15.766666666666667,0,0.375,0.019759582054263425
6,open_water,single_usv_infosampled,random_walk,ucb,no_alpha_kappa,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,85,185,1.0,3,0.36007957559681697,43.1043216213348,185,0.0033783783783783786,0.0033783783783783786,13.486486486486486,0,0.35294117647058826,0.02785656865444135
7,open_water,single_usv_infosampled,random_walk,ucb,no_alpha_kappa,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,95,,0.6666666666666666,2,0.4051724137931034,41.70424285717784,240,0.0026041666666666665,0.0026041666666666665,14.970833333333333,0,0.3684210526315789,0.022790304404191025
8,open_water,single_usv_infosampled,random_walk,ucb,no_alpha_kappa,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,43,,0.6666666666666666,2,0.3740053050397878,45.647612244855345,240,0.0026041666666666665,0.0026041666666666665,13.845833333333333,0,0.4186046511627907,0.026161472874470047
9,open_water,single_usv_infosampled,random_walk,ucb,no_alpha_kappa,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,157,,0.6666666666666666,2,0.4177718832891247,44.53466250004112,240,0.0026041666666666665,0.0026041666666666665,13.6875,0,0.4267515923566879,0.021211935830621864
