stage,w_s,w_r,w_e,n_episodes,success_all_found_rate,time_to_all_found_censored_mean,time_to_all_found_censored_std,detection_rate_mean,found_count_mean,time_to_first_detection_censored_mean,known_free_observation_ratio_final_mean,planning_time_ms_mean,path_length_mean,switch_count_mean,anchor_switch_count_mean,rank_overall,is_original_weight,is_stage2_selected_weight
stage3_we_axis,6.5,2.0,-0.25,15,0.6666666666666666,191.53333333333333,54.23143819675898,0.8444444444444444,2.533333333333333,50.13333333333333,0.6332902940504341,23.349386273387516,191.2,22.666666666666668,8.333333333333334,1,False,False
stage3_we_axis,6.5,2.0,-0.35,15,0.6666666666666666,191.53333333333333,54.23143819675898,0.8444444444444444,2.533333333333333,50.2,0.6339104490891939,23.170854663048345,191.2,22.866666666666667,8.133333333333333,2,False,True
stage3_we_axis,6.5,2.0,-0.45,15,0.6,192.26666666666668,54.77038940481942,0.8222222222222222,2.466666666666667,50.2,0.6382957646373001,23.75350942622956,191.86666666666667,22.866666666666667,8.133333333333333,3,False,False
stage3_we_axis,6.5,2.0,-0.55,15,0.6,193.2,55.017815296501915,0.8222222222222222,2.466666666666667,50.2,0.6402101790517145,23.473263379648564,192.8,23.0,8.133333333333333,4,False,False
stage3_we_axis,6.5,2.0,-0.15,15,0.5333333333333333,195.46666666666667,56.10688212886385,0.7999999999999999,2.4,50.13333333333333,0.6545133775990991,24.435456899522947,195.0,23.0,8.066666666666666,5,False,False
