run_kind,policy_step,tick_in_policy_step,tick_global,post_arrival_stabilization_tick,standoff_viewpoint_hold_tick,post_arrival_scan_tick,post_scan_recenter_tick,scan_direction,capture_phase,agent_name,planner_callback_step,planned_path_source,preset_trajectory_used,target_cell,target_world,standoff_anchor_cell,standoff_anchor_world,standoff_anchor_source,wait_applied,loc_x,loc_y,loc_z,projected_row,projected_col,projection_matches_target,arrived,distance_to_waypoint_m,heading_deg,selected_sensor,fallback_used,rgb_present,rangefinder_present,any_rangefinder_hit,rangefinder_hit_beam_indices,rangefinder_min_positive_range_m,cmd_l,cmd_r,target_heading_deg,heading_error_deg,inter_vessel_distance_m
calibration,1,18,18,False,False,False,False,0,transit,sv1,True,baseline_GP_mainline_planner,False,"[36, 2]","[-380.0, 40.0, 0.0]","[39, 2]","[-380.0, 10.0, 0.0]",baseline_GP_planner_committed_segment_lookahead,False,-379.9982604980469,50.00998306274414,0.14659899473190308,35,2,False,False,10.009983213886605,340.6182445234107,LocationSensor,False,True,True,False,[],,8000.0,-6023.744400953565,269.99196397933883,-72.52978931781792,99.98000717163086
calibration,1,19,19,False,False,False,False,0,transit,sv0,True,baseline_GP_mainline_planner,False,"[24, 2]","[-380.0, 160.0, 0.0]","[21, 2]","[-380.0, 190.0, 0.0]",baseline_GP_planner_committed_segment_lookahead,False,-379.99786376953125,149.98892211914062,0.16621044278144836,25,2,False,False,10.011078108780914,21.36750353395162,LocationSensor,False,False,True,False,[],,-5593.217102153691,8000.0,90.00995664556771,70.62822873097846,99.97788619995117
calibration,1,19,19,False,False,False,False,0,transit,sv1,True,baseline_GP_mainline_planner,False,"[36, 2]","[-380.0, 40.0, 0.0]","[39, 2]","[-380.0, 10.0, 0.0]",baseline_GP_planner_committed_segment_lookahead,False,-379.99786376953125,50.01103591918945,0.15376973152160645,35,2,False,False,10.011036147111946,338.6324720604962,LocationSensor,False,False,True,False,[],,8000.0,-5593.215685787271,269.9900433278717,-70.62820119553896,99.97788619995117
calibration,1,20,20,False,False,False,False,0,transit,sv0,True,baseline_GP_mainline_planner,False,"[24, 2]","[-380.0, 160.0, 0.0]","[21, 2]","[-380.0, 190.0, 0.0]",baseline_GP_planner_committed_segment_lookahead,False,-379.9974060058594,149.9878387451172,0.17313821613788605,25,2,False,False,10.012161590914431,23.433458308437796,LocationSensor,False,False,True,False,[],,-5146.800288822684,8000.0,90.01222615481825,68.64472262086662,99.97571182250977
calibration,1,20,20,False,False,False,False,0,transit,sv1,True,baseline_GP_mainline_planner,False,"[36, 2]","[-380.0, 40.0, 0.0]","[39, 2]","[-380.0, 10.0, 0.0]",baseline_GP_planner_committed_segment_lookahead,False,-379.9974060058594,50.01212692260742,0.1609991192817688,35,2,False,False,10.012127258640191,336.56652059139714,LocationSensor,False,False,True,False,[],,8000.0,-5146.803104747312,269.98777379393533,-68.64469826656085,99.97571182250977
calibration,1,21,21,False,False,False,False,0,transit,sv0,True,baseline_GP_mainline_planner,False,"[24, 2]","[-380.0, 160.0, 0.0]","[21, 2]","[-380.0, 190.0, 0.0]",baseline_GP_planner_committed_segment_lookahead,False,-379.99688720703125,149.98670959472656,0.17803159356117249,25,2,False,False,10.013290889104397,25.577559244720934,LocationSensor,False,False,True,False,[],,-4685.592363866981,8000.0,90.01484443860126,66.58138613016348,99.97345352173318
calibration,1,21,21,False,False,False,False,0,transit,sv1,True,baseline_GP_mainline_planner,False,"[36, 2]","[-380.0, 40.0, 0.0]","[39, 2]","[-380.0, 10.0, 0.0]",baseline_GP_planner_committed_segment_lookahead,False,-379.9969177246094,50.01325607299805,0.16751615703105927,35,2,False,False,10.013256547390256,334.4224286305832,LocationSensor,False,False,True,False,[],,8000.0,-4685.59506987043,269.98515551049616,-66.58136508090098,99.97345352173318
calibration,1,22,22,False,False,False,False,0,transit,sv0,True,baseline_GP_mainline_planner,False,"[24, 2]","[-380.0, 160.0, 0.0]","[21, 2]","[-380.0, 190.0, 0.0]",baseline_GP_planner_committed_segment_lookahead,False,-379.996337890625,149.98556518554688,0.1804465353488922,25,2,False,False,10.01443548403882,27.797822831385403,LocationSensor,False,False,True,False,[],,-4210.728923822646,8000.0,90.01781131742352,64.4402520727026,99.97114944458008
calibration,1,22,22,False,False,False,False,0,transit,sv1,True,baseline_GP_mainline_planner,False,"[36, 2]","[-380.0, 40.0, 0.0]","[39, 2]","[-380.0, 10.0, 0.0]",baseline_GP_planner_committed_segment_lookahead,False,-379.996337890625,50.0144157409668,0.17286212742328644,35,2,False,False,10.014416410553768,332.20217549374917,LocationSensor,False,False,True,False,[],,8000.0,-4210.695744739591,269.9823632428538,-64.44006538772942,99.97114944458008
calibration,1,23,23,False,False,False,False,0,transit,sv0,True,baseline_GP_mainline_planner,False,"[24, 2]","[-380.0, 160.0, 0.0]","[21, 2]","[-380.0, 190.0, 0.0]",baseline_GP_planner_committed_segment_lookahead,False,-379.99566650390625,149.98439025878906,0.17992457747459412,25,2,False,False,10.015610678706906,30.092311835276725,LocationSensor,False,False,True,False,[],,-3723.3754636426,8000.0,90.02095209623285,62.223129264847444,99.96879196166992
calibration,1,23,23,False,False,False,False,0,transit,sv1,True,baseline_GP_mainline_planner,False,"[36, 2]","[-380.0, 40.0, 0.0]","[39, 2]","[-380.0, 10.0, 0.0]",baseline_GP_planner_committed_segment_lookahead,False,-379.99566650390625,50.01559829711914,0.17674177885055542,35,2,False,False,10.01559923461618,329.9076982722837,LocationSensor,False,False,True,False,[],,8000.0,-3723.3799209621134,269.97904786386175,-62.223127629887415,99.96879196166992
calibration,1,24,24,False,False,False,False,0,transit,sv0,True,baseline_GP_mainline_planner,False,"[24, 2]","[-380.0, 160.0, 0.0]","[21, 2]","[-380.0, 190.0, 0.0]",baseline_GP_planner_committed_segment_lookahead,False,-379.9949645996094,149.9832000732422,0.17693494260311127,25,2,False,False,10.016801192394327,32.459144758928566,LocationSensor,False,True,True,False,[],,-3224.8956085940404,8000.0,90.02479040494087,59.93247856966414,99.96640014648438
calibration,1,24,24,False,False,False,False,0,transit,sv1,True,baseline_GP_mainline_planner,False,"[36, 2]","[-380.0, 40.0, 0.0]","[39, 2]","[-380.0, 10.0, 0.0]",baseline_GP_planner_committed_segment_lookahead,False,-379.9949645996094,50.01679992675781,0.1790069341659546,35,2,False,False,10.016801192394327,327.54088196168675,LocationSensor,False,True,True,False,[],,8000.0,-3224.900906781108,269.97520956673293,-59.93248870555078,99.96640014648438
calibration,1,25,25,False,False,False,False,0,transit,sv0,True,baseline_GP_mainline_planner,False,"[24, 2]","[-380.0, 160.0, 0.0]","[21, 2]","[-380.0, 190.0, 0.0]",baseline_GP_planner_committed_segment_lookahead,False,-379.9941711425781,149.98199462890625,0.17225271463394165,25,2,False,False,10.018007066819331,34.89648276327749,LocationSensor,False,False,True,False,[],,-2716.4845367668054,8000.0,90.02880232892228,57.56965756999372,99.96397781372536
calibration,1,25,25,False,False,False,False,0,transit,sv1,True,baseline_GP_mainline_planner,False,"[36, 2]","[-380.0, 40.0, 0.0]","[39, 2]","[-380.0, 10.0, 0.0]",baseline_GP_planner_committed_segment_lookahead,False,-379.994140625,50.01801681518555,0.1795242577791214,35,2,False,False,10.01801852871194,325.10355306600417,LocationSensor,False,False,True,False,[],,8000.0,-2716.490247683032,269.97119767107773,-57.56968429060902,99.96397781372536
calibration,1,26,26,False,False,False,False,0,transit,sv0,True,baseline_GP_mainline_planner,False,"[24, 2]","[-380.0, 160.0, 0.0]","[21, 2]","[-380.0, 190.0, 0.0]",baseline_GP_planner_committed_segment_lookahead,False,-379.9932861328125,149.9807891845703,0.16628147661685944,25,2,False,False,10.019213064908632,37.402540002339435,LocationSensor,False,False,True,False,[],,-2199.577614170454,8000.0,90.03333686493458,55.13685410165709,99.96154785156716
calibration,1,26,26,False,False,False,False,0,transit,sv1,True,baseline_GP_mainline_planner,False,"[36, 2]","[-380.0, 40.0, 0.0]","[39, 2]","[-380.0, 10.0, 0.0]",baseline_GP_planner_committed_segment_lookahead,False,-379.9932556152344,50.01924133300781,0.17829129099845886,35,2,False,False,10.019243602976127,322.597504366782,LocationSensor,False,False,True,False,[],,8000.0,-2199.6184222811644,269.966488634827,-55.13706443117718,99.96154785156716
calibration,1,27,27,False,False,False,False,0,transit,sv0,True,baseline_GP_mainline_planner,False,"[24, 2]","[-380.0, 160.0, 0.0]","[21, 2]","[-380.0, 190.0, 0.0]",baseline_GP_planner_committed_segment_lookahead,False,-379.9923095703125,149.9795684814453,0.15979596972465515,25,2,False,False,10.020434469660135,39.97558327242435,LocationSensor,False,False,True,False,[],,-1675.5884813664143,8000.0,90.03839386190829,52.63585385956884,99.9591026306199
calibration,1,27,27,False,False,False,False,0,transit,sv1,True,baseline_GP_mainline_planner,False,"[36, 2]","[-380.0, 40.0, 0.0]","[39, 2]","[-380.0, 10.0, 0.0]",baseline_GP_planner_committed_segment_lookahead,False,-379.9922790527344,50.02046585083008,0.1757761687040329,35,2,False,False,10.020468825393275,320.02446527091297,LocationSensor,False,False,True,False,[],,8000.0,-1675.6239012558835,269.96143173806547,-52.63607262871653,99.9591026306199
calibration,1,28,28,False,False,False,False,0,transit,sv0,True,baseline_GP_mainline_planner,False,"[24, 2]","[-380.0, 160.0, 0.0]","[21, 2]","[-380.0, 190.0, 0.0]",baseline_GP_planner_committed_segment_lookahead,False,-379.98992919921875,149.9794921875,0.1539398729801178,25,2,False,False,10.020512873171809,42.59859984412978,LocationSensor,False,False,True,False,[],,-1145.9680746709273,8000.0,90.04397306407486,50.0683897916505,99.9589424133487
calibration,1,28,28,False,False,False,False,0,transit,sv1,True,baseline_GP_mainline_planner,False,"[36, 2]","[-380.0, 40.0, 0.0]","[39, 2]","[-380.0, 10.0, 0.0]",baseline_GP_planner_committed_segment_lookahead,False,-379.9898681640625,50.02054977416992,0.17249388992786407,35,2,False,False,10.020554896347624,317.4014408782689,LocationSensor,False,False,True,False,[],,8000.0,-1146.001692207623,269.9558525909671,-50.068612679945886,99.9589424133487
calibration,1,29,29,False,False,False,False,0,transit,sv0,True,baseline_GP_mainline_planner,False,"[24, 2]","[-380.0, 160.0, 0.0]","[21, 2]","[-380.0, 190.0, 0.0]",baseline_GP_planner_committed_segment_lookahead,False,-379.98431396484375,149.98231506347656,0.1495353877544403,25,2,False,False,10.017697217382223,45.24746536539749,LocationSensor,False,False,True,False,[],,-617.2252291075456,8000.0,90.0575833278718,47.45898348374203,99.96458053590729
calibration,1,29,29,False,False,False,False,0,transit,sv1,True,baseline_GP_mainline_planner,False,"[36, 2]","[-380.0, 40.0, 0.0]","[39, 2]","[-380.0, 10.0, 0.0]",baseline_GP_planner_committed_segment_lookahead,False,-379.9842529296875,50.01773452758789,0.16870088875293732,35,2,False,False,10.01774690414217,314.7525588525823,LocationSensor,False,False,True,False,[],,8000.0,-617.288040199659,269.9420679250944,-47.459372953174466,99.96458053590729
calibration,1,30,30,False,False,False,False,0,transit,sv0,True,baseline_GP_mainline_planner,False,"[24, 2]","[-380.0, 160.0, 0.0]","[21, 2]","[-380.0, 190.0, 0.0]",baseline_GP_planner_committed_segment_lookahead,False,-379.9741516113281,149.98973083496094,0.14704149961471558,25,2,False,False,10.010302537672313,47.89907548249296,LocationSensor,False,True,True,False,[],,-97.86145767810922,8000.0,90.08971562620691,44.84225026080941,99.97941970827058
calibration,1,30,30,False,False,False,False,0,transit,sv1,True,baseline_GP_mainline_planner,False,"[36, 2]","[-380.0, 40.0, 0.0]","[39, 2]","[-380.0, 10.0, 0.0]",baseline_GP_planner_committed_segment_lookahead,False,-379.9740905761719,50.010311126708984,0.16464091837406158,35,2,False,False,10.010344656991427,312.10092573930564,LocationSensor,False,True,True,False,[],,8000.0,-97.91580745188276,269.9099357321764,-44.842623120405904,99.97941970827058
