episode_seed,map_kind,system_name,assignment_mode,viewpoint_generation_mode,target_motion_mode,clue_acquisition_mode,anomaly_tail_quantile,anomaly_weight_lambda,path_safety_mode,team_path_avoidance_mode,safe_nav_lambda_clearance,team_reservation_lambda,time_to_first_detection,time_to_all_found,detection_rate,found_count,known_free_observation_ratio_final,planning_time_ms_mean,duplicate_viewpoint_ratio,cross_region_assignment_ratio,conflict_intervention_count,wait_count_total,reservation_wait_fallback_count,reservation_near_neighbor_step_ratio_mean,reservation_same_cell_violation_count,reservation_swap_violation_count,anomaly_top_band_selection_ratio_pre_first_detection,unfound_target_neighborhood_anomaly_mass_ratio_pre_first_detection
0,harbor_cove,two_usv_independent,independent,simple_ring_v1,random_walk,ucb,0.9,1.25,soft_clearance_astar_v1,reservation_v1,1.0,1.0,158,,0.6666666666666666,2,0.9004934210526315,82.87439708333437,0.008333333333333333,0.03333333333333333,0,0,0,0.0,0,0,0.26582278481012656,0.023224541093850203
1,harbor_cove,two_usv_independent,independent,simple_ring_v1,random_walk,ucb,0.9,1.25,soft_clearance_astar_v1,reservation_v1,1.0,1.0,77,213,1.0,3,0.8020833333333334,60.06704178403432,0.018779342723004695,0.018779342723004695,0,0,0,0.0,0,0,0.2922077922077922,0.026503119475176733
2,harbor_cove,two_usv_independent,independent,simple_ring_v1,random_walk,ucb,0.9,1.25,soft_clearance_astar_v1,reservation_v1,1.0,1.0,95,,0.6666666666666666,2,0.8654057017543859,53.44601625000204,0.016666666666666666,0.05625,0,0,0,0.0,0,0,0.37894736842105264,0.035253042608563046
3,harbor_cove,two_usv_independent,independent,simple_ring_v1,random_walk,ucb,0.9,1.25,soft_clearance_astar_v1,reservation_v1,1.0,1.0,9,121,1.0,3,0.534265350877193,43.334477685949075,0.008264462809917356,0.21487603305785125,0,0,0,0.0,0,0,0.5,0.03770478742298524
4,harbor_cove,two_usv_independent,independent,simple_ring_v1,random_walk,ucb,0.9,1.25,soft_clearance_astar_v1,reservation_v1,1.0,1.0,20,146,1.0,3,0.6121162280701754,58.7173013698645,0.02054794520547945,0.3424657534246575,0,0,0,0.0,0,0,0.25,0.03792300302346833
5,harbor_cove,two_usv_independent,independent,simple_ring_v1,random_walk,ucb,0.9,1.25,soft_clearance_astar_v1,reservation_v1,1.0,1.0,60,136,1.0,3,0.6606359649122807,60.510733823530884,0.014705882352941176,0.029411764705882353,0,0,0,0.0,0,0,0.23333333333333334,0.02752112914425028
6,harbor_cove,two_usv_independent,independent,simple_ring_v1,random_walk,ucb,0.9,1.25,soft_clearance_astar_v1,reservation_v1,1.0,1.0,22,213,1.0,3,0.7450657894736842,52.75110563380481,0.018779342723004695,0.4812206572769953,0,0,0,0.0,0,0,0.29545454545454547,0.047907826770531535
7,harbor_cove,two_usv_independent,independent,simple_ring_v1,random_walk,ucb,0.9,1.25,soft_clearance_astar_v1,reservation_v1,1.0,1.0,70,,0.6666666666666666,2,0.9035087719298246,50.33592083333266,0.004166666666666667,0.04375,0,0,0,0.00026041666666666666,0,0,0.37142857142857144,0.02789498897483692
8,harbor_cove,two_usv_independent,independent,simple_ring_v1,random_walk,ucb,0.9,1.25,soft_clearance_astar_v1,reservation_v1,1.0,1.0,124,,0.6666666666666666,2,0.8911732456140351,52.694384583330134,0.008333333333333333,0.05,0,0,0,0.0,0,0,0.1975806451612903,0.025529743487186955
9,harbor_cove,two_usv_independent,independent,simple_ring_v1,random_walk,ucb,0.9,1.25,soft_clearance_astar_v1,reservation_v1,1.0,1.0,13,77,1.0,3,0.43832236842105265,43.08873636362968,0.0,0.045454545454545456,0,0,0,0.0,0,0,0.19230769230769232,0.034349836635499065
0,peninsula_passage,two_usv_independent,independent,simple_ring_v1,random_walk,ucb,0.9,1.25,soft_clearance_astar_v1,reservation_v1,1.0,1.0,97,,0.3333333333333333,1,0.7273410115172759,61.18274750000079,0.1625,0.22916666666666666,0,0,0,0.0,0,0,0.36597938144329895,0.027213520296646834
1,peninsula_passage,two_usv_independent,independent,simple_ring_v1,random_walk,ucb,0.9,1.25,soft_clearance_astar_v1,reservation_v1,1.0,1.0,20,215,1.0,3,0.6720080120180271,59.46547813953836,0.0,0.25813953488372093,0,0,0,0.0005813953488372093,0,0,0.2,0.02839400559683843
2,peninsula_passage,two_usv_independent,independent,simple_ring_v1,random_walk,ucb,0.9,1.25,soft_clearance_astar_v1,reservation_v1,1.0,1.0,12,75,1.0,3,0.24937406109163746,90.75122533332888,0.013333333333333334,0.46,0,0,0,0.0,0,0,0.2916666666666667,0.04757678990440621
3,peninsula_passage,two_usv_independent,independent,simple_ring_v1,random_walk,ucb,0.9,1.25,soft_clearance_astar_v1,reservation_v1,1.0,1.0,80,,0.6666666666666666,2,0.8632949424136205,92.18199958332889,0.004166666666666667,0.39375,0,0,0,0.0,0,0,0.29375,0.026460904446163117
4,peninsula_passage,two_usv_independent,independent,simple_ring_v1,random_walk,ucb,0.9,1.25,soft_clearance_astar_v1,reservation_v1,1.0,1.0,44,,0.6666666666666666,2,0.7841762643965949,75.48191708333198,0.008333333333333333,0.46041666666666664,0,0,0,0.0,0,0,0.3522727272727273,0.029884918542189626
5,peninsula_passage,two_usv_independent,independent,simple_ring_v1,random_walk,ucb,0.9,1.25,soft_clearance_astar_v1,reservation_v1,1.0,1.0,35,,0.6666666666666666,2,0.8072108162243365,88.051033750007,0.008333333333333333,0.2916666666666667,0,0,0,0.0,0,0,0.17142857142857143,0.02659340379742998
6,peninsula_passage,two_usv_independent,independent,simple_ring_v1,random_walk,ucb,0.9,1.25,soft_clearance_astar_v1,reservation_v1,1.0,1.0,129,,0.3333333333333333,1,0.7849273910866299,84.0313449999949,0.025,0.45625,0,0,0,0.0,0,0,0.28294573643410853,0.025214688620456838
7,peninsula_passage,two_usv_independent,independent,simple_ring_v1,random_walk,ucb,0.9,1.25,soft_clearance_astar_v1,reservation_v1,1.0,1.0,181,196,1.0,3,0.5823735603405108,78.37047653061532,0.02040816326530612,0.37755102040816324,0,0,0,0.0,0,0,0.292817679558011,0.025081140459508464
8,peninsula_passage,two_usv_independent,independent,simple_ring_v1,random_walk,ucb,0.9,1.25,soft_clearance_astar_v1,reservation_v1,1.0,1.0,43,236,1.0,3,0.7819228843264897,78.93767966102055,0.00423728813559322,0.4661016949152542,0,0,0,0.0,0,0,0.20930232558139536,0.02459484339635322
9,peninsula_passage,two_usv_independent,independent,simple_ring_v1,random_walk,ucb,0.9,1.25,soft_clearance_astar_v1,reservation_v1,1.0,1.0,84,238,1.0,3,0.5918878317476214,69.74898781512469,0.07983193277310924,0.5126050420168067,0,0,0,0.0005252100840336134,0,0,0.3333333333333333,0.022735168164203352
0,open_water,two_usv_independent,independent,simple_ring_v1,random_walk,anomaly_upper_tail,0.9,1.25,soft_clearance_astar_v1,reservation_v1,1.0,1.0,23,150,1.0,3,0.581343943412909,61.60242666667273,0.006666666666666667,0.04666666666666667,0,0,0,0.0,0,0,0.6521739130434783,0.035357182809832806
1,open_water,two_usv_independent,independent,simple_ring_v1,random_walk,anomaly_upper_tail,0.9,1.25,soft_clearance_astar_v1,reservation_v1,1.0,1.0,21,,0.6666666666666666,2,0.7254641909814323,119.46622916666362,0.15416666666666667,0.30833333333333335,0,0,0,0.0,0,0,0.42857142857142855,0.03128408877142753
2,open_water,two_usv_independent,independent,simple_ring_v1,random_walk,anomaly_upper_tail,0.9,1.25,soft_clearance_astar_v1,reservation_v1,1.0,1.0,115,208,1.0,3,0.7765251989389921,73.49497836538013,0.125,0.17067307692307693,0,0,0,0.00030048076923076925,0,0,0.30869565217391304,0.023559811303914224
3,open_water,two_usv_independent,independent,simple_ring_v1,random_walk,anomaly_upper_tail,0.9,1.25,soft_clearance_astar_v1,reservation_v1,1.0,1.0,116,,0.3333333333333333,1,0.6169319186560566,69.52405750001087,0.0,0.4,0,0,0,0.0,0,0,0.3793103448275862,0.020720261534606915
4,open_water,two_usv_independent,independent,simple_ring_v1,random_walk,anomaly_upper_tail,0.9,1.25,soft_clearance_astar_v1,reservation_v1,1.0,1.0,174,,0.6666666666666666,2,0.621131741821397,60.566862500005904,0.0,0.275,0,0,0,0.0,0,0,0.34770114942528735,0.024356656950703232
5,open_water,two_usv_independent,independent,simple_ring_v1,random_walk,anomaly_upper_tail,0.9,1.25,soft_clearance_astar_v1,reservation_v1,1.0,1.0,49,94,1.0,3,0.42152961980548187,59.29239361702254,0.0,0.010638297872340425,0,0,0,0.0,0,0,0.21428571428571427,0.022548304886823196
6,open_water,two_usv_independent,independent,simple_ring_v1,random_walk,anomaly_upper_tail,0.9,1.25,soft_clearance_astar_v1,reservation_v1,1.0,1.0,27,116,1.0,3,0.45866489832007074,63.68236465517847,0.0,0.43103448275862066,0,0,0,0.0,0,0,0.16666666666666666,0.036469931042162326
7,open_water,two_usv_independent,independent,simple_ring_v1,random_walk,anomaly_upper_tail,0.9,1.25,soft_clearance_astar_v1,reservation_v1,1.0,1.0,43,172,1.0,3,0.5753757736516357,54.2486930232641,0.0,0.011627906976744186,0,0,0,0.0,0,0,0.3023255813953488,0.023475645106015686
8,open_water,two_usv_independent,independent,simple_ring_v1,random_walk,anomaly_upper_tail,0.9,1.25,soft_clearance_astar_v1,reservation_v1,1.0,1.0,9,151,1.0,3,0.5431034482758621,56.354217880789896,0.0,0.2185430463576159,0,0,0,0.0,0,0,0.0,0.02987268682065162
9,open_water,two_usv_independent,independent,simple_ring_v1,random_walk,anomaly_upper_tail,0.9,1.25,soft_clearance_astar_v1,reservation_v1,1.0,1.0,32,,0.3333333333333333,1,0.7833775419982316,56.876725416662076,0.004166666666666667,0.28125,0,0,0,0.0,0,0,0.171875,0.023838480864321627
0,harbor_cove,two_usv_independent,independent,simple_ring_v1,random_walk,anomaly_upper_tail,0.9,1.25,soft_clearance_astar_v1,reservation_v1,1.0,1.0,158,235,1.0,3,0.8930921052631579,54.774628936160724,0.00851063829787234,0.027659574468085105,0,0,0,0.0,0,0,0.28164556962025317,0.023217228643823
1,harbor_cove,two_usv_independent,independent,simple_ring_v1,random_walk,anomaly_upper_tail,0.9,1.25,soft_clearance_astar_v1,reservation_v1,1.0,1.0,77,211,1.0,3,0.7900219298245614,55.63020805687763,0.004739336492890996,0.023696682464454975,0,0,0,0.0,0,0,0.3051948051948052,0.026503119475176733
2,harbor_cove,two_usv_independent,independent,simple_ring_v1,random_walk,anomaly_upper_tail,0.9,1.25,soft_clearance_astar_v1,reservation_v1,1.0,1.0,71,,0.3333333333333333,1,0.84375,58.8729679166723,0.004166666666666667,0.08958333333333333,0,0,0,0.0,0,0,0.3873239436619718,0.031219845613877417
3,harbor_cove,two_usv_independent,independent,simple_ring_v1,random_walk,anomaly_upper_tail,0.9,1.25,soft_clearance_astar_v1,reservation_v1,1.0,1.0,7,135,1.0,3,0.6321271929824561,47.39592074074776,0.007407407407407408,0.14814814814814814,0,0,0,0.0,0,0,0.35714285714285715,0.03477938643000625
4,harbor_cove,two_usv_independent,independent,simple_ring_v1,random_walk,anomaly_upper_tail,0.9,1.25,soft_clearance_astar_v1,reservation_v1,1.0,1.0,20,98,1.0,3,0.5087719298245614,51.095220408154425,0.0,0.1326530612244898,0,0,0,0.0,0,0,0.4,0.03792300302346833
5,harbor_cove,two_usv_independent,independent,simple_ring_v1,random_walk,anomaly_upper_tail,0.9,1.25,soft_clearance_astar_v1,reservation_v1,1.0,1.0,67,144,1.0,3,0.6776315789473685,58.56870902776734,0.0,0.010416666666666666,0,0,0,0.0,0,0,0.2835820895522388,0.027714506749787832
6,harbor_cove,two_usv_independent,independent,simple_ring_v1,random_walk,anomaly_upper_tail,0.9,1.25,soft_clearance_astar_v1,reservation_v1,1.0,1.0,15,27,1.0,3,0.17489035087719298,40.21774074073989,0.0,0.0,0,0,0,0.0,0,0,0.3,0.04148517096255325
7,harbor_cove,two_usv_independent,independent,simple_ring_v1,random_walk,anomaly_upper_tail,0.9,1.25,soft_clearance_astar_v1,reservation_v1,1.0,1.0,68,86,1.0,3,0.48273026315789475,44.573406976745225,0.011627906976744186,0.05232558139534884,0,0,0,0.0,0,0,0.29411764705882354,0.028206797474825504
8,harbor_cove,two_usv_independent,independent,simple_ring_v1,random_walk,anomaly_upper_tail,0.9,1.25,soft_clearance_astar_v1,reservation_v1,1.0,1.0,127,,0.6666666666666666,2,0.9043311403508771,54.67725416666743,0.008333333333333333,0.04791666666666667,0,0,0,0.0,0,0,0.2440944881889764,0.027636054644920572
9,harbor_cove,two_usv_independent,independent,simple_ring_v1,random_walk,anomaly_upper_tail,0.9,1.25,soft_clearance_astar_v1,reservation_v1,1.0,1.0,15,157,1.0,3,0.6992872807017544,61.18723121019418,0.05732484076433121,0.14331210191082802,0,0,0,0.0,0,0,0.23333333333333334,0.03592497623470532
0,peninsula_passage,two_usv_independent,independent,simple_ring_v1,random_walk,anomaly_upper_tail,0.9,1.25,soft_clearance_astar_v1,reservation_v1,1.0,1.0,139,,0.6666666666666666,2,0.728342513770656,53.56248625000054,0.004166666666666667,0.5916666666666667,0,0,0,0.0,0,0,0.25539568345323743,0.023234752625858654
1,peninsula_passage,two_usv_independent,independent,simple_ring_v1,random_walk,anomaly_upper_tail,0.9,1.25,soft_clearance_astar_v1,reservation_v1,1.0,1.0,21,,0.6666666666666666,2,0.7726589884827241,61.61011291666606,0.029166666666666667,0.4270833333333333,0,0,0,0.0,0,0,0.30952380952380953,0.02885822916519099
2,peninsula_passage,two_usv_independent,independent,simple_ring_v1,random_walk,anomaly_upper_tail,0.9,1.25,soft_clearance_astar_v1,reservation_v1,1.0,1.0,21,83,1.0,3,0.26339509263895844,59.13966506024834,0.03614457831325301,0.4819277108433735,0,0,0,0.01430722891566265,0,0,0.5,0.055589142416065586
3,peninsula_passage,two_usv_independent,independent,simple_ring_v1,random_walk,anomaly_upper_tail,0.9,1.25,soft_clearance_astar_v1,reservation_v1,1.0,1.0,94,,0.6666666666666666,2,0.8219829744616926,62.09518750000692,0.025,0.3729166666666667,0,0,0,0.0,0,0,0.26595744680851063,0.02641303025029687
4,peninsula_passage,two_usv_independent,independent,simple_ring_v1,random_walk,anomaly_upper_tail,0.9,1.25,soft_clearance_astar_v1,reservation_v1,1.0,1.0,41,,0.6666666666666666,2,0.8324987481221833,58.801808333330996,0.004166666666666667,0.43125,0,0,0,0.0,0,0,0.35365853658536583,0.030074900057937903
5,peninsula_passage,two_usv_independent,independent,simple_ring_v1,random_walk,anomaly_upper_tail,0.9,1.25,soft_clearance_astar_v1,reservation_v1,1.0,1.0,35,,0.6666666666666666,2,0.7488733099649474,53.370133333334024,0.07083333333333333,0.3729166666666667,2,2,0,0.003993055555555555,0,0,0.3142857142857143,0.026792412608383755
6,peninsula_passage,two_usv_independent,independent,simple_ring_v1,random_walk,anomaly_upper_tail,0.9,1.25,soft_clearance_astar_v1,reservation_v1,1.0,1.0,57,238,1.0,3,0.6557336004006009,73.04309873949337,0.20588235294117646,0.3697478991596639,1,1,0,0.009716386554621849,0,0,0.41228070175438597,0.03026842164023639
7,peninsula_passage,two_usv_independent,independent,simple_ring_v1,random_walk,anomaly_upper_tail,0.9,1.25,soft_clearance_astar_v1,reservation_v1,1.0,1.0,100,,0.6666666666666666,2,0.785177766649975,60.8344095833265,0.05416666666666667,0.23958333333333334,0,0,0,0.0,0,0,0.345,0.025579578596812994
8,peninsula_passage,two_usv_independent,independent,simple_ring_v1,random_walk,anomaly_upper_tail,0.9,1.25,soft_clearance_astar_v1,reservation_v1,1.0,1.0,138,217,1.0,3,0.6905358037055583,60.18177557603002,0.02304147465437788,0.4539170506912442,0,0,0,0.0,0,0,0.3442028985507246,0.022893709052971466
9,peninsula_passage,two_usv_independent,independent,simple_ring_v1,random_walk,anomaly_upper_tail,0.9,1.25,soft_clearance_astar_v1,reservation_v1,1.0,1.0,74,,0.6666666666666666,2,0.7626439659489234,53.893517500002496,0.0375,0.4979166666666667,0,0,0,0.0,0,0,0.3716216216216216,0.02087321554534074
