map_kind,episode_seed,baseline_mode,challenger_mode,success_all_found_baseline,success_all_found_conditional,delta_success_all_found,time_to_first_detection_baseline,time_to_first_detection_conditional,delta_time_to_first_detection,time_to_all_found_baseline,time_to_all_found_conditional,delta_time_to_all_found,detection_rate_baseline,detection_rate_conditional,delta_detection_rate,found_count_baseline,found_count_conditional,delta_found_count,known_free_observation_ratio_final_baseline,known_free_observation_ratio_final_conditional,delta_known_free_observation_ratio_final,path_length_baseline,path_length_conditional,delta_path_length,path_length_total_baseline,path_length_total_conditional,delta_path_length_total,duplicate_viewpoint_ratio_baseline,duplicate_viewpoint_ratio_conditional,delta_duplicate_viewpoint_ratio,cross_region_assignment_ratio_baseline,cross_region_assignment_ratio_conditional,delta_cross_region_assignment_ratio,reservation_wait_fallback_count_baseline,reservation_wait_fallback_count_conditional,delta_reservation_wait_fallback_count,anomaly_conditional_alpha_mean_baseline,anomaly_conditional_alpha_mean_conditional,delta_anomaly_conditional_alpha_mean,anomaly_conditional_trigger_rate_baseline,anomaly_conditional_trigger_rate_conditional,delta_anomaly_conditional_trigger_rate
harbor_cove,4,anomaly_upper_tail,ucb_anomaly_conditional,,True,,19.0,24.0,5.0,211.0,228.0,17.0,1.0,1.0,0.0,3.0,3.0,0.0,0.8733552631578947,0.8908991228070176,0.01754385964912286,,,,,456,,0.0,0.0,0.0,0.02132701421800948,0.0,-0.02132701421800948,0.0,0.0,0.0,,0.0,,,0.0,
harbor_cove,5,anomaly_upper_tail,ucb_anomaly_conditional,,True,,18.0,39.0,21.0,225.0,183.0,-42.0,1.0,1.0,0.0,3.0,3.0,0.0,0.8555372807017544,0.7735745614035088,-0.08196271929824561,,,,,366,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,
harbor_cove,6,anomaly_upper_tail,ucb_anomaly_conditional,,True,,14.0,14.0,0.0,73.0,182.0,109.0,1.0,1.0,0.0,3.0,3.0,0.0,0.4270833333333333,0.7541118421052632,0.32702850877192985,,,,,364,,0.0,0.0,0.0,0.0,0.027472527472527472,0.027472527472527472,0.0,0.0,0.0,,0.0,,,0.0,
harbor_cove,7,anomaly_upper_tail,ucb_anomaly_conditional,,True,,58.0,16.0,-42.0,148.0,146.0,-2.0,1.0,1.0,0.0,3.0,3.0,0.0,0.7055921052631579,0.7168311403508771,0.011239035087719285,,,,,292,,0.0,0.0,0.0,0.02702702702702703,0.0,-0.02702702702702703,0.0,0.0,0.0,,0.0,,,0.0,
harbor_cove,8,anomaly_upper_tail,ucb_anomaly_conditional,,False,,64.0,146.0,82.0,184,,,1.0,0.6666666666666666,-0.33333333333333337,3.0,2.0,-1.0,0.7796052631578947,0.899671052631579,0.12006578947368429,,,,,480,,0.0,0.0,0.0,0.002717391304347826,0.0,-0.002717391304347826,0.0,0.0,0.0,,0.0,,,0.0,
harbor_cove,9,anomaly_upper_tail,ucb_anomaly_conditional,,False,,54.0,91.0,37.0,196,,,1.0,0.6666666666666666,-0.33333333333333337,3.0,2.0,-1.0,0.7845394736842105,0.8344298245614035,0.04989035087719296,,,,,480,,0.0,0.0,0.0,0.04591836734693878,0.05,0.004081632653061225,0.0,0.0,0.0,,0.0,,,0.0,
peninsula_passage,0,anomaly_upper_tail,ucb_anomaly_conditional,,False,,113.0,95.0,-18.0,,,,0.6666666666666666,0.6666666666666666,0.0,2.0,2.0,0.0,0.7734101151727591,0.7979469203805708,0.02453680520781165,,,,,480,,0.0,0.0,0.0,0.05,0.05625,0.006249999999999999,0.0,0.0,0.0,,0.0,,,0.0,
peninsula_passage,1,anomaly_upper_tail,ucb_anomaly_conditional,,False,,18.0,17.0,-1.0,231,,,1.0,0.6666666666666666,-0.33333333333333337,3.0,2.0,-1.0,0.7931897846770155,0.8027040560841262,0.009514271407110697,,,,,480,,0.0,0.0,0.0,0.008658008658008658,0.025,0.016341991341991345,0.0,0.0,0.0,,0.0,,,0.0,
peninsula_passage,2,anomaly_upper_tail,ucb_anomaly_conditional,,True,,10.0,11.0,1.0,149.0,103.0,-46.0,1.0,1.0,0.0,3.0,3.0,0.0,0.4757135703555333,0.4519278918377566,-0.023785678517776687,,,,,206,,0.0,0.0,0.0,0.18120805369127516,0.0,-0.18120805369127516,0.0,0.0,0.0,,0.0,,,0.0,
peninsula_passage,3,anomaly_upper_tail,ucb_anomaly_conditional,,False,,130.0,121.0,-9.0,239,,,1.0,0.3333333333333333,-0.6666666666666667,3.0,1.0,-2.0,0.8795693540310465,0.8049574361542313,-0.0746119178768152,,,,,480,,0.0,0.0,0.0,0.100418410041841,0.06875,-0.031668410041841,0.0,0.0,0.0,,0.0,,,0.0,
peninsula_passage,4,anomaly_upper_tail,ucb_anomaly_conditional,,True,,26.0,26.0,0.0,,116,,0.6666666666666666,1.0,0.33333333333333337,2.0,3.0,1.0,0.8625438157235854,0.5420630946419629,-0.3204807210816225,,,,,232,,0.0,0.0,0.0,0.12708333333333333,0.0,-0.12708333333333333,0.0,0.0,0.0,,0.0,,,0.0,
peninsula_passage,5,anomaly_upper_tail,ucb_anomaly_conditional,,True,,24.0,24.0,0.0,199.0,208.0,9.0,1.0,1.0,0.0,3.0,3.0,0.0,0.7681522283425137,0.7538808212318477,-0.01427140711066599,,,,,416,,0.0,0.0,0.0,0.06532663316582915,0.06490384615384616,-0.00042278701198299184,0.0,0.0,0.0,,0.0,,,0.0,
peninsula_passage,6,anomaly_upper_tail,ucb_anomaly_conditional,,True,,41.0,49.0,8.0,221.0,157.0,-64.0,1.0,1.0,0.0,3.0,3.0,0.0,0.7586379569354031,0.6231847771657486,-0.13545317976965454,,,,,314,,0.0,0.0,0.0,0.07013574660633484,0.006369426751592357,-0.06376631985474249,0.0,0.0,0.0,,0.0,,,0.0,
peninsula_passage,7,anomaly_upper_tail,ucb_anomaly_conditional,,True,,114.0,73.0,-41.0,198.0,152.0,-46.0,1.0,1.0,0.0,3.0,3.0,0.0,0.7531296945418127,0.5953930896344517,-0.15773660490736097,,,,,304,,0.0,0.0,0.0,0.027777777777777776,0.039473684210526314,0.011695906432748537,0.0,0.0,0.0,,0.0,,,0.0,
peninsula_passage,8,anomaly_upper_tail,ucb_anomaly_conditional,,True,,224.0,67.0,-157.0,,201,,0.3333333333333333,1.0,0.6666666666666667,1.0,3.0,2.0,0.8104656985478217,0.8102153229844767,-0.00025037556334495115,,,,,402,,0.0,0.0,0.0,0.04375,0.06965174129353234,0.025901741293532343,0.0,0.0,0.0,,0.0,,,0.0,
peninsula_passage,9,anomaly_upper_tail,ucb_anomaly_conditional,,False,,103.0,172.0,69.0,157,,,1.0,0.6666666666666666,-0.33333333333333337,3.0,2.0,-1.0,0.5610916374561843,0.8102153229844767,0.24912368552829245,,,,,480,,0.0,0.0,0.0,0.041401273885350316,0.03125,-0.010151273885350316,0.0,0.0,0.0,,0.0,,,0.0,
