run_kind,policy_step,tick_in_policy_step,tick_global,post_arrival_stabilization_tick,agent_name,planner_callback_step,planned_path_source,preset_trajectory_used,target_cell,target_world,wait_applied,loc_x,loc_y,loc_z,projected_row,projected_col,projection_matches_target,arrived,distance_to_waypoint_m,heading_deg,selected_sensor,fallback_used,rgb_present,rangefinder_present,any_rangefinder_hit,rangefinder_hit_beam_indices,rangefinder_min_positive_range_m,cmd_l,cmd_r,target_heading_deg,heading_error_deg,inter_vessel_distance_m
calibration,1,24,24,False,sv0,True,baseline_GP_mainline_planner,False,"[24, 2]","[-380.0, 160.0, 0.0]",False,-379.99493408203125,149.98318481445312,0.18785424530506134,25,2,False,False,10.016816466568974,32.45911044164228,LocationSensor,False,True,True,False,[],,-3224.8988044655034,8000.0,90.02479040494087,59.932493344640875,99.9663925170945
calibration,1,24,24,False,sv1,True,baseline_GP_mainline_planner,False,"[36, 2]","[-380.0, 40.0, 0.0]",False,-379.9949645996094,50.01679229736328,0.18623390793800354,35,2,False,False,10.01679356300076,327.5408562898566,LocationSensor,False,True,True,False,[],,8000.0,-3224.8973127874697,269.975209576175,-59.932476876127225,99.9663925170945
calibration,1,25,25,False,sv0,True,baseline_GP_mainline_planner,False,"[24, 2]","[-380.0, 160.0, 0.0]",False,-379.994140625,149.98196411132812,0.1888960599899292,25,2,False,False,10.018037602195006,34.89643937734213,LocationSensor,False,False,True,False,[],,-2716.5247331236224,8000.0,90.02897684432084,57.56986640267854,99.96396636963357
calibration,1,25,25,False,sv1,True,baseline_GP_mainline_planner,False,"[36, 2]","[-380.0, 40.0, 0.0]",False,-379.9941711425781,50.01799774169922,0.18243956565856934,35,2,False,False,10.01799943742609,325.10352003805724,LocationSensor,False,False,True,False,[],,8000.0,-2716.4869818080588,269.9711976491401,-57.56965864071651,99.96396636963357
calibration,1,26,26,False,sv0,True,baseline_GP_mainline_planner,False,"[24, 2]","[-380.0, 160.0, 0.0]",False,-379.9932556152344,149.98074340820312,0.1880175769329071,25,2,False,False,10.019258861761731,37.40248813192356,LocationSensor,False,False,True,False,[],,-2199.6140968475306,8000.0,90.03351130137021,55.13707192402808,99.9615325927781
calibration,1,26,26,False,sv1,True,baseline_GP_mainline_planner,False,"[36, 2]","[-380.0, 40.0, 0.0]",False,-379.9932861328125,50.01921081542969,0.1776789277791977,35,2,False,False,10.019213064908632,322.5974674989534,LocationSensor,False,False,True,False,[],,8000.0,-2199.5805725682662,269.9666631096771,-55.136856928380155,99.9615325927781
calibration,1,27,27,False,sv0,True,baseline_GP_mainline_planner,False,"[24, 2]","[-380.0, 160.0, 0.0]",False,-379.9922790527344,149.97952270507812,0.1857626885175705,25,2,False,False,10.020480269481673,39.97552772258116,LocationSensor,False,False,True,False,[],,-1675.6204318307528,8000.0,90.03856820319717,52.636080071273625,99.9590911865281
calibration,1,27,27,False,sv1,True,baseline_GP_mainline_planner,False,"[36, 2]","[-380.0, 40.0, 0.0]",False,-379.9923095703125,50.02043151855469,0.17222411930561066,35,2,False,False,10.020434469660135,320.0244241571489,LocationSensor,False,False,True,False,[],,8000.0,-1675.5900400745359,269.9616061380917,-52.63586136086167,99.9590911865281
calibration,1,28,28,False,sv0,True,baseline_GP_mainline_planner,False,"[24, 2]","[-380.0, 160.0, 0.0]",False,-379.9898681640625,149.97943115234375,0.18283218145370483,25,2,False,False,10.020573969824202,42.59855429514102,LocationSensor,False,False,True,False,[],,-1145.9991352838024,8000.0,90.04414735861351,50.06861963603234,99.95892715454568
calibration,1,28,28,False,sv1,True,baseline_GP_mainline_planner,False,"[36, 2]","[-380.0, 40.0, 0.0]",False,-379.9898986816406,50.020503997802734,0.1670604646205902,35,2,False,False,10.020509089193682,317.40140729455027,LocationSensor,False,False,True,False,[],,8000.0,-1145.9695934063666,269.95602693592514,-50.06839722122379,99.95892715454568
calibration,1,29,29,False,sv0,True,baseline_GP_mainline_planner,False,"[24, 2]","[-380.0, 160.0, 0.0]",False,-379.9842529296875,149.9822540283203,0.17947334051132202,25,2,False,False,10.017758348219827,45.24743629547777,LocationSensor,False,False,True,False,[],,-617.2820019508817,8000.0,90.0579319646358,47.459377669494785,99.96456527711823
calibration,1,29,29,False,sv1,True,baseline_GP_mainline_planner,False,"[36, 2]","[-380.0, 40.0, 0.0]",False,-379.98431396484375,50.0176887512207,0.16269126534461975,35,2,False,False,10.017701032074811,314.7525394656801,LocationSensor,False,False,True,False,[],,8000.0,-617.2630892920724,269.9422421553255,-47.45916513922475,99.96456527711823
calibration,1,30,30,False,sv0,True,baseline_GP_mainline_planner,False,"[24, 2]","[-380.0, 160.0, 0.0]",False,-379.9740905761719,149.9896697998047,0.17609800398349762,25,2,False,False,10.010363730413866,47.89907377197524,LocationSensor,False,True,True,False,[],,-97.91234746694772,8000.0,90.090064164936,44.84262786945823,99.97940444946755
calibration,1,30,30,False,sv1,True,baseline_GP_mainline_planner,False,"[36, 2]","[-380.0, 40.0, 0.0]",False,-379.97412109375,50.0102653503418,0.15952368080615997,35,2,False,False,10.01029880183615,312.10092222704964,LocationSensor,False,True,True,False,[],,8000.0,-97.86093729870572,269.9102844079564,-44.84225505772372,99.97940444946755
calibration,1,31,31,False,sv0,True,baseline_GP_mainline_planner,False,"[24, 2]","[-380.0, 160.0, 0.0]",False,-379.9583435058594,150.0033416748047,0.17338305711746216,25,2,False,False,9.996745116996873,50.53167496681099,LocationSensor,False,False,True,False,[],,404.7770585198323,8000.0,90.14829653870909,42.24922276673385,100.00674438478423
calibration,1,31,31,False,sv1,True,baseline_GP_mainline_planner,False,"[36, 2]","[-380.0, 40.0, 0.0]",False,-379.9584045410156,49.99659729003906,0.15787765383720398,35,2,False,False,9.996683828221459,309.46834535371624,LocationSensor,False,False,True,False,[],,8000.0,404.78531150799245,269.851877172946,-42.24904505410365,100.00674438478423
calibration,1,32,32,False,sv0,True,baseline_GP_mainline_planner,False,"[24, 2]","[-380.0, 160.0, 0.0]",False,-379.9364318847656,150.0247802734375,0.17194873094558716,25,2,False,False,9.975422271687354,53.12500293779281,LocationSensor,False,False,True,False,[],,884.4549610347685,8000.0,90.23875253223865,39.70707756542765,100.0496177673526
calibration,1,32,32,False,sv1,True,baseline_GP_mainline_planner,False,"[36, 2]","[-380.0, 40.0, 0.0]",False,-379.9364929199219,49.975162506103516,0.15793465077877045,35,2,False,False,9.975364663629769,306.8750428539503,LocationSensor,False,False,True,False,[],,8000.0,884.491356211427,269.7615958287076,-39.70674952500866,100.0496177673526
calibration,1,33,33,False,sv0,True,baseline_GP_mainline_planner,False,"[24, 2]","[-380.0, 160.0, 0.0]",False,-379.9080505371094,150.05535888671875,0.1719510406255722,25,2,False,False,9.945066192624845,55.66054594982329,LocationSensor,False,False,True,False,[],,1336.0433798430158,8000.0,90.36511831442765,37.24011537663483,100.11077117920387
calibration,1,33,33,False,sv1,True,baseline_GP_mainline_planner,False,"[36, 2]","[-380.0, 40.0, 0.0]",False,-379.9080810546875,49.94458770751953,0.15945571660995483,35,2,False,False,9.945012507033661,304.3395249544969,LocationSensor,False,False,True,False,[],,8000.0,1336.0744159553888,269.6352301534099,-37.23981270054037,100.11077117920387
calibration,1,34,34,False,sv0,True,baseline_GP_mainline_planner,False,"[24, 2]","[-380.0, 160.0, 0.0]",False,-379.87384033203125,150.09519958496094,0.17319773137569427,25,2,False,False,9.905603844470056,58.13270589587888,LocationSensor,False,False,True,False,[],,1755.5025855908098,8000.0,90.52974923566298,34.86920328583969,100.1904563903855
calibration,1,34,34,False,sv1,True,baseline_GP_mainline_planner,False,"[36, 2]","[-380.0, 40.0, 0.0]",False,-379.8738708496094,49.90474319458008,0.16224589943885803,35,2,False,False,9.905546240019207,301.86738447645547,LocationSensor,False,False,True,False,[],,8000.0,1755.4971410157268,269.4704237316843,-34.86910122281256,100.1904563903855
