map_kind,clue_acquisition_mode,episode_count,success_all_found_mean,time_to_first_detection_mean,time_to_all_found_mean,detection_rate_mean,found_count_mean,known_free_observation_ratio_final_mean,path_length_mean,path_length_total_mean,duplicate_viewpoint_ratio_mean,cross_region_assignment_ratio_mean,reservation_wait_fallback_count_mean,anomaly_conditional_alpha_mean_mean,anomaly_conditional_trigger_rate_mean
ALL,ucb_anomaly_conditional,30,0.5666666666666667,63.06896551724138,157.47058823529412,0.8222222222222222,2.466666666666667,0.6745312241813672,,386.46666666666664,0.0001388888888888889,0.01501639680583854,0.0,0.0,0.0
open_water,ucb_anomaly_conditional,10,0.7,65.2,161.42857142857142,0.9,2.7,0.63921308576481,,370.0,0.0,0.015446343879440303,0.0,0.0,0.0
harbor_cove,ucb_anomaly_conditional,10,0.5,58.333333333333336,117.6,0.7333333333333333,2.2,0.695422149122807,,357.6,0.00041666666666666664,0.014389671361502347,0.0,0.0,0.0
peninsula_passage,ucb_anomaly_conditional,10,0.5,65.2,191.8,0.8333333333333333,2.5,0.6889584376564847,,431.8,0.0,0.015213175176572967,0.0,0.0,0.0
