map_kind,system_name,target_motion_mode,clue_acquisition_mode,planner_adaptation_mode,policy_name,path_safety_mode,time_to_first_detection_mean,time_to_first_detection_std,time_to_all_found_mean,time_to_all_found_std,detection_rate_mean,detection_rate_std,found_count_mean,found_count_std,known_free_observation_ratio_final_mean,known_free_observation_ratio_final_std,planning_time_ms_mean_mean,planning_time_ms_mean_std,path_length_mean,path_length_std,clearance_penalty_raw_mean_mean,clearance_penalty_raw_mean_std,near_obstacle_step_ratio_mean,near_obstacle_step_ratio_std,min_clearance_cells_mean_mean,min_clearance_cells_mean_std,path_invalidations_per_episode_mean,path_invalidations_per_episode_std
ALL,single_usv_infosampled,static,ucb,no_alpha,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,70.85,57.02567404248721,226.0,0.0,0.3444444444444444,0.2916534388534819,1.0333333333333334,0.8749603165604459,0.3688824814331685,0.06540776275719777,48.20422446717764,6.559627939516823,239.53333333333333,2.513076909996101,0.010908155113077678,0.01825942161856889,0.010908155113077678,0.01825942161856889,9.630196656833824,5.308382564555898,0.0,0.0
open_water,single_usv_infosampled,static,ucb,no_alpha,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,70.875,46.52536270680756,226.0,0.0,0.4,0.2905932629027116,1.2,0.8717797887081347,0.34343501326259945,0.050154438069803645,44.90945504339221,2.117465614485704,238.6,4.199999999999999,0.002620298672566372,4.8396017699115084e-05,0.002620298672566372,4.8396017699115084e-05,16.413506637168144,1.2853050090260068,0.0,0.0
harbor_cove,single_usv_infosampled,static,ucb,no_alpha,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,82.66666666666667,80.06178169944064,,,0.3333333333333333,0.2981423969999719,1.0,0.8944271909999159,0.4340186403508772,0.045514796486689484,53.56391397955436,6.806788277647023,240.0,0.0,0.0030208333333333337,0.00125,0.0030208333333333337,0.00125,8.541666666666666,1.7890591490749792,0.0,0.0
peninsula_passage,single_usv_infosampled,static,ucb,no_alpha,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,59.0,35.548089493904826,,,0.3,0.27688746209726917,0.9,0.8306623862918076,0.329193790686029,0.042213468482415355,46.13930437858636,5.867235859599188,240.0,0.0,0.02708333333333333,0.02461950023186228,0.02708333333333333,0.02461950023186228,3.9354166666666663,0.2352100863530776,0.0,0.0
ALL,single_usv_infosampled,static,anomaly_upper_tail,no_alpha,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,73.92,58.44718641645635,226.0,14.0,0.4444444444444444,0.27666443551086073,1.3333333333333333,0.8299933065325821,0.380345438793457,0.06895369854133254,44.117819148369136,4.757495855262063,239.06666666666666,5.026153819992202,0.008396881551362681,0.014904226578726485,0.008396881551362681,0.014904226578726485,9.410914570230608,4.984617524097942,0.0,0.0
open_water,single_usv_infosampled,static,anomaly_upper_tail,no_alpha,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,64.5,42.746344872983,,,0.4,0.24944382578492943,1.2,0.7483314773547883,0.3612732095490716,0.030275544929974745,45.28853281350687,4.064742312316349,240.0,0.0,0.002604166666666667,4.336808689942018e-19,0.002604166666666667,4.336808689942018e-19,15.53166666666667,1.934784118017649,0.0,0.0
harbor_cove,single_usv_infosampled,static,anomaly_upper_tail,no_alpha,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,94.66666666666667,71.65348716023682,212.0,0.0,0.5,0.268741924943285,1.5,0.806225774829855,0.45830592105263157,0.039968656339478485,45.879704430122324,3.6079625170501926,237.2,8.399999999999999,0.002638561320754717,0.00010318396226415104,0.002638561320754717,0.00010318396226415104,8.782327044025157,1.6384269526856592,0.0,0.0
peninsula_passage,single_usv_infosampled,static,anomaly_upper_tail,no_alpha,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,60.0,48.0130190677487,240.0,0.0,0.4333333333333333,0.3,1.3,0.9,0.321457185778668,0.042898979610584816,41.18522020147823,5.028601200476003,240.0,0.0,0.019947916666666666,0.0215929861981012,0.019947916666666666,0.0215929861981012,3.9187500000000006,0.29799824058019014,0.0,0.0
