map_kind,system_name,target_motion_mode,clue_acquisition_mode,planner_adaptation_mode,policy_name,path_safety_mode,anomaly_top_band_selection_ratio_pre_first_detection_mean,anomaly_top_band_selection_ratio_pre_first_detection_std,unfound_target_neighborhood_anomaly_mass_ratio_pre_first_detection_mean,unfound_target_neighborhood_anomaly_mass_ratio_pre_first_detection_std
ALL,single_usv_infosampled,static,ucb,no_alpha,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,0.3889118291430134,0.1954765786597128,0.02611681561821026,0.00510888251337398
open_water,single_usv_infosampled,static,ucb,no_alpha,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,0.37960556448523813,0.19717477061761896,0.0234772998940094,0.0028437105635077385
harbor_cove,single_usv_infosampled,static,ucb,no_alpha,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,0.33104192068007854,0.16730544050321508,0.02858008878567842,0.004726245401975119
peninsula_passage,single_usv_infosampled,static,ucb,no_alpha,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,0.4560880022637238,0.19953973719763818,0.02629305817494294,0.005900181085611098
ALL,single_usv_infosampled,static,anomaly_upper_tail,no_alpha,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,0.39491933150476405,0.20498736038920437,0.026534693672021135,0.005088027903764044
open_water,single_usv_infosampled,static,anomaly_upper_tail,no_alpha,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,0.4005385782171496,0.18112424044453104,0.02310703547304078,0.002505515677097356
harbor_cove,single_usv_infosampled,static,anomaly_upper_tail,no_alpha,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,0.28319466118693104,0.1712812287401524,0.030149310989254347,0.003974560802309846
peninsula_passage,single_usv_infosampled,static,anomaly_upper_tail,no_alpha,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,0.5010247551102118,0.20035934006909015,0.026347734553768282,0.005544374507374911
