episode_seed,map_kind,system_name,target_motion_mode,clue_acquisition_mode,planner_adaptation_mode,policy_name,path_safety_mode,safe_nav_lambda_clearance,time_to_first_detection,time_to_all_found,detection_rate,found_count,known_free_observation_ratio_final,planning_time_ms_mean,path_length,clearance_penalty_raw_mean,near_obstacle_step_ratio,min_clearance_cells_mean,path_invalidations_per_episode,anomaly_top_band_selection_ratio_pre_first_detection,unfound_target_neighborhood_anomaly_mass_ratio_pre_first_detection
0,open_water,single_usv_infosampled,static,ucb,no_alpha,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,49,,0.3333333333333333,1,0.30282935455349247,45.07316499998524,240,0.0026041666666666665,0.0026041666666666665,16.266666666666666,0,0.24489795918367346,0.021756815582512804
1,open_water,single_usv_infosampled,static,ucb,no_alpha,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,116,,0.6666666666666666,2,0.46441202475685234,48.09637027026199,240,0.0026041666666666665,0.0026041666666666665,13.475,0,0.5431034482758621,0.025792897351770053
2,open_water,single_usv_infosampled,static,ucb,no_alpha,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,,,0.0,0,0.3249336870026525,46.61435526316525,240,0.0026041666666666665,0.0026041666666666665,18.15,0,0.26666666666666666,0.020497072760090124
3,open_water,single_usv_infosampled,static,ucb,no_alpha,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,5,,0.3333333333333333,1,0.3249336870026525,44.14711999993415,240,0.0026041666666666665,0.0026041666666666665,16.666666666666668,0,0.0,0.02518044046044339
4,open_water,single_usv_infosampled,static,ucb,no_alpha,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,26,,0.3333333333333333,1,0.3353227232537577,46.69081025645611,240,0.0026041666666666665,0.0026041666666666665,15.025,0,0.6923076923076923,0.02175042004632963
5,open_water,single_usv_infosampled,static,ucb,no_alpha,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,,,0.0,0,0.29244031830238726,43.81027368426179,240,0.0026041666666666665,0.0026041666666666665,17.5375,0,0.4875,0.01886544829955495
6,open_water,single_usv_infosampled,static,ucb,no_alpha,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,98,,0.3333333333333333,1,0.3092396109637489,42.66347435907683,240,0.0026041666666666665,0.0026041666666666665,17.4875,0,0.4387755102040816,0.027736628038389357
7,open_water,single_usv_infosampled,static,ucb,no_alpha,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,76,226,1.0,3,0.3132183908045977,40.808150000023154,226,0.0027654867256637168,0.0027654867256637168,16.672566371681416,0,0.42105263157894735,0.025197327361864863
8,open_water,single_usv_infosampled,static,ucb,no_alpha,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,43,,0.6666666666666666,2,0.39412024756852343,44.18511538458402,240,0.0026041666666666665,0.0026041666666666665,15.995833333333334,0,0.16279069767441862,0.02672455977205067
9,open_water,single_usv_infosampled,static,ucb,no_alpha,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,154,,0.3333333333333333,1,0.3729000884173298,47.00571621617348,240,0.0026041666666666665,0.0026041666666666665,16.858333333333334,0,0.538961038961039,0.02127138926708816
