motion,mode,clue,n,success_all_found_mean,success_all_found_std,found_count_mean,found_count_std,detection_rate_mean,detection_rate_std,time_to_first_detection_mean,time_to_first_detection_std,time_to_first_detection_valid_n,time_to_all_found_mean,time_to_all_found_std,time_to_all_found_valid_n,known_free_observation_ratio_final_mean,known_free_observation_ratio_final_std,planning_time_ms_mean_mean,planning_time_ms_mean_std,path_length_mean,path_length_std,replan_count_mean,replan_count_std,switch_count_mean,switch_count_std,clearance_penalty_raw_mean_mean,clearance_penalty_raw_mean_std,near_obstacle_step_ratio_mean,near_obstacle_step_ratio_std,min_clearance_cells_mean_mean,min_clearance_cells_mean_std,path_invalidations_per_episode_mean,path_invalidations_per_episode_std,search_info_gain_mean_mean,search_info_gain_mean_std,recency_bias_mean_mean,recency_bias_mean_std,candidate_pool_size_mean_mean,candidate_pool_size_mean_std,selected_viewpoint_rank_mean_mean,selected_viewpoint_rank_mean_std,alpha_focus_curve_mean_mean,alpha_focus_curve_mean_std,kappa_commit_curve_mean_mean,kappa_commit_curve_mean_std
static,no_alpha_kappa,ucb,30,0.03333333333333333,0.17950549357115014,1.0333333333333334,0.7951240294584375,0.3444444444444444,0.2650413431528125,62.68181818181818,57.615012535115255,22,195.0,0.0,1,0.3591293384459086,0.06908067181756407,46.179327160924394,5.166207704262316,238.5,8.077747210701755,49.2,1.9390719429665315,37.03333333333333,3.351450763806955,0.008619569088319089,0.01580178961030251,0.008619569088319089,0.01580178961030251,10.086260683760683,5.3773768041094385,0.0,0.0,43.92978780116319,6.789103505432008,2.6198466570377517,0.4536683686818541,22.570574363078563,0.46290063013599464,2.792117044253599,0.2643670041672388,0.0,0.0,0.0,0.0
static,no_alpha_kappa,anomaly_upper_tail,30,0.16666666666666666,0.37267799624996495,1.3666666666666667,0.9122621455602672,0.45555555555555555,0.30408738185342243,75.1923076923077,65.76240405415733,26,226.4,13.169662106523463,5,0.37552788041342733,0.07052977042091269,43.32904408926255,4.911475735426881,237.73333333333332,7.388880534665286,48.766666666666666,1.961008810677697,37.96666666666667,3.4879156462786707,0.003813269478459972,0.002833492463931141,0.003813269478459972,0.002833492463931141,9.496714187465477,4.608621042539949,0.0,0.0,46.23220968358768,6.986253535239097,2.5941088906700425,0.27938525668386605,22.808046170311453,0.5258486778803898,2.8595504354884054,0.34624413460695297,0.0,0.0,0.0,0.0
random_walk,adaptive,ALL,60,0.08333333333333333,0.2763853991962833,1.3666666666666667,0.8158158833680278,0.45555555555555555,0.2719386277893426,82.34615384615384,64.12304416432059,52,170.8,37.27948497498323,5,0.44004287643898177,0.05568018533290913,52.1266045685687,7.925209590020716,234.23333333333332,21.945665226240518,35.666666666666664,3.6590830666833583,22.266666666666666,4.545571715661543,0.007545495268042005,0.014288568324103638,0.007545495268042005,0.014288568324103638,8.81627717521315,4.191091558007955,0.0,0.0,54.12687922647817,5.611081736900738,1.7867929076474949,0.5422665842296768,22.85557515953572,0.4803965112353479,2.8199191452744805,0.3876782982801258,0.3215318523985674,0.0321515352208476,0.47217605308837796,0.04778222055514464
random_walk,adaptive,ucb,30,0.13333333333333333,0.339934634239519,1.5666666666666667,0.8439325934114775,0.5222222222222223,0.2813108644704925,79.48148148148148,64.43392847363843,27,176.5,39.68311983702894,4,0.4292926028525003,0.05929030135461317,52.02513253675781,8.690786018059216,231.53333333333333,25.9983760176584,35.166666666666664,4.274601995767819,21.666666666666668,4.664285106589814,0.004359946992540468,0.007852116029605791,0.004359946992540468,0.007852116029605791,8.890039335411286,4.22683897225694,0.0,0.0,53.486325465342524,5.672982356556347,1.8939271942995834,0.5287722654489233,22.795612692308556,0.49533518097288765,2.829757247227575,0.4287266041427607,0.3239903734563939,0.03291144528767276,0.47833012102271477,0.045555704412501015
random_walk,adaptive,anomaly_upper_tail,30,0.03333333333333333,0.17950549357115014,1.1666666666666667,0.7340905181848414,0.3888888888888889,0.2446968393949471,85.44,63.640917655231846,25,148.0,0.0,1,0.4507931500254632,0.04953876742839866,52.228076600379595,7.075841952258362,236.93333333333334,16.514505408545812,36.166666666666664,2.8294090470548006,22.866666666666667,4.341530708043983,0.010731043543543543,0.018065857514429306,0.010731043543543543,0.018065857514429306,8.742515015015016,4.1537269391796565,0.0,0.0,54.767432987613795,5.474041418984002,1.6796586209954059,0.5343692330995039,22.915537626762895,0.45718013906206084,2.810081043321385,0.34145109212724145,0.3190733313407409,0.03117997035931525,0.46602198515404114,0.049144825704858744
random_walk,no_alpha,ALL,60,0.08333333333333333,0.2763853991962833,1.3166666666666667,0.8060534859562498,0.4388888888888889,0.26868449531874994,84.42307692307692,63.694688268406395,52,167.2,45.05285784498027,5,0.43311512901468247,0.06012132210817015,52.845822409704695,9.152939140832562,233.93333333333334,23.958204347478873,35.75,3.832427429188973,22.333333333333332,5.159672685570493,0.006663896149302701,0.012542897936741716,0.006663896149302701,0.012542897936741716,8.940333702852108,4.198406210120454,0.0,0.0,53.26196167150263,5.163864087286192,1.9850919307828607,0.47461108036218813,22.890263082976897,0.42234462545637647,2.8374059020247104,0.3418403379086427,0.0,0.0,0.47217711883717517,0.05433935603401588
random_walk,no_alpha,ucb,30,0.13333333333333333,0.339934634239519,1.3666666666666667,0.9480975102218595,0.45555555555555555,0.3160325034072865,73.29166666666667,58.480394981756255,24,157.25,45.190568706313044,4,0.419170271682323,0.06617591114765572,53.06070938945082,9.197074437425515,228.96666666666667,32.61235280619225,34.833333333333336,4.967114073808072,21.366666666666667,5.075978285567774,0.004668120398444373,0.008502669394978912,0.004668120398444373,0.008502669394978912,8.969179885575391,4.042268347203492,0.0,0.0,52.858604480950106,5.7380175039353505,2.0476430016257883,0.5134586943929449,22.888668721443487,0.4631363161577449,2.8020009370976866,0.3853686130861298,0.0,0.0,0.47875433793940503,0.0510204059373315
random_walk,no_alpha,anomaly_upper_tail,30,0.03333333333333333,0.17950549357115014,1.2666666666666666,0.6289320754704403,0.4222222222222222,0.2096440251568134,93.96428571428571,66.37635236333212,28,207.0,0.0,1,0.4470599863470419,0.049608239595923524,52.63093542995856,9.103519033642689,238.9,5.923681287847955,36.666666666666664,1.7384539747207064,23.3,5.060632371551998,0.00865967190016103,0.015309701132527045,0.00865967190016103,0.015309701132527045,8.911487520128825,4.34875060391342,0.0,0.0,53.66531886205516,4.481154505495073,1.9225408599399334,0.42313857237343105,22.891857444510308,0.37715995808437663,2.872810866951734,0.28756502257419153,0.0,0.0,0.46559989973494537,0.05670916843099985
random_walk,no_kappa,ALL,60,0.016666666666666666,0.12801909579781012,1.2833333333333334,0.7547994582816169,0.42777777777777776,0.2515998194272056,79.56,64.82103362335408,50,128.0,0.0,1,0.45138733710082396,0.0460031118679568,52.03451034631109,8.431432869742341,238.13333333333333,14.338138729354736,48.45,3.0244834269673224,35.56666666666667,4.075809394736488,0.0040455005787037035,0.00726653898892227,0.0040455005787037035,0.00726653898892227,8.841675347222223,3.729006320860806,0.0,0.0,55.33015803614647,4.994670565675144,1.9319912572449696,0.4147134634174403,22.759414097690357,0.41727063541425236,2.596119614512472,0.2752951594545502,0.29787710091665454,0.03014530689268003,0.0,0.0
random_walk,no_kappa,ucb,30,0.03333333333333333,0.17950549357115014,1.3,0.7810249675906654,0.43333333333333335,0.2603416558635551,81.6,65.80395124914612,25,128.0,0.0,1,0.45232046005306764,0.04692378082277516,53.330016949669364,9.074837469818277,236.26666666666668,20.104615279968815,48.06666666666667,4.178782385123951,35.06666666666667,4.434210439550904,0.002680121527777778,0.00040902944498634475,0.002680121527777778,0.00040902944498634475,8.933211805555555,3.488595049946896,0.0,0.0,56.003036925057316,5.024711121653047,1.9218307474129608,0.4227687492591387,22.700132183642687,0.4601562327112998,2.5805700947045485,0.29077175980249503,0.29094484961364137,0.03049146167800895,0.0,0.0
random_walk,no_kappa,anomaly_upper_tail,30,0.0,0.0,1.2666666666666666,0.7272474743090477,0.4222222222222222,0.24241582476968254,77.52,63.757741490739775,25,,,0,0.4504542141485803,0.045044311066766755,50.73900374295282,7.514570556700867,240.0,0.0,48.833333333333336,0.7340905181848414,36.06666666666667,3.6141696449146132,0.00541087962962963,0.01008510549090957,0.00541087962962963,0.01008510549090957,8.75013888888889,3.952710843600539,0.0,0.0,54.657279147235634,4.87239307372627,1.9421517670769783,0.4062445399130282,22.81869601173803,0.3598014969238749,2.611669134320395,0.25795941193734057,0.30480935221966765,0.028136055227945166,0.0,0.0
random_walk,no_alpha_kappa,ALL,60,0.08333333333333333,0.2763853991962833,1.4166666666666667,0.8424501304066742,0.4722222222222222,0.28081671013555803,75.56862745098039,60.17792406834032,51,168.4,36.761936836896936,5,0.4222242426549433,0.05585522162890474,50.0322697232541,7.398878652397426,234.03333333333333,22.455115724979514,47.61666666666667,4.633543160716454,34.516666666666666,4.974909267737676,0.005873007986978576,0.011746711539694537,0.005873007986978576,0.011746711539694537,8.952503128936952,4.023494071166958,0.0,0.0,52.92002094840804,5.024526910612278,2.1741284810481525,0.47506951858936874,22.831665897941924,0.43903119601999707,2.580990705990942,0.2735321981413029,0.0,0.0,0.0,0.0
random_walk,no_alpha_kappa,ucb,30,0.03333333333333333,0.17950549357115014,1.3333333333333333,0.8692269873603532,0.4444444444444444,0.2897423291201177,64.1304347826087,46.36462702256321,23,185.0,0.0,1,0.43141808999195347,0.04739718450562135,50.13668701553653,7.457838479750099,238.16666666666666,9.872802146413257,48.56666666666667,2.2903177848402514,34.833333333333336,4.2354325503883175,0.007213307057057057,0.01392316965949636,0.007213307057057057,0.01392316965949636,8.967882882882883,3.70258595391444,0.0,0.0,53.11081799931538,5.016835404245248,2.1969808170000182,0.41675066196066884,22.81487606484035,0.43540433455376776,2.5542765232219016,0.22568448649575815,0.0,0.0,0.0,0.0
random_walk,no_alpha_kappa,anomaly_upper_tail,30,0.13333333333333333,0.339934634239519,1.5,0.8062257748298549,0.5,0.26874192494328497,84.96428571428571,68.07741504181479,28,164.25,40.03982392568679,4,0.41303039531793306,0.0618390233562572,49.92785243097167,7.337959518415745,229.9,29.611202834963212,46.666666666666664,5.9907335852038095,34.2,5.6,0.004532708916900093,0.008861320862713367,0.004532708916900093,0.008861320862713367,8.937123374991021,4.320577885149619,0.0,0.0,52.7292238975007,5.024967347990976,2.1512761450962876,0.525981484677835,22.848455731043494,0.4419910073950958,2.607704888759983,0.31189572660287684,0.0,0.0,0.0,0.0
