step,step_targets_called,target_motion_mode,target_positions_before_step_targets,target_positions_after_step_targets,target_positions_static_after_step_targets,predict_intensity_called,joint_assignment_called,assignment_count,assignment_mode,apply_assignment_called,resolve_conflict_called,conflict_type,conflict_penalty,wait_applied_map,execute_next_step_called_count,local_update_called_count,local_before,local_after,exec_results,last_seen_refreshed,staleness_rebuilt,apply_known_occupancy_constraints_called,remaining_target_mass_before,detect_targets_called,detected_by_usv,detection_masks_by_usv,team_detected_mask,update_found_mask_called,new_found_indices,team_detected_count,team_miss_update_called,hit_update_called,team_gp_update_called,team_search_info_update_called,team_trace_row_written,local_trace_rows_written,found_count_after,found_mask_after,find_times_after,remaining_intensity_mass_after,peak_intensity_ratio_after,known_free_observation_ratio_after,planning_time_ms,step_elapsed_ms,gp_n_obs,gp_x_obs_len,gp_y_obs_len,gp_count_consistent,search_info_shape,search_info_expected_shape,search_info_has_nan,search_info_free_valid_count,search_info_map_peak,search_info_map_mean,search_info_shape_ok,search_info_valid
15,True,static,"[[23, 21]]","[[23, 21]]",True,True,True,2,coordinated,True,True,,0.0,"{""0"": false, ""1"": false}",2,2,"{""0"": {""commit_remaining"": 4, ""committed_segment"": [[18, 9], [18, 10], [18, 11], [18, 12], [18, 13], [18, 14], [18, 15], [18, 16], [18, 17]], ""robot_pos"": [18, 9]}, ""1"": {""commit_remaining"": 4, ""committed_segment"": [[35, 16], [35, 17], [35, 18], [35, 19], [35, 20], [35, 21], [35, 22], [35, 23], [35, 24]], ""robot_pos"": [35, 16]}}","{""0"": {""commit_remaining"": 3, ""committed_segment"": [[18, 10], [18, 11], [18, 12], [18, 13], [18, 14], [18, 15], [18, 16], [18, 17]], ""robot_pos"": [18, 10]}, ""1"": {""commit_remaining"": 3, ""committed_segment"": [[35, 17], [35, 18], [35, 19], [35, 20], [35, 21], [35, 22], [35, 23], [35, 24]], ""robot_pos"": [35, 17]}}","{""0"": {""exec_collision"": false, ""exec_collision_cell"": null, ""exec_move_success"": true, ""exec_new_robot_pos"": [18, 10], ""exec_result_present"": true}, ""1"": {""exec_collision"": false, ""exec_collision_cell"": null, ""exec_move_success"": true, ""exec_new_robot_pos"": [35, 17], ""exec_result_present"": true}}",True,True,True,1.0,True,"{""0"": 0, ""1"": 0}","{""0"": [false], ""1"": [false]}",[false],True,[],0,True,False,True,True,True,2,0,[false],[null],0.9999999999999998,1.0578335962627008,0.06425252363403301,173.93239999364596,273.9870000004885,400,400,400,True,"[81, 81]","[81, 81]",False,6241,1.0,0.907517587220546,True,True
16,True,static,"[[23, 21]]","[[23, 21]]",True,True,True,2,coordinated,True,True,,0.0,"{""0"": false, ""1"": false}",2,2,"{""0"": {""commit_remaining"": 4, ""committed_segment"": [[18, 10], [18, 11], [18, 12], [18, 13], [18, 14], [18, 15], [18, 16], [18, 17], [18, 18]], ""robot_pos"": [18, 10]}, ""1"": {""commit_remaining"": 4, ""committed_segment"": [[35, 17], [35, 18], [35, 19], [35, 20], [35, 21], [35, 22], [35, 23], [35, 24], [35, 25]], ""robot_pos"": [35, 17]}}","{""0"": {""commit_remaining"": 3, ""committed_segment"": [[18, 11], [18, 12], [18, 13], [18, 14], [18, 15], [18, 16], [18, 17], [18, 18]], ""robot_pos"": [18, 11]}, ""1"": {""commit_remaining"": 3, ""committed_segment"": [[35, 18], [35, 19], [35, 20], [35, 21], [35, 22], [35, 23], [35, 24], [35, 25]], ""robot_pos"": [35, 18]}}","{""0"": {""exec_collision"": false, ""exec_collision_cell"": null, ""exec_move_success"": true, ""exec_new_robot_pos"": [18, 11], ""exec_result_present"": true}, ""1"": {""exec_collision"": false, ""exec_collision_cell"": null, ""exec_move_success"": true, ""exec_new_robot_pos"": [35, 18], ""exec_result_present"": true}}",True,True,True,1.0,True,"{""0"": 0, ""1"": 0}","{""0"": [false], ""1"": [false]}",[false],True,[],0,True,False,True,True,True,2,0,[false],[null],1.0000000000000002,1.0613156700023583,0.06777759974363083,177.76270000467775,278.0875000025844,400,400,400,True,"[81, 81]","[81, 81]",False,6241,1.0,0.8675943258208946,True,True
17,True,static,"[[23, 21]]","[[23, 21]]",True,True,True,2,coordinated,True,True,,0.0,"{""0"": false, ""1"": false}",2,2,"{""0"": {""commit_remaining"": 4, ""committed_segment"": [[18, 11], [18, 12], [18, 13], [18, 14], [18, 15], [18, 16], [18, 17], [18, 18], [18, 19]], ""robot_pos"": [18, 11]}, ""1"": {""commit_remaining"": 4, ""committed_segment"": [[35, 18], [35, 19], [35, 20], [35, 21], [35, 22], [35, 23], [35, 24], [35, 25], [35, 26]], ""robot_pos"": [35, 18]}}","{""0"": {""commit_remaining"": 3, ""committed_segment"": [[18, 12], [18, 13], [18, 14], [18, 15], [18, 16], [18, 17], [18, 18], [18, 19]], ""robot_pos"": [18, 12]}, ""1"": {""commit_remaining"": 3, ""committed_segment"": [[35, 19], [35, 20], [35, 21], [35, 22], [35, 23], [35, 24], [35, 25], [35, 26]], ""robot_pos"": [35, 19]}}","{""0"": {""exec_collision"": false, ""exec_collision_cell"": null, ""exec_move_success"": true, ""exec_new_robot_pos"": [18, 12], ""exec_result_present"": true}, ""1"": {""exec_collision"": false, ""exec_collision_cell"": null, ""exec_move_success"": true, ""exec_new_robot_pos"": [35, 19], ""exec_result_present"": true}}",True,True,True,1.0,True,"{""0"": 0, ""1"": 0}","{""0"": [false], ""1"": [false]}",[false],True,[],0,True,False,True,True,True,2,0,[false],[null],1.0000000000000002,1.0648209156820998,0.07130267585322865,133.78490000468446,233.86300000129268,400,400,400,True,"[81, 81]","[81, 81]",False,6241,1.0,0.8492898948186299,True,True
18,True,static,"[[23, 21]]","[[23, 21]]",True,True,True,2,coordinated,True,True,,0.0,"{""0"": false, ""1"": false}",2,2,"{""0"": {""commit_remaining"": 4, ""committed_segment"": [[18, 12], [18, 13], [18, 14], [18, 15], [18, 16], [18, 17], [18, 18], [18, 19], [18, 20]], ""robot_pos"": [18, 12]}, ""1"": {""commit_remaining"": 4, ""committed_segment"": [[35, 19], [35, 20], [35, 21], [35, 22], [35, 23], [35, 24], [35, 25], [35, 26], [35, 27]], ""robot_pos"": [35, 19]}}","{""0"": {""commit_remaining"": 3, ""committed_segment"": [[18, 13], [18, 14], [18, 15], [18, 16], [18, 17], [18, 18], [18, 19], [18, 20]], ""robot_pos"": [18, 13]}, ""1"": {""commit_remaining"": 3, ""committed_segment"": [[35, 20], [35, 21], [35, 22], [35, 23], [35, 24], [35, 25], [35, 26], [35, 27]], ""robot_pos"": [35, 20]}}","{""0"": {""exec_collision"": false, ""exec_collision_cell"": null, ""exec_move_success"": true, ""exec_new_robot_pos"": [18, 13], ""exec_result_present"": true}, ""1"": {""exec_collision"": false, ""exec_collision_cell"": null, ""exec_move_success"": true, ""exec_new_robot_pos"": [35, 20], ""exec_result_present"": true}}",True,True,True,1.0,True,"{""0"": 0, ""1"": 0}","{""0"": [false], ""1"": [false]}",[false],True,[],0,True,False,True,True,True,2,0,[false],[null],1.0000000000000002,1.068349391889719,0.07482775196282647,155.09999999630963,257.166800001869,400,400,400,True,"[81, 81]","[81, 81]",False,6241,1.0,0.8500045741362593,True,True
19,True,static,"[[23, 21]]","[[23, 21]]",True,True,True,2,coordinated,True,True,,0.0,"{""0"": false, ""1"": false}",2,2,"{""0"": {""commit_remaining"": 4, ""committed_segment"": [[18, 13], [18, 14], [18, 15], [18, 16], [18, 17], [18, 18], [18, 19], [18, 20], [18, 21]], ""robot_pos"": [18, 13]}, ""1"": {""commit_remaining"": 4, ""committed_segment"": [[35, 20], [35, 21], [35, 22], [35, 23], [35, 24], [35, 25], [35, 26], [35, 27], [35, 28]], ""robot_pos"": [35, 20]}}","{""0"": {""commit_remaining"": 3, ""committed_segment"": [[18, 14], [18, 15], [18, 16], [18, 17], [18, 18], [18, 19], [18, 20], [18, 21]], ""robot_pos"": [18, 14]}, ""1"": {""commit_remaining"": 3, ""committed_segment"": [[35, 21], [35, 22], [35, 23], [35, 24], [35, 25], [35, 26], [35, 27], [35, 28]], ""robot_pos"": [35, 21]}}","{""0"": {""exec_collision"": false, ""exec_collision_cell"": null, ""exec_move_success"": true, ""exec_new_robot_pos"": [18, 14], ""exec_result_present"": true}, ""1"": {""exec_collision"": false, ""exec_collision_cell"": null, ""exec_move_success"": true, ""exec_new_robot_pos"": [35, 21], ""exec_result_present"": true}}",True,True,True,1.0,True,"{""0"": 0, ""1"": 0}","{""0"": [false], ""1"": [false]}",[false],True,[],0,True,False,True,True,True,2,0,[false],[null],1.0000000000000002,1.071901330328641,0.07835282807242429,121.4137999995728,251.27300000167452,400,400,400,True,"[81, 81]","[81, 81]",False,6241,1.0,0.8153878249794323,True,True
20,True,static,"[[23, 21]]","[[23, 21]]",True,True,True,2,coordinated,True,True,,0.0,"{""0"": false, ""1"": false}",2,2,"{""0"": {""commit_remaining"": 4, ""committed_segment"": [[18, 14], [18, 15], [18, 16], [18, 17], [18, 18], [18, 19], [18, 20], [18, 21], [18, 22]], ""robot_pos"": [18, 14]}, ""1"": {""commit_remaining"": 4, ""committed_segment"": [[35, 21], [35, 22], [35, 23], [35, 24], [35, 25], [35, 26], [35, 27], [35, 28], [35, 29]], ""robot_pos"": [35, 21]}}","{""0"": {""commit_remaining"": 3, ""committed_segment"": [[18, 15], [18, 16], [18, 17], [18, 18], [18, 19], [18, 20], [18, 21], [18, 22]], ""robot_pos"": [18, 15]}, ""1"": {""commit_remaining"": 3, ""committed_segment"": [[35, 22], [35, 23], [35, 24], [35, 25], [35, 26], [35, 27], [35, 28], [35, 29]], ""robot_pos"": [35, 22]}}","{""0"": {""exec_collision"": false, ""exec_collision_cell"": null, ""exec_move_success"": true, ""exec_new_robot_pos"": [18, 15], ""exec_result_present"": true}, ""1"": {""exec_collision"": false, ""exec_collision_cell"": null, ""exec_move_success"": true, ""exec_new_robot_pos"": [35, 22], ""exec_result_present"": true}}",True,True,True,1.0,True,"{""0"": 0, ""1"": 0}","{""0"": [false], ""1"": [false]}",[false],True,[],0,True,False,True,True,True,2,0,[false],[null],0.9999999999999999,1.0754769657939474,0.08187790418202211,155.24439999717288,284.4131000019843,400,400,400,True,"[81, 81]","[81, 81]",False,6241,1.0,0.8387544621256193,True,True
21,True,static,"[[23, 21]]","[[23, 21]]",True,True,True,2,coordinated,True,True,,0.0,"{""0"": false, ""1"": false}",2,2,"{""0"": {""commit_remaining"": 4, ""committed_segment"": [[18, 15], [18, 16], [18, 17], [18, 18], [18, 19], [18, 20], [18, 21], [18, 22], [18, 23]], ""robot_pos"": [18, 15]}, ""1"": {""commit_remaining"": 4, ""committed_segment"": [[35, 22], [35, 23], [35, 24], [35, 25], [35, 26], [35, 27], [35, 28], [35, 29], [35, 30]], ""robot_pos"": [35, 22]}}","{""0"": {""commit_remaining"": 3, ""committed_segment"": [[18, 16], [18, 17], [18, 18], [18, 19], [18, 20], [18, 21], [18, 22], [18, 23]], ""robot_pos"": [18, 16]}, ""1"": {""commit_remaining"": 3, ""committed_segment"": [[35, 23], [35, 24], [35, 25], [35, 26], [35, 27], [35, 28], [35, 29], [35, 30]], ""robot_pos"": [35, 23]}}","{""0"": {""exec_collision"": false, ""exec_collision_cell"": null, ""exec_move_success"": true, ""exec_new_robot_pos"": [18, 16], ""exec_result_present"": true}, ""1"": {""exec_collision"": false, ""exec_collision_cell"": null, ""exec_move_success"": true, ""exec_new_robot_pos"": [35, 23], ""exec_result_present"": true}}",True,True,True,1.0,True,"{""0"": 0, ""1"": 0}","{""0"": [false], ""1"": [false]}",[false],True,[],0,True,False,True,True,True,2,0,[false],[null],0.9999999999999998,1.0790765362241093,0.08540298029161993,156.14820000337204,257.6095999975223,400,400,400,True,"[81, 81]","[81, 81]",False,6241,1.0,0.8696941233089843,True,True
22,True,static,"[[23, 21]]","[[23, 21]]",True,True,True,2,coordinated,True,True,,0.0,"{""0"": false, ""1"": false}",2,2,"{""0"": {""commit_remaining"": 4, ""committed_segment"": [[18, 16], [18, 17], [18, 18], [18, 19], [18, 20], [18, 21], [18, 22], [18, 23], [18, 24]], ""robot_pos"": [18, 16]}, ""1"": {""commit_remaining"": 4, ""committed_segment"": [[35, 23], [35, 24], [35, 25], [35, 26], [35, 27], [35, 28], [35, 29], [35, 30], [35, 31]], ""robot_pos"": [35, 23]}}","{""0"": {""commit_remaining"": 3, ""committed_segment"": [[18, 17], [18, 18], [18, 19], [18, 20], [18, 21], [18, 22], [18, 23], [18, 24]], ""robot_pos"": [18, 17]}, ""1"": {""commit_remaining"": 3, ""committed_segment"": [[35, 24], [35, 25], [35, 26], [35, 27], [35, 28], [35, 29], [35, 30], [35, 31]], ""robot_pos"": [35, 24]}}","{""0"": {""exec_collision"": false, ""exec_collision_cell"": null, ""exec_move_success"": true, ""exec_new_robot_pos"": [18, 17], ""exec_result_present"": true}, ""1"": {""exec_collision"": false, ""exec_collision_cell"": null, ""exec_move_success"": true, ""exec_new_robot_pos"": [35, 24], ""exec_result_present"": true}}",True,True,True,1.0,True,"{""0"": 0, ""1"": 0}","{""0"": [false], ""1"": [false]}",[false],True,[],0,True,False,True,True,True,2,0,[false],[null],0.9999999999999999,1.0827002827537724,0.08892805640121776,131.38610000169137,232.51710000477033,400,400,400,True,"[81, 81]","[81, 81]",False,6241,1.0,0.8834908396237776,True,True
23,True,static,"[[23, 21]]","[[23, 21]]",True,True,True,2,coordinated,True,True,,0.0,"{""0"": false, ""1"": false}",2,2,"{""0"": {""commit_remaining"": 4, ""committed_segment"": [[18, 17], [18, 18], [18, 19], [18, 20], [18, 21], [18, 22], [18, 23], [18, 24], [18, 25]], ""robot_pos"": [18, 17]}, ""1"": {""commit_remaining"": 4, ""committed_segment"": [[35, 24], [35, 25], [35, 26], [35, 27], [35, 28], [35, 29], [35, 30], [35, 31], [35, 32]], ""robot_pos"": [35, 24]}}","{""0"": {""commit_remaining"": 3, ""committed_segment"": [[18, 18], [18, 19], [18, 20], [18, 21], [18, 22], [18, 23], [18, 24], [18, 25]], ""robot_pos"": [18, 18]}, ""1"": {""commit_remaining"": 3, ""committed_segment"": [[35, 25], [35, 26], [35, 27], [35, 28], [35, 29], [35, 30], [35, 31], [35, 32]], ""robot_pos"": [35, 25]}}","{""0"": {""exec_collision"": false, ""exec_collision_cell"": null, ""exec_move_success"": true, ""exec_new_robot_pos"": [18, 18], ""exec_result_present"": true}, ""1"": {""exec_collision"": false, ""exec_collision_cell"": null, ""exec_move_success"": true, ""exec_new_robot_pos"": [35, 25], ""exec_result_present"": true}}",True,True,True,1.0,True,"{""0"": 0, ""1"": 0}","{""0"": [false], ""1"": [false]}",[false],True,[],0,True,False,True,True,True,2,0,[false],[null],1.0,1.0863484497676026,0.09245313251081558,153.7599000002956,254.3630000000121,400,400,400,True,"[81, 81]","[81, 81]",False,6241,1.0,0.834676076901448,True,True
24,True,static,"[[23, 21]]","[[23, 21]]",True,True,True,2,coordinated,True,True,,0.0,"{""0"": false, ""1"": false}",2,2,"{""0"": {""commit_remaining"": 4, ""committed_segment"": [[18, 18], [18, 19], [18, 20], [18, 21], [18, 22], [18, 23], [18, 24], [18, 25], [18, 26]], ""robot_pos"": [18, 18]}, ""1"": {""commit_remaining"": 4, ""committed_segment"": [[35, 25], [35, 26], [35, 27], [35, 28], [35, 29], [35, 30], [35, 31], [35, 32], [35, 33]], ""robot_pos"": [35, 25]}}","{""0"": {""commit_remaining"": 3, ""committed_segment"": [[18, 19], [18, 20], [18, 21], [18, 22], [18, 23], [18, 24], [18, 25], [18, 26]], ""robot_pos"": [18, 19]}, ""1"": {""commit_remaining"": 3, ""committed_segment"": [[35, 26], [35, 27], [35, 28], [35, 29], [35, 30], [35, 31], [35, 32], [35, 33]], ""robot_pos"": [35, 26]}}","{""0"": {""exec_collision"": false, ""exec_collision_cell"": null, ""exec_move_success"": true, ""exec_new_robot_pos"": [18, 19], ""exec_result_present"": true}, ""1"": {""exec_collision"": false, ""exec_collision_cell"": null, ""exec_move_success"": true, ""exec_new_robot_pos"": [35, 26], ""exec_result_present"": true}}",True,True,True,1.0,True,"{""0"": 0, ""1"": 0}","{""0"": [false], ""1"": [false]}",[false],True,[],0,True,False,True,True,True,2,0,[false],[null],0.9999999999999999,1.090021284955224,0.0959782086204134,115.18820000492269,227.48219999630237,400,400,400,True,"[81, 81]","[81, 81]",False,6241,1.0,0.819148998323785,True,True
25,True,static,"[[23, 21]]","[[23, 21]]",True,True,True,2,coordinated,True,True,,0.0,"{""0"": false, ""1"": false}",2,2,"{""0"": {""commit_remaining"": 4, ""committed_segment"": [[18, 19], [18, 20], [18, 21], [18, 22], [18, 23], [18, 24], [18, 25], [18, 26], [18, 27]], ""robot_pos"": [18, 19]}, ""1"": {""commit_remaining"": 4, ""committed_segment"": [[35, 26], [35, 27], [35, 28], [35, 29], [35, 30], [35, 31], [35, 32], [35, 33], [35, 34]], ""robot_pos"": [35, 26]}}","{""0"": {""commit_remaining"": 3, ""committed_segment"": [[18, 20], [18, 21], [18, 22], [18, 23], [18, 24], [18, 25], [18, 26], [18, 27]], ""robot_pos"": [18, 20]}, ""1"": {""commit_remaining"": 3, ""committed_segment"": [[35, 27], [35, 28], [35, 29], [35, 30], [35, 31], [35, 32], [35, 33], [35, 34]], ""robot_pos"": [35, 27]}}","{""0"": {""exec_collision"": false, ""exec_collision_cell"": null, ""exec_move_success"": true, ""exec_new_robot_pos"": [18, 20], ""exec_result_present"": true}, ""1"": {""exec_collision"": false, ""exec_collision_cell"": null, ""exec_move_success"": true, ""exec_new_robot_pos"": [35, 27], ""exec_result_present"": true}}",True,True,True,1.0,True,"{""0"": 0, ""1"": 0}","{""0"": [false], ""1"": [false]}",[false],True,[],0,True,False,True,True,True,2,0,[false],[null],0.9999999999999998,1.0937190393672818,0.09950328473001122,155.9138000011444,256.3268999947468,400,400,400,True,"[81, 81]","[81, 81]",False,6241,1.0,0.8146276868555666,True,True
26,True,static,"[[23, 21]]","[[23, 21]]",True,True,True,2,coordinated,True,True,,0.0,"{""0"": false, ""1"": false}",2,2,"{""0"": {""commit_remaining"": 4, ""committed_segment"": [[18, 20], [18, 21], [18, 22], [18, 23], [18, 24], [18, 25], [18, 26], [18, 27], [18, 28]], ""robot_pos"": [18, 20]}, ""1"": {""commit_remaining"": 4, ""committed_segment"": [[35, 27], [35, 28], [35, 29], [35, 30], [35, 31], [35, 32], [35, 33], [35, 34], [35, 35]], ""robot_pos"": [35, 27]}}","{""0"": {""commit_remaining"": 3, ""committed_segment"": [[18, 21], [18, 22], [18, 23], [18, 24], [18, 25], [18, 26], [18, 27], [18, 28]], ""robot_pos"": [18, 21]}, ""1"": {""commit_remaining"": 3, ""committed_segment"": [[35, 28], [35, 29], [35, 30], [35, 31], [35, 32], [35, 33], [35, 34], [35, 35]], ""robot_pos"": [35, 28]}}","{""0"": {""exec_collision"": false, ""exec_collision_cell"": null, ""exec_move_success"": true, ""exec_new_robot_pos"": [18, 21], ""exec_result_present"": true}, ""1"": {""exec_collision"": false, ""exec_collision_cell"": null, ""exec_move_success"": true, ""exec_new_robot_pos"": [35, 28], ""exec_result_present"": true}}",True,True,True,1.0,True,"{""0"": 0, ""1"": 0}","{""0"": [false], ""1"": [false]}",[false],True,[],0,True,False,True,True,True,2,0,[false],[null],0.9999999999999999,1.0974419674726408,0.10302836083960903,156.59099999902537,256.5879999965546,400,400,400,True,"[81, 81]","[81, 81]",False,6241,1.0,0.85152024188329,True,True
27,True,static,"[[23, 21]]","[[23, 21]]",True,True,True,2,coordinated,True,True,,0.0,"{""0"": false, ""1"": false}",2,2,"{""0"": {""commit_remaining"": 4, ""committed_segment"": [[18, 21], [18, 22], [18, 23], [18, 24], [18, 25], [18, 26], [18, 27], [18, 28], [18, 29]], ""robot_pos"": [18, 21]}, ""1"": {""commit_remaining"": 4, ""committed_segment"": [[35, 28], [35, 29], [35, 30], [35, 31], [35, 32], [35, 33], [35, 34], [35, 35], [35, 36]], ""robot_pos"": [35, 28]}}","{""0"": {""commit_remaining"": 3, ""committed_segment"": [[18, 22], [18, 23], [18, 24], [18, 25], [18, 26], [18, 27], [18, 28], [18, 29]], ""robot_pos"": [18, 22]}, ""1"": {""commit_remaining"": 3, ""committed_segment"": [[35, 29], [35, 30], [35, 31], [35, 32], [35, 33], [35, 34], [35, 35], [35, 36]], ""robot_pos"": [35, 29]}}","{""0"": {""exec_collision"": false, ""exec_collision_cell"": null, ""exec_move_success"": true, ""exec_new_robot_pos"": [18, 22], ""exec_result_present"": true}, ""1"": {""exec_collision"": false, ""exec_collision_cell"": null, ""exec_move_success"": true, ""exec_new_robot_pos"": [35, 29], ""exec_result_present"": true}}",True,True,True,1.0,True,"{""0"": 0, ""1"": 0}","{""0"": [false], ""1"": [false]}",[false],True,[],0,True,False,True,True,True,2,0,[false],[null],0.9999999999999997,1.1011903272167631,0.10655343694920685,159.98149999359157,272.72269999957643,400,400,400,True,"[81, 81]","[81, 81]",False,6241,1.0,0.814157965795463,True,True
28,True,static,"[[23, 21]]","[[23, 21]]",True,True,True,2,coordinated,True,True,,0.0,"{""0"": false, ""1"": false}",2,2,"{""0"": {""commit_remaining"": 4, ""committed_segment"": [[18, 22], [18, 23], [18, 24], [18, 25], [18, 26], [18, 27], [18, 28], [18, 29], [18, 30]], ""robot_pos"": [18, 22]}, ""1"": {""commit_remaining"": 4, ""committed_segment"": [[35, 29], [35, 30], [35, 31], [35, 32], [35, 33], [35, 34], [35, 35], [35, 36], [35, 37]], ""robot_pos"": [35, 29]}}","{""0"": {""commit_remaining"": 3, ""committed_segment"": [[18, 23], [18, 24], [18, 25], [18, 26], [18, 27], [18, 28], [18, 29], [18, 30]], ""robot_pos"": [18, 23]}, ""1"": {""commit_remaining"": 3, ""committed_segment"": [[35, 30], [35, 31], [35, 32], [35, 33], [35, 34], [35, 35], [35, 36], [35, 37]], ""robot_pos"": [35, 30]}}","{""0"": {""exec_collision"": false, ""exec_collision_cell"": null, ""exec_move_success"": true, ""exec_new_robot_pos"": [18, 23], ""exec_result_present"": true}, ""1"": {""exec_collision"": false, ""exec_collision_cell"": null, ""exec_move_success"": true, ""exec_new_robot_pos"": [35, 30], ""exec_result_present"": true}}",True,True,True,1.0,True,"{""0"": 0, ""1"": 0}","{""0"": [false], ""1"": [false]}",[false],True,[],0,True,False,True,True,True,2,0,[false],[null],1.0000000000000002,1.1049643800812836,0.11007851305880467,155.7637000005343,255.52389999938896,400,400,400,True,"[81, 81]","[81, 81]",False,6241,1.0,0.7924737179181015,True,True
29,True,static,"[[23, 21]]","[[23, 21]]",True,True,True,2,coordinated,True,True,,0.0,"{""0"": false, ""1"": false}",2,2,"{""0"": {""commit_remaining"": 4, ""committed_segment"": [[18, 23], [18, 24], [18, 25], [18, 26], [18, 27], [18, 28], [18, 29], [18, 30], [18, 31]], ""robot_pos"": [18, 23]}, ""1"": {""commit_remaining"": 4, ""committed_segment"": [[35, 30], [35, 31], [35, 32], [35, 33], [35, 34], [35, 35], [35, 36], [35, 37], [35, 38]], ""robot_pos"": [35, 30]}}","{""0"": {""commit_remaining"": 3, ""committed_segment"": [[18, 24], [18, 25], [18, 26], [18, 27], [18, 28], [18, 29], [18, 30], [18, 31]], ""robot_pos"": [18, 24]}, ""1"": {""commit_remaining"": 3, ""committed_segment"": [[35, 31], [35, 32], [35, 33], [35, 34], [35, 35], [35, 36], [35, 37], [35, 38]], ""robot_pos"": [35, 31]}}","{""0"": {""exec_collision"": false, ""exec_collision_cell"": null, ""exec_move_success"": true, ""exec_new_robot_pos"": [18, 24], ""exec_result_present"": true}, ""1"": {""exec_collision"": false, ""exec_collision_cell"": null, ""exec_move_success"": true, ""exec_new_robot_pos"": [35, 31], ""exec_result_present"": true}}",True,True,True,1.0,True,"{""0"": 0, ""1"": 0}","{""0"": [false], ""1"": [false]}",[false],True,[],0,True,False,True,True,True,2,0,[false],[null],1.0000000000000002,1.1087643911448168,0.1136035891684025,152.5645000001532,250.70500000583706,400,400,400,True,"[81, 81]","[81, 81]",False,6241,1.0,0.8213942286724367,True,True
30,True,static,"[[23, 21]]","[[23, 21]]",True,True,True,2,coordinated,True,True,,0.0,"{""0"": false, ""1"": false}",2,2,"{""0"": {""commit_remaining"": 4, ""committed_segment"": [[18, 24], [18, 25], [18, 26], [18, 27], [18, 28], [18, 29], [18, 30], [18, 31], [18, 32]], ""robot_pos"": [18, 24]}, ""1"": {""commit_remaining"": 4, ""committed_segment"": [[35, 31], [35, 32], [35, 33], [35, 34], [35, 35], [35, 36], [35, 37], [35, 38], [35, 39]], ""robot_pos"": [35, 31]}}","{""0"": {""commit_remaining"": 3, ""committed_segment"": [[18, 25], [18, 26], [18, 27], [18, 28], [18, 29], [18, 30], [18, 31], [18, 32]], ""robot_pos"": [18, 25]}, ""1"": {""commit_remaining"": 3, ""committed_segment"": [[35, 32], [35, 33], [35, 34], [35, 35], [35, 36], [35, 37], [35, 38], [35, 39]], ""robot_pos"": [35, 32]}}","{""0"": {""exec_collision"": false, ""exec_collision_cell"": null, ""exec_move_success"": true, ""exec_new_robot_pos"": [18, 25], ""exec_result_present"": true}, ""1"": {""exec_collision"": false, ""exec_collision_cell"": null, ""exec_move_success"": true, ""exec_new_robot_pos"": [35, 32], ""exec_result_present"": true}}",True,True,True,1.0,True,"{""0"": 0, ""1"": 0}","{""0"": [false], ""1"": [false]}",[false],True,[],0,True,False,True,True,True,2,0,[false],[null],1.0,1.112590629145016,0.11712866527800032,154.33260000281734,268.5344999990775,400,400,400,True,"[81, 81]","[81, 81]",False,6241,1.0,0.8238103385915511,True,True
31,True,static,"[[23, 21]]","[[23, 21]]",True,True,True,2,coordinated,True,True,,0.0,"{""0"": false, ""1"": false}",2,2,"{""0"": {""commit_remaining"": 4, ""committed_segment"": [[18, 25], [19, 25], [20, 25], [21, 25], [22, 25], [23, 25], [24, 25], [25, 25], [26, 25]], ""robot_pos"": [18, 25]}, ""1"": {""commit_remaining"": 4, ""committed_segment"": [[35, 32], [35, 33], [35, 34], [35, 35], [35, 36], [35, 37], [35, 38], [35, 39], [35, 40]], ""robot_pos"": [35, 32]}}","{""0"": {""commit_remaining"": 3, ""committed_segment"": [[19, 25], [20, 25], [21, 25], [22, 25], [23, 25], [24, 25], [25, 25], [26, 25]], ""robot_pos"": [19, 25]}, ""1"": {""commit_remaining"": 3, ""committed_segment"": [[35, 33], [35, 34], [35, 35], [35, 36], [35, 37], [35, 38], [35, 39], [35, 40]], ""robot_pos"": [35, 33]}}","{""0"": {""exec_collision"": false, ""exec_collision_cell"": null, ""exec_move_success"": true, ""exec_new_robot_pos"": [19, 25], ""exec_result_present"": true}, ""1"": {""exec_collision"": false, ""exec_collision_cell"": null, ""exec_move_success"": true, ""exec_new_robot_pos"": [35, 33], ""exec_result_present"": true}}",True,True,True,1.0,True,"{""0"": 0, ""1"": 0}","{""0"": [false], ""1"": [false]}",[false],True,[],0,True,False,True,True,True,2,0,[false],[null],1.0000000000000002,1.1159556911120765,0.11985258772632591,139.68860000022687,269.59139999962645,400,400,400,True,"[81, 81]","[81, 81]",False,6241,1.0,0.836781915450387,True,True
