tick_global,waypoint_index,target_cell,target_world_x,target_world_y,location_x,location_y,location_z,projected_row,projected_col,distance_to_target_m,heading_deg,target_heading_deg,heading_error_deg,command_0,command_1,arrived,timeout
15,0,"[40, 41]",10.0,0.0,1.056565284729004,0.0,0.15628507733345032,40,40,8.943434715270996,0.0,0.0,0.0,6344.36047077179,6344.36047077179,False,False
16,0,"[40, 41]",10.0,0.0,1.1752007007598877,0.0,0.2094990313053131,40,40,8.824799299240112,0.0,0.0,0.0,6280.099620421727,6280.099620421727,False,False
17,0,"[40, 41]",10.0,0.0,1.296946406364441,0.0,0.25298991799354553,40,40,8.703053593635559,0.0,0.0,0.0,6214.154029885928,6214.154029885928,False,False
18,0,"[40, 41]",10.0,0.0,1.421517014503479,0.0,0.2823321223258972,40,40,8.578482985496521,0.0,0.0,0.0,6146.6782838106155,6146.6782838106155,False,False
19,0,"[40, 41]",10.0,0.0,1.5486299991607666,0.0,0.298940509557724,40,40,8.451370000839233,0.0,0.0,0.0,6077.825417121251,6077.825417121251,False,False
20,0,"[40, 41]",10.0,0.0,1.678031086921692,0.0,0.30408844351768494,40,40,8.321968913078308,0.0,0.0,0.0,6007.7331612507505,6007.7331612507505,False,False
21,0,"[40, 41]",10.0,0.0,1.8094913959503174,0.0,0.29892197251319885,40,40,8.190508604049683,0.0,0.0,0.0,5936.525493860245,5936.525493860245,False,False
22,0,"[40, 41]",10.0,0.0,1.9428051710128784,0.0,0.2844725251197815,40,40,8.057194828987122,0.0,0.0,0.0,5864.313865701358,5864.313865701358,False,False
23,0,"[40, 41]",10.0,0.0,2.077786922454834,0.0,0.26166844367980957,40,40,7.922213077545166,0.0,0.0,0.0,5791.198750336965,5791.198750336965,False,False
24,0,"[40, 41]",10.0,0.0,2.2142698764801025,0.0,0.23134513199329376,40,40,7.7857301235198975,0.0,0.0,0.0,5717.2704835732775,5717.2704835732775,False,False
25,0,"[40, 41]",10.0,0.0,2.3520896434783936,0.0,0.19672726094722748,40,40,7.6479103565216064,0.0,0.0,0.0,5642.6181097825365,5642.6181097825365,False,False
26,0,"[40, 41]",10.0,0.0,2.491084575653076,0.0,0.16283786296844482,40,40,7.508915424346924,0.0,0.0,0.0,5567.329188187917,5567.329188187917,False,False
27,0,"[40, 41]",10.0,0.0,2.631110906600952,0.0,0.13384366035461426,40,40,7.368889093399048,0.0,0.0,0.0,5491.481592257817,5491.481592257817,False,False
28,0,"[40, 41]",10.0,0.0,2.7720465660095215,0.0,0.11225517839193344,40,40,7.2279534339904785,0.0,0.0,0.0,5415.1414434115095,5415.1414434115095,False,False
29,0,"[40, 41]",10.0,0.0,2.9137866497039795,0.0,0.099622443318367,40,40,7.0862133502960205,0.0,0.0,0.0,5338.365564743678,5338.365564743678,False,False
30,0,"[40, 41]",10.0,0.0,3.056239604949951,0.0,0.09669065475463867,40,40,6.943760395050049,0.0,0.0,0.0,5261.203547318776,5261.203547318776,False,False
31,0,"[40, 41]",10.0,0.0,3.1993322372436523,0.0,0.10277605056762695,40,40,6.800667762756348,0.0,0.0,0.0,5183.695038159688,5183.695038159688,False,False
32,0,"[40, 41]",10.0,0.0,3.3430025577545166,0.0,0.11638181656599045,40,40,6.656997442245483,0.0,0.0,0.0,5105.873614549637,5105.873614549637,False,False
33,0,"[40, 41]",10.0,0.0,3.4872045516967773,0.0,0.13475202023983002,40,40,6.512795448303223,0.0,0.0,0.0,5027.764201164246,5027.764201164246,False,False
34,0,"[40, 41]",10.0,0.0,3.6318960189819336,0.0,0.1555267721414566,40,40,6.368103981018066,0.0,0.0,0.0,4949.389656384786,4949.389656384786,False,False
35,0,"[40, 41]",10.0,0.0,3.7770397663116455,0.0,0.17646677792072296,40,40,6.2229602336883545,0.0,0.0,0.0,4870.770126581192,4870.770126581192,False,False
36,0,"[40, 41]",10.0,0.0,3.922604560852051,0.0,0.19532319903373718,40,40,6.077395439147949,0.0,0.0,0.0,4791.922529538472,4791.922529538472,False,False
37,0,"[40, 41]",10.0,0.0,4.06856632232666,0.0,0.20960286259651184,40,40,5.93143367767334,0.0,0.0,0.0,4712.859908739725,4712.859908739725,False,False
38,0,"[40, 41]",10.0,0.0,4.214895725250244,0.0,0.21806088089942932,40,40,5.785104274749756,0.0,0.0,0.0,4633.598148822784,4633.598148822784,False,False
39,0,"[40, 41]",10.0,0.0,4.361565113067627,0.0,0.21987022459506989,40,40,5.638434886932373,0.0,0.0,0.0,4554.1522304217015,4554.1522304217015,False,False
40,0,"[40, 41]",10.0,0.0,4.508543014526367,0.0,0.21540296077728271,40,40,5.491456985473633,0.0,0.0,0.0,4474.539200464884,4474.539200464884,False,False
41,0,"[40, 41]",10.0,0.0,4.655792713165283,0.0,0.2061111479997635,40,40,5.344207286834717,0.0,0.0,0.0,4394.778947035471,4394.778947035471,False,False
42,0,"[40, 41]",10.0,0.0,4.803278923034668,0.0,0.19365467131137848,40,40,5.196721076965332,0.0,0.0,0.0,4314.890583356222,4314.890583356222,False,False
43,0,"[40, 41]",10.0,0.0,4.9509663581848145,0.0,0.18005689978599548,40,40,5.0490336418151855,0.0,0.0,0.0,4234.893222649893,4234.893222649893,False,False
44,0,"[40, 41]",10.0,0.0,5.098821640014648,0.0,0.1674327254295349,40,41,4.901178359985352,0.0,0.0,0.0,4154.804944992065,4154.804944992065,True,False
45,1,"[41, 41]",10.0,-10.0,5.246818542480469,0.0,0.15709629654884338,40,41,11.072160311705549,0.0,295.4225890206603,-64.57741097933967,8000.0,-3994.7892216927853,False,False
46,1,"[41, 41]",10.0,-10.0,5.379937171936035,6.491417298093438e-05,0.1497001051902771,40,41,11.015728701403818,359.86991576850414,294.7970921357264,-65.07282363277773,8000.0,-4121.6795362872635,False,False
47,1,"[41, 41]",10.0,-10.0,5.499674320220947,0.00019329015049152076,0.14624208211898804,40,41,10.966166014813458,359.61299991607666,294.2288826211452,-65.38411729493146,8000.0,-4204.469064403935,False,False
48,1,"[41, 41]",10.0,-10.0,5.607381820678711,0.0003838776901829988,0.1464436650276184,40,41,10.922580838358195,359.2324244379997,293.7132404245139,-65.51918401348581,8000.0,-4245.292761445229,False,False
49,1,"[41, 41]",10.0,-10.0,5.704274654388428,0.0006356053054332733,0.14993703365325928,40,41,10.884207309447595,358.73128259181976,293.24571091895046,-65.4855716728693,8000.0,-4246.203528468062,False,False
50,1,"[41, 41]",10.0,-10.0,5.791445732116699,0.0009475371916778386,0.15621519088745117,40,41,10.850386198996747,358.1125909090042,292.8221151258847,-65.29047578311952,8000.0,-4209.174426194319,False,False
51,1,"[41, 41]",10.0,-10.0,5.869878768920898,0.0013186805881559849,0.16394047439098358,40,41,10.820548818525426,357.3792915344238,292.4385531766095,-64.94073835781433,8000.0,-4136.103189122196,False,False
52,1,"[41, 41]",10.0,-10.0,5.940456867218018,0.0017481364775449038,0.1724386215209961,40,41,10.794204752201498,356.53425431251526,292.09141491539,-64.44283939712528,8000.0,-4028.815155568368,False,False
53,1,"[41, 41]",10.0,-10.0,6.003974914550781,0.0022347592748701572,0.18045634031295776,40,41,10.770929238611952,355.58027839660645,291.7773623125832,-63.80291608402325,8000.0,-3889.0732887635368,False,False
54,1,"[41, 41]",10.0,-10.0,6.061145782470703,0.0027774570044130087,0.18739494681358337,40,41,10.75035485001793,354.5200939178467,291.4933323401515,-63.0267615776952,8000.0,-3718.5829973118807,False,False
55,1,"[41, 41]",10.0,-10.0,6.112612247467041,0.0033747756388038397,0.1923041045665741,40,41,10.732161498991243,353.3563652038574,291.2365061521614,-62.11985905169604,8000.0,-3519.0055919362753,False,False
56,1,"[41, 41]",10.0,-10.0,6.158951759338379,0.004025302827358246,0.1947987824678421,40,41,10.71607082128052,352.09169244766235,291.00430635002624,-61.08738609763611,8000.0,-3291.964042450442,False,False
57,1,"[41, 41]",10.0,-10.0,6.20068359375,0.004727457650005817,0.19459113478660583,40,41,10.701839872501195,350.72861194610596,290.79437929793664,-59.93423264816931,8000.0,-3039.051900708881,False,False
58,1,"[41, 41]",10.0,-10.0,6.238275527954102,0.0054798489436507225,0.19189240038394928,40,41,10.68925619541446,349.2696008682251,290.6045750821586,-58.66502578606651,8000.0,-2761.843215481724,False,False
59,1,"[41, 41]",10.0,-10.0,6.272148609161377,0.006281537469476461,0.18748053908348083,40,41,10.678134022350532,347.7170753479004,290.4329343408125,-57.2841410070879,8000.0,-2461.89881411546,False,False
60,1,"[41, 41]",10.0,-10.0,6.302682399749756,0.007131675258278847,0.18217316269874573,40,41,10.668310166238971,346.07339668273926,290.27767160513895,-55.79572507760031,8000.0,-2140.7748588101067,False,False
61,1,"[41, 41]",10.0,-10.0,6.33021879196167,0.00802944228053093,0.1767648309469223,40,41,10.6596410555152,344.34086990356445,290.1371634114602,-54.20370649210423,8000.0,-1800.0279004880313,False,False
62,1,"[41, 41]",10.0,-10.0,6.355066776275635,0.008974033407866955,0.1720292866230011,40,41,10.651999784399296,342.5217456817627,290.00993005025236,-52.51181563151033,8000.0,-1441.2215350243287,False,False
63,1,"[41, 41]",10.0,-10.0,6.377784252166748,0.009875079616904259,0.16866400837898254,40,41,10.645094928340788,340.6207618713379,289.89337799029437,-50.72738388104352,8000.0,-1066.7866641288947,False,False
64,1,"[41, 41]",10.0,-10.0,6.400354862213135,0.010101519525051117,0.16677585244178772,40,41,10.637649061197234,338.65622329711914,289.77864891555737,-48.87757438156177,8000.0,-683.6374990766808,False,False
65,1,"[41, 41]",10.0,-10.0,6.424557209014893,0.008947907015681267,0.16628876328468323,40,41,10.628397308953074,336.64634704589844,289.6579795825928,-46.98836746330562,8000.0,-298.27836580002895,False,False
66,1,"[41, 41]",10.0,-10.0,6.45194673538208,0.005649453029036522,0.16713905334472656,40,41,10.616105827725445,334.6089782714844,289.5247606481669,-45.0842176233175,8000.0,83.30366465006955,False,False
67,1,"[41, 41]",10.0,-10.0,6.48384428024292,-0.0005989224882796407,0.1692744791507721,40,41,10.599593056081114,332.5613498687744,289.3735421905555,-43.18780767821892,8000.0,455.71743934623555,False,False
68,1,"[41, 41]",10.0,-10.0,6.521326065063477,-0.010621719062328339,0.17212417721748352,40,41,10.577752633961339,330.5198574066162,289.20002234717595,-41.319835059440265,8000.0,814.2291536404718,False,False
69,1,"[41, 41]",10.0,-10.0,6.56522798538208,-0.02523764781653881,0.17529723048210144,40,41,10.549575478422769,328.49987602233887,289.00095463835004,-39.49892138398883,8000.0,1154.7869447408766,False,False
70,1,"[41, 41]",10.0,-10.0,6.616151332855225,-0.04523590952157974,0.1784467250108719,40,41,10.514169482142472,326.51560974121094,288.7740547403173,-37.74155500089364,8000.0,1474.027010154341,False,False
71,1,"[41, 41]",10.0,-10.0,6.674474239349365,-0.07135344296693802,0.1812060922384262,40,41,10.470775713347862,324.57998275756836,288.51788765673314,-36.06209510083522,8000.0,1769.2564589909543,False,False
72,1,"[41, 41]",10.0,-10.0,6.739277362823486,-0.10346917808055878,0.18328671157360077,40,41,10.419867294058827,322.6928901672363,288.2360892439812,-34.456800923255116,8000.0,2041.8232204021533,False,False
73,1,"[41, 41]",10.0,-10.0,6.809618949890137,-0.14138080179691315,0.1847800761461258,40,41,10.361993232003126,320.8531036376953,287.9322746579287,-32.92082897976661,8000.0,2293.306325568885,False,False
74,1,"[41, 41]",10.0,-10.0,6.884646892547607,-0.1848863959312439,0.18582762777805328,40,41,10.297663814909129,319.0594253540039,287.6096294367553,-31.449795917248593,8000.0,2525.165086437817,False,False
75,1,"[41, 41]",10.0,-10.0,6.963589191436768,-0.23378628492355347,0.1862628310918808,40,41,10.227351608647613,317.31068420410156,287.2709773954391,-30.03970680866246,8000.0,2738.750753702123,False,False
76,1,"[41, 41]",10.0,-10.0,7.045748233795166,-0.28788256645202637,0.18593592941761017,40,41,10.151493906866657,315.6057434082031,286.9188194766399,-28.68692393156323,8000.0,2935.3122634132615,False,False
77,1,"[41, 41]",10.0,-10.0,7.130495548248291,-0.3469792902469635,0.18477091193199158,40,41,10.070494755549198,313.94349670410156,286.5553670495581,-27.38812965454349,8000.0,3116.0035238191963,False,False
78,1,"[41, 41]",10.0,-10.0,7.217261791229248,-0.4108806252479553,0.18322843313217163,40,41,9.984730458144462,312.3228569030762,286.1825951003543,-26.140261802721852,8000.0,3281.8973098422402,False,False
79,1,"[41, 41]",10.0,-10.0,7.305535793304443,-0.47939518094062805,0.18142881989479065,40,41,9.894546653680504,310.74277114868164,285.8022543577798,-24.940516790901825,8000.0,3433.9838797204766,False,False
80,1,"[41, 41]",10.0,-10.0,7.394857406616211,-0.5523332953453064,0.17977404594421387,40,41,9.800263980837622,309.2022171020508,285.4159038994936,-23.786313202557153,8000.0,3573.1806993295854,False,False
81,1,"[41, 41]",10.0,-10.0,7.484812259674072,-0.629508912563324,0.1786254346370697,40,41,9.702178754734218,307.7001838684082,285.02494015996956,-22.675243708438643,8000.0,3700.3415380498054,False,False
82,1,"[41, 41]",10.0,-10.0,7.575030326843262,-0.7107419371604919,0.17795497179031372,40,41,9.600562133216924,306.23571395874023,284.63060413707467,-21.605109821665565,8000.0,3816.251632163593,False,False
83,1,"[41, 41]",10.0,-10.0,7.6651787757873535,-0.7958565950393677,0.17767822742462158,40,41,9.49566458801669,304.80784606933594,284.234014362207,-20.57383170712893,8000.0,3921.645331841822,False,False
84,1,"[41, 41]",10.0,-10.0,7.7549614906311035,-0.8846809267997742,0.17777758836746216,40,41,9.387717492276657,303.41565322875977,283.8361635934964,-19.57948963526337,8000.0,4017.201542827482,False,False
85,1,"[41, 41]",10.0,-10.0,7.844114303588867,-0.9770476818084717,0.178236722946167,40,41,9.276934389783511,302.0582389831543,283.43794208707214,-18.620296896082152,8000.0,4103.5499041089115,False,False
86,1,"[41, 41]",10.0,-10.0,7.932401657104492,-1.072794795036316,0.17892281711101532,40,41,9.163512191243864,300.73472595214844,283.04015237768743,-17.694573574461003,8000.0,4181.276565992132,False,False
