tick_global,waypoint_index,target_x,target_y,gps_x,gps_y,gps_z,distance_to_target,arrived,timeout
944,0,25.0,25.0,24.17287826538086,23.997360229492188,0.16998179256916046,1.2998,False,False
945,0,25.0,25.0,24.176956176757812,24.002302169799805,0.16993951797485352,1.2934,False,False
946,0,25.0,25.0,24.181011199951172,24.007217407226562,0.16992107033729553,1.287,False,False
947,0,25.0,25.0,24.18504524230957,24.012107849121094,0.16992409527301788,1.2807,False,False
948,0,25.0,25.0,24.189058303833008,24.0169734954834,0.16994641721248627,1.2743,False,False
949,0,25.0,25.0,24.193050384521484,24.021812438964844,0.16998612880706787,1.2681,False,False
950,0,25.0,25.0,24.197023391723633,24.026626586914062,0.1699826866388321,1.2618,False,False
951,0,25.0,25.0,24.200973510742188,24.031415939331055,0.16994039714336395,1.2556,False,False
952,0,25.0,25.0,24.20490264892578,24.036178588867188,0.16992194950580597,1.2495,False,False
953,0,25.0,25.0,24.208810806274414,24.040916442871094,0.16992495954036713,1.2433,False,False
954,0,25.0,25.0,24.21269989013672,24.045631408691406,0.1699472814798355,1.2372,False,False
955,0,25.0,25.0,24.216567993164062,24.05031967163086,0.169928178191185,1.2311,False,False
956,0,25.0,25.0,24.220415115356445,24.054983139038086,0.1699305921792984,1.2251,False,False
957,0,25.0,25.0,24.2242431640625,24.05962371826172,0.169952392578125,1.2191,False,False
958,0,25.0,25.0,24.228050231933594,24.064239501953125,0.16993281245231628,1.2131,False,False
959,0,25.0,25.0,24.23183822631836,24.068830490112305,0.16993479430675507,1.2071,False,False
960,0,25.0,25.0,24.235607147216797,24.07339859008789,0.16995620727539062,1.2012,False,False
961,0,25.0,25.0,24.239355087280273,24.07794189453125,0.16993628442287445,1.1953,False,False
962,0,25.0,25.0,24.24308204650879,24.082460403442383,0.16993795335292816,1.1895,False,False
963,0,25.0,25.0,24.24679183959961,24.086956024169922,0.16995908319950104,1.1836,False,False
964,0,25.0,25.0,24.25048065185547,24.091428756713867,0.16993890702724457,1.1778,False,False
965,0,25.0,25.0,24.254150390625,24.095876693725586,0.16994035243988037,1.1721,False,False
966,0,25.0,25.0,24.257801055908203,24.10030174255371,0.16990245878696442,1.1663,False,False
967,0,25.0,25.0,24.261432647705078,24.104703903198242,0.169887974858284,1.1606,False,False
968,0,25.0,25.0,24.265045166015625,24.10908317565918,0.16989454627037048,1.1549,False,False
969,0,25.0,25.0,24.268638610839844,24.113439559936523,0.16992007195949554,1.1493,False,False
970,0,25.0,25.0,24.272212982177734,24.117773056030273,0.16996264457702637,1.1437,False,False
971,0,25.0,25.0,24.275768280029297,24.12208366394043,0.16996178030967712,1.1381,False,False
972,0,25.0,25.0,24.279306411743164,24.126371383666992,0.16992181539535522,1.1325,False,False
973,0,25.0,25.0,24.282825469970703,24.13063621520996,0.16990545392036438,1.127,False,False
974,0,25.0,25.0,24.286325454711914,24.134878158569336,0.16991032660007477,1.1215,False,False
975,0,25.0,25.0,24.289806365966797,24.13909912109375,0.16993433237075806,1.116,False,False
976,0,25.0,25.0,24.293270111083984,24.14329719543457,0.16997554898262024,1.1106,False,False
977,0,25.0,25.0,24.296714782714844,24.14747428894043,0.1699734330177307,1.1052,False,False
978,0,25.0,25.0,24.300142288208008,24.151628494262695,0.16993235051631927,1.0998,False,False
979,0,25.0,25.0,24.303552627563477,24.15576171875,0.16991499066352844,1.0944,False,False
980,0,25.0,25.0,24.306943893432617,24.15987205505371,0.1699189692735672,1.0891,False,False
981,0,25.0,25.0,24.310317993164062,24.163963317871094,0.16994215548038483,1.0838,False,False
982,0,25.0,25.0,24.31367301940918,24.16802978515625,0.1699238419532776,1.0785,False,False
983,0,25.0,25.0,24.3170108795166,24.172077178955078,0.1699269562959671,1.0733,False,False
984,0,25.0,25.0,24.320331573486328,24.176101684570312,0.16994936764240265,1.0681,False,False
985,0,25.0,25.0,24.32363510131836,24.18010711669922,0.1699303537607193,1.0629,False,False
986,0,25.0,25.0,24.326921463012695,24.18408966064453,0.16993284225463867,1.0577,False,False
987,0,25.0,25.0,24.330190658569336,24.188053131103516,0.16995468735694885,1.0526,False,False
988,0,25.0,25.0,24.33344268798828,24.191993713378906,0.1699351668357849,1.0475,False,False
989,0,25.0,25.0,24.3366756439209,24.19591522216797,0.16987839341163635,1.0424,False,False
990,0,25.0,25.0,24.339893341064453,24.19981575012207,0.16984692215919495,1.0373,False,False
991,0,25.0,25.0,24.343093872070312,24.20369529724121,0.16983819007873535,1.0323,False,False
992,0,25.0,25.0,24.34627914428711,24.207555770874023,0.1698499470949173,1.0273,False,False
993,0,25.0,25.0,24.349445343017578,24.211395263671875,0.16988012194633484,1.0223,False,False
994,0,25.0,25.0,24.352596282958984,24.215213775634766,0.16992689669132233,1.0174,False,False
995,0,25.0,25.0,24.355730056762695,24.219013214111328,0.16998858749866486,1.0124,False,False
996,0,25.0,25.0,24.358848571777344,24.22279167175293,0.1700049191713333,1.0075,False,False
997,0,25.0,25.0,24.361949920654297,24.226551055908203,0.1699216365814209,1.0027,False,False
998,0,25.0,25.0,24.365034103393555,24.23029136657715,0.16986629366874695,0.9978,True,False
999,1,-25.0,25.0,24.371009826660156,24.237499237060547,0.1698361337184906,49.3769,False,False
1000,1,-25.0,25.0,24.37958335876465,24.247831344604492,0.1698286533355713,49.3853,False,False
1001,1,-25.0,25.0,24.390491485595703,24.26097869873047,0.16984155774116516,49.396,False,False
1002,1,-25.0,25.0,24.403493881225586,24.27666473388672,0.16981402039527893,49.4088,False,False
1003,1,-25.0,25.0,24.418371200561523,24.29464340209961,0.16975004971027374,49.4234,False,False
1004,1,-25.0,25.0,24.434921264648438,24.314695358276367,0.16965331137180328,49.4397,False,False
1005,1,-25.0,25.0,24.45296287536621,24.336626052856445,0.1695270538330078,49.4574,False,False
1006,1,-25.0,25.0,24.472328186035156,24.360261917114258,0.1693742722272873,49.4765,False,False
1007,1,-25.0,25.0,24.49286651611328,24.385448455810547,0.16925640404224396,49.4967,False,False
1008,1,-25.0,25.0,24.514434814453125,24.412050247192383,0.16922880709171295,49.5179,False,False
1009,1,-25.0,25.0,24.536907196044922,24.43994140625,0.16928249597549438,49.5401,False,False
1010,1,-25.0,25.0,24.560163497924805,24.469017028808594,0.16935062408447266,49.563,False,False
1011,1,-25.0,25.0,24.584096908569336,24.49917984008789,0.16943185031414032,49.5866,False,False
1012,1,-25.0,25.0,24.608606338500977,24.53034782409668,0.16946621239185333,49.6108,False,False
1013,1,-25.0,25.0,24.63359832763672,24.56244468688965,0.16945859789848328,49.6355,False,False
1014,1,-25.0,25.0,24.65898895263672,24.59540367126465,0.16941344738006592,49.6606,False,False
1015,1,-25.0,25.0,24.6846981048584,24.629167556762695,0.1693936139345169,49.6861,False,False
1016,1,-25.0,25.0,24.710651397705078,24.663684844970703,0.16939687728881836,49.7118,False,False
1017,1,-25.0,25.0,24.736780166625977,24.698909759521484,0.16948015987873077,49.7377,False,False
1018,1,-25.0,25.0,24.763023376464844,24.73480224609375,0.16963592171669006,49.7637,False,False
1019,1,-25.0,25.0,24.789318084716797,24.77132797241211,0.16991625726222992,49.7898,False,False
1020,1,-25.0,25.0,24.81560707092285,24.808454513549805,0.1701917201280594,49.816,False,False
1021,1,-25.0,25.0,24.841840744018555,24.84615707397461,0.17040471732616425,49.8421,False,False
1022,1,-25.0,25.0,24.86796760559082,24.884408950805664,0.17056231200695038,49.8681,False,False
1023,1,-25.0,25.0,24.893939971923828,24.923187255859375,0.17049458622932434,49.894,False,False
1024,1,-25.0,25.0,24.919713973999023,24.962478637695312,0.17034266889095306,49.9197,False,False
1025,1,-25.0,25.0,24.945247650146484,25.002260208129883,0.1701161116361618,49.9452,False,False
1026,1,-25.0,25.0,24.97049903869629,25.042518615722656,0.16982358694076538,49.9705,False,False
1027,1,-25.0,25.0,24.995431900024414,25.083242416381836,0.1694730669260025,49.9955,False,False
1028,1,-25.0,25.0,25.020008087158203,25.124414443969727,0.16907177865505219,50.0202,False,False
1029,1,-25.0,25.0,25.044193267822266,25.166025161743164,0.16862638294696808,50.0445,False,False
1030,1,-25.0,25.0,25.06795310974121,25.208065032958984,0.1682605892419815,50.0684,False,False
1031,1,-25.0,25.0,25.09125518798828,25.250520706176758,0.16785064339637756,50.0919,False,False
1032,1,-25.0,25.0,25.11406707763672,25.293384552001953,0.16746173799037933,50.1149,False,False
1033,1,-25.0,25.0,25.13636016845703,25.336647033691406,0.1672702133655548,50.1375,False,False
1034,1,-25.0,25.0,25.158105850219727,25.38029670715332,0.1671997457742691,50.1595,False,False
1035,1,-25.0,25.0,25.179275512695312,25.42432403564453,0.1671229749917984,50.1811,False,False
1036,1,-25.0,25.0,25.199838638305664,25.468721389770508,0.1670430451631546,50.202,False,False
1037,1,-25.0,25.0,25.219772338867188,25.513479232788086,0.1670217216014862,50.2224,False,False
1038,1,-25.0,25.0,25.23904800415039,25.55858612060547,0.16711468994617462,50.2422,False,False
1039,1,-25.0,25.0,25.257644653320312,25.604032516479492,0.16743104159832,50.2613,False,False
1040,1,-25.0,25.0,25.27553367614746,25.649808883666992,0.1678926795721054,50.2797,False,False
1041,1,-25.0,25.0,25.292694091796875,25.69590187072754,0.16842947900295258,50.2975,False,False
1042,1,-25.0,25.0,25.309101104736328,25.74230194091797,0.16903728246688843,50.3146,False,False
1043,1,-25.0,25.0,25.32473373413086,25.78899574279785,0.16965368390083313,50.3309,False,False
1044,1,-25.0,25.0,25.339569091796875,25.83597183227539,0.17010509967803955,50.3465,False,False
1045,1,-25.0,25.0,25.353586196899414,25.88321876525879,0.1701766848564148,50.3613,False,False
1046,1,-25.0,25.0,25.366764068603516,25.930721282958984,0.16991038620471954,50.3754,False,False
1047,1,-25.0,25.0,25.37908172607422,25.978466033935547,0.16946172714233398,50.3886,False,False
1048,1,-25.0,25.0,25.390522003173828,26.02643394470215,0.1689707338809967,50.401,False,False
1049,1,-25.0,25.0,25.40106773376465,26.074615478515625,0.16844600439071655,50.4125,False,False
1050,1,-25.0,25.0,25.41069793701172,26.122989654541016,0.16801294684410095,50.4232,False,False
1051,1,-25.0,25.0,25.419397354125977,26.171539306640625,0.16766701638698578,50.433,False,False
1052,1,-25.0,25.0,25.427146911621094,26.22024917602539,0.16728657484054565,50.4419,False,False
1053,1,-25.0,25.0,25.43393325805664,26.269102096557617,0.1668211668729782,50.4499,False,False
1054,1,-25.0,25.0,25.439741134643555,26.31807518005371,0.16634303331375122,50.457,False,False
1055,1,-25.0,25.0,25.44455337524414,26.367149353027344,0.16603489220142365,50.4631,False,False
1056,1,-25.0,25.0,25.4483585357666,26.41630744934082,0.1659436970949173,50.4682,False,False
1057,1,-25.0,25.0,25.451143264770508,26.465524673461914,0.1661118119955063,50.4724,False,False
1058,1,-25.0,25.0,25.45289421081543,26.514780044555664,0.166459858417511,50.4756,False,False
1059,1,-25.0,25.0,25.453596115112305,26.56405258178711,0.16685770452022552,50.4778,False,False
1060,1,-25.0,25.0,25.453243255615234,26.613317489624023,0.16730593144893646,50.479,False,False
1061,1,-25.0,25.0,25.451824188232422,26.662551879882812,0.16774627566337585,50.4792,False,False
1062,1,-25.0,25.0,25.449329376220703,26.711732864379883,0.16806763410568237,50.4784,False,False
1063,1,-25.0,25.0,25.445751190185547,26.760833740234375,0.16828760504722595,50.4765,False,False
1064,1,-25.0,25.0,25.441083908081055,26.809829711914062,0.16842208802700043,50.4735,False,False
1065,1,-25.0,25.0,25.43532371520996,26.85869789123535,0.16842658817768097,50.4696,False,False
1066,1,-25.0,25.0,25.428464889526367,26.90740966796875,0.16814352571964264,50.4645,False,False
1067,1,-25.0,25.0,25.420507431030273,26.95594024658203,0.16778381168842316,50.4584,False,False
1068,1,-25.0,25.0,25.411449432373047,27.00426483154297,0.16736088693141937,50.4513,False,False
1069,1,-25.0,25.0,25.40129280090332,27.052358627319336,0.16694556176662445,50.4431,False,False
1070,1,-25.0,25.0,25.390037536621094,27.10019302368164,0.1666603833436966,50.4338,False,False
1071,1,-25.0,25.0,25.377689361572266,27.147743225097656,0.16673308610916138,50.4235,False,False
1072,1,-25.0,25.0,25.36425018310547,27.194984436035156,0.1671922504901886,50.4121,False,False
1073,1,-25.0,25.0,25.349727630615234,27.241891860961914,0.16800466179847717,50.3996,False,False
1074,1,-25.0,25.0,25.334125518798828,27.288440704345703,0.1690228432416916,50.3861,False,False
1075,1,-25.0,25.0,25.317453384399414,27.334604263305664,0.16999639570713043,50.3716,False,False
1076,1,-25.0,25.0,25.299718856811523,27.380359649658203,0.17081747949123383,50.356,False,False
1077,1,-25.0,25.0,25.280929565429688,27.425682067871094,0.17156533896923065,50.3394,False,False
1078,1,-25.0,25.0,25.26110076904297,27.470548629760742,0.172076016664505,50.3218,False,False
1079,1,-25.0,25.0,25.24024200439453,27.514934539794922,0.1723194122314453,50.3031,False,False
1080,1,-25.0,25.0,25.218364715576172,27.558822631835938,0.17238593101501465,50.2835,False,False
1081,1,-25.0,25.0,25.195486068725586,27.60218620300293,0.17229799926280975,50.2629,False,False
1082,1,-25.0,25.0,25.171619415283203,27.64500617980957,0.17207565903663635,50.2413,False,False
1083,1,-25.0,25.0,25.146780014038086,27.687265396118164,0.17179560661315918,50.2187,False,False
1084,1,-25.0,25.0,25.120986938476562,27.728940963745117,0.17140911519527435,50.1952,False,False
1085,1,-25.0,25.0,25.094253540039062,27.7700138092041,0.1710485816001892,50.1708,False,False
1086,1,-25.0,25.0,25.066600799560547,27.810470581054688,0.17071542143821716,50.1454,False,False
1087,1,-25.0,25.0,25.038047790527344,27.850292205810547,0.17058709263801575,50.1192,False,False
1088,1,-25.0,25.0,25.00861358642578,27.889461517333984,0.1706467717885971,50.092,False,False
1089,1,-25.0,25.0,24.978315353393555,27.927967071533203,0.17093797028064728,50.064,False,False
1090,1,-25.0,25.0,24.947174072265625,27.965791702270508,0.17149962484836578,50.0351,False,False
1091,1,-25.0,25.0,24.915212631225586,28.0029239654541,0.17230786383152008,50.0055,False,False
1092,1,-25.0,25.0,24.882448196411133,28.039350509643555,0.17334102094173431,49.975,False,False
1093,1,-25.0,25.0,24.848905563354492,28.07505989074707,0.17463822662830353,49.9437,False,False
1094,1,-25.0,25.0,24.814603805541992,28.110044479370117,0.17617571353912354,49.9116,False,False
1095,1,-25.0,25.0,24.77956199645996,28.1442928314209,0.17769677937030792,49.8788,False,False
1096,1,-25.0,25.0,24.743806838989258,28.17779541015625,0.17920541763305664,49.8452,False,False
1097,1,-25.0,25.0,24.707353591918945,28.21054458618164,0.18041107058525085,49.8109,False,False
1098,1,-25.0,25.0,24.670228958129883,28.242536544799805,0.18105213344097137,49.776,False,False
1099,1,-25.0,25.0,24.6324520111084,28.273761749267578,0.18112820386886597,49.7403,False,False
1100,1,-25.0,25.0,24.594043731689453,28.304216384887695,0.18063874542713165,49.704,False,False
1101,1,-25.0,25.0,24.55502700805664,28.33389663696289,0.1798771172761917,49.667,False,False
1102,1,-25.0,25.0,24.515424728393555,28.36280059814453,0.17893078923225403,49.6295,False,False
1103,1,-25.0,25.0,24.475257873535156,28.39092445373535,0.17793706059455872,49.5913,False,False
1104,1,-25.0,25.0,24.434547424316406,28.41826820373535,0.17713697254657745,49.5526,False,False
1105,1,-25.0,25.0,24.393314361572266,28.44483184814453,0.1766296923160553,49.5133,False,False
1106,1,-25.0,25.0,24.351581573486328,28.470613479614258,0.17644546926021576,49.4735,False,False
1107,1,-25.0,25.0,24.309368133544922,28.495615005493164,0.1765526384115219,49.4331,False,False
1108,1,-25.0,25.0,24.266693115234375,28.519838333129883,0.17698131501674652,49.3923,False,False
1109,1,-25.0,25.0,24.22357940673828,28.543285369873047,0.177640900015831,49.3509,False,False
1110,1,-25.0,25.0,24.180042266845703,28.56595802307129,0.17844973504543304,49.3092,False,False
1111,1,-25.0,25.0,24.136104583740234,28.587862014770508,0.179393008351326,49.2669,False,False
1112,1,-25.0,25.0,24.09178352355957,28.60900115966797,0.18039846420288086,49.2243,False,False
1113,1,-25.0,25.0,24.047096252441406,28.629379272460938,0.1812833696603775,49.1812,False,False
1114,1,-25.0,25.0,24.00206184387207,28.649003982543945,0.18194198608398438,49.1377,False,False
1115,1,-25.0,25.0,23.956697463989258,28.667877197265625,0.18233785033226013,49.0939,False,False
1116,1,-25.0,25.0,23.911020278930664,28.68600845336914,0.18237924575805664,49.0497,False,False
1117,1,-25.0,25.0,23.86504554748535,28.70340347290039,0.1822187304496765,49.0052,False,False
1118,1,-25.0,25.0,23.818790435791016,28.72007179260254,0.18187592923641205,48.9603,False,False
1119,1,-25.0,25.0,23.77227210998535,28.736019134521484,0.1813683658838272,48.9152,False,False
1120,1,-25.0,25.0,23.72550392150879,28.751253128051758,0.18077056109905243,48.8697,False,False
1121,1,-25.0,25.0,23.678499221801758,28.765785217285156,0.18009066581726074,48.8239,False,False
1122,1,-25.0,25.0,23.631275177001953,28.779621124267578,0.17933595180511475,48.7779,False,False
1123,1,-25.0,25.0,23.583845138549805,28.792774200439453,0.1786305010318756,48.7317,False,False
1124,1,-25.0,25.0,23.53622055053711,28.80525016784668,0.17796827852725983,48.6852,False,False
1125,1,-25.0,25.0,23.48841667175293,28.817060470581055,0.17734378576278687,48.6384,False,False
1126,1,-25.0,25.0,23.44044303894043,28.828216552734375,0.1768108457326889,48.5915,False,False
1127,1,-25.0,25.0,23.39231300354004,28.838727951049805,0.17635901272296906,48.5443,False,False
1128,1,-25.0,25.0,23.344038009643555,28.848604202270508,0.17597882449626923,48.497,False,False
1129,1,-25.0,25.0,23.29562759399414,28.857858657836914,0.17566172778606415,48.4495,False,False
1130,1,-25.0,25.0,23.247093200683594,28.866498947143555,0.17545878887176514,48.4018,False,False
1131,1,-25.0,25.0,23.19844627380371,28.87453842163086,0.17535708844661713,48.3539,False,False
1132,1,-25.0,25.0,23.14969253540039,28.881988525390625,0.17534498870372772,48.3059,False,False
1133,1,-25.0,25.0,23.100845336914062,28.888858795166016,0.17541195452213287,48.2578,False,False
1134,1,-25.0,25.0,23.051908493041992,28.89516258239746,0.1755485087633133,48.2095,False,False
1135,1,-25.0,25.0,23.002893447875977,28.900911331176758,0.1756284534931183,48.1611,False,False
1136,1,-25.0,25.0,22.953807830810547,28.90611457824707,0.17559701204299927,48.1126,False,False
1137,1,-25.0,25.0,22.90465545654297,28.91078758239746,0.17528729140758514,48.064,False,False
1138,1,-25.0,25.0,22.85544776916504,28.914939880371094,0.1747254729270935,48.0153,False,False
1139,1,-25.0,25.0,22.806188583374023,28.918581008911133,0.1738174706697464,47.9665,False,False
1140,1,-25.0,25.0,22.75688362121582,28.921728134155273,0.17265506088733673,47.9176,False,False
1141,1,-25.0,25.0,22.70754051208496,28.924386978149414,0.17137956619262695,47.8687,False,False
1142,1,-25.0,25.0,22.658164978027344,28.92657470703125,0.17005938291549683,47.8196,False,False
1143,1,-25.0,25.0,22.608760833740234,28.928298950195312,0.16899120807647705,47.7706,False,False
1144,1,-25.0,25.0,22.55933380126953,28.9295711517334,0.16820687055587769,47.7214,False,False
1145,1,-25.0,25.0,22.509889602661133,28.930404663085938,0.16755856573581696,47.6722,False,False
1146,1,-25.0,25.0,22.46042823791504,28.930810928344727,0.16708967089653015,47.6229,False,False
1147,1,-25.0,25.0,22.410959243774414,28.93079948425293,0.16678045690059662,47.5736,False,False
1148,1,-25.0,25.0,22.361480712890625,28.930383682250977,0.1666131466627121,47.5243,False,False
1149,1,-25.0,25.0,22.312000274658203,28.929574966430664,0.16651293635368347,47.4749,False,False
1150,1,-25.0,25.0,22.26251792907715,28.928382873535156,0.16647131741046906,47.4255,False,False
1151,1,-25.0,25.0,22.213037490844727,28.92681884765625,0.1664806604385376,47.3761,False,False
1152,1,-25.0,25.0,22.16356086730957,28.92489242553711,0.16647525131702423,47.3266,False,False
1153,1,-25.0,25.0,22.114093780517578,28.922616958618164,0.1665136218070984,47.2771,False,False
1154,1,-25.0,25.0,22.064632415771484,28.920001983642578,0.16658960282802582,47.2276,False,False
1155,1,-25.0,25.0,22.01518440246582,28.91705894470215,0.1666976511478424,47.1781,False,False
1156,1,-25.0,25.0,21.965747833251953,28.913795471191406,0.1668328195810318,47.1285,False,False
1157,1,-25.0,25.0,21.916324615478516,28.91022491455078,0.16699063777923584,47.079,False,False
1158,1,-25.0,25.0,21.86691665649414,28.906354904174805,0.16716709733009338,47.0294,False,False
1159,1,-25.0,25.0,21.81752586364746,28.902196884155273,0.16735859215259552,46.9799,False,False
1160,1,-25.0,25.0,21.768152236938477,28.89776039123535,0.16756190359592438,46.9303,False,False
1161,1,-25.0,25.0,21.718795776367188,28.893056869506836,0.16771532595157623,46.8807,False,False
1162,1,-25.0,25.0,21.66946029663086,28.888092041015625,0.1677633672952652,46.8311,False,False
1163,1,-25.0,25.0,21.620141983032227,28.88287925720215,0.1677148938179016,46.7816,False,False
1164,1,-25.0,25.0,21.570844650268555,28.877424240112305,0.16757789254188538,46.732,False,False
1165,1,-25.0,25.0,21.52156639099121,28.87173843383789,0.167300745844841,46.6824,False,False
1166,1,-25.0,25.0,21.472309112548828,28.865829467773438,0.1672486662864685,46.6328,False,False
1167,1,-25.0,25.0,21.423072814941406,28.859708786010742,0.16733863949775696,46.5832,False,False
1168,1,-25.0,25.0,21.373855590820312,28.85338020324707,0.16749604046344757,46.5337,False,False
1169,1,-25.0,25.0,21.324661254882812,28.84685516357422,0.16765367984771729,46.4841,False,False
1170,1,-25.0,25.0,21.27548599243164,28.84014129638672,0.16780994832515717,46.4345,False,False
1171,1,-25.0,25.0,21.226329803466797,28.833248138427734,0.16796338558197021,46.385,False,False
1172,1,-25.0,25.0,21.17719268798828,28.826181411743164,0.16805388033390045,46.3354,False,False
1173,1,-25.0,25.0,21.128076553344727,28.818950653076172,0.16790980100631714,46.2859,False,False
1174,1,-25.0,25.0,21.078977584838867,28.81156349182129,0.16755306720733643,46.2364,False,False
1175,1,-25.0,25.0,21.029895782470703,28.804027557373047,0.16700343787670135,46.1868,False,False
1176,1,-25.0,25.0,20.980833053588867,28.796348571777344,0.16627871990203857,46.1373,False,False
1177,1,-25.0,25.0,20.931785583496094,28.78853416442871,0.16557130217552185,46.0878,False,False
1178,1,-25.0,25.0,20.88275718688965,28.78059196472168,0.16493678092956543,46.0382,False,False
1179,1,-25.0,25.0,20.833742141723633,28.77252769470215,0.16442514955997467,45.9887,False,False
1180,1,-25.0,25.0,20.784744262695312,28.76435089111328,0.16402262449264526,45.9392,False,False
1181,1,-25.0,25.0,20.735759735107422,28.75606346130371,0.16383442282676697,45.8897,False,False
1182,1,-25.0,25.0,20.686790466308594,28.747676849365234,0.16383761167526245,45.8402,False,False
1183,1,-25.0,25.0,20.637834548950195,28.739192962646484,0.16401159763336182,45.7908,False,False
1184,1,-25.0,25.0,20.588890075683594,28.730621337890625,0.16433782875537872,45.7413,False,False
1185,1,-25.0,25.0,20.53995704650879,28.721965789794922,0.16474084556102753,45.6918,False,False
1186,1,-25.0,25.0,20.49103546142578,28.713232040405273,0.16503514349460602,45.6423,False,False
1187,1,-25.0,25.0,20.442121505737305,28.70442771911621,0.16523019969463348,45.5929,False,False
1188,1,-25.0,25.0,20.393218994140625,28.695556640625,0.1653345823287964,45.5434,False,False
1189,1,-25.0,25.0,20.344324111938477,28.68662452697754,0.16529716551303864,45.4939,False,False
1190,1,-25.0,25.0,20.295434951782227,28.677637100219727,0.1653071939945221,45.4445,False,False
1191,1,-25.0,25.0,20.246553421020508,28.66860008239746,0.16529975831508636,45.395,False,False
1192,1,-25.0,25.0,20.19767951965332,28.659515380859375,0.1652752310037613,45.3456,False,False
1193,1,-25.0,25.0,20.1488094329834,28.650392532348633,0.1652340143918991,45.2961,False,False
1194,1,-25.0,25.0,20.099943161010742,28.641231536865234,0.1651764065027237,45.2467,False,False
1195,1,-25.0,25.0,20.05108070373535,28.63204002380371,0.1651027500629425,45.1973,False,False
1196,1,-25.0,25.0,20.002222061157227,28.622819900512695,0.16507214307785034,45.1478,False,False
1197,1,-25.0,25.0,19.9533634185791,28.61357879638672,0.16507893800735474,45.0984,False,False
1198,1,-25.0,25.0,19.904508590698242,28.60431671142578,0.16505929827690125,45.0489,False,False
1199,1,-25.0,25.0,19.855653762817383,28.595041275024414,0.1650145798921585,44.9995,False,False
1200,1,-25.0,25.0,19.806798934936523,28.585756301879883,0.1648872196674347,44.95,False,False
1201,1,-25.0,25.0,19.75794219970703,28.576461791992188,0.16474300622940063,44.9006,False,False
1202,1,-25.0,25.0,19.70908546447754,28.56716537475586,0.1646411418914795,44.8512,False,False
1203,1,-25.0,25.0,19.660226821899414,28.55786895751953,0.16457614302635193,44.8017,False,False
1204,1,-25.0,25.0,19.611366271972656,28.54857635498047,0.1645430624485016,44.7523,False,False
1205,1,-25.0,25.0,19.562501907348633,28.539291381835938,0.16441984474658966,44.7028,False,False
1206,1,-25.0,25.0,19.513633728027344,28.53001594543457,0.16427308320999146,44.6534,False,False
1207,1,-25.0,25.0,19.46476173400879,28.520753860473633,0.16410388052463531,44.6039,False,False
1208,1,-25.0,25.0,19.41588592529297,28.51150894165039,0.16397207975387573,44.5545,False,False
1209,1,-25.0,25.0,19.36700439453125,28.502281188964844,0.16387268900871277,44.505,False,False
1210,1,-25.0,25.0,19.318117141723633,28.493078231811523,0.16380126774311066,44.4556,False,False
1211,1,-25.0,25.0,19.269224166870117,28.483898162841797,0.1638125777244568,44.4061,False,False
1212,1,-25.0,25.0,19.220325469970703,28.47474479675293,0.16389715671539307,44.3566,False,False
1213,1,-25.0,25.0,19.171419143676758,28.465621948242188,0.1639876365661621,44.3072,False,False
1214,1,-25.0,25.0,19.12250518798828,28.45652961730957,0.16408225893974304,44.2577,False,False
1215,1,-25.0,25.0,19.073583602905273,28.447473526000977,0.164120614528656,44.2082,False,False
1216,1,-25.0,25.0,19.024654388427734,28.438451766967773,0.16404834389686584,44.1587,False,False
1217,1,-25.0,25.0,18.97571563720703,28.42947006225586,0.16381655633449554,44.1092,False,False
1218,1,-25.0,25.0,18.926769256591797,28.420528411865234,0.16355766355991364,44.0597,False,False
1219,1,-25.0,25.0,18.8778133392334,28.411630630493164,0.16327320039272308,44.0102,False,False
1220,1,-25.0,25.0,18.82884979248047,28.402774810791016,0.16302336752414703,43.9607,False,False
1221,1,-25.0,25.0,18.779874801635742,28.393966674804688,0.1628623604774475,43.9112,False,False
1222,1,-25.0,25.0,18.73089027404785,28.385204315185547,0.1628389060497284,43.8617,False,False
1223,1,-25.0,25.0,18.68189811706543,28.376493453979492,0.16293810307979584,43.8122,False,False
1224,1,-25.0,25.0,18.63289451599121,28.36783218383789,0.16308772563934326,43.7627,False,False
1225,1,-25.0,25.0,18.583881378173828,28.359222412109375,0.1632227897644043,43.7131,False,False
1226,1,-25.0,25.0,18.53485679626465,28.350666046142578,0.16340242326259613,43.6636,False,False
1227,1,-25.0,25.0,18.485820770263672,28.342164993286133,0.16350342333316803,43.6141,False,False
1228,1,-25.0,25.0,18.43677520751953,28.333717346191406,0.16347378492355347,43.5645,False,False
1229,1,-25.0,25.0,18.387720108032227,28.325328826904297,0.16332542896270752,43.515,False,False
1230,1,-25.0,25.0,18.338651657104492,28.316997528076172,0.163010373711586,43.4654,False,False
1231,1,-25.0,25.0,18.289573669433594,28.308725357055664,0.16248539090156555,43.4158,False,False
1232,1,-25.0,25.0,18.240482330322266,28.300514221191406,0.16182921826839447,43.3663,False,False
1233,1,-25.0,25.0,18.191381454467773,28.292362213134766,0.16146548092365265,43.3167,False,False
1234,1,-25.0,25.0,18.142271041870117,28.284271240234375,0.16136382520198822,43.2671,False,False
1235,1,-25.0,25.0,18.09314727783203,28.276243209838867,0.16149690747261047,43.2175,False,False
1236,1,-25.0,25.0,18.04401397705078,28.26827621459961,0.16178134083747864,43.1679,False,False
