tick_global,waypoint_index,target_x,target_y,gps_x,gps_y,gps_z,distance_to_target,arrived,timeout
73,0,25.0,25.0,3.2092220783233643,-0.22991736233234406,0.17423929274082184,33.3375,False,False
74,0,25.0,25.0,3.2575104236602783,-0.21832479536533356,0.1758623868227005,33.2971,False,False
75,0,25.0,25.0,3.305657148361206,-0.20615200698375702,0.17639878392219543,33.2565,False,False
76,0,25.0,25.0,3.3536555767059326,-0.19340196251869202,0.1759006232023239,33.2155,False,False
77,0,25.0,25.0,3.401499032974243,-0.18007846176624298,0.17459116876125336,33.1743,False,False
78,0,25.0,25.0,3.4491817951202393,-0.1661859154701233,0.17278896272182465,33.1327,False,False
79,0,25.0,25.0,3.496697425842285,-0.15172883868217468,0.17072179913520813,33.0908,False,False
80,0,25.0,25.0,3.5440404415130615,-0.1367119401693344,0.16853587329387665,33.0486,False,False
81,0,25.0,25.0,3.591204881668091,-0.12114046514034271,0.16648031771183014,33.0062,False,False
82,0,25.0,25.0,3.638185977935791,-0.10501978546380997,0.16472049057483673,32.9635,False,False
83,0,25.0,25.0,3.6849780082702637,-0.08835594356060028,0.16358157992362976,32.9204,False,False
84,0,25.0,25.0,3.731576681137085,-0.07115504890680313,0.1632973551750183,32.8772,False,False
85,0,25.0,25.0,3.7779769897460938,-0.053422316908836365,0.16366657614707947,32.8336,False,False
86,0,25.0,25.0,3.824174165725708,-0.03516334295272827,0.16456693410873413,32.7899,False,False
87,0,25.0,25.0,3.870164155960083,-0.016384076327085495,0.16594715416431427,32.7458,False,False
88,0,25.0,25.0,3.915942668914795,0.002909644739702344,0.1676434576511383,32.7016,False,False
89,0,25.0,25.0,3.961505651473999,0.02271256409585476,0.16921445727348328,32.6571,False,False
90,0,25.0,25.0,4.00684928894043,0.043018605560064316,0.17049814760684967,32.6123,False,False
91,0,25.0,25.0,4.0519700050354,0.06382168084383011,0.1712898463010788,32.5674,False,False
92,0,25.0,25.0,4.096863746643066,0.08511552959680557,0.1714053899049759,32.5222,False,False
93,0,25.0,25.0,4.141528129577637,0.1068931594491005,0.17091412842273712,32.4768,False,False
94,0,25.0,25.0,4.185960292816162,0.1291474550962448,0.16987846791744232,32.4312,False,False
95,0,25.0,25.0,4.230157375335693,0.15187110006809235,0.16841325163841248,32.3854,False,False
96,0,25.0,25.0,4.2741169929504395,0.17505565285682678,0.16703341901302338,32.3395,False,False
97,0,25.0,25.0,4.317837238311768,0.19869354367256165,0.1658494621515274,32.2933,False,False
98,0,25.0,25.0,4.361316680908203,0.22277715802192688,0.16496077179908752,32.247,False,False
99,0,25.0,25.0,4.404552936553955,0.24729911983013153,0.16433916985988617,32.2004,False,False
100,0,25.0,25.0,4.447545528411865,0.27225199341773987,0.16395920515060425,32.1538,False,False
101,0,25.0,25.0,4.490292072296143,0.29762834310531616,0.16379795968532562,32.1069,False,False
102,0,25.0,25.0,4.532792091369629,0.3234209418296814,0.1637171506881714,32.0599,False,False
103,0,25.0,25.0,4.575044631958008,0.34962227940559387,0.1637098789215088,32.0128,False,False
104,0,25.0,25.0,4.617048740386963,0.3762247860431671,0.1637698858976364,31.9655,False,False
105,0,25.0,25.0,4.658803939819336,0.40322110056877136,0.1638326793909073,31.9181,False,False
106,0,25.0,25.0,4.700310707092285,0.43060383200645447,0.16384020447731018,31.8706,False,False
107,0,25.0,25.0,4.741568088531494,0.45836541056632996,0.16379891335964203,31.8229,False,False
108,0,25.0,25.0,4.782576560974121,0.48649847507476807,0.16365580260753632,31.7751,False,False
109,0,25.0,25.0,4.823336601257324,0.5149955749511719,0.1634218841791153,31.7272,False,False
110,0,25.0,25.0,4.8638482093811035,0.5438491702079773,0.16310706734657288,31.6791,False,False
111,0,25.0,25.0,4.904112339019775,0.5730518698692322,0.16277894377708435,31.631,False,False
112,0,25.0,25.0,4.944129943847656,0.60259610414505,0.1624983251094818,31.5828,False,False
113,0,25.0,25.0,4.9839019775390625,0.6324746012687683,0.16226108372211456,31.5344,False,False
114,0,25.0,25.0,5.023428916931152,0.6626801490783691,0.16206344962120056,31.486,False,False
115,0,25.0,25.0,5.062713146209717,0.6932053565979004,0.16196078062057495,31.4375,False,False
116,0,25.0,25.0,5.101755619049072,0.7240432500839233,0.16194401681423187,31.3889,False,False
117,0,25.0,25.0,5.140558242797852,0.7551866173744202,0.16206379234790802,31.3402,False,False
118,0,25.0,25.0,5.179121971130371,0.7866283655166626,0.1623656004667282,31.2914,False,False
119,0,25.0,25.0,5.21744966506958,0.8183615803718567,0.16283152997493744,31.2426,False,False
120,0,25.0,25.0,5.255542755126953,0.8503798246383667,0.16326904296875,31.1937,False,False
121,0,25.0,25.0,5.293403148651123,0.8826763033866882,0.16368120908737183,31.1447,False,False
122,0,25.0,25.0,5.331033706665039,0.9152442812919617,0.16407078504562378,31.0957,False,False
123,0,25.0,25.0,5.368435859680176,0.9480772614479065,0.16444014012813568,31.0466,False,False
124,0,25.0,25.0,5.405612945556641,0.9811686277389526,0.16485023498535156,30.9975,False,False
125,0,25.0,25.0,5.442567348480225,1.0145121812820435,0.16517944633960724,30.9483,False,False
126,0,25.0,25.0,5.479301452636719,1.0481016635894775,0.1653183102607727,30.899,False,False
127,0,25.0,25.0,5.515817642211914,1.0819307565689087,0.16534465551376343,30.8498,False,False
128,0,25.0,25.0,5.552119255065918,1.1159934997558594,0.16521093249320984,30.8004,False,False
129,0,25.0,25.0,5.58820915222168,1.150283694267273,0.16493305563926697,30.751,False,False
130,0,25.0,25.0,5.624090194702148,1.1847953796386719,0.16458415985107422,30.7016,False,False
131,0,25.0,25.0,5.659765243530273,1.2195227146148682,0.16417120397090912,30.6522,False,False
132,0,25.0,25.0,5.695237636566162,1.2544599771499634,0.1637004017829895,30.6027,False,False
133,0,25.0,25.0,5.730510711669922,1.2896013259887695,0.16323614120483398,30.5532,False,False
134,0,25.0,25.0,5.765587329864502,1.3249411582946777,0.16283632814884186,30.5036,False,False
135,0,25.0,25.0,5.80047082901001,1.3604739904403687,0.1624942272901535,30.454,False,False
136,0,25.0,25.0,5.835164546966553,1.396194577217102,0.16220375895500183,30.4044,False,False
137,0,25.0,25.0,5.869671821594238,1.4320975542068481,0.1619594395160675,30.3548,False,False
