episode_seed,map_kind,system_name,target_motion_mode,clue_acquisition_mode,planner_adaptation_mode,policy_name,path_safety_mode,safe_nav_lambda_clearance,time_to_first_detection,time_to_all_found,detection_rate,found_count,known_free_observation_ratio_final,planning_time_ms_mean,path_length,clearance_penalty_raw_mean,near_obstacle_step_ratio,min_clearance_cells_mean,path_invalidations_per_episode,anomaly_top_band_selection_ratio_pre_first_detection,unfound_target_neighborhood_anomaly_mass_ratio_pre_first_detection
5,harbor_cove,single_usv_infosampled,static,ucb,adaptive,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,19,147,1.0,3,0.5670045045045045,20.746430000144755,147,0.004251700680272109,0.004251700680272109,6.8979591836734695,0,0.21052631578947367,0.06414031235102911
6,harbor_cove,single_usv_infosampled,static,ucb,adaptive,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,44,,0.6666666666666666,2,0.7606981981981982,33.34287200021208,240,0.005208333333333333,0.005208333333333333,5.104166666666667,0,0.3181818181818182,0.05606701750608866
7,harbor_cove,single_usv_infosampled,static,ucb,adaptive,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,39,,0.6666666666666666,2,0.6796171171171171,25.162991999895894,240,0.0026041666666666665,0.0026041666666666665,5.383333333333334,0,0.10256410256410256,0.056369300729882256
8,harbor_cove,single_usv_infosampled,static,ucb,adaptive,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,12,,0.6666666666666666,2,0.6891891891891891,28.712354901882446,240,0.0026041666666666665,0.0026041666666666665,5.108333333333333,0,1.0,0.09037161315277616
9,harbor_cove,single_usv_infosampled,static,ucb,adaptive,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,18,106,1.0,3,0.47072072072072074,26.567172727564785,106,0.00589622641509434,0.00589622641509434,4.547169811320755,0,0.16666666666666666,0.05851385633273638
0,peninsula_passage,single_usv_infosampled,static,ucb,adaptive,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,107,,0.3333333333333333,1,0.5405684754521963,31.044241999989026,240,0.0026041666666666665,0.0026041666666666665,3.4291666666666667,0,0.1588785046728972,0.04835109351515071
1,peninsula_passage,single_usv_infosampled,static,ucb,adaptive,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,32,202,1.0,3,0.7178294573643411,33.03481463427022,202,0.003094059405940594,0.003094059405940594,3.8316831683168315,0,0.53125,0.05334707575594975
2,peninsula_passage,single_usv_infosampled,static,ucb,adaptive,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,57,183,1.0,3,0.7617571059431525,31.99104594583529,183,0.0034153005464480873,0.0034153005464480873,4.14207650273224,0,0.21052631578947367,0.05689007808523238
3,peninsula_passage,single_usv_infosampled,static,ucb,adaptive,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,80,,0.6666666666666666,2,0.7043927648578812,29.077071428200355,240,0.0026041666666666665,0.0026041666666666665,3.725,0,0.25,0.053139460605292566
4,peninsula_passage,single_usv_infosampled,static,ucb,adaptive,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,34,124,1.0,3,0.44599483204134366,29.361432000005152,124,0.005040322580645161,0.005040322580645161,3.75,0,0.5588235294117647,0.06675764486048281
5,peninsula_passage,single_usv_infosampled,static,ucb,adaptive,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,84,,0.3333333333333333,1,0.9054263565891473,37.02441224506438,240,0.0026041666666666665,0.0026041666666666665,3.845833333333333,0,0.2261904761904762,0.04965000169960699
6,peninsula_passage,single_usv_infosampled,static,ucb,adaptive,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,77,,0.6666666666666666,2,0.8361757105943153,36.64542083341379,240,0.0026041666666666665,0.0026041666666666665,3.375,0,0.35064935064935066,0.05221816087537954
7,peninsula_passage,single_usv_infosampled,static,ucb,adaptive,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,19,,0.6666666666666666,2,0.7116279069767442,36.43469183656152,240,0.0026041666666666665,0.0026041666666666665,3.720833333333333,0,0.0,0.04820237678803954
8,peninsula_passage,single_usv_infosampled,static,ucb,adaptive,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,43,,0.6666666666666666,2,0.751421188630491,43.189922916174815,240,0.0026041666666666665,0.0026041666666666665,3.375,0,0.18604651162790697,0.04382060312042987
9,peninsula_passage,single_usv_infosampled,static,ucb,adaptive,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,35,190,1.0,3,0.6656330749354005,33.89049743586489,190,0.003289473684210526,0.003289473684210526,3.768421052631579,0,0.2857142857142857,0.04067914751587491
0,open_water,single_usv_infosampled,static,anomaly_upper_tail,adaptive,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,62,90,1.0,3,0.37477313974591653,21.302799999628203,90,0.006944444444444444,0.006944444444444444,7.722222222222222,0,0.27419354838709675,0.049740015491294705
1,open_water,single_usv_infosampled,static,anomaly_upper_tail,adaptive,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,63,212,1.0,3,0.6828493647912885,24.613490697997488,212,0.00294811320754717,0.00294811320754717,7.716981132075472,0,0.4444444444444444,0.05141076140080985
2,open_water,single_usv_infosampled,static,anomaly_upper_tail,adaptive,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,60,217,1.0,3,0.7277676950998185,21.517884090909238,217,0.002880184331797235,0.002880184331797235,8.571428571428571,0,0.25,0.05790934934921344
3,open_water,single_usv_infosampled,static,anomaly_upper_tail,adaptive,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,45,,0.6666666666666666,2,0.8039927404718693,29.044328571644098,240,0.0026041666666666665,0.0026041666666666665,7.779166666666667,0,0.1111111111111111,0.05040632961903322
4,open_water,single_usv_infosampled,static,anomaly_upper_tail,adaptive,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,36,,0.6666666666666666,2,0.603448275862069,21.24769795936656,240,0.0026041666666666665,0.0026041666666666665,7.629166666666666,0,0.4444444444444444,0.05059762283148023
5,open_water,single_usv_infosampled,static,anomaly_upper_tail,adaptive,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,12,197,1.0,3,0.6152450090744102,25.217190000330447,197,0.0031725888324873096,0.0031725888324873096,8.213197969543147,0,0.16666666666666666,0.05486022763092142
6,open_water,single_usv_infosampled,static,anomaly_upper_tail,adaptive,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,43,176,1.0,3,0.6025408348457351,23.25418055554312,176,0.0035511363636363635,0.0035511363636363635,7.403409090909091,0,0.3023255813953488,0.056556814628566036
7,open_water,single_usv_infosampled,static,anomaly_upper_tail,adaptive,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,42,89,1.0,3,0.367967332123412,20.9862388888319,89,0.007022471910112359,0.007022471910112359,7.595505617977528,0,0.16666666666666666,0.04762604232182964
8,open_water,single_usv_infosampled,static,anomaly_upper_tail,adaptive,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,69,,0.3333333333333333,1,0.7409255898366606,26.612234693801636,240,0.0026041666666666665,0.0026041666666666665,8.0,0,0.42028985507246375,0.044224566222053854
9,open_water,single_usv_infosampled,static,anomaly_upper_tail,adaptive,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,52,213,1.0,3,0.6705989110707804,25.83669534883378,213,0.0029342723004694834,0.0029342723004694834,7.727699530516432,0,0.3269230769230769,0.04845031719835822
0,harbor_cove,single_usv_infosampled,static,anomaly_upper_tail,adaptive,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,34,82,1.0,3,0.4363738738738739,21.164811764345572,82,0.007621951219512195,0.007621951219512195,7.2560975609756095,0,0.11764705882352941,0.07050769057885779
1,harbor_cove,single_usv_infosampled,static,anomaly_upper_tail,adaptive,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,38,,0.6666666666666666,2,0.6295045045045045,19.723097999813035,240,0.0026041666666666665,0.0026041666666666665,4.5875,0,0.47368421052631576,0.05966914133623504
2,harbor_cove,single_usv_infosampled,static,anomaly_upper_tail,adaptive,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,39,,0.6666666666666666,2,0.7927927927927928,26.616552941513696,240,0.0067708333333333336,0.0067708333333333336,4.508333333333334,0,0.10256410256410256,0.04823567861686949
3,harbor_cove,single_usv_infosampled,static,anomaly_upper_tail,adaptive,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,38,135,1.0,3,0.606418918918919,23.621107407018794,135,0.018518518518518517,0.018518518518518517,5.814814814814815,0,0.21052631578947367,0.05602364281818911
4,harbor_cove,single_usv_infosampled,static,anomaly_upper_tail,adaptive,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,39,66,1.0,3,0.3474099099099099,18.513521428238683,66,0.00946969696969697,0.00946969696969697,6.4393939393939394,0,0.10256410256410256,0.06640331207121955
5,harbor_cove,single_usv_infosampled,static,anomaly_upper_tail,adaptive,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,19,150,1.0,3,0.5962837837837838,20.035877419192524,150,0.004166666666666667,0.004166666666666667,6.54,0,0.21052631578947367,0.06414031235102911
6,harbor_cove,single_usv_infosampled,static,anomaly_upper_tail,adaptive,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,44,,0.6666666666666666,2,0.831081081081081,38.532654901905964,240,0.0026041666666666665,0.0026041666666666665,5.483333333333333,0,0.3181818181818182,0.05606701750608866
7,harbor_cove,single_usv_infosampled,static,anomaly_upper_tail,adaptive,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,39,,0.6666666666666666,2,0.7995495495495496,30.55296326560985,240,0.0026041666666666665,0.0026041666666666665,4.658333333333333,0,0.10256410256410256,0.056369300729882256
8,harbor_cove,single_usv_infosampled,static,anomaly_upper_tail,adaptive,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,5,111,1.0,3,0.5377252252252253,26.923217391373804,111,0.00563063063063063,0.00563063063063063,5.756756756756757,0,1.0,0.08176000449610644
9,harbor_cove,single_usv_infosampled,static,anomaly_upper_tail,adaptive,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,18,,0.6666666666666666,2,0.8108108108108109,34.01015400006145,240,0.0026041666666666665,0.0026041666666666665,5.366666666666666,0,0.4444444444444444,0.05851385633273638
0,peninsula_passage,single_usv_infosampled,static,anomaly_upper_tail,adaptive,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,104,,0.3333333333333333,1,0.5405684754521963,27.123357142973333,240,0.0026041666666666665,0.0026041666666666665,3.2916666666666665,0,0.18269230769230768,0.04723263140584742
1,peninsula_passage,single_usv_infosampled,static,anomaly_upper_tail,adaptive,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,32,163,1.0,3,0.6372093023255814,26.921633333117686,163,0.003834355828220859,0.003834355828220859,3.98159509202454,0,0.53125,0.05334707575594975
2,peninsula_passage,single_usv_infosampled,static,anomaly_upper_tail,adaptive,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,57,193,1.0,3,0.7198966408268734,34.13916999979847,193,0.008419689119170985,0.008419689119170985,4.160621761658031,0,0.2982456140350877,0.0571075006570475
3,peninsula_passage,single_usv_infosampled,static,anomaly_upper_tail,adaptive,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,80,,0.6666666666666666,2,0.6516795865633075,33.85409800030175,240,0.0026041666666666665,0.0026041666666666665,3.3833333333333333,0,0.1875,0.053139460605292566
4,peninsula_passage,single_usv_infosampled,static,anomaly_upper_tail,adaptive,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,24,,0.6666666666666666,2,0.6217054263565891,38.711077083538235,240,0.0026041666666666665,0.0026041666666666665,3.4375,0,0.375,0.060372989763946415
5,peninsula_passage,single_usv_infosampled,static,anomaly_upper_tail,adaptive,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,86,205,1.0,3,0.6780361757105943,32.709158536684896,205,0.003048780487804878,0.003048780487804878,3.5121951219512195,0,0.18604651162790697,0.045512661258785725
6,peninsula_passage,single_usv_infosampled,static,anomaly_upper_tail,adaptive,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,85,,0.6666666666666666,2,0.6842377260981912,34.80305714282974,240,0.0026041666666666665,0.0026041666666666665,3.1416666666666666,0,0.35294117647058826,0.05291926021441764
7,peninsula_passage,single_usv_infosampled,static,anomaly_upper_tail,adaptive,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,19,,0.6666666666666666,2,0.717312661498708,44.457132652849175,240,0.0026041666666666665,0.0026041666666666665,3.6375,0,0.21052631578947367,0.048194971528266434
8,peninsula_passage,single_usv_infosampled,static,anomaly_upper_tail,adaptive,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,43,214,1.0,3,0.6108527131782946,25.536961363865306,214,0.0029205607476635513,0.0029205607476635513,3.6728971962616823,0,0.18604651162790697,0.04382060312042987
9,peninsula_passage,single_usv_infosampled,static,anomaly_upper_tail,adaptive,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,35,,0.6666666666666666,2,0.6987080103359173,34.32378571411317,240,0.0026041666666666665,0.0026041666666666665,3.4125,0,0.2857142857142857,0.04042533775344811
