map_kind,baseline_clue_acquisition_mode,challenger_clue_acquisition_mode,target_motion_mode,planner_adaptation_mode,policy_name,path_safety_mode,time_to_first_detection_delta_mean,time_to_all_found_delta_mean,detection_rate_delta_mean,found_count_delta_mean,known_free_observation_ratio_final_delta_mean,planning_time_ms_mean_delta_mean,path_length_delta_mean,clearance_penalty_raw_mean_delta_mean,near_obstacle_step_ratio_delta_mean,min_clearance_cells_mean_delta_mean,path_invalidations_per_episode_delta_mean,anomaly_top_band_selection_ratio_pre_first_detection_delta_mean,unfound_target_neighborhood_anomaly_mass_ratio_pre_first_detection_delta_mean
ALL,ucb,anomaly_upper_tail,static,adaptive,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,-0.2,1.8181818181818181,0.02222222222222222,0.06666666666666667,0.0007354445358286184,0.21646985398361984,-0.8666666666666667,0.0005453554722029548,0.0005453554722029548,0.06987860271457552,0.0,0.005960621247422697,-6.870118912835922e-05
open_water,ucb,anomaly_upper_tail,static,adaptive,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,0.2,22.666666666666668,-0.03333333333333334,-0.1,0.052858439201451904,0.7005584002827824,15.4,-0.00012746674007558487,-0.00012746674007558487,-0.3019993838314405,0.0,-0.017774142396308285,0.0010012258039211297
harbor_cove,ucb,anomaly_upper_tail,static,adaptive,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,-0.5,-29.0,0.06666666666666667,0.2,-0.0025900900900900636,0.8602631921988444,-25.6,0.001425110160122859,0.001425110160122859,0.6447890138203515,0.0,0.031867631248436196,-0.00010901429550544268
peninsula_passage,ucb,anomaly_upper_tail,static,adaptive,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,-0.3,-14.5,0.03333333333333334,0.1,-0.04806201550387599,-0.9114120305307672,7.6,0.00033842299656159036,0.00033842299656159036,-0.13315382184518448,0.0,0.0037883748901401866,-0.0010983150758007646
