run_kind,tick_global,policy_step,tick_in_policy_step,reporter_usv_id,agent_id,sensor_id,recommended_rule_id,expected_target_present_for_audit,raw_sensor_found,accepted_candidate,teammate_rejected,range_limited,estimated_world_position,target_world_location_for_audit,target_position_error_m,observer_world_location,planned_observer_world_location,observer_pose_source,matched_range_m,bearing_deg,blob_yaw_deg,matched_beam_index,matched_beam_yaw_deg,beam_yaw_error_deg,local_range_scaled_blob_present,local_blob_area,local_blob_range_scaled_area,sphere_blob_local_candidate_count,sphere_blob_candidate_count,rgb_changed_pixels,rgb_change_bbox_xyxy,rangefinder_hit_beam_indices,rangefinder_min_positive_range_m,nearest_teammate_agent_name,nearest_teammate_distance_m,within_teammate_exclusion_radius,truth_used_for_detection,actor_truth_used_for_detection,target_truth_used_for_detection,teammate_truth_used_for_detection
target,30,3,6,sv1,sv1,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,True,True,False,True,"[31.427207708358765, 5.736650466918945, 0.0]","[31.0, 0.0, 0.5]",5.752535528415492,"[3.6832501888275146, 5.736650466918945, 0.1602400839328766]","[11.872340425531915, 6.0, 0.0]",live_location_sensor,27.74395751953125,0.0,1.555434782608692,6,0.0,1.555434782608692,True,23,17703.725113447756,1,1,27,"[40, 127, 157, 155]",[6],27.74395751953125,sv1,27.74395751953125,False,False,False,False,False
target,31,3,7,sv0,sv0,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[3.7179272174835205, -5.681126594543457, 0.15658250451087952]","[12.212765957446809, -6.0, 0.0]",live_location_sensor,,,,,,,False,0,,0,0,0,,[],,,,False,False,False,False,False
target,31,3,7,sv1,sv1,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[3.7309494018554688, 5.725367069244385, 0.15708136558532715]","[12.212765957446809, 6.0, 0.0]",live_location_sensor,,,,,,,False,0,,0,0,0,,[],,,,False,False,False,False,False
target,32,3,8,sv0,sv0,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[3.7640278339385986, -5.664388179779053, 0.15839248895645142]","[12.553191489361701, -6.0, 0.0]",live_location_sensor,,,,,,,False,0,,0,0,0,,[],,,,False,False,False,False,False
target,32,3,8,sv1,sv1,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[3.778773546218872, 5.714235782623291, 0.15573818981647491]","[12.553191489361701, 6.0, 0.0]",live_location_sensor,,,,,,,False,0,,0,0,0,,[],,,,False,False,False,False,False
target,33,3,9,sv0,sv0,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[3.8101143836975098, -5.647375106811523, 0.16171704232692719]","[12.893617021276595, -6.0, 0.0]",live_location_sensor,,,,,,,False,0,,0,0,0,,[],,,,False,False,False,False,False
target,33,3,9,sv1,sv1,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[3.826718807220459, 5.703286647796631, 0.15638110041618347]","[12.893617021276595, 6.0, 0.0]",live_location_sensor,,,,,,,False,0,,0,0,0,,[],,,,False,False,False,False,False
target,34,3,10,sv0,sv0,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[3.8561811447143555, -5.630097389221191, 0.16575807332992554]","[13.23404255319149, -6.0, 0.0]",live_location_sensor,,,,,,,False,0,,0,0,0,,[],,,,False,False,False,False,False
target,34,3,10,sv1,sv1,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[3.874782085418701, 5.692548751831055, 0.15851683914661407]","[13.23404255319149, 6.0, 0.0]",live_location_sensor,,,,,,,False,0,,0,0,0,,[],,,,False,False,False,False,False
target,35,3,11,sv0,sv0,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[3.902223825454712, -5.612565994262695, 0.16979743540287018]","[13.574468085106384, -6.0, 0.0]",live_location_sensor,,,,,,,False,0,,0,0,0,,[],,,,False,False,False,False,False
target,35,3,11,sv1,sv1,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[3.9229607582092285, 5.682050704956055, 0.16152523458003998]","[13.574468085106384, 6.0, 0.0]",live_location_sensor,,,,,,,False,0,,0,0,0,,[],,,,False,False,False,False,False
target,36,3,12,sv0,sv0,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[3.9482381343841553, -5.594789981842041, 0.17324768006801605]","[13.914893617021276, -6.0, 0.0]",live_location_sensor,,,,,,,False,0,,1,0,30,"[73, 127, 292, 155]",[],,,,False,False,False,False,False
target,36,3,12,sv1,sv1,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,True,True,False,True,"[31.185128986160656, 3.290913998629595, 0.0]","[31.0, 0.0, 0.5]",3.296117062225355,"[3.97125244140625, 5.671819686889648, 0.16496586799621582]","[13.914893617021276, 6.0, 0.0]",live_location_sensor,27.317829132080078,-5.0,-0.99375,7,-5.0,4.00625,True,23,17164.06713525903,1,1,20,"[161, 127, 165, 132]",[7],27.317829132080078,sv1,27.317829132080078,False,False,False,False,False
target,37,4,1,sv0,sv0,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[3.994220733642578, -5.576779842376709, 0.17569774389266968]","[14.25531914893617, -6.0, 0.0]",live_location_sensor,,,,,,,False,0,,0,0,0,,[],,,,False,False,False,False,False
target,37,4,1,sv1,sv1,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[4.019654273986816, 5.661882400512695, 0.16826613247394562]","[14.25531914893617, 6.0, 0.0]",live_location_sensor,,,,,,,False,0,,0,0,0,,[7],27.128103256225586,,,False,False,False,False,False
target,38,4,2,sv0,sv0,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[4.0401692390441895, -5.558544158935547, 0.17689527571201324]","[14.595744680851064, -6.0, 0.0]",live_location_sensor,,,,,,,False,0,,0,0,0,,[],,,,False,False,False,False,False
target,38,4,2,sv1,sv1,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[4.0681633949279785, 5.652264595031738, 0.17091087996959686]","[14.595744680851064, 6.0, 0.0]",live_location_sensor,,,,,,,False,0,,0,0,0,,[7],27.29474449157715,,,False,False,False,False,False
target,39,4,3,sv0,sv0,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[4.086080551147461, -5.540092468261719, 0.1765543818473816]","[14.936170212765957, -6.0, 0.0]",live_location_sensor,,,,,,,False,0,,0,0,0,,[],,,,False,False,False,False,False
target,39,4,3,sv1,sv1,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[4.1167778968811035, 5.642991065979004, 0.172554150223732]","[14.936170212765957, 6.0, 0.0]",live_location_sensor,,,,,,,False,0,,0,0,0,,[],,,,False,False,False,False,False
target,40,4,4,sv0,sv0,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[4.131953716278076, -5.5214338302612305, 0.1749468892812729]","[15.27659574468085, -6.0, 0.0]",live_location_sensor,,,,,,,False,0,,0,0,0,,[],,,,False,False,False,False,False
target,40,4,4,sv1,sv1,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[4.165493488311768, 5.634085655212402, 0.17317873239517212]","[15.27659574468085, 6.0, 0.0]",live_location_sensor,,,,,,,False,0,,0,0,0,,[],,,,False,False,False,False,False
target,41,4,5,sv0,sv0,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[4.177786350250244, -5.502577304840088, 0.17237624526023865]","[15.617021276595745, -6.0, 0.0]",live_location_sensor,,,,,,,False,0,,0,0,0,,[],,,,False,False,False,False,False
target,41,4,5,sv1,sv1,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[4.2143073081970215, 5.6255717277526855, 0.17282797396183014]","[15.617021276595745, 6.0, 0.0]",live_location_sensor,,,,,,,False,0,,0,0,0,,[],,,,False,False,False,False,False
target,42,4,6,sv0,sv0,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[4.22357702255249, -5.483532428741455, 0.16940943896770477]","[15.957446808510639, -6.0, 0.0]",live_location_sensor,,,,,,,False,0,,1,1,103,"[25, 124, 293, 188]",[],,,,False,False,False,False,False
target,42,4,6,sv1,sv1,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[4.263215065002441, 5.617470741271973, 0.17171742022037506]","[15.957446808510639, 6.0, 0.0]",live_location_sensor,,,,,,,False,0,,1,0,66,"[66, 127, 292, 164]",[],,,,False,False,False,False,False
target,43,4,7,sv0,sv0,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[4.269324779510498, -5.46430778503418, 0.1667919158935547]","[16.29787234042553, -6.0, 0.0]",live_location_sensor,,,,,,,False,0,,0,0,0,,[],,,,False,False,False,False,False
target,43,4,7,sv1,sv1,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[4.3122124671936035, 5.609802722930908, 0.16992346942424774]","[16.29787234042553, 6.0, 0.0]",live_location_sensor,,,,,,,False,0,,0,0,0,,[8],26.927146911621094,,,False,False,False,False,False
target,44,4,8,sv0,sv0,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[4.315029144287109, -5.444911003112793, 0.16478286683559418]","[16.638297872340424, -6.0, 0.0]",live_location_sensor,,,,,,,False,0,,0,0,0,,[],,,,False,False,False,False,False
target,44,4,8,sv1,sv1,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[4.361295223236084, 5.6025872230529785, 0.16775020956993103]","[16.638297872340424, 6.0, 0.0]",live_location_sensor,,,,,,,False,0,,0,0,0,,[8],26.754331588745117,,,False,False,False,False,False
target,45,4,9,sv0,sv0,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[4.360689163208008, -5.425349235534668, 0.1636742502450943]","[16.97872340425532, -6.0, 0.0]",live_location_sensor,,,,,,,False,0,,0,0,0,,[9],27.04419708251953,,,False,False,False,False,False
target,45,4,9,sv1,sv1,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[4.410458564758301, 5.595841884613037, 0.16547133028507233]","[16.97872340425532, 6.0, 0.0]",live_location_sensor,,,,,,,False,0,,0,0,0,,[8],27.059446334838867,,,False,False,False,False,False
target,46,4,10,sv0,sv0,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[4.406304359436035, -5.405628681182861, 0.16361123323440552]","[17.319148936170215, -6.0, 0.0]",live_location_sensor,,,,,,,False,0,,0,0,0,,[9],26.862224578857422,,,False,False,False,False,False
target,46,4,10,sv1,sv1,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[4.459696292877197, 5.589583873748779, 0.16345083713531494]","[17.319148936170215, 6.0, 0.0]",live_location_sensor,,,,,,,False,0,,0,0,0,,[],,,,False,False,False,False,False
target,47,4,11,sv0,sv0,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[4.451874256134033, -5.38575553894043, 0.16448917984962463]","[17.659574468085104, -6.0, 0.0]",live_location_sensor,,,,,,,False,0,,0,0,0,,[9],26.751859664916992,,,False,False,False,False,False
target,47,4,11,sv1,sv1,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[4.50900411605835, 5.583827495574951, 0.16195757687091827]","[17.659574468085104, 6.0, 0.0]",live_location_sensor,,,,,,,False,0,,0,0,0,,[],,,,False,False,False,False,False
target,48,4,12,sv0,sv0,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,True,True,False,True,"[30.25551054906596, -12.267600281446722, 0.0]","[31.0, 0.0, 0.5]",12.290170104921401,"[4.497398853302002, -5.365735054016113, 0.16609637439250946]","[18.0, -6.0, 0.0]",live_location_sensor,26.666759490966797,-15.0,-12.966071428571428,9,-15.0,2.0339285714285715,True,28,19911.249728973897,1,0,31,"[29, 127, 290, 160]",[9],26.666759490966797,sv0,26.666759490966797,False,False,False,False,False
target,48,4,12,sv1,sv1,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[4.558375358581543, 5.578587055206299, 0.16099831461906433]","[18.0, 6.0, 0.0]",live_location_sensor,,,,,,,False,0,,1,1,25,"[83, 121, 188, 132]",[],,,,False,False,False,False,False
coexist,1,1,1,sv0,sv0,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[2.442765712738037, -5.988875865936279, 0.13753776252269745]","[2.0, -6.0, 0.0]",live_location_sensor,,,,,,,False,0,,0,0,0,,[0],26.134885787963867,,,False,False,False,False,False
coexist,1,1,1,sv1,sv1,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[2.4427716732025146, 5.988892555236816, 0.1271069049835205]","[2.0, 6.0, 0.0]",live_location_sensor,,,,,,,False,0,,0,0,0,,"[0, 1]",18.885892868041992,,,False,False,False,False,False
coexist,2,1,2,sv0,sv0,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[2.473755359649658, -5.986359119415283, 0.15896138548851013]","[2.3404255319148937, -6.0, 0.0]",live_location_sensor,,,,,,,False,0,,0,0,0,,[0],25.736703872680664,,,False,False,False,False,False
coexist,2,1,2,sv1,sv1,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[2.473759651184082, 5.986360549926758, 0.1465824395418167]","[2.3404255319148937, 6.0, 0.0]",live_location_sensor,,,,,,,False,0,,0,0,0,,"[0, 1]",19.25701141357422,,,False,False,False,False,False
coexist,3,1,3,sv0,sv0,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[2.5065829753875732, -5.9832916259765625, 0.18043988943099976]","[2.6808510638297873, -6.0, 0.0]",live_location_sensor,,,,,,,False,0,,0,0,0,,"[0, 6]",25.373743057250977,,,False,False,False,False,False
coexist,3,1,3,sv1,sv1,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[2.5065839290618896, 5.983266353607178, 0.16525012254714966]","[2.6808510638297873, 6.0, 0.0]",live_location_sensor,,,,,,,False,0,,0,0,0,,"[0, 1, 6]",19.13796043395996,,,False,False,False,False,False
coexist,4,1,4,sv0,sv0,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[2.541048526763916, -5.979630947113037, 0.1997353434562683]","[3.0212765957446805, -6.0, 0.0]",live_location_sensor,,,,,,,False,0,,0,0,0,,"[0, 1, 6]",25.039142608642578,,,False,False,False,False,False
coexist,4,1,4,sv1,sv1,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[2.541043758392334, 5.979572296142578, 0.180723175406456]","[3.0212765957446805, 6.0, 0.0]",live_location_sensor,,,,,,,False,0,,0,0,0,,"[0, 1, 6]",19.028419494628906,,,False,False,False,False,False
coexist,5,1,5,sv0,sv0,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[2.5769758224487305, -5.97537088394165, 0.21448084712028503]","[3.3617021276595747, -6.0, 0.0]",live_location_sensor,,,,,,,False,0,,0,0,0,,"[0, 1]",25.27691650390625,,,False,False,False,False,False
coexist,5,1,5,sv1,sv1,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[2.5769643783569336, 5.975276947021484, 0.19138245284557343]","[3.3617021276595747, 6.0, 0.0]",live_location_sensor,,,,,,,False,0,,0,0,0,,"[0, 1, 6]",18.928081512451172,,,False,False,False,False,False
coexist,6,1,6,sv0,sv0,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[2.614206552505493, -5.970507621765137, 0.2229578047990799]","[3.702127659574468, -6.0, 0.0]",live_location_sensor,,,,,,,False,0,,1,1,332,"[40, 122, 264, 159]","[0, 1]",25.529212951660156,,,False,False,False,False,False
coexist,6,1,6,sv1,sv1,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[2.614187479019165, 5.970385551452637, 0.19676999747753143]","[3.702127659574468, 6.0, 0.0]",live_location_sensor,,,,,,,False,0,,4,2,300,"[61, 121, 167, 139]","[0, 1]",18.835844039916992,,,False,False,False,False,False
coexist,7,1,7,sv0,sv0,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[2.652597188949585, -5.965040683746338, 0.22455990314483643]","[4.042553191489361, -6.0, 0.0]",live_location_sensor,,,,,,,False,0,,0,0,0,,"[0, 1]",25.77545166015625,,,False,False,False,False,False
coexist,7,1,7,sv1,sv1,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[2.6525723934173584, 5.964907646179199, 0.19682632386684418]","[4.042553191489361, 6.0, 0.0]",live_location_sensor,,,,,,,False,0,,0,0,0,,[0],18.751056671142578,,,False,False,False,False,False
coexist,8,1,8,sv0,sv0,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[2.6920180320739746, -5.958973407745361, 0.21985843777656555]","[4.382978723404255, -6.0, 0.0]",live_location_sensor,,,,,,,False,0,,0,0,0,,"[0, 1]",26.015363693237305,,,False,False,False,False,False
coexist,8,1,8,sv1,sv1,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[2.6919918060302734, 5.958858966827393, 0.19220328330993652]","[4.382978723404255, 6.0, 0.0]",live_location_sensor,,,,,,,False,0,,0,0,0,,[0],18.672809600830078,,,False,False,False,False,False
coexist,9,1,9,sv0,sv0,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[2.7323527336120605, -5.952311992645264, 0.2101319134235382]","[4.723404255319149, -6.0, 0.0]",live_location_sensor,,,,,,,False,0,,0,0,0,,"[0, 1]",25.987293243408203,,,False,False,False,False,False
coexist,9,1,9,sv1,sv1,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[2.732332468032837, 5.95225715637207, 0.18384027481079102]","[4.723404255319149, 6.0, 0.0]",live_location_sensor,,,,,,,False,0,,0,0,0,,[0],18.59982681274414,,,False,False,False,False,False
coexist,10,1,10,sv0,sv0,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[2.77349591255188, -5.945065975189209, 0.19729548692703247]","[5.0638297872340425, -6.0, 0.0]",live_location_sensor,,,,,,,False,0,,0,0,0,,[1],25.692333221435547,,,False,False,False,False,False
coexist,10,1,10,sv1,sv1,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[2.7734930515289307, 5.945124626159668, 0.17287668585777283]","[5.0638297872340425, 6.0, 0.0]",live_location_sensor,,,,,,,False,0,,0,0,0,,[0],18.53160858154297,,,False,False,False,False,False
coexist,11,1,11,sv0,sv0,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[2.81535267829895, -5.937246799468994, 0.18366087973117828]","[5.404255319148936, -6.0, 0.0]",live_location_sensor,,,,,,,False,0,,0,0,0,,"[1, 7]",25.4169921875,,,False,False,False,False,False
coexist,11,1,11,sv1,sv1,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[2.8153834342956543, 5.937486171722412, 0.16080833971500397]","[5.404255319148936, 6.0, 0.0]",live_location_sensor,,,,,,,False,0,,0,0,0,,[0],18.46858787536621,,,False,False,False,False,False
coexist,12,1,12,sv0,sv0,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,True,True,False,True,"[31.080430993709083, -8.398024745721585, 0.0]","[31.0, 0.0, 0.5]",8.398409895599352,"[2.8578381538391113, -5.928867816925049, 0.17119090259075165]","[5.74468085106383, -6.0, 0.0]",live_location_sensor,28.330398559570312,-5.0,-1.9401785714285729,7,-5.0,3.059821428571427,True,21,16854.841133426176,1,1,250,"[57, 123, 168, 138]","[1, 7]",25.159194946289062,teammate_extra0,21.94020917336853,False,False,False,False,False
coexist,12,1,12,sv1,sv1,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[2.8579232692718506, 5.929370403289795, 0.14951056241989136]","[5.74468085106383, 6.0, 0.0]",live_location_sensor,,,,,,,False,0,,2,1,361,"[41, 120, 259, 152]",[0],18.55752944946289,,,False,False,False,False,False
coexist,13,2,1,sv0,sv0,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[2.9008758068084717, -5.9199419021606445, 0.161004900932312]","[6.085106382978723, -6.0, 0.0]",live_location_sensor,,,,,,,False,0,,0,0,0,,"[1, 2, 7]",24.916845321655273,,,False,False,False,False,False
coexist,13,2,1,sv1,sv1,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[2.9010415077209473, 5.920804977416992, 0.1401415318250656]","[6.085106382978723, 6.0, 0.0]",live_location_sensor,,,,,,,False,0,,0,0,0,,[0],18.757705688476562,,,False,False,False,False,False
coexist,14,2,2,sv0,sv0,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[2.9443979263305664, -5.910482406616211, 0.15387478470802307]","[6.425531914893617, -6.0, 0.0]",live_location_sensor,,,,,,,False,0,,0,0,0,,"[1, 2]",24.889291763305664,,,False,False,False,False,False
coexist,14,2,2,sv1,sv1,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[2.9446749687194824, 5.911820888519287, 0.13391976058483124]","[6.425531914893617, 6.0, 0.0]",live_location_sensor,,,,,,,False,0,,0,0,0,,[0],18.904809951782227,,,False,False,False,False,False
coexist,15,2,3,sv0,sv0,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[2.9883430004119873, -5.900503635406494, 0.1503186821937561]","[6.76595744680851, -6.0, 0.0]",live_location_sensor,,,,,,,False,0,,0,0,0,,"[1, 2]",25.02759552001953,,,False,False,False,False,False
coexist,15,2,3,sv1,sv1,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[2.9887685775756836, 5.902449131011963, 0.1311182677745819]","[6.76595744680851, 6.0, 0.0]",live_location_sensor,,,,,,,False,0,,0,0,0,,[0],18.997814178466797,,,False,False,False,False,False
coexist,16,2,4,sv0,sv0,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[3.03265643119812, -5.89001989364624, 0.150391086935997]","[7.1063829787234045, -6.0, 0.0]",live_location_sensor,,,,,,,False,0,,0,0,0,,"[1, 2]",25.159608840942383,,,False,False,False,False,False
coexist,16,2,4,sv1,sv1,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[3.033273458480835, 5.892719745635986, 0.13180619478225708]","[7.1063829787234045, 6.0, 0.0]",live_location_sensor,,,,,,,False,0,,0,0,0,,[0],19.03668785095215,,,False,False,False,False,False
coexist,17,2,5,sv0,sv0,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[3.077289342880249, -5.8790435791015625, 0.15367059409618378]","[7.446808510638298, -6.0, 0.0]",live_location_sensor,,,,,,,False,0,,0,0,0,,"[1, 2]",25.285158157348633,,,False,False,False,False,False
coexist,17,2,5,sv1,sv1,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[3.0781471729278564, 5.882664680480957, 0.13551649451255798]","[7.446808510638298, 6.0, 0.0]",live_location_sensor,,,,,,,False,0,,0,0,0,,[0],19.022367477416992,,,False,False,False,False,False
