tick_global,waypoint_index,wp_ticks,sv0_target_cell,sv0_target_world,sv0_loc_x,sv0_loc_y,sv0_loc_z,sv0_proj_row,sv0_proj_col,sv0_dist_m,sv0_heading_deg,sv0_t_heading_deg,sv0_err_deg,sv0_cmd_l,sv0_cmd_r,sv0_arrived,sv0_timeout,sv1_target_cell,sv1_target_world,sv1_loc_x,sv1_loc_y,sv1_loc_z,sv1_proj_row,sv1_proj_col,sv1_dist_m,sv1_heading_deg,sv1_t_heading_deg,sv1_err_deg,sv1_cmd_l,sv1_cmd_r,sv1_arrived,sv1_timeout,inter_vessel_distance_m
36,0,36,"[39, 35]","[-50.0, 10.0]",-49.8348503112793,0.14357179403305054,0.20718814432621002,40,35,9.857811694238503,60.54258728027344,90.95993138577326,30.417344105499808,2500.591961881301,8000.0,False,False,"[41, 45]","[50.0, -10.0]",50.16508483886719,-0.14360535144805908,0.18038301169872284,40,45,9.85777705530142,299.45742416381836,269.0404422167248,-30.416981947093575,8000.0,2500.63812328377,False,False,100.00034750312815
37,0,37,"[39, 35]","[-50.0, 10.0]",-49.79225158691406,0.20024000108242035,0.22315888106822968,40,35,9.801961815857315,62.89277267456055,91.21445062121192,28.32167794665139,2830.7353194153907,8000.0,False,False,"[41, 45]","[50.0, -10.0]",50.20768356323242,-0.20026957988739014,0.19803021848201752,40,45,9.801930869441867,297.1072654724121,268.78592469963127,-28.321340772780843,8000.0,2830.7772367892544,False,False,100.00073718707253
38,0,38,"[39, 35]","[-50.0, 10.0]",-49.746917724609375,0.26455533504486084,0.23466363549232483,40,35,9.738733668322611,65.18437957763672,91.48912367436184,26.30474409672513,3135.3110173968403,8000.0,False,False,"[41, 45]","[50.0, -10.0]",50.253021240234375,-0.2645789384841919,0.2116897702217102,40,45,9.738708486910125,294.8156967163086,268.51123168398334,-26.304465032325254,8000.0,3135.3445849227783,False,False,100.00133887129661
39,0,39,"[39, 35]","[-50.0, 10.0]",-49.69966125488281,0.3360212445259094,0.2410731017589569,40,35,9.66864461794274,67.41888427734375,91.78007485193501,24.361190574591262,3416.1546904168513,8000.0,False,False,"[41, 45]","[50.0, -10.0]",50.30028533935547,-0.33603620529174805,0.22086088359355927,40,45,9.668628005589198,292.5812225341797,268.22023872110753,-24.360983813072153,8000.0,3416.1796171774185,False,False,100.00220487602444
40,0,40,"[39, 35]","[-50.0, 10.0]",-49.65121841430664,0.4141605496406555,0.24252542853355408,40,35,9.59218257554475,69.5977554321289,92.08379258714457,22.48603715501565,3674.9905558577657,8000.0,False,False,"[41, 45]","[50.0, -10.0]",50.34873962402344,-0.414164662361145,0.22556228935718536,40,45,9.592176939865624,290.4023742675781,267.91645699838404,-22.48591726919409,8000.0,3675.006484972747,False,False,100.00338859421022
41,0,41,"[39, 35]","[-50.0, 10.0]",-49.602237701416016,0.4985148310661316,0.23979070782661438,40,35,9.509807319901128,71.72239685058594,92.39718329578716,20.67478644520122,3913.412650437919,8000.0,False,False,"[41, 45]","[50.0, -10.0]",50.397727966308594,-0.49850714206695557,0.22622142732143402,40,45,9.509813566234442,288.27774810791016,267.60302530973405,-20.674722798176106,8000.0,3913.4255339933,False,False,100.00493580999395
42,0,42,"[39, 35]","[-50.0, 10.0]",-49.55330276489258,0.5886452794075012,0.23379622399806976,40,35,9.421949697205527,73.794189453125,92.71742737552064,18.92323792239563,4132.9137166090295,8000.0,False,False,"[41, 45]","[50.0, -10.0]",50.44667434692383,-0.5886264443397522,0.2233983874320984,40,45,9.421967425988102,286.2059783935547,267.28271708320403,-18.923261310350654,8000.0,4132.91931405859,False,False,100.00690671686301
43,0,43,"[39, 35]","[-50.0, 10.0]",-49.50492477416992,0.6841320395469666,0.22561083734035492,40,35,9.329013631452474,75.8144760131836,93.04202064185556,17.22754462867198,4334.877643090162,8000.0,False,False,"[41, 45]","[50.0, -10.0]",50.49506378173828,-0.6841038465499878,0.2179490178823471,40,45,9.32904117741227,284.18570709228516,266.95805873367533,-17.227648358609827,8000.0,4334.876793885367,False,False,100.00934846613978
44,0,44,"[39, 35]","[-50.0, 10.0]",-49.457557678222656,0.7845736742019653,0.21643060445785522,40,35,9.23137725578728,77.78453826904297,93.36868140798381,15.584143138940846,4520.591947594955,8000.0,False,False,"[41, 45]","[50.0, -10.0]",50.542442321777344,-0.7845404744148254,0.21052496135234833,40,45,9.231410398208592,282.2156524658203,266.6313307001424,-15.584321765677885,8000.0,4520.583842504909,False,False,100.01230983839635
45,0,45,"[39, 35]","[-50.0, 10.0]",-49.41160583496094,0.8895882368087769,0.2072131633758545,40,35,9.129392651668839,79.70565795898438,93.6953044885254,13.989646529541005,4691.264171577039,7816.5812036498555,False,False,"[41, 45]","[50.0, -10.0]",50.588401794433594,-0.889553964138031,0.20218190550804138,40,45,9.129427344803492,280.29454040527344,266.30466159225006,-13.989878813023381,7816.619068002703,4691.25014330185,False,False,100.01583311081379
46,0,46,"[39, 35]","[-50.0, 10.0]",-49.36741256713867,0.9988129734992981,0.19864265620708466,40,35,9.02338820766671,81.57906341552734,94.02003593023369,12.440972514706345,4848.006413769688,7627.346350176018,False,False,"[41, 45]","[50.0, -10.0]",50.63260269165039,-0.9987830519676208,0.1933395117521286,40,45,9.023419125311019,278.421142578125,265.97988073924665,-12.441261838878347,7627.388072776749,4847.983500730011,False,False,100.01996521514594
47,0,47,"[39, 35]","[-50.0, 10.0]",-49.325286865234375,1.1119035482406616,0.1911569982767105,40,35,8.913669073395209,83.40595245361328,94.34111097207341,10.935158518460128,4991.863468132569,7434.80132892789,False,False,"[41, 45]","[50.0, -10.0]",50.67472457885742,-1.1118828058242798,0.18460945785045624,40,45,8.913690622560129,276.5942611694336,265.6588257704014,-10.935435399032201,7434.837916056837,4991.838199548012,False,False,100.02473451385418
48,0,48,"[39, 35]","[-50.0, 10.0]",-49.285499572753906,1.2285315990447998,0.1854429543018341,40,35,8.80052093739288,85.1874771118164,94.65687965762926,9.46940254581284,5123.810476771961,7239.295310322902,False,False,"[41, 45]","[50.0, -10.0]",50.71451187133789,-1.2285234928131104,0.1768936663866043,40,45,8.800529945998383,274.81272888183594,265.3430503664309,-9.469678515405064,7239.32598341219,5123.779497662596,False,False,100.0301924847839
49,0,49,"[39, 35]","[-50.0, 10.0]",-49.24827194213867,1.3483859300613403,0.18194060027599335,40,35,8.684211022777863,86.92479705810547,94.96588763907539,8.041090580969922,5244.752009288095,7041.148887227664,False,False,"[41, 45]","[50.0, -10.0]",50.75173568725586,-1.3483912944793701,0.17117872834205627,40,45,8.684206338919774,273.07542419433594,265.03405914972336,-8.041365044612576,7041.17287574365,5244.714682037793,False,False,100.03636405466648
50,0,50,"[39, 35]","[-50.0, 10.0]",-49.21380615234375,1.4711723327636719,0.18092688918113708,40,35,8.564986990270821,88.6189956665039,95.26668484202632,6.64768917552243,5355.53747328247,6840.645489436757,False,False,"[41, 45]","[50.0, -10.0]",50.78620147705078,-1.4711906909942627,0.1679980605840683,40,45,8.56496940986363,271.38123321533203,264.7332530634667,-6.64798015186534,6840.664923661544,5355.491902768324,False,False,100.04328576192678
51,0,51,"[39, 35]","[-50.0, 10.0]",-49.1822624206543,1.5966132879257202,0.18235565721988678,40,35,8.443080183282683,90.27115631103516,95.55798033563211,5.286824024596967,5456.9546964226865,6638.042519817947,False,False,"[41, 45]","[50.0, -10.0]",50.81774139404297,-1.5966445207595825,0.1672421544790268,40,45,8.443049466751413,269.7290725708008,264.4419733709208,-5.287099199880004,6638.054002156608,5456.904704013071,False,False,100.05097529945522
52,0,52,"[39, 35]","[-50.0, 10.0]",-49.15378189086914,1.7244471311569214,0.1860664039850235,40,35,8.318705450563682,91.88232421875,95.83849706454089,3.9561728457908885,5549.745191615063,6433.562688409237,False,False,"[41, 45]","[50.0, -10.0]",50.846214294433594,-1.724491000175476,0.16875237226486206,40,45,8.318661421062913,268.117919921875,264.161498336902,-3.9564215849729862,6433.564881390339,5549.691815729524,False,False,100.0594543823537
53,0,53,"[39, 35]","[-50.0, 10.0]",-49.12847900390625,1.8544273376464844,0.19161954522132874,40,35,8.192063405779596,93.4535140991211,96.10702679919233,2.6535127000712464,5634.6012188902,6227.401645894718,False,False,"[41, 45]","[50.0, -10.0]",50.87151336669922,-1.8544822931289673,0.17238467931747437,40,45,8.19200795051402,266.54673767089844,263.89298536777073,-2.6537523031277033,6227.397254211536,5634.543299370435,False,False,100.06874879187014
54,0,54,"[39, 35]","[-50.0, 10.0]",-49.106449127197266,1.9863218069076538,0.19855958223342896,40,35,8.063341202301336,94.9857177734375,96.36238264487478,1.376664871437299,5712.174557842982,6019.724442042985,False,False,"[41, 45]","[50.0, -10.0]",50.89353942871094,-1.9863855838775635,0.17777307331562042,40,45,8.063276549948315,265.01454162597656,263.6376479530546,-1.3768936729219377,6019.714426512352,5712.11342757007,False,False,100.0788694740032
55,0,55,"[39, 35]","[-50.0, 10.0]",-49.08776092529297,2.1199116706848145,0.2063579559326172,40,35,7.932715311117105,96.47989654541016,96.60345646378822,0.12355991837807778,5783.072205306199,5810.6757560158685,False,False,"[41, 45]","[50.0, -10.0]",50.9122200012207,-2.1199817657470703,0.1844106912612915,40,45,7.932643487689697,263.5203628540039,263.39662216505644,-0.12374068894746415,5810.657004546035,5783.013069303547,False,False,100.08982406646241
56,0,56,"[39, 35]","[-50.0, 10.0]",-49.07247543334961,2.2549922466278076,0.214244082570076,40,35,7.800349153822243,97.93698120117188,96.82908916235196,-1.107892038819898,5847.871577175568,5600.366120099855,False,False,"[41, 45]","[50.0, -10.0]",50.9275016784668,-2.2550647258758545,0.19184033572673798,40,45,7.800274467217879,262.0632858276367,263.17101446171625,1.1077286340795354,5600.344240581425,5847.813192687759,False,False,100.10162853949498
57,0,57,"[39, 35]","[-50.0, 10.0]",-49.060630798339844,2.3913705348968506,0.2215234786272049,40,35,7.666397904770105,99.35790252685547,97.03817982806096,-2.3197226987945214,5907.11550040713,5388.884475418803,False,False,"[41, 45]","[50.0, -10.0]",50.93934631347656,-2.391441583633423,0.19929683208465576,40,45,7.6663245869128644,260.64237213134766,262.9619248788867,2.319552747539035,5388.86445648413,5907.057513997564,False,False,100.11428826159113
58,0,58,"[39, 35]","[-50.0, 10.0]",-49.05225372314453,2.5288643836975098,0.2276289314031601,40,35,7.531008591316105,100.74354553222656,97.22960592547575,-3.513939606750796,5961.31759746035,5176.295954528688,False,False,"[41, 45]","[50.0, -10.0]",50.94772720336914,-2.5289297103881836,0.2063257396221161,40,45,7.530941383673511,259.2567367553711,262.77047548640195,3.5137387310308554,5176.283255724815,5961.260022589915,False,False,100.12780566057197
59,0,59,"[39, 35]","[-50.0, 10.0]",-49.04735565185547,2.6673009395599365,0.23234273493289948,40,35,7.394322603527001,102.09476470947266,97.4022515782347,-4.692513131237945,6010.963668925674,4962.646173461087,False,False,"[41, 45]","[50.0, -10.0]",50.95262908935547,-2.6673569679260254,0.21263451874256134,40,45,7.394265076240453,257.905517578125,262.59780973886467,4.692292160739669,4962.641536833283,6010.909667014738,False,False,100.14217654531143
60,0,60,"[39, 35]","[-50.0, 10.0]",-49.045936584472656,2.8065176010131836,0.23552663624286652,40,35,7.256474765709643,103.41242218017578,97.55498175873466,-5.85744042144114,6056.519203352171,4747.954453354703,False,False,"[41, 45]","[50.0, -10.0]",50.95405578613281,-2.80656099319458,0.21795879304409027,40,45,7.256430747115503,256.58787536621094,262.44503291231365,5.857157546102712,4747.965068040168,6056.466623080474,False,False,100.1574017505741
61,0,61,"[39, 35]","[-50.0, 10.0]",-49.0479850769043,2.9463610649108887,0.23723144829273224,40,35,7.117594722966598,104.69733428955078,97.68664219441544,-7.01069209513534,6098.425676006522,4532.222029239785,False,False,"[41, 45]","[50.0, -10.0]",50.95201873779297,-2.9463906288146973,0.2220008373260498,40,45,7.117565934951502,255.30297088623047,262.313295541574,7.010324655343538,4532.251787473232,6098.373347402595,False,False,100.17347595777723
62,0,62,"[39, 35]","[-50.0, 10.0]",-49.0534782409668,3.0866873264312744,0.2374430000782013,40,35,6.9778073606863975,105.95030212402344,97.79606030807854,-8.154241815944886,6137.105055586949,4315.429949128841,False,False,"[41, 45]","[50.0, -10.0]",50.946533203125,-3.086703062057495,0.2246679663658142,40,45,6.977793322876745,254.05001068115234,262.2038290644898,8.153818383337466,4315.475254186594,6137.055764892258,False,False,100.19038395827803
63,0,63,"[39, 35]","[-50.0, 10.0]",-49.06239318847656,3.2273612022399902,0.23644143342971802,40,35,6.837232102096528,107.172119140625,97.88195084611041,-9.290168294514586,6172.970411670716,4097.526894183795,False,False,"[41, 45]","[50.0, -10.0]",50.937625885009766,-3.227363348007202,0.22605206072330475,40,45,6.837232592223009,252.8282012939453,262.11788836288133,9.289687068936018,4097.5879647596275,6172.923975420427,False,False,100.20811984922774
64,0,64,"[39, 35]","[-50.0, 10.0]",-49.0746955871582,3.3682563304901123,0.2343602031469345,40,35,6.6959847934795205,108.36353302001953,97.94300427392764,-10.42052874609189,6206.415130196293,3878.4466640456403,False,False,"[41, 45]","[50.0, -10.0]",50.92533493041992,-3.3682456016540527,0.22629356384277344,40,45,6.695999636606626,251.63678741455078,262.0567497871999,10.419962372649138,3878.527002457173,6206.368939566264,False,False,100.22667589917536
65,0,65,"[39, 35]","[-50.0, 10.0]",-49.090335845947266,3.5092544555664062,0.2315535992383957,40,35,6.554179322825477,109.52530670166016,97.97791961160546,-11.547387090054713,6237.817706524492,3658.106670060598,False,False,"[41, 45]","[50.0, -10.0]",50.90970230102539,-3.509232521057129,0.2255178540945053,40,45,6.554206339610715,250.47502899169922,262.0217767543683,11.5467477626691,3658.2037016331765,6237.771910988244,False,False,100.24603128721367
66,0,66,"[39, 35]","[-50.0, 10.0]",-49.109275817871094,3.650245189666748,0.22828064858913422,40,35,6.411924494251277,110.65815734863281,97.98517233809008,-12.672985010542732,6267.556953516118,3436.384928045922,False,False,"[41, 45]","[50.0, -10.0]",50.89077377319336,-3.6502139568328857,0.22401314973831177,40,45,6.411962313442664,249.34217834472656,262.014427594673,12.672249249946447,3436.5011097519655,6267.508764727292,False,False,100.26617885391394
67,0,67,"[39, 35]","[-50.0, 10.0]",-49.1314582824707,3.7911252975463867,0.22494986653327942,40,35,6.269329293142703,111.76280212402344,97.96326813417647,-13.799533989846964,6295.995645197923,3213.1501621425723,False,False,"[41, 45]","[50.0, -10.0]",50.86859893798828,-3.791088104248047,0.22192025184631348,40,45,6.2693740552215,248.23754119873047,262.03626106140246,13.798719862671987,3213.2812403340095,6295.944845632775,False,False,100.28709490340928
68,0,68,"[39, 35]","[-50.0, 10.0]",-49.15682601928711,3.9317984580993652,0.22204555571079254,40,35,6.126500821421349,112.83992767333984,97.91057351660862,-14.929354156731222,6323.493182735205,2988.243451775059,False,False,"[41, 45]","[50.0, -10.0]",50.84323501586914,-3.931760311126709,0.21942377090454102,40,45,6.126547005745149,247.16041564941406,262.088910210112,14.928494560697914,2988.382265435327,6323.439960798439,False,False,100.30876214744177
69,0,69,"[39, 35]","[-50.0, 10.0]",-49.185325622558594,4.072178363800049,0.21959085762500763,40,35,5.983541066280051,113.89021301269531,97.82527157509769,-16.06494143759761,6350.410212332283,2761.46784783757,False,False,"[41, 45]","[50.0, -10.0]",50.81473922729492,-4.072143077850342,0.2167477309703827,40,45,5.9835848534111005,246.11013793945312,262.17415924134974,16.064021301896616,2761.6144889936813,6350.3512931997875,False,False,100.33116635283292
70,0,70,"[39, 35]","[-50.0, 10.0]",-49.21689224243164,4.212183952331543,0.21778219938278198,40,35,5.8405541142611,114.91432189941406,97.70548611141487,-17.208835787999192,6377.100833599725,2532.6100184238053,False,False,"[41, 45]","[50.0, -10.0]",50.783172607421875,-4.212154388427734,0.21421048045158386,40,45,5.840592106662843,245.08605194091797,262.29392234684474,17.20787040592677,2532.760757773902,6377.035904524817,False,False,100.3542846442268
71,0,71,"[39, 35]","[-50.0, 10.0]",-49.25146484375,4.35174036026001,0.21679547429084778,40,35,5.697643533782887,115.91289520263672,97.54912893916337,-18.363766263473337,6403.924532318844,2301.4197724562364,False,False,"[41, 45]","[50.0, -10.0]",50.748600006103516,-4.351718902587891,0.21209758520126343,40,45,5.697673325535708,244.08748626708984,262.45025293140606,18.36276666431621,2301.571951486985,6403.853398754496,False,False,100.37810106350368
72,0,72,"[39, 35]","[-50.0, 10.0]",-49.288978576660156,4.490780353546143,0.21661168336868286,40,35,5.554912472516681,116.88655090332031,97.35395852985265,-19.53259237346765,6431.241166710937,2067.6181476140496,False,False,"[41, 45]","[50.0, -10.0]",50.711082458496094,-4.490768909454346,0.21048881113529205,40,45,5.554931635206298,243.11383056640625,262.6454322164284,19.53160165002214,2067.764661518743,6431.166350873541,False,False,100.40259177032574
73,0,73,"[39, 35]","[-50.0, 10.0]",-49.32936477661133,4.629242420196533,0.21715421974658966,40,35,5.412466035354491,117.83590698242188,97.11756392936118,-20.718343053060693,6459.415767570505,1830.893504100381,False,False,"[41, 45]","[50.0, -10.0]",50.670692443847656,-4.629240989685059,0.20951391756534576,40,45,5.412474545077646,242.1644744873047,262.88183688608115,20.71736239877646,1831.0341895980814,6459.337372798333,False,False,100.4277399882429
74,0,74,"[39, 35]","[-50.0, 10.0]",-49.372562408447266,4.7670698165893555,0.21835342049598694,40,35,5.270411391508604,118.7615737915039,96.83722508180448,-21.924348709699416,6488.829668908202,1590.8831557609974,False,False,"[41, 45]","[50.0, -10.0]",50.62749099731445,-4.767078876495361,0.20911256968975067,40,45,5.270408754217431,241.23882293701172,263.1621867358459,21.923363798834202,1591.0197964856607,6488.746278433675,False,False,100.45352493793855
75,0,75,"[39, 35]","[-50.0, 10.0]",-49.41850280761719,4.90421199798584,0.2200283408164978,40,35,5.128858971176782,119.66411590576172,96.51005039624675,-23.154065509514965,6519.866079349433,1347.1981962967016,False,False,"[41, 45]","[50.0, -10.0]",50.58155059814453,-4.904231548309326,0.20928853750228882,40,45,5.128845602223587,240.3362808227539,263.4893320780044,23.15305125525049,1347.334608822689,6519.775905297916,False,False,100.47992956782987
76,0,76,"[39, 35]","[-50.0, 10.0]",-49.46674346923828,5.039961338043213,0.221767857670784,39,35,4.988621658906005,120.53746795654297,96.1363314318875,-24.40113652465547,6552.4462943506915,1101.1800724769696,True,False,"[41, 45]","[50.0, -10.0]",50.53330612182617,-5.039988994598389,0.20997337996959686,41,45,4.9885994621018,239.46292877197266,263.86306830659623,24.400139534623577,1101.3106952786702,6552.354187441466,True,False,100.50679239197653
77,1,1,"[39, 36]","[-40.0, 10.0]",-49.51662826538086,5.17329216003418,0.22327539324760437,39,35,10.670675803988866,121.37162017822266,26.893520053323627,-94.47810012489903,8000.0,-8000.0,False,False,"[41, 44]","[40.0, -10.0]",50.483421325683594,-5.173325061798096,0.21094352006912231,41,45,11.541183373071583,238.6287612915039,204.72182903705144,-33.90693225445247,8000.0,2645.8551019916804,False,False,100.53388685488324
78,1,2,"[39, 36]","[-40.0, 10.0]",-49.56146240234375,5.293262958526611,0.22324196994304657,39,35,10.65715425660203,122.05431365966797,26.209234247296887,-95.84507941237108,8000.0,-8000.0,False,False,"[41, 44]","[40.0, -10.0]",50.43086624145508,-5.306084156036377,0.2122982293367386,41,45,11.438348503929223,237.8154525756836,204.22786424469,-33.58758833099358,8000.0,2659.124828854286,False,False,100.55253326925417
79,1,3,"[39, 36]","[-40.0, 10.0]",-49.60176086425781,5.401212215423584,0.22182229161262512,39,35,10.646251020052185,122.58927917480469,25.592209191812827,-96.99706998299186,8000.0,-8000.0,False,False,"[41, 44]","[40.0, -10.0]",50.375728607177734,-5.4382123947143555,0.2139401137828827,41,45,11.334268846535457,237.0224609375,203.73314737731346,-33.28931356018654,8000.0,2667.3932494647797,False,False,100.56337070171162
80,1,4,"[39, 36]","[-40.0, 10.0]",-49.63798141479492,5.498342990875244,0.21909663081169128,39,35,10.6374621775936,122.980224609375,25.036086909806333,-97.94413769956867,8000.0,-8000.0,False,False,"[41, 44]","[40.0, -10.0]",50.318092346191406,-5.569661617279053,0.21566343307495117,41,45,11.22902167822042,236.24932861328125,203.23751119097895,-33.0118174223023,8000.0,2670.8173061471953,False,False,100.56697970863927
81,1,5,"[39, 36]","[-40.0, 10.0]",-49.6705436706543,5.58573579788208,0.21531352400779724,39,35,10.63038773197533,123.23074340820312,24.535035661051616,-98.69570774715152,8000.0,-8000.0,False,False,"[41, 44]","[40.0, -10.0]",50.258033752441406,-5.700389385223389,0.21728256344795227,41,45,11.122675393309239,235.49552154541016,202.74078434563836,-32.754737199771796,8000.0,2669.5598007777626,False,False,100.56389614296157
82,1,6,"[39, 36]","[-40.0, 10.0]",-49.6998176574707,5.664362907409668,0.21081411838531494,39,35,10.624698188034595,123.34434509277344,24.08375023136184,-99.26059486141159,8000.0,-8000.0,False,False,"[41, 44]","[40.0, -10.0]",50.19562911987305,-5.830357074737549,0.21868889033794403,41,45,11.015297330267325,234.76058197021484,202.24278319105113,-32.51779877916371,8000.0,2663.7633711750473,False,False,100.5546064301039
83,1,7,"[39, 36]","[-40.0, 10.0]",-49.72613525390625,5.735097885131836,0.2060229629278183,39,35,10.620126977898376,123.32442474365234,23.677410464708036,-99.64701427894431,8000.0,-8000.0,False,False,"[41, 44]","[40.0, -10.0]",50.130958557128906,-5.959531784057617,0.2197842001914978,41,45,10.90695671075594,234.04403686523438,201.74329402214505,-32.300742843089324,8000.0,2653.5656931595013,False,False,100.53956210112199
84,1,8,"[39, 36]","[-40.0, 10.0]",-49.74980163574219,5.798727035522461,0.20132195949554443,39,35,10.616464875765892,123.17435455322266,23.311623600971977,-99.86273095225067,8000.0,-8000.0,False,False,"[41, 44]","[40.0, -10.0]",50.064090728759766,-6.087882995605469,0.22059737145900726,41,45,10.797711871168868,233.34542846679688,201.24211768179376,-32.10331078500312,8000.0,2639.096298788737,False,False,100.51917531985872
85,1,9,"[39, 36]","[-40.0, 10.0]",-49.77108383178711,5.855957508087158,0.19758406281471252,39,35,10.613536989269441,122.89739227294922,22.982426230819108,-99.91496604213012,8000.0,-8000.0,False,False,"[41, 44]","[40.0, -10.0]",49.99510192871094,-6.215384483337402,0.22115392982959747,41,45,10.687627293945294,232.6643295288086,200.7390217904567,-31.925307738351904,8000.0,2620.4731452620745,False,False,100.49382627142892
86,1,10,"[39, 36]","[-40.0, 10.0]",-49.790225982666016,5.907425880432129,0.19512422382831573,39,35,10.611205761638283,122.4967041015625,22.686221130435197,-99.8104829711273,8000.0,-8000.0,False,False,"[41, 44]","[40.0, -10.0]",49.92405319213867,-6.342013835906982,0.22141771018505096,41,45,10.576752551567695,232.00028228759766,200.2337856295293,-31.76649665806835,8000.0,2597.8121625170734,False,False,100.46385541434847
87,1,11,"[39, 36]","[-40.0, 10.0]",-49.80745315551758,5.95370626449585,0.19381429255008698,39,35,10.609365220956994,121.97537994384766,22.419738572819885,-99.55564137102778,8000.0,-8000.0,False,False,"[41, 44]","[40.0, -10.0]",49.85102081298828,-6.467752456665039,0.22135579586029053,41,45,10.465150919376374,231.3528594970703,199.72614058297034,-31.626718914099968,8000.0,2571.218901601679,False,False,100.42959758205178
88,1,12,"[39, 36]","[-40.0, 10.0]",-49.822959899902344,5.995314598083496,0.19359779357910156,39,35,10.607923753657575,121.33648681640625,22.180045270032313,-99.15644154637394,8000.0,-8000.0,False,False,"[41, 44]","[40.0, -10.0]",49.776058197021484,-6.592584133148193,0.2209382802248001,41,45,10.352864181530848,230.72166442871094,199.21584772734994,-31.505816701361,8000.0,2540.7864170627886,False,False,100.39133229686269
89,1,13,"[39, 36]","[-40.0, 10.0]",-49.83692169189453,6.032716274261475,0.19436512887477875,39,35,10.60680765041843,120.58293914794922,21.964486948241124,-98.61845219970809,8000.0,-8000.0,False,False,"[41, 44]","[40.0, -10.0]",49.69923782348633,-6.716495037078857,0.22019672393798828,41,45,10.239952109169046,230.10629272460938,198.70261862475542,-31.40367409985396,8000.0,2506.6063045873193,False,False,100.3493370188989
90,1,14,"[39, 36]","[-40.0, 10.0]",-49.84950637817383,6.066329002380371,0.19595886766910553,39,35,10.605967349148342,119.71762084960938,21.770654615654095,-97.94696623395528,8000.0,-8000.0,False,False,"[41, 44]","[40.0, -10.0]",49.6206169128418,-6.839475154876709,0.21915926039218903,41,45,10.12645975058901,229.50634765625,198.18616992401817,-31.320177732231826,8000.0,2468.76071729594,False,False,100.3038643745859
91,1,15,"[39, 36]","[-40.0, 10.0]",-49.86085510253906,6.096530914306641,0.19800221920013428,39,35,10.60535403728864,118.74333953857422,21.596385140899027,-97.14695439767519,8000.0,-8000.0,False,False,"[41, 44]","[40.0, -10.0]",49.54025650024414,-6.961513996124268,0.21796852350234985,41,45,10.01243683057223,228.9214324951172,197.66620996118846,-31.25522253392873,8000.0,2427.3303782788576,False,False,100.25514213621061
92,1,16,"[39, 36]","[-40.0, 10.0]",-49.871097564697266,6.123661518096924,0.20003846287727356,39,35,10.604931266069334,117.66282653808594,21.43972722831821,-96.22309930976773,8000.0,-8000.0,False,False,"[41, 44]","[40.0, -10.0]",49.45820999145508,-7.082605838775635,0.21663495898246765,41,45,9.897925284341495,228.3511962890625,197.14242987322402,-31.208766415838483,8000.0,2382.3794062945244,False,False,100.20337737364895
93,1,17,"[39, 36]","[-40.0, 10.0]",-49.88035583496094,6.148027420043945,0.20189183950424194,39,35,10.604674638204605,116.478759765625,21.298906711576244,-95.17985305404875,8000.0,-8000.0,False,False,"[41, 44]","[40.0, -10.0]",49.374534606933594,-7.202746391296387,0.21516774594783783,41,45,9.782971268893771,227.7952423095703,196.61449993765825,-31.18074237191206,8000.0,2333.9763494731883,False,False,100.14877152513682
94,1,18,"[39, 36]","[-40.0, 10.0]",-49.88873291015625,6.1699042320251465,0.20334531366825104,39,35,10.604559027148001,115.19371795654297,21.17234050997179,-94.02137744657118,8000.0,-8000.0,False,False,"[41, 44]","[40.0, -10.0]",49.28928756713867,-7.3219313621521,0.21375136077404022,41,45,9.667621999955399,227.2532501220703,196.08208375726116,-31.171166364809153,8000.0,2282.174083102569,False,False,100.09150500164856
95,1,19,"[39, 36]","[-40.0, 10.0]",-49.896324157714844,6.189541339874268,0.20443879067897797,39,35,10.60456632942138,113.81024169921875,21.058590647898406,-92.75165105132035,8000.0,-8000.0,False,False,"[41, 44]","[40.0, -10.0]",49.2025146484375,-7.440160751342773,0.21243390440940857,41,45,9.551913569210766,226.72483825683594,195.54483162751308,-31.18000662932286,8000.0,2227.02693112915,False,False,100.03173812257333
96,1,20,"[39, 36]","[-40.0, 10.0]",-49.90321731567383,6.207162857055664,0.20503173768520355,39,35,10.604684191165719,112.33080291748047,20.956360081474703,-91.37444283600577,8000.0,-8000.0,False,False,"[41, 44]","[40.0, -10.0]",49.1142692565918,-7.557435035705566,0.21114088594913483,41,45,9.435890402418474,226.2096710205078,195.00236882547352,-31.207302195034288,8000.0,2168.5792732832206,False,False,99.96962939932413
97,1,21,"[39, 36]","[-40.0, 10.0]",-49.909488677978516,6.2229719161987305,0.20511530339717865,39,35,10.60490014119925,110.75779724121094,20.864478820636425,-89.89331842057452,8000.0,-8000.0,False,False,"[41, 44]","[40.0, -10.0]",49.024600982666016,-7.673755168914795,0.2099815011024475,41,45,9.31959429967244,225.7074432373047,194.45431392686322,-31.253129310441466,8000.0,2106.8664371066006,False,False,99.90532078252178
98,1,22,"[39, 36]","[-40.0, 10.0]",-49.91520690917969,6.237151145935059,0.20474028587341309,39,35,10.605204361556757,109.09358215332031,20.781894331252836,-88.31168782206748,8000.0,-8000.0,False,False,"[41, 44]","[40.0, -10.0]",48.93355178833008,-7.789125919342041,0.20893621444702148,41,45,9.203059912621494,225.21778869628906,193.9002630390769,-31.317525657212173,8000.0,2041.9256543395704,False,False,99.83893801694022
