tick_global,step,target_cell,location_x,location_y,location_z,projected_row,projected_col,distance_to_target_m,heading_deg,target_heading_deg,heading_error_deg,command_0,command_1,arrived,timeout
34,1,"[39, 40]",0.09188199788331985,0.05530695244669914,0.14834672212600708,40,40,9.945117501145473,55.660240173339844,90.52935780673198,34.869117633392136,1755.5408412869124,8000.0,False,False
35,1,"[39, 40]",0.12615761160850525,0.09510233998298645,0.1700076013803482,40,40,9.905701055370956,58.13226318359375,90.72973069548726,32.59746751189351,2142.922548244403,8000.0,False,False
36,1,"[39, 40]",0.1651056408882141,0.14360079169273376,0.19101694226264954,40,40,9.85778196280346,60.54256057739258,90.95967822880027,30.417117651407693,2500.6170556357088,8000.0,False,False
37,1,"[39, 40]",0.20770911872386932,0.20026147365570068,0.20954176783561707,40,40,9.80193951535704,62.89271926879883,91.2142236436896,28.321504374890765,2830.7538605592467,8000.0,False,False
38,1,"[39, 40]",0.25305381417274475,0.26456692814826965,0.22416748106479645,40,40,9.738721339548217,65.18429565429688,91.48895805761835,26.30466240332146,3135.318436902333,8000.0,False,False
39,1,"[39, 40]",0.30032095313072205,0.33602023124694824,0.23432564735412598,40,40,9.66864507807364,67.41878509521484,91.7799692821053,24.361184186890455,3416.155940797247,8000.0,False,False
40,1,"[39, 40]",0.34877875447273254,0.4141446053981781,0.2400328665971756,40,40,9.592198406298131,69.5976333618164,92.08377222404489,22.486138862228472,3674.982572263593,8000.0,False,False
41,1,"[39, 40]",0.39777377247810364,0.49848419427871704,0.24142079055309296,40,40,9.509838409796606,71.7222671508789,92.39724464381517,20.67497749293625,3913.3992358643177,8000.0,False,False
42,1,"[39, 40]",0.44672515988349915,0.5886017084121704,0.23907716572284698,40,40,9.42199454316204,73.79405975341797,92.71758443526076,18.923524681842792,4132.893945660854,8000.0,False,False
43,1,"[39, 40]",0.49511775374412537,0.6840790510177612,0.23370639979839325,40,40,9.329068802284544,75.81434631347656,93.04226419456182,17.22791788108526,4334.851850061585,8000.0,False,False
44,1,"[39, 40]",0.5424964427947998,0.7845165133476257,0.22617653012275696,40,40,9.23143749820187,77.78440856933594,93.36899588793662,15.584587318600683,4520.560225396142,8000.0,False,False
45,1,"[39, 40]",0.5884618759155273,0.8895303010940552,0.21785569190979004,40,40,9.129454831154455,79.70553588867188,93.69570511921452,13.990169230542648,4691.224252435253,7816.6580570326405,False,False
46,1,"[39, 40]",0.6326627731323242,0.9987576603889465,0.20944465696811676,40,40,9.02344866671907,81.57894134521484,94.02048851556276,12.441547170347917,4847.960401429696,7627.4287171385595,False,False
47,1,"[39, 40]",0.6747929453849792,1.1118528842926025,0.20169039070606232,40,40,8.913725633515936,83.40583038330078,94.3415978577299,10.935767474429099,4991.8127683637185,7434.886671228264,False,False
48,1,"[39, 40]",0.7145870327949524,1.2284876108169556,0.19526369869709015,40,40,8.800571812162566,85.18737030029297,94.65741838726863,9.47004808697568,5123.753933765326,7239.38298259625,False,False
49,1,"[39, 40]",0.7518165111541748,1.3483506441116333,0.19064922630786896,40,40,8.684253833444048,86.92469024658203,94.96644888135438,8.04175863477235,5244.690228970559,7041.236351562068,False,False
50,1,"[39, 40]",0.7862857580184937,1.4711476564407349,0.18810521066188812,40,40,8.565019999480391,88.618896484375,95.26728192927955,6.648385444904534,5355.468821773044,6840.732386000271,False,False
51,1,"[39, 40]",0.8178292512893677,1.5966002941131592,0.18780383467674255,40,40,8.443101995188947,90.27105712890625,95.55859096619636,5.287533837290113,5456.880240900065,6638.126637972994,False,False
52,1,"[39, 40]",0.8463078737258911,1.7244470119476318,0.18948708474636078,40,40,8.318714700913413,91.88223266601562,95.83911203431263,3.9568793682969954,5549.666160820605,6433.641496257609,False,False
53,1,"[39, 40]",0.8716071844100952,1.854440450668335,0.19298037886619568,40,40,8.192059536870051,93.45342254638672,96.10763594172437,2.654213395337649,5634.517495040587,6227.4744588700905,False,False
54,1,"[39, 40]",0.8936349153518677,1.9863466024398804,0.19806653261184692,40,40,8.063325873246274,94.9856185913086,96.36299567481142,1.3773770835028358,5712.084949376328,6019.793943278938,False,False
55,1,"[39, 40]",0.9123181104660034,2.119946241378784,0.20431378483772278,40,40,7.932690059081132,96.47979736328125,96.60405224581504,0.12425488253379058,5782.980746853053,5810.739554045289,False,False
56,1,"[39, 40]",0.9276012182235718,2.2550337314605713,0.2111561894416809,40,40,7.800317078225949,97.9368896484375,96.8296844312586,-1.1072052171788869,5847.778813976597,5600.4267943282075,False,False
57,1,"[39, 40]",0.939445436000824,2.391413688659668,0.21825969219207764,40,40,7.666364417658363,99.35780334472656,97.03878480233733,-2.3190185423892444,5907.021532807494,5388.947817869996,False,False
58,1,"[39, 40]",0.9478254318237305,2.528904676437378,0.22502867877483368,40,40,7.530978580700594,100.74343872070312,97.2302419275216,-3.513196793181521,5961.2228321100465,5176.367135322542,False,False
59,1,"[39, 40]",0.952729344367981,2.6673338413238525,0.2311612218618393,40,40,7.394300926944633,102.09465789794922,97.40293754025521,-4.69172035769401,6010.869644233589,4962.729256078625,False,False
60,1,"[39, 40]",0.9541564583778381,2.8065407276153564,0.23620818555355072,40,40,7.256464073536142,103.41230010986328,97.55573403980368,-5.856566070059614,6056.424232811747,4748.054814787745,False,False
61,1,"[39, 40]",0.9521175622940063,2.9463720321655273,0.2401757836341858,40,40,7.117597583528122,104.69721221923828,97.68747281164605,-7.009739407592235,6098.331665472052,4532.340851145252,False,False
62,1,"[39, 40]",0.9466320872306824,3.086684226989746,0.24300970137119293,40,40,6.977825398068305,105.9501724243164,97.79695440096688,-8.153218023349524,6137.013748499442,4315.56735950241,False,False
63,1,"[39, 40]",0.9377274513244629,3.227344512939453,0.2446012645959854,40,40,6.837265178372038,107.1719741821289,97.88293306932931,-9.289041112799595,6172.87871047073,4097.687007795901,False,False
64,1,"[39, 40]",0.9254385828971863,3.3682265281677246,0.24508674442768097,40,40,6.696032851802108,108.3633804321289,97.94410607003404,-10.419274362094882,6206.320917388137,3878.632683312136,False,False
65,1,"[39, 40]",0.9098061919212341,3.50921368598938,0.24447022378444672,40,40,6.554239412853775,109.525146484375,97.97909979427284,-11.546046690102173,6237.7235214214725,3658.311933181136,False,False
66,1,"[39, 40]",0.8908767700195312,3.6501963138580322,0.24293078482151031,40,40,6.41199409481189,110.6579818725586,97.98646192979295,-12.671519942765656,6267.457982403196,3436.613256215879,False,False
67,1,"[39, 40]",0.8687021136283875,3.791071891784668,0.2408050298690796,40,40,6.269404406736643,111.76261901855469,97.96465223446577,-13.797966784088914,6295.892039840478,3213.396673911965,False,False
68,1,"[39, 40]",0.8433372974395752,3.9317450523376465,0.23833610117435455,40,40,6.1265761977699515,112.83972930908203,97.91201758352746,-14.927711725554559,6323.384755788782,2988.501947475294,False,False
69,1,"[39, 40]",0.8148407936096191,4.0721282958984375,0.23574195802211761,40,40,5.983613328016635,113.89000701904297,97.82678497094298,-16.063222048099988,6350.295137552922,2761.736888358787,False,False
70,1,"[39, 40]",0.7832732796669006,4.212141513824463,0.23310019075870514,40,40,5.840618365090662,114.91410064697266,97.70703938165464,-17.207061265318032,6376.978593155676,2532.8842101517566,False,False
71,1,"[39, 40]",0.7486990690231323,4.351707935333252,0.23089148104190826,40,40,5.697697214114968,115.91265106201172,97.550720114901,-18.36193094711072,6403.79340269489,2301.698656443076,False,False
72,1,"[39, 40]",0.711182713508606,4.490759372711182,0.22919464111328125,40,40,5.55495392792444,116.88629150390625,97.35558075063146,-19.530710753274775,6431.101656189361,2067.8989950782357,False,False
73,1,"[39, 40]",0.67079097032547,4.629232406616211,0.2282562553882599,40,40,5.412495271869685,117.83563232421875,97.11918680143917,-20.716445522779566,6459.270545598285,1831.1721944617561,False,False
74,1,"[39, 40]",0.6275904178619385,4.767070293426514,0.2280622124671936,40,40,5.270429114078985,118.76128387451172,96.83887528585214,-21.92240858865958,6488.676917581521,1591.163831634732,False,False
75,1,"[39, 40]",0.581648588180542,4.904221057891846,0.22865791618824005,40,40,5.128867136801783,119.663818359375,96.51174224385063,-23.15207611552438,6519.706334228152,1347.4828860586858,False,False
76,1,"[39, 40]",0.5334054231643677,5.039977550506592,0.22977730631828308,39,40,4.988621457370738,120.53716278076172,96.13805161096172,-24.399111169799994,6552.281324679874,1101.4675714237437,True,False
77,2,"[38, 40]",0.483519583940506,5.173313617706299,0.23113666474819183,39,40,14.834568421998243,121.371337890625,91.86783587560625,-29.50350201501874,8000.0,3667.0319658242543,False,False
78,2,"[38, 40]",0.4309655725955963,5.306073188781738,0.2328394204378128,39,40,14.700245455712688,122.18466186523438,91.67997513983892,-30.50468672539546,8000.0,3485.2949201385604,False,False
79,2,"[38, 40]",0.3758276402950287,5.438202381134033,0.23461590707302094,39,40,14.56664670773683,122.97763061523438,91.47842724364945,-31.49920337158494,8000.0,3302.684644078264,False,False
80,2,"[38, 40]",0.3181876838207245,5.56965446472168,0.23622296750545502,39,40,14.433853112376546,123.75077819824219,91.26316155061237,-32.48761664762981,8000.0,3119.158812177883,False,False
81,2,"[38, 40]",0.2581251561641693,5.700386047363281,0.23744134604930878,39,40,14.301943496975767,124.50458526611328,91.03414511986989,-33.47044014624339,8000.0,2934.6796680884063,False,False
82,2,"[38, 40]",0.19571807980537415,5.830358982086182,0.23830853402614594,39,40,14.170992630839537,125.23953247070312,90.79134728056047,-34.44818519014265,8000.0,2749.205380000033,False,False
83,2,"[38, 40]",0.1310419738292694,5.959538459777832,0.23879899084568024,39,40,14.041073045225673,125.95606994628906,90.53473555856,-35.421334387729075,8000.0,2562.6952991395583,False,False
84,2,"[38, 40]",0.06416977196931839,6.08789587020874,0.23883056640625,39,40,13.912252120982773,126.65467834472656,90.26427569821338,-36.39040264651317,8000.0,2375.098504764978,False,False
85,2,"[38, 40]",-0.00482751103118062,6.215404510498047,0.23838771879673004,39,40,13.78459633482462,127.33578491210938,89.97993441327007,-37.35585049883929,8000.0,2186.3706540382573,False,False
86,2,"[38, 40]",-0.07588081061840057,6.342042446136475,0.2375149428844452,39,40,13.658168341346428,127.99983978271484,89.68167967681967,-38.318160105895174,8000.0,1996.4595533878455,False,False
87,2,"[38, 40]",-0.14892295002937317,6.4677886962890625,0.2363107055425644,39,40,13.533030732741558,128.64724731445312,89.36948131573047,-39.27776599872266,8000.0,1805.3189394627325,False,False
88,2,"[38, 40]",-0.2238883525133133,6.592627048492432,0.23498086631298065,39,40,13.409242165581464,129.2784423828125,89.04331254422641,-40.23512983858609,8000.0,1612.8939378327868,False,False
89,2,"[38, 40]",-0.30071428418159485,6.716543674468994,0.23353393375873566,39,40,13.286859713002187,129.89382934570312,88.70314499034487,-41.19068435535826,8000.0,1419.1323509879194,False,False
90,2,"[38, 40]",-0.3790827989578247,6.839217185974121,0.23199915885925293,39,40,13.166241226957093,130.49024963378906,88.35011024776686,-42.14013938602221,8000.0,1224.9491060445189,False,False
91,2,"[38, 40]",-0.4583316445350647,6.959934234619141,0.23046886920928955,39,40,13.048117989267269,131.05975341796875,87.98699918735532,-43.07275423061344,8000.0,1032.6240539621458,False,False
92,2,"[38, 40]",-0.5378506779670715,7.078075885772705,0.22902734577655792,39,40,12.933112779437073,131.59461975097656,87.61654722164377,-43.97807252933279,8000.0,844.4469321148381,False,False
93,2,"[38, 40]",-0.617084264755249,7.193117141723633,0.22775274515151978,39,40,12.821740971312032,132.08753967285156,87.24140523399925,-44.84613443885232,8000.0,662.6637953562122,False,False
94,2,"[38, 40]",-0.6955348253250122,7.304625034332275,0.2266598790884018,39,40,12.714413640122878,132.5316619873047,86.86410130820668,-45.66756067909802,8000.0,489.44754542245846,False,False
95,2,"[38, 40]",-0.7727653980255127,7.412258148193359,0.22570769488811493,39,40,12.611439699261542,132.92062377929688,86.48700302658304,-46.433620752713836,8000.0,326.87066856037745,False,False
96,2,"[38, 40]",-0.8484025597572327,7.515761375427246,0.22480571269989014,39,40,12.51303324293022,133.24876403808594,86.1122770193325,-47.13648701875343,8000.0,176.83773575258238,False,False
97,2,"[38, 40]",-0.9221383929252625,7.614965915679932,0.2238786816596985,39,40,12.419315942735196,133.51104736328125,85.74185032891516,-47.76919703436607,8000.0,41.07954488845735,False,False
98,2,"[38, 40]",-0.9937315583229065,7.709781169891357,0.22298334538936615,39,40,12.330327704565029,133.70326232910156,85.3773783019312,-48.32588402717036,8000.0,-78.90918215577221,False,False
99,2,"[38, 40]",-1.0630085468292236,7.800192832946777,0.22206060588359833,39,40,12.246031278904818,133.82191467285156,85.02021103569864,-48.80170363715291,8000.0,-181.8659182113197,False,False
100,2,"[38, 40]",-1.129862904548645,7.886259078979492,0.2211240828037262,39,40,12.166318641424851,133.86434936523438,84.67137153405055,-49.19297783118384,8000.0,-266.8013539261874,False,False
101,2,"[38, 40]",-1.1942535638809204,7.968102931976318,0.22007669508457184,39,40,12.091020992056837,133.82882690429688,84.33154245600544,-49.49728444829145,8000.0,-333.02704201252436,False,False
102,2,"[38, 40]",-1.2562016248703003,8.045907974243164,0.219015970826149,39,40,12.019915086330268,133.71437072753906,84.0010622592527,-49.71330846828636,8000.0,-380.12895839793146,False,False
103,2,"[38, 40]",-1.3157864809036255,8.119915008544922,0.21797950565814972,39,40,11.952728285522303,133.5209503173828,83.67992734772345,-49.84102296965938,8000.0,-424.5237279792218,False,False
104,2,"[38, 40]",-1.3730841875076294,8.190352439880371,0.21706129610538483,39,40,11.889202482934799,133.2486114501953,83.36811076859173,-49.880500681603564,8000.0,-455.3069836858376,False,False
105,2,"[38, 40]",-1.4282054901123047,8.257481575012207,0.21629318594932556,39,40,11.82905363430079,132.89797973632812,83.06535607924495,-49.83262365708316,8000.0,-465.9024955312798,False,False
106,2,"[38, 40]",-1.4813143014907837,8.321613311767578,0.2156539112329483,39,40,11.771958532873168,132.47055053710938,82.77107103134449,-49.699479505764884,8000.0,-457.00540376313165,False,False
107,2,"[38, 40]",-1.5326186418533325,8.383106231689453,0.21513275802135468,39,40,11.717556943559899,131.96865844726562,82.48436277567515,-49.48429567159047,8000.0,-429.5882499189747,False,False
108,2,"[38, 40]",-1.5823612213134766,8.442352294921875,0.21478693187236786,39,40,11.665465593340643,131.3953399658203,82.20408550209635,-49.191254463723965,8000.0,-384.85147955358207,False,False
109,2,"[38, 40]",-1.630810260772705,8.49977970123291,0.21461644768714905,39,40,11.615274814950189,130.7543487548828,81.92887889790617,-48.82546985697664,8000.0,-324.2143862202847,False,False
110,2,"[38, 40]",-1.678249478340149,8.555838584899902,0.2146281599998474,39,40,11.566561797112177,130.05003356933594,81.65722356768373,-48.39281000165221,8000.0,-249.2663571988487,False,False
111,2,"[38, 40]",-1.7249687910079956,8.610997200012207,0.21483424305915833,39,40,11.518893267501065,129.28720092773438,81.38748795585074,-47.899712971883616,8000.0,-161.72040302217283,False,False
112,2,"[38, 40]",-1.7712559700012207,8.665736198425293,0.21525104343891144,39,40,11.471830003750563,128.4711456298828,81.11797272600958,-47.35317290387323,8000.0,-63.40231689395932,False,False
113,2,"[38, 40]",-1.8173877000808716,8.720541000366211,0.21583901345729828,39,40,11.424932970342754,127.60749053955078,80.84696022730644,-46.76053031224433,8000.0,43.80240314533967,False,False
114,2,"[38, 40]",-1.863623023033142,8.775895118713379,0.21656633913516998,39,40,11.377768724934663,126.70207977294922,80.57275215357686,-46.12932761937236,8000.0,157.98679925141096,False,False
115,2,"[38, 40]",-1.9101965427398682,8.832273483276367,0.21746617555618286,39,40,11.32991466800291,125.76090240478516,80.29370881095221,-45.467193593832945,8000.0,277.25382577211167,False,False
116,2,"[38, 40]",-1.9573137760162354,8.890134811401367,0.2185705155134201,39,40,11.2809654607493,124.79009246826172,80.00827905182955,-44.78181341643216,8000.0,399.7297229893138,False,False
117,2,"[38, 40]",-2.0051472187042236,8.949921607971191,0.21990960836410522,39,40,11.230531948160747,123.79568481445312,79.71502040720816,-44.08066440724497,8000.0,523.6219194845735,False,False
118,2,"[38, 40]",-2.053833484649658,9.012044906616211,0.22133488953113556,39,40,11.178255191079103,122.78365325927734,79.4126277804043,-43.37102547887304,8000.0,647.2247083288667,False,False
119,2,"[38, 40]",-2.1034722328186035,9.076889991760254,0.22277148067951202,39,40,11.123800056021603,121.75983428955078,79.09993530623713,-42.65989898331367,8000.0,768.9342391946893,False,False
120,2,"[38, 40]",-2.154125928878784,9.144801139831543,0.22409246861934662,39,40,11.0668695127064,120.72981262207031,78.77593400106998,-41.95387862100034,8000.0,887.2810267971563,False,False
121,2,"[38, 40]",-2.205820322036743,9.216085433959961,0.22518230974674225,39,40,11.007200218982154,119.69889831542969,78.43976917319928,-41.25912914223039,8000.0,1000.931178506341,False,False
122,2,"[38, 40]",-2.2585461139678955,9.29100513458252,0.22593513131141663,39,40,10.944569501650463,118.67202758789062,78.09074382520653,-40.58128376268411,8000.0,1108.7074091915101,False,False
123,2,"[38, 40]",-2.312262535095215,9.36977767944336,0.22642962634563446,39,40,10.878795182172773,117.65381622314453,77.72830604106522,-39.92551018207931,8000.0,1209.5728483702023,False,False
124,2,"[38, 40]",-2.36689829826355,9.452570915222168,0.2267337441444397,39,40,10.809739490512259,116.64842224121094,77.35205613636093,-39.296366104849994,8000.0,1302.6572140010658,False,False
125,2,"[38, 40]",-2.422358274459839,9.539505004882812,0.22690533101558685,39,40,10.737307630533632,115.65959167480469,76.96171846979853,-38.69787320500615,8000.0,1387.2372180358361,False,False
126,2,"[38, 40]",-2.4785244464874268,9.630651473999023,0.2269340306520462,39,40,10.661447945073617,114.69055938720703,76.55714678065459,-38.13341260655244,8000.0,1462.7519059466022,False,False
127,2,"[38, 40]",-2.535262107849121,9.726034164428711,0.22686541080474854,39,40,10.58215138551616,113.74414825439453,76.1383012554966,-37.60584699889793,8000.0,1528.7738869243494,False,False
128,2,"[38, 40]",-2.5923657417297363,9.825495719909668,0.22672440111637115,39,40,10.499566537932433,112.82140350341797,75.70572614102979,-37.11567736238817,8000.0,1585.3997900773302,False,False
129,2,"[38, 40]",-2.6495776176452637,9.92872428894043,0.2265177071094513,39,40,10.41397407333556,111.92172241210938,75.26047073888546,-36.661251673223916,8000.0,1633.1854802496382,False,False
130,2,"[38, 40]",-2.7066702842712402,10.035429000854492,0.2262512445449829,39,40,10.325635051887543,111.0445327758789,74.80344705920105,-36.241085716677844,8000.0,1672.6381194089145,False,False
131,2,"[38, 40]",-2.7634427547454834,10.145345687866211,0.22598902881145477,39,40,10.234785169724491,110.18927764892578,74.33543803225925,-35.853839616666534,8000.0,1704.2187151876028,False,False
132,2,"[38, 40]",-2.819718360900879,10.258230209350586,0.22572968900203705,39,40,10.141641400129028,109.35541534423828,73.85711359026782,-35.49830175397045,8000.0,1728.3485887567458,False,False
133,2,"[38, 40]",-2.875342607498169,10.373857498168945,0.22547189891338348,39,40,10.04640306657326,108.54240417480469,73.36903896687218,-35.173365207932505,8000.0,1745.4147422682004,False,False
134,2,"[38, 40]",-2.930180788040161,10.492021560668945,0.22521433234214783,39,40,9.949251904207866,107.74971771240234,72.87168248728514,-34.8780352251172,8000.0,1755.7690586568192,False,False
135,2,"[38, 40]",-2.9841151237487793,10.612531661987305,0.22495563328266144,39,40,9.85035557068764,106.97685241699219,72.36543233574258,-34.611420081249605,8000.0,1759.7320819937422,False,False
136,2,"[38, 40]",-3.0370442867279053,10.735214233398438,0.22469449043273926,39,40,9.74986632218973,106.22332763671875,71.85059090965235,-34.37273672706641,8000.0,1757.5919737906297,False,False
137,2,"[38, 40]",-3.088881015777588,10.859904289245605,0.22454716265201569,39,40,9.647929079931199,105.48863983154297,71.32739845975857,-34.1612413717844,8000.0,1749.6210239224174,False,False
138,2,"[38, 40]",-3.1395506858825684,10.986455917358398,0.22444170713424683,39,40,9.544671573131742,104.77233123779297,70.79601729172126,-33.97631394607171,8000.0,1736.056585651606,False,False
139,2,"[38, 40]",-3.188990354537964,11.114728927612305,0.22431325912475586,39,40,9.44021723855684,104.07393646240234,70.25655733151132,-33.81737913089103,8000.0,1717.1213787760412,False,False
140,2,"[38, 40]",-3.237147569656372,11.244598388671875,0.22416217625141144,39,40,9.334676307370238,103.39300537109375,69.70906009056905,-33.68394528052471,8000.0,1693.0129684814801,False,False
141,2,"[38, 40]",-3.283978223800659,11.375945091247559,0.22404739260673523,39,40,9.228154530759335,102.72911834716797,69.15352573718155,-33.575592609986415,8000.0,1663.910187601728,False,False
142,2,"[38, 40]",-3.3294472694396973,11.508660316467285,0.22390422224998474,39,40,9.120749351951128,102.08183288574219,68.58989537897942,-33.49193750676278,8000.0,1629.977993857815,False,False
143,2,"[38, 40]",-3.3735265731811523,11.642643928527832,0.22373314201831818,39,40,9.012551361591903,101.45073699951172,68.01806319076375,-33.43267380874795,8000.0,1591.3612200036746,False,False
144,2,"[38, 40]",-3.4161946773529053,11.777802467346191,0.2234756499528885,39,40,8.90364635076847,100.83543395996094,67.4378783931903,-33.39755556677062,8000.0,1548.188841490337,False,False
145,2,"[38, 40]",-3.4574358463287354,11.914050102233887,0.2231377810239792,39,40,8.794114417078204,100.23553466796875,66.84914495514433,-33.38638971282444,8000.0,1500.5751232840635,False,False
146,2,"[38, 40]",-3.497239589691162,12.051305770874023,0.2227836549282074,39,40,8.684032743826096,99.65062713623047,66.25162800028706,-33.39899913594343,8000.0,1448.6274534222316,False,False
