policy_name,viewpoint_generation_mode,path_safety_mode,clue_acquisition_mode,clue_mode_note,robot_pos_before,segment_path,next_cell,target_cell_source,segment_path_0_equals_robot_pos_before,next_cell_equals_segment_path_1,final_projected_cell_equals_next_cell,target_world,final_world,ticks,arrived,timeout,distance_to_target_m,final_projected_cell,replanned,replan_reason,committed_vp,committed_anchor,anchor_source,found_count,completed_steps,path_length,remaining_intensity_mass,search_info_map_peak,search_info_map_mean
marine_knownmap_path_v2_infosampled,simple_ring_v1,soft_clearance_astar_v1,ucb,clue_acquisition_mode = ucb temporary for Phase 3B-repeat-far,"[2, 30]","[[2, 30], [2, 31], [2, 32], [2, 33], [2, 34], [2, 35], [2, 36], [2, 37], [2, 38]]","[2, 31]",algorithm_segment_path,True,True,True,"[-45.0, 190.0]","[-47.49306869506836, 190.0, 0.16039623320102692]",220,True,False,2.4930686950683594,"[2, 31]",True,commit_expired,"[40, 40]","[43, 42]",search_info,0,31,31,1.0000000000000002,1.0,0.8988713000616813
marine_knownmap_path_v2_infosampled,simple_ring_v1,soft_clearance_astar_v1,ucb,clue_acquisition_mode = ucb temporary for Phase 3B-repeat-far,"[2, 31]","[[2, 31], [2, 32], [2, 33], [2, 34], [2, 35], [2, 36], [2, 37], [2, 38]]","[2, 32]",algorithm_segment_path,True,True,True,"[-40.0, 190.0]","[-42.49306869506836, 190.0, 0.1604703962802887]",220,True,False,2.4930686950683594,"[2, 32]",False,none,"[40, 40]","[43, 42]",search_info,0,32,32,1.0,1.0,0.9095989705330891
marine_knownmap_path_v2_infosampled,simple_ring_v1,soft_clearance_astar_v1,ucb,clue_acquisition_mode = ucb temporary for Phase 3B-repeat-far,"[2, 32]","[[2, 32], [2, 33], [2, 34], [2, 35], [2, 36], [2, 37], [2, 38]]","[2, 33]",algorithm_segment_path,True,True,True,"[-35.0, 190.0]","[-37.49306869506836, 190.0, 0.16037072241306305]",220,True,False,2.4930686950683594,"[2, 33]",False,none,"[40, 40]","[43, 42]",search_info,0,33,33,0.9999999999999999,1.0,0.8805077267802254
marine_knownmap_path_v2_infosampled,simple_ring_v1,soft_clearance_astar_v1,ucb,clue_acquisition_mode = ucb temporary for Phase 3B-repeat-far,"[2, 33]","[[2, 33], [2, 34], [2, 35], [2, 36], [2, 37], [2, 38]]","[2, 34]",algorithm_segment_path,True,True,True,"[-30.0, 190.0]","[-32.49306869506836, 190.0, 0.16045555472373962]",220,True,False,2.4930686950683594,"[2, 34]",False,none,"[40, 40]","[43, 42]",search_info,0,34,34,1.0000000000000004,1.0,0.8757303036335422
marine_knownmap_path_v2_infosampled,simple_ring_v1,soft_clearance_astar_v1,ucb,clue_acquisition_mode = ucb temporary for Phase 3B-repeat-far,"[2, 34]","[[2, 34], [2, 35], [2, 36], [2, 37], [2, 38]]","[2, 35]",algorithm_segment_path,True,True,True,"[-25.0, 190.0]","[-27.49306869506836, 190.0, 0.16040723025798798]",220,True,False,2.4930686950683594,"[2, 35]",False,none,"[40, 40]","[43, 42]",search_info,0,35,35,1.0,1.0,0.8998598218523797
marine_knownmap_path_v2_infosampled,simple_ring_v1,soft_clearance_astar_v1,ucb,clue_acquisition_mode = ucb temporary for Phase 3B-repeat-far,"[2, 35]","[[2, 35], [2, 36], [2, 37], [3, 37], [4, 37], [5, 37], [6, 37], [7, 37], [8, 37]]","[2, 36]",algorithm_segment_path,True,True,True,"[-20.0, 190.0]","[-22.49306869506836, 190.0, 0.16048206388950348]",220,True,False,2.4930686950683594,"[2, 36]",True,commit_expired,"[42, 37]","[43, 41]",search_info,0,36,36,1.0,1.0,0.8889051995196964
marine_knownmap_path_v2_infosampled,simple_ring_v1,soft_clearance_astar_v1,ucb,clue_acquisition_mode = ucb temporary for Phase 3B-repeat-far,"[2, 36]","[[2, 36], [2, 37], [3, 37], [4, 37], [5, 37], [6, 37], [7, 37], [8, 37]]","[2, 37]",algorithm_segment_path,True,True,True,"[-15.0, 190.0]","[-17.49306869506836, 190.0, 0.16048936545848846]",220,True,False,2.4930686950683594,"[2, 37]",False,none,"[42, 37]","[43, 41]",search_info,0,37,37,0.9999999999999998,1.0,0.8999880024730509
marine_knownmap_path_v2_infosampled,simple_ring_v1,soft_clearance_astar_v1,ucb,clue_acquisition_mode = ucb temporary for Phase 3B-repeat-far,"[2, 37]","[[2, 37], [3, 37], [4, 37], [5, 37], [6, 37], [7, 37], [8, 37]]","[3, 37]",algorithm_segment_path,True,True,True,"[-15.0, 185.0]","[-15.090373992919922, 187.49769592285156, 0.16175062954425812]",200,True,False,2.4993303866487135,"[3, 37]",False,none,"[42, 37]","[43, 41]",search_info,0,38,38,1.0000000000000002,1.0,0.8991644966996789
marine_knownmap_path_v2_infosampled,simple_ring_v1,soft_clearance_astar_v1,ucb,clue_acquisition_mode = ucb temporary for Phase 3B-repeat-far,"[3, 37]","[[3, 37], [4, 37], [5, 37], [6, 37], [7, 37], [8, 37]]","[4, 37]",algorithm_segment_path,True,True,True,"[-15.0, 180.0]","[-15.057904243469238, 182.49609375, 0.16018079221248627]",220,True,False,2.496765289369589,"[4, 37]",False,none,"[42, 37]","[43, 41]",search_info,0,39,39,1.0,1.0,0.8990950387387144
marine_knownmap_path_v2_infosampled,simple_ring_v1,soft_clearance_astar_v1,ucb,clue_acquisition_mode = ucb temporary for Phase 3B-repeat-far,"[4, 37]","[[4, 37], [5, 37], [6, 37], [7, 37], [8, 37]]","[5, 37]",algorithm_segment_path,True,True,True,"[-15.0, 175.0]","[-15.000262260437012, 177.49452209472656, 0.16006849706172943]",220,True,False,2.4945221085128777,"[5, 37]",False,none,"[42, 37]","[43, 41]",search_info,0,40,40,0.9999999999999998,1.0,0.8976551677447288
