policy_name,viewpoint_generation_mode,path_safety_mode,clue_acquisition_mode,clue_mode_note,robot_pos_before,segment_path,next_cell,target_cell_source,segment_path_0_equals_robot_pos_before,next_cell_equals_segment_path_1,final_projected_cell_equals_next_cell,target_world,final_world,ticks,arrived,timeout,distance_to_target_m,final_projected_cell,replanned,replan_reason,committed_viewpoint,committed_anchor,anchor_source,found_count,completed_steps,path_length,remaining_intensity_mass,search_info_map_peak,search_info_map_mean
marine_knownmap_path_v2_infosampled,simple_ring_v1,soft_clearance_astar_v1,ucb,clue_acquisition_mode = ucb temporary for Phase 3B-repeat-mid,"[2, 10]","[[2, 10], [2, 11], [2, 12], [2, 13], [2, 14], [2, 15], [2, 16], [2, 17], [2, 18]]","[2, 11]",algorithm_segment_path,True,True,True,"[-145.0, 190.0]","[-147.49307250976562, 190.0, 0.17085804045200348]",220,True,False,2.493072509765625,"[2, 11]",True,commit_expired,"[38, 39]","[41, 41]",search_info,0,11,11,0.9999999999999998,1.0,0.9276842296231461
marine_knownmap_path_v2_infosampled,simple_ring_v1,soft_clearance_astar_v1,ucb,clue_acquisition_mode = ucb temporary for Phase 3B-repeat-mid,"[2, 11]","[[2, 11], [2, 12], [2, 13], [2, 14], [2, 15], [2, 16], [2, 17], [2, 18]]","[2, 12]",algorithm_segment_path,True,True,True,"[-140.0, 190.0]","[-142.49307250976562, 190.0, 0.17089001834392548]",220,True,False,2.493072509765625,"[2, 12]",False,none,"[38, 39]","[41, 41]",search_info,0,12,12,1.0,1.0,0.9285532941575024
marine_knownmap_path_v2_infosampled,simple_ring_v1,soft_clearance_astar_v1,ucb,clue_acquisition_mode = ucb temporary for Phase 3B-repeat-mid,"[2, 12]","[[2, 12], [2, 13], [2, 14], [2, 15], [2, 16], [2, 17], [2, 18]]","[2, 13]",algorithm_segment_path,True,True,True,"[-135.0, 190.0]","[-137.49307250976562, 190.0, 0.17096291482448578]",220,True,False,2.493072509765625,"[2, 13]",False,none,"[38, 39]","[41, 41]",search_info,0,13,13,1.0,1.0,0.9265967212803305
marine_knownmap_path_v2_infosampled,simple_ring_v1,soft_clearance_astar_v1,ucb,clue_acquisition_mode = ucb temporary for Phase 3B-repeat-mid,"[2, 13]","[[2, 13], [2, 14], [2, 15], [2, 16], [2, 17], [2, 18]]","[2, 14]",algorithm_segment_path,True,True,True,"[-130.0, 190.0]","[-132.49307250976562, 190.0, 0.17094017565250397]",220,True,False,2.493072509765625,"[2, 14]",False,none,"[38, 39]","[41, 41]",search_info,0,14,14,0.9999999999999997,1.0,0.9228635526731952
marine_knownmap_path_v2_infosampled,simple_ring_v1,soft_clearance_astar_v1,ucb,clue_acquisition_mode = ucb temporary for Phase 3B-repeat-mid,"[2, 14]","[[2, 14], [2, 15], [2, 16], [2, 17], [2, 18]]","[2, 15]",algorithm_segment_path,True,True,True,"[-125.0, 190.0]","[-127.49307250976562, 190.0, 0.17097139358520508]",220,True,False,2.493072509765625,"[2, 15]",False,none,"[38, 39]","[41, 41]",search_info,0,15,15,1.0000000000000002,1.0,0.9224468702292751
marine_knownmap_path_v2_infosampled,simple_ring_v1,soft_clearance_astar_v1,ucb,clue_acquisition_mode = ucb temporary for Phase 3B-repeat-mid,"[2, 15]","[[2, 15], [2, 16], [2, 17], [2, 18], [2, 19], [2, 20], [2, 21], [2, 22], [2, 23]]","[2, 16]",algorithm_segment_path,True,True,True,"[-120.0, 190.0]","[-122.49307250976562, 190.0, 0.17088569700717926]",220,True,False,2.493072509765625,"[2, 16]",True,commit_expired,"[39, 39]","[42, 41]",search_info,0,16,16,1.0,1.0,0.9235189188183498
marine_knownmap_path_v2_infosampled,simple_ring_v1,soft_clearance_astar_v1,ucb,clue_acquisition_mode = ucb temporary for Phase 3B-repeat-mid,"[2, 16]","[[2, 16], [2, 17], [2, 18], [2, 19], [2, 20], [2, 21], [2, 22], [2, 23]]","[2, 17]",algorithm_segment_path,True,True,True,"[-115.0, 190.0]","[-117.49307250976562, 190.0, 0.17085228860378265]",220,True,False,2.493072509765625,"[2, 17]",False,none,"[39, 39]","[42, 41]",search_info,0,17,17,0.9999999999999999,1.0,0.9117101392086178
marine_knownmap_path_v2_infosampled,simple_ring_v1,soft_clearance_astar_v1,ucb,clue_acquisition_mode = ucb temporary for Phase 3B-repeat-mid,"[2, 17]","[[2, 17], [2, 18], [2, 19], [2, 20], [2, 21], [2, 22], [2, 23]]","[2, 18]",algorithm_segment_path,True,True,True,"[-110.0, 190.0]","[-112.49307250976562, 190.0, 0.17097176611423492]",220,True,False,2.493072509765625,"[2, 18]",False,none,"[39, 39]","[42, 41]",search_info,0,18,18,1.0,1.0,0.9202166932365298
marine_knownmap_path_v2_infosampled,simple_ring_v1,soft_clearance_astar_v1,ucb,clue_acquisition_mode = ucb temporary for Phase 3B-repeat-mid,"[2, 18]","[[2, 18], [2, 19], [2, 20], [2, 21], [2, 22], [2, 23]]","[2, 19]",algorithm_segment_path,True,True,True,"[-105.0, 190.0]","[-107.49307250976562, 190.0, 0.17089372873306274]",220,True,False,2.493072509765625,"[2, 19]",False,none,"[39, 39]","[42, 41]",search_info,0,19,19,1.0,1.0,0.9194938195486134
marine_knownmap_path_v2_infosampled,simple_ring_v1,soft_clearance_astar_v1,ucb,clue_acquisition_mode = ucb temporary for Phase 3B-repeat-mid,"[2, 19]","[[2, 19], [2, 20], [2, 21], [2, 22], [2, 23]]","[2, 20]",algorithm_segment_path,True,True,True,"[-100.0, 190.0]","[-102.49307250976562, 190.0, 0.17093941569328308]",220,True,False,2.493072509765625,"[2, 20]",False,none,"[39, 39]","[42, 41]",search_info,0,20,20,0.9999999999999996,1.0,0.9186890383624253
marine_knownmap_path_v2_infosampled,simple_ring_v1,soft_clearance_astar_v1,ucb,clue_acquisition_mode = ucb temporary for Phase 3B-repeat-mid,"[2, 20]","[[2, 20], [2, 21], [2, 22], [2, 23], [2, 24], [2, 25], [2, 26], [2, 27], [2, 28]]","[2, 21]",algorithm_segment_path,True,True,True,"[-95.0, 190.0]","[-97.49307250976562, 190.0, 0.1709616482257843]",220,True,False,2.493072509765625,"[2, 21]",True,commit_expired,"[39, 40]","[42, 42]",search_info,0,21,21,0.9999999999999997,1.0,0.9170432487605911
marine_knownmap_path_v2_infosampled,simple_ring_v1,soft_clearance_astar_v1,ucb,clue_acquisition_mode = ucb temporary for Phase 3B-repeat-mid,"[2, 21]","[[2, 21], [2, 22], [2, 23], [2, 24], [2, 25], [2, 26], [2, 27], [2, 28]]","[2, 22]",algorithm_segment_path,True,True,True,"[-90.0, 190.0]","[-92.49307250976562, 190.0, 0.1709253489971161]",220,True,False,2.493072509765625,"[2, 22]",False,none,"[39, 40]","[42, 42]",search_info,0,22,22,1.0000000000000004,1.0,0.9119098548616723
marine_knownmap_path_v2_infosampled,simple_ring_v1,soft_clearance_astar_v1,ucb,clue_acquisition_mode = ucb temporary for Phase 3B-repeat-mid,"[2, 22]","[[2, 22], [2, 23], [2, 24], [2, 25], [2, 26], [2, 27], [2, 28]]","[2, 23]",algorithm_segment_path,True,True,True,"[-85.0, 190.0]","[-87.49307250976562, 190.0, 0.17099367082118988]",220,True,False,2.493072509765625,"[2, 23]",False,none,"[39, 40]","[42, 42]",search_info,0,23,23,1.0,1.0,0.9155675699547644
marine_knownmap_path_v2_infosampled,simple_ring_v1,soft_clearance_astar_v1,ucb,clue_acquisition_mode = ucb temporary for Phase 3B-repeat-mid,"[2, 23]","[[2, 23], [2, 24], [2, 25], [2, 26], [2, 27], [2, 28]]","[2, 24]",algorithm_segment_path,True,True,True,"[-80.0, 190.0]","[-82.49307250976562, 190.0, 0.1709316223859787]",220,True,False,2.493072509765625,"[2, 24]",False,none,"[39, 40]","[42, 42]",search_info,0,24,24,1.0000000000000002,1.0,0.9105926078136395
marine_knownmap_path_v2_infosampled,simple_ring_v1,soft_clearance_astar_v1,ucb,clue_acquisition_mode = ucb temporary for Phase 3B-repeat-mid,"[2, 24]","[[2, 24], [2, 25], [2, 26], [2, 27], [2, 28]]","[2, 25]",algorithm_segment_path,True,True,True,"[-75.0, 190.0]","[-77.49307250976562, 190.0, 0.17098578810691833]",220,True,False,2.493072509765625,"[2, 25]",False,none,"[39, 40]","[42, 42]",search_info,0,25,25,0.9999999999999997,1.0,0.9132188580552818
marine_knownmap_path_v2_infosampled,simple_ring_v1,soft_clearance_astar_v1,ucb,clue_acquisition_mode = ucb temporary for Phase 3B-repeat-mid,"[2, 25]","[[2, 25], [2, 26], [2, 27], [2, 28], [2, 29], [2, 30], [2, 31], [2, 32], [2, 33]]","[2, 26]",algorithm_segment_path,True,True,True,"[-70.0, 190.0]","[-72.49307250976562, 190.0, 0.1709604561328888]",220,True,False,2.493072509765625,"[2, 26]",True,commit_expired,"[40, 40]","[43, 42]",search_info,0,26,26,1.0,1.0,0.8950167606381674
marine_knownmap_path_v2_infosampled,simple_ring_v1,soft_clearance_astar_v1,ucb,clue_acquisition_mode = ucb temporary for Phase 3B-repeat-mid,"[2, 26]","[[2, 26], [2, 27], [2, 28], [2, 29], [2, 30], [2, 31], [2, 32], [2, 33]]","[2, 27]",algorithm_segment_path,True,True,True,"[-65.0, 190.0]","[-67.49307250976562, 190.0, 0.1709335893392563]",220,True,False,2.493072509765625,"[2, 27]",False,none,"[40, 40]","[43, 42]",search_info,0,27,27,1.0000000000000004,1.0,0.9127187683090341
marine_knownmap_path_v2_infosampled,simple_ring_v1,soft_clearance_astar_v1,ucb,clue_acquisition_mode = ucb temporary for Phase 3B-repeat-mid,"[2, 27]","[[2, 27], [2, 28], [2, 29], [2, 30], [2, 31], [2, 32], [2, 33]]","[2, 28]",algorithm_segment_path,True,True,True,"[-60.0, 190.0]","[-62.49306869506836, 190.0, 0.1709490418434143]",220,True,False,2.4930686950683594,"[2, 28]",False,none,"[40, 40]","[43, 42]",search_info,0,28,28,1.0,1.0,0.8878473164122972
marine_knownmap_path_v2_infosampled,simple_ring_v1,soft_clearance_astar_v1,ucb,clue_acquisition_mode = ucb temporary for Phase 3B-repeat-mid,"[2, 28]","[[2, 28], [2, 29], [2, 30], [2, 31], [2, 32], [2, 33]]","[2, 29]",algorithm_segment_path,True,True,True,"[-55.0, 190.0]","[-57.49306869506836, 190.0, 0.1708974689245224]",220,True,False,2.4930686950683594,"[2, 29]",False,none,"[40, 40]","[43, 42]",search_info,0,29,29,1.0,1.0,0.8938822083075235
marine_knownmap_path_v2_infosampled,simple_ring_v1,soft_clearance_astar_v1,ucb,clue_acquisition_mode = ucb temporary for Phase 3B-repeat-mid,"[2, 29]","[[2, 29], [2, 30], [2, 31], [2, 32], [2, 33]]","[2, 30]",algorithm_segment_path,True,True,True,"[-50.0, 190.0]","[-52.49306869506836, 190.0, 0.17089290916919708]",220,True,False,2.4930686950683594,"[2, 30]",False,none,"[40, 40]","[43, 42]",search_info,0,30,30,0.9999999999999996,1.0,0.9029979060395041
marine_knownmap_path_v2_infosampled,simple_ring_v1,soft_clearance_astar_v1,ucb,clue_acquisition_mode = ucb temporary for Phase 3B-repeat-mid,"[2, 30]","[[2, 30], [2, 31], [2, 32], [2, 33], [2, 34], [2, 35], [2, 36], [2, 37], [2, 38]]","[2, 31]",algorithm_segment_path,True,True,True,"[-45.0, 190.0]","[-47.49306869506836, 190.0, 0.17087920010089874]",220,True,False,2.4930686950683594,"[2, 31]",True,commit_expired,"[40, 40]","[43, 42]",search_info,0,31,31,1.0000000000000002,1.0,0.898872549241298
marine_knownmap_path_v2_infosampled,simple_ring_v1,soft_clearance_astar_v1,ucb,clue_acquisition_mode = ucb temporary for Phase 3B-repeat-mid,"[2, 31]","[[2, 31], [2, 32], [2, 33], [2, 34], [2, 35], [2, 36], [2, 37], [2, 38]]","[2, 32]",algorithm_segment_path,True,True,True,"[-40.0, 190.0]","[-42.49306869506836, 190.0, 0.170852392911911]",220,True,False,2.4930686950683594,"[2, 32]",False,none,"[40, 40]","[43, 42]",search_info,0,32,32,1.0,1.0,0.9095990648154321
marine_knownmap_path_v2_infosampled,simple_ring_v1,soft_clearance_astar_v1,ucb,clue_acquisition_mode = ucb temporary for Phase 3B-repeat-mid,"[2, 32]","[[2, 32], [2, 33], [2, 34], [2, 35], [2, 36], [2, 37], [2, 38]]","[2, 33]",algorithm_segment_path,True,True,True,"[-35.0, 190.0]","[-37.49306869506836, 190.0, 0.1708807647228241]",220,True,False,2.4930686950683594,"[2, 33]",False,none,"[40, 40]","[43, 42]",search_info,0,33,33,0.9999999999999999,1.0,0.88050706231517
marine_knownmap_path_v2_infosampled,simple_ring_v1,soft_clearance_astar_v1,ucb,clue_acquisition_mode = ucb temporary for Phase 3B-repeat-mid,"[2, 33]","[[2, 33], [2, 34], [2, 35], [2, 36], [2, 37], [2, 38]]","[2, 34]",algorithm_segment_path,True,True,True,"[-30.0, 190.0]","[-32.49306869506836, 190.0, 0.17082925140857697]",220,True,False,2.4930686950683594,"[2, 34]",False,none,"[40, 40]","[43, 42]",search_info,0,34,34,1.0000000000000004,1.0,0.8750672401751294
marine_knownmap_path_v2_infosampled,simple_ring_v1,soft_clearance_astar_v1,ucb,clue_acquisition_mode = ucb temporary for Phase 3B-repeat-mid,"[2, 34]","[[2, 34], [2, 35], [2, 36], [2, 37], [2, 38]]","[2, 35]",algorithm_segment_path,True,True,True,"[-25.0, 190.0]","[-27.49306869506836, 190.0, 0.17090436816215515]",220,True,False,2.4930686950683594,"[2, 35]",False,none,"[40, 40]","[43, 42]",search_info,0,35,35,1.0,1.0,0.899791730013113
marine_knownmap_path_v2_infosampled,simple_ring_v1,soft_clearance_astar_v1,ucb,clue_acquisition_mode = ucb temporary for Phase 3B-repeat-mid,"[2, 35]","[[2, 35], [2, 36], [2, 37], [3, 37], [4, 37], [5, 37], [6, 37], [7, 37], [8, 37]]","[2, 36]",algorithm_segment_path,True,True,True,"[-20.0, 190.0]","[-22.49306869506836, 190.0, 0.17082540690898895]",220,True,False,2.4930686950683594,"[2, 36]",True,commit_expired,"[42, 37]","[43, 41]",search_info,0,36,36,1.0,1.0,0.8880096331258414
marine_knownmap_path_v2_infosampled,simple_ring_v1,soft_clearance_astar_v1,ucb,clue_acquisition_mode = ucb temporary for Phase 3B-repeat-mid,"[2, 36]","[[2, 36], [2, 37], [3, 37], [4, 37], [5, 37], [6, 37], [7, 37], [8, 37]]","[2, 37]",algorithm_segment_path,True,True,True,"[-15.0, 190.0]","[-17.49306869506836, 190.0, 0.17095248401165009]",220,True,False,2.4930686950683594,"[2, 37]",False,none,"[42, 37]","[43, 41]",search_info,0,37,37,0.9999999999999998,1.0,0.8992953943594557
marine_knownmap_path_v2_infosampled,simple_ring_v1,soft_clearance_astar_v1,ucb,clue_acquisition_mode = ucb temporary for Phase 3B-repeat-mid,"[2, 37]","[[2, 37], [3, 37], [4, 37], [5, 37], [6, 37], [7, 37], [8, 37]]","[3, 37]",algorithm_segment_path,True,True,True,"[-15.0, 185.0]","[-15.090363502502441, 187.49769592285156, 0.16926203668117523]",200,True,False,2.4993300073447338,"[3, 37]",False,none,"[42, 37]","[43, 41]",search_info,0,38,38,1.0000000000000002,1.0,0.8990229546081067
marine_knownmap_path_v2_infosampled,simple_ring_v1,soft_clearance_astar_v1,ucb,clue_acquisition_mode = ucb temporary for Phase 3B-repeat-mid,"[3, 37]","[[3, 37], [4, 37], [5, 37], [6, 37], [7, 37], [8, 37]]","[4, 37]",algorithm_segment_path,True,True,True,"[-15.0, 180.0]","[-15.057904243469238, 182.49609375, 0.17113643884658813]",220,True,False,2.496765289369589,"[4, 37]",False,none,"[42, 37]","[43, 41]",search_info,0,39,39,1.0,1.0,0.8990711598589668
marine_knownmap_path_v2_infosampled,simple_ring_v1,soft_clearance_astar_v1,ucb,clue_acquisition_mode = ucb temporary for Phase 3B-repeat-mid,"[4, 37]","[[4, 37], [5, 37], [6, 37], [7, 37], [8, 37]]","[5, 37]",algorithm_segment_path,True,True,True,"[-15.0, 175.0]","[-15.000262260437012, 177.49452209472656, 0.17101818323135376]",220,True,False,2.4945221085128777,"[5, 37]",False,none,"[42, 37]","[43, 41]",search_info,0,40,40,0.9999999999999998,1.0,0.8937883265593985
marine_knownmap_path_v2_infosampled,simple_ring_v1,soft_clearance_astar_v1,ucb,clue_acquisition_mode = ucb temporary for Phase 3B-repeat-mid,"[5, 37]","[[5, 37], [6, 37], [7, 37], [8, 37], [9, 37], [10, 37], [11, 37], [12, 37], [13, 37]]","[6, 37]",algorithm_segment_path,True,True,True,"[-15.0, 170.0]","[-15.000679016113281, 172.4935760498047, 0.17098498344421387]",220,True,False,2.4935761422548204,"[6, 37]",True,commit_expired,"[42, 37]","[43, 41]",search_info,0,41,41,1.0000000000000004,1.0,0.9024291309981785
marine_knownmap_path_v2_infosampled,simple_ring_v1,soft_clearance_astar_v1,ucb,clue_acquisition_mode = ucb temporary for Phase 3B-repeat-mid,"[6, 37]","[[6, 37], [7, 37], [8, 37], [9, 37], [10, 37], [11, 37], [12, 37], [13, 37]]","[7, 37]",algorithm_segment_path,True,True,True,"[-15.0, 165.0]","[-14.999994277954102, 167.49322509765625, 0.17099332809448242]",220,True,False,2.4932250976628163,"[7, 37]",False,none,"[42, 37]","[43, 41]",search_info,0,42,42,1.0000000000000002,1.0,0.8753301254933887
marine_knownmap_path_v2_infosampled,simple_ring_v1,soft_clearance_astar_v1,ucb,clue_acquisition_mode = ucb temporary for Phase 3B-repeat-mid,"[7, 37]","[[7, 37], [8, 37], [9, 37], [10, 37], [11, 37], [12, 37], [13, 37]]","[8, 37]",algorithm_segment_path,True,True,True,"[-15.0, 160.0]","[-15.00001049041748, 162.4931182861328, 0.17095617949962616]",220,True,False,2.493118286154883,"[8, 37]",False,none,"[42, 37]","[43, 41]",search_info,0,43,43,1.0,1.0,0.887253810113904
marine_knownmap_path_v2_infosampled,simple_ring_v1,soft_clearance_astar_v1,ucb,clue_acquisition_mode = ucb temporary for Phase 3B-repeat-mid,"[8, 37]","[[8, 37], [9, 37], [10, 37], [11, 37], [12, 37], [13, 37]]","[9, 37]",algorithm_segment_path,True,True,True,"[-15.0, 155.0]","[-14.99999713897705, 157.4930877685547, 0.17093664407730103]",220,True,False,2.4930877685563293,"[9, 37]",False,none,"[42, 37]","[43, 41]",search_info,0,44,44,0.9999999999999998,1.0,0.8745156898249689
marine_knownmap_path_v2_infosampled,simple_ring_v1,soft_clearance_astar_v1,ucb,clue_acquisition_mode = ucb temporary for Phase 3B-repeat-mid,"[9, 37]","[[9, 37], [10, 37], [11, 37], [12, 37], [13, 37]]","[10, 37]",algorithm_segment_path,True,True,True,"[-15.0, 150.0]","[-15.000000953674316, 152.49307250976562, 0.17093658447265625]",220,True,False,2.4930725097658075,"[10, 37]",False,none,"[42, 37]","[43, 41]",search_info,0,45,45,1.0,1.0,0.8884243450217941
marine_knownmap_path_v2_infosampled,simple_ring_v1,soft_clearance_astar_v1,ucb,clue_acquisition_mode = ucb temporary for Phase 3B-repeat-mid,"[10, 37]","[[10, 37], [11, 37], [12, 37], [13, 37], [14, 37], [15, 37], [16, 37], [17, 37], [18, 37]]","[11, 37]",algorithm_segment_path,True,True,True,"[-15.0, 145.0]","[-14.999999046325684, 147.49307250976562, 0.1709563434123993]",220,True,False,2.4930725097658075,"[11, 37]",True,commit_expired,"[42, 37]","[43, 41]",search_info,0,46,46,1.0,1.0,0.8403025193826545
marine_knownmap_path_v2_infosampled,simple_ring_v1,soft_clearance_astar_v1,ucb,clue_acquisition_mode = ucb temporary for Phase 3B-repeat-mid,"[11, 37]","[[11, 37], [12, 37], [13, 37], [14, 37], [15, 37], [16, 37], [17, 37], [18, 37]]","[12, 37]",algorithm_segment_path,True,True,True,"[-15.0, 140.0]","[-15.00000286102295, 142.49307250976562, 0.17093494534492493]",220,True,False,2.493072509767267,"[12, 37]",False,none,"[42, 37]","[43, 41]",search_info,0,47,47,1.0,1.0,0.7648819192089499
marine_knownmap_path_v2_infosampled,simple_ring_v1,soft_clearance_astar_v1,ucb,clue_acquisition_mode = ucb temporary for Phase 3B-repeat-mid,"[12, 37]","[[12, 37], [13, 37], [14, 37], [15, 37], [16, 37], [17, 37], [18, 37]]","[13, 37]",algorithm_segment_path,True,True,True,"[-15.0, 135.0]","[-14.99999713897705, 137.49307250976562, 0.1709352284669876]",220,True,False,2.493072509767267,"[13, 37]",False,none,"[42, 37]","[43, 41]",search_info,0,48,48,0.9999999999999998,1.0,0.780859234156702
marine_knownmap_path_v2_infosampled,simple_ring_v1,soft_clearance_astar_v1,ucb,clue_acquisition_mode = ucb temporary for Phase 3B-repeat-mid,"[13, 37]","[[13, 37], [14, 37], [15, 37], [16, 37], [17, 37], [18, 37]]","[14, 37]",algorithm_segment_path,True,True,True,"[-15.0, 130.0]","[-15.000001907348633, 132.49307250976562, 0.17095503211021423]",220,True,False,2.4930725097663546,"[14, 37]",False,none,"[42, 37]","[43, 41]",search_info,0,49,49,1.0000000000000002,1.0,0.774035055565337
marine_knownmap_path_v2_infosampled,simple_ring_v1,soft_clearance_astar_v1,ucb,clue_acquisition_mode = ucb temporary for Phase 3B-repeat-mid,"[14, 37]","[[14, 37], [15, 37], [16, 37], [17, 37], [18, 37]]","[15, 37]",algorithm_segment_path,True,True,True,"[-15.0, 125.0]","[-14.999999046325684, 127.49307250976562, 0.17093361914157867]",220,True,False,2.4930725097658075,"[15, 37]",False,none,"[42, 37]","[43, 41]",search_info,0,50,50,1.0000000000000002,1.0,0.8162354202904664
marine_knownmap_path_v2_infosampled,simple_ring_v1,soft_clearance_astar_v1,ucb,clue_acquisition_mode = ucb temporary for Phase 3B-repeat-mid,"[15, 37]","[[15, 37], [16, 37], [17, 37], [18, 37], [19, 37], [20, 37], [21, 37], [22, 37], [23, 37]]","[16, 37]",algorithm_segment_path,True,True,True,"[-15.0, 120.0]","[-15.000000953674316, 122.49307250976562, 0.17093390226364136]",220,True,False,2.4930725097658075,"[16, 37]",True,commit_expired,"[41, 37]","[42, 41]",search_info,0,51,51,0.9999999999999996,1.0,0.7726932691818276
