step,policy_name,clue_acquisition_mode,mode,robot_cell,viewpoint_cell,segment_endpoint_cell,anchor_cell,anchor_source,anchor_centroid_cell,anchor_cluster_size,anchor_cluster_peak,anchor_cluster_mean,viewpoint_rule,replanned_this_step,replan_reason,commit_remaining,planned_commit_window,commit_policy,path_length_current,planned_segment_length,planned_viewpoint_path_length,segment_path_length,fraction_of_path_executed_before_replan,switch_count,explore_utility_raw,explore_utility_norm,focus_utility_raw,focus_utility_norm,recency_utility_raw,recency_utility_norm,search_info_gain_raw,search_info_gain_norm,recency_bias_raw,recency_bias_norm,exec_cost_raw,exec_cost_norm,clearance_penalty_raw,segment_min_clearance_cells,segment_mean_clearance_cells,near_obstacle_step_flag,near_obstacle_step_ratio,path_safety_mode,planner_adaptation_mode,safe_nav_lambda_clearance,marginal_information_gain_raw,marginal_information_gain_norm,execution_cost_raw,execution_cost_norm,continuity_bonus_raw,continuity_bonus_anchor_raw,continuity_bonus_viewpoint_raw,marginal_information_gain_score_term,recency_bias_score_term,execution_cost_score_term,continuity_bonus_score_term,maneuver_penalty_raw,maneuver_penalty_score_term,segment_turn_count,alpha_focus,kappa_commit,same_anchor_cluster,viewpoint_drift_norm,anchor_retention_bonus,viewpoint_retention_bonus,anchor_info_clue_share,anchor_info_intensity_share,candidate_pool_size,reachable_pool_size,a_star_checked_pool_size,selected_viewpoint_rank,sampling_priority_raw,sampling_priority_norm,viewpoint_sampling_mode,selected_by_final_score,sssp_build_time_ms,path_reconstruct_time_ms,sampling_pool_build_time_ms,priority_feature_time_ms,tree_depth,tree_first_layer_top_m,tree_second_layer_top_n,tree_discount_gamma,tree_root_rank,tree_child_rank,tree_root_score_raw,tree_child_score_raw,tree_total_score,tree_conditional_gain_lvl2,tree_redundant_visible_ratio_lvl2,tree_unique_visible_count_lvl1,tree_unique_visible_count_lvl2,tree_expansion_count,tree_planning_time_ms,tree_child_oracle_score_raw,tree_child_budget_score_raw,tree_child_oracle_gap_raw,tree_child_oracle_rank_of_budgeted,tree_child_budget_matches_oracle,tree_child_oracle_viewpoint_cell,tree_child_budget_viewpoint_cell,tree_child_full_candidate_count,u_turn_penalty_term,u_turn_penalty_applied,planned_first_move_dir,current_viewpoint_score,best_alternative_score,total_score,anchor_switch_count,focus_anchor_active,focus_on_anchor_cluster_steps,time_since_last_detection,remaining_intensity_mass,peak_intensity_ratio,known_free_observation_ratio,search_info_map_peak,search_info_map_mean,anomaly_viewpoint_prob,anomaly_viewpoint_weight,anomaly_viewpoint_acq,anomaly_visible_mean,selected_in_anomaly_top_band,effective_observation_gain,stale_refresh_ratio,detected_count_this_step,collision_this_step,collision_cell,path_invalidations_per_episode
22,marine_knownmap_path_v2_infosampled,anomaly_upper_tail,SEARCH,"(1, 1)","(1, 1)","(1, 1)","(1, 1)",fallback_local,"(1, 1)",0,0.0,0.0,safe_nav_wait_fallback,True,commit_expired|segment_empty,0,0,safe_nav_wait,0,0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,soft_clearance_astar_v1,no_kappa,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,,False,0.0,0.0,0.0,0.0,1,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,False,,,0,0.0,False,,0.0,0.0,0.0,21,False,0,42,3.000000000000001,1.013038371811587,0.01287128712871287,1.0,0.9555856796438763,0.6449178326585858,1.6449178326585858,0.04762896515590307,0.6474578681516939,True,0.0,0.0,0,False,,0
23,marine_knownmap_path_v2_infosampled,anomaly_upper_tail,SEARCH,"(1, 1)","(1, 1)","(1, 1)","(1, 1)",fallback_local,"(1, 1)",0,0.0,0.0,safe_nav_wait_fallback,True,commit_expired|segment_empty,0,0,safe_nav_wait,0,0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,soft_clearance_astar_v1,no_kappa,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,,False,0.0,0.0,0.0,0.0,1,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,False,,,0,0.0,False,,0.0,0.0,0.0,22,False,0,43,2.9999999999999996,1.0130383957075477,0.01287128712871287,1.0,0.9544414024541705,0.6235746965608008,1.6235746965608007,0.043258509662491625,0.6449988697839859,True,0.0,0.0,0,False,,0
24,marine_knownmap_path_v2_infosampled,anomaly_upper_tail,SEARCH,"(1, 1)","(1, 1)","(1, 1)","(1, 1)",fallback_local,"(1, 1)",0,0.0,0.0,safe_nav_wait_fallback,True,commit_expired|segment_empty,0,0,safe_nav_wait,0,0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,soft_clearance_astar_v1,no_kappa,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,,False,0.0,0.0,0.0,0.0,1,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,False,,,0,0.0,False,,0.0,0.0,0.0,23,False,0,44,3.0000000000000004,1.013038410570997,0.01287128712871287,1.0,0.9420542710808967,0.5859559293468078,1.5859559293468077,0.041250126429098394,0.609447341474617,True,0.0,0.0,0,False,,0
25,marine_knownmap_path_v2_infosampled,anomaly_upper_tail,SEARCH,"(1, 1)","(1, 1)","(1, 1)","(1, 1)",fallback_local,"(1, 1)",0,0.0,0.0,safe_nav_wait_fallback,True,commit_expired|segment_empty,0,0,safe_nav_wait,0,0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,soft_clearance_astar_v1,no_kappa,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,,False,0.0,0.0,0.0,0.0,1,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,False,,,0,0.0,False,,0.0,0.0,0.0,24,False,0,45,3.0,1.0130384198290319,0.01287128712871287,1.0,0.9503599496902951,0.5635609108068688,1.5635609108068689,0.03855736490382062,0.605849999742008,True,0.0,0.0,0,False,,0
26,marine_knownmap_path_v2_infosampled,anomaly_upper_tail,SEARCH,"(1, 1)","(1, 1)","(1, 1)","(1, 1)",fallback_local,"(1, 1)",0,0.0,0.0,safe_nav_wait_fallback,True,commit_expired|segment_empty,0,0,safe_nav_wait,0,0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,soft_clearance_astar_v1,no_kappa,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,,False,0.0,0.0,0.0,0.0,1,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,False,,,0,0.0,False,,0.0,0.0,0.0,25,False,0,46,3.000000000000001,1.013038425602898,0.01287128712871287,1.0,0.9509046984099772,0.5355485944470807,1.5355485944470808,0.03335041654978759,0.6117099472550257,True,0.0,0.0,0,False,,0
27,marine_knownmap_path_v2_infosampled,anomaly_upper_tail,SEARCH,"(1, 1)","(1, 1)","(1, 1)","(1, 1)",fallback_local,"(1, 1)",0,0.0,0.0,safe_nav_wait_fallback,True,commit_expired|segment_empty,0,0,safe_nav_wait,0,0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,soft_clearance_astar_v1,no_kappa,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,,False,0.0,0.0,0.0,0.0,1,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,False,,,0,0.0,False,,0.0,0.0,0.0,26,False,0,47,2.999999999999999,1.0130384292079655,0.01287128712871287,1.0,0.9466953894996769,0.5153317846750711,1.5153317846750711,0.033428961098498446,0.5903798029645173,True,0.0,0.0,0,False,,0
28,marine_knownmap_path_v2_infosampled,anomaly_upper_tail,SEARCH,"(1, 1)","(1, 1)","(1, 1)","(1, 1)",fallback_local,"(1, 1)",0,0.0,0.0,safe_nav_wait_fallback,True,commit_expired|segment_empty,0,0,safe_nav_wait,0,0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,soft_clearance_astar_v1,no_kappa,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,,False,0.0,0.0,0.0,0.0,1,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,False,,,0,0.0,False,,0.0,0.0,0.0,27,False,0,48,3.000000000000001,1.013038431461238,0.01287128712871287,1.0,0.9495416482575503,0.5546361724676545,1.5546361724676545,0.03694193094321464,0.6081951928505205,True,0.0,0.0,0,False,,0
29,marine_knownmap_path_v2_infosampled,anomaly_upper_tail,SEARCH,"(1, 1)","(1, 1)","(1, 1)","(1, 1)",fallback_local,"(1, 1)",0,0.0,0.0,safe_nav_wait_fallback,True,commit_expired|segment_empty,0,0,safe_nav_wait,0,0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,soft_clearance_astar_v1,no_kappa,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,,False,0.0,0.0,0.0,0.0,1,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,False,,,0,0.0,False,,0.0,0.0,0.0,28,False,0,49,3.000000000000001,1.0130384328709394,0.01287128712871287,1.0,0.9118553470287234,0.6018939591038499,1.60189395910385,0.03819736125582581,0.6568944079176379,True,0.0,0.0,0,False,,0
30,marine_knownmap_path_v2_infosampled,anomaly_upper_tail,SEARCH,"(1, 1)","(1, 1)","(1, 1)","(1, 1)",fallback_local,"(1, 1)",0,0.0,0.0,safe_nav_wait_fallback,True,commit_expired|segment_empty,0,0,safe_nav_wait,0,0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,soft_clearance_astar_v1,no_kappa,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,,False,0.0,0.0,0.0,0.0,1,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,False,,,0,0.0,False,,0.0,0.0,0.0,29,False,0,50,2.999999999999999,1.0130384337536467,0.01287128712871287,1.0,0.9183030336762597,0.5615932379298283,1.5615932379298283,0.0373699676668645,0.6118055081418784,True,0.0,0.0,0,False,,0
31,marine_knownmap_path_v2_infosampled,anomaly_upper_tail,SEARCH,"(1, 1)","(1, 1)","(1, 1)","(1, 1)",fallback_local,"(1, 1)",0,0.0,0.0,safe_nav_wait_fallback,True,commit_expired|segment_empty,0,0,safe_nav_wait,0,0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,soft_clearance_astar_v1,no_kappa,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,,False,0.0,0.0,0.0,0.0,1,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,False,,,0,0.0,False,,0.0,0.0,0.0,30,False,0,51,3.0000000000000004,1.0130384343068046,0.01287128712871287,1.0,0.9097778303767674,0.5556048468226644,1.5556048468226644,0.036606336982176337,0.6064609052967389,True,0.0,0.0,0,False,,0
32,marine_knownmap_path_v2_infosampled,anomaly_upper_tail,SEARCH,"(1, 1)","(1, 1)","(1, 1)","(1, 1)",fallback_local,"(1, 1)",0,0.0,0.0,safe_nav_wait_fallback,True,commit_expired|segment_empty,0,0,safe_nav_wait,0,0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,soft_clearance_astar_v1,no_kappa,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,,False,0.0,0.0,0.0,0.0,1,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,False,,,0,0.0,False,,0.0,0.0,0.0,31,False,0,52,3.0,1.0130384346536971,0.01287128712871287,1.0,0.893411714727556,0.5568761905621502,1.5568761905621502,0.03620978043885637,0.6121160617118518,True,0.0,0.0,0,False,,0
33,marine_knownmap_path_v2_infosampled,anomaly_upper_tail,SEARCH,"(1, 1)","(1, 1)","(1, 1)","(1, 1)",fallback_local,"(1, 1)",0,0.0,0.0,safe_nav_wait_fallback,True,commit_expired|segment_empty,0,0,safe_nav_wait,0,0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,soft_clearance_astar_v1,no_kappa,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,,False,0.0,0.0,0.0,0.0,1,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,False,,,0,0.0,False,,0.0,0.0,0.0,32,False,0,53,3.0,1.0130384348713803,0.01287128712871287,1.0,0.8928221627794533,0.5249290348335993,1.5249290348335993,0.034380490865457115,0.5962400910075224,True,0.0,0.0,0,False,,0
34,marine_knownmap_path_v2_infosampled,anomaly_upper_tail,SEARCH,"(1, 1)","(1, 1)","(1, 1)","(1, 1)",fallback_local,"(1, 1)",0,0.0,0.0,safe_nav_wait_fallback,True,commit_expired|segment_empty,0,0,safe_nav_wait,0,0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,soft_clearance_astar_v1,no_kappa,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,,False,0.0,0.0,0.0,0.0,1,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,False,,,0,0.0,False,,0.0,0.0,0.0,33,False,0,54,3.000000000000001,1.013038435008063,0.01287128712871287,1.0,0.9007970503232727,0.5535462406672083,1.5535462406672083,0.0352953806877752,0.6169551852119037,True,0.0,0.0,0,False,,0
35,marine_knownmap_path_v2_infosampled,anomaly_upper_tail,SEARCH,"(1, 1)","(1, 1)","(1, 1)","(1, 1)",fallback_local,"(1, 1)",0,0.0,0.0,safe_nav_wait_fallback,True,commit_expired|segment_empty,0,0,safe_nav_wait,0,0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,soft_clearance_astar_v1,no_kappa,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,,False,0.0,0.0,0.0,0.0,1,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,False,,,0,0.0,False,,0.0,0.0,0.0,34,False,0,55,3.0,1.0130384350939334,0.01287128712871287,1.0,0.9268676228688568,0.5720627377976458,1.572062737797646,0.035423998748900336,0.6334454475382004,True,0.0,0.0,0,False,,0
