tick_global,waypoint_index,target_row,target_col,target_x,target_y,location_x,location_y,location_z,gps_x,gps_y,gps_z,projected_row,projected_col,distance_to_target_m,arrived,timeout,algorithm_step,target_proxy_x,target_proxy_y,target_proxy_z,sv_command_0,sv_command_1,sv_heading_deg,sv_target_heading_deg,sv_heading_error_deg,sv_control_scheme,target_control_scheme
1974,0,2,33,-35.0,190.0,-37.728111267089844,189.2052001953125,0.17308925092220306,-37.728111267089844,189.2052001953125,0.17308925092220306,2,32,2.8415308928733896,False,False,33,-72.76022338867188,92.11907958984375,0.1670716106891632,933.9878318664269,6076.869050881433,353.2220630645752,16.24279653228271,23.020733467707487,0,1
1975,0,2,33,-35.0,190.0,-37.65305709838867,189.1851348876953,0.17211323976516724,-37.65305709838867,189.1851348876953,0.17211323976516724,2,32,2.775376932699746,False,False,33,-72.77023315429688,92.07026672363281,0.1668580174446106,996.6831398424988,5956.52395602771,354.8725161552429,17.073918172753377,22.201402017510475,0,1
1976,0,2,33,-35.0,190.0,-37.57311248779297,189.16590881347656,0.1711043417453766,-37.57311248779297,189.16590881347656,0.1711043417453766,2,32,2.7049243949271844,False,False,33,-72.78020477294922,92.02144622802734,0.16667206585407257,1044.7123006721417,5838.229776199763,356.5035398006439,17.960439829545283,21.456900028901373,0,1
1977,0,2,33,-35.0,190.0,-37.488494873046875,189.1477813720703,0.17007668316364288,-37.488494873046875,189.1477813720703,0.17007668316364288,2,33,2.630377030573933,False,False,33,-72.79015350341797,91.97262573242188,0.16651026904582977,1077.9661848667315,5722.7038040716925,358.11353278160095,18.904459541451423,20.790926759850493,0,1
1978,0,2,33,-35.0,190.0,-37.39949417114258,189.13101196289062,0.16921716928482056,-37.39949417114258,189.13101196289062,0.16921716928482056,2,33,2.5520016626143516,False,False,33,-72.8000717163086,91.92378997802734,0.16642829775810242,1096.476137393105,5610.655300019213,359.7015744447708,19.908091162300185,20.206516717529382,0,1
1979,0,2,33,-35.0,190.0,-37.30644989013672,189.11578369140625,0.1686328947544098,-37.30644989013672,189.11578369140625,0.1686328947544098,2,33,2.4701314896367035,True,False,33,-72.80995178222656,91.87495422363281,0.1664174497127533,1100.1823544887739,5502.937657864789,1.2674075365066528,20.975165123403983,19.707757586897344,0,1
1980,0,2,34,-30.0,190.0,-36.64344024658203,189.02114868164062,0.17437531054019928,-36.64344024658203,189.02114868164062,0.17437531054019928,2,33,6.715165538790521,False,False,34,-72.91626739501953,91.33721160888672,0.16536134481430054,7772.254495998486,6007.939763353779,16.27919578552246,8.381712354796369,-7.8974834307260835,0,1
1981,0,2,34,-30.0,190.0,-36.59872817993164,189.02072143554688,0.17570160329341888,-36.59872817993164,189.02072143554688,0.17570160329341888,2,33,6.670996934448502,False,False,34,-72.92568969726562,91.28827667236328,0.16545245051383972,7840.891116630251,5828.838439409021,17.447736740112305,8.44132060239555,-9.00641613771677,0,1
1982,0,2,34,-30.0,190.0,-36.544185638427734,189.02476501464844,0.1774200052022934,-36.544185638427734,189.02476501464844,0.1774200052022934,2,33,6.61645289765275,False,False,34,-72.93507385253906,91.23933410644531,0.16564719378948212,7898.4946159517285,5639.668617980268,18.58704948425293,8.476018520331767,-10.111030963921166,0,1
1983,0,2,34,-30.0,190.0,-36.48088455200195,189.0331268310547,0.1792043149471283,-36.48088455200195,189.0331268310547,0.1792043149471283,2,33,6.5526108003759775,False,False,34,-72.94441223144531,91.19037628173828,0.16587571799755096,7946.20078018859,5441.28528598121,19.6978702545166,8.48528542209398,-11.212584832422635,0,1
1984,0,2,34,-30.0,190.0,-36.4098014831543,189.04562377929688,0.18093739449977875,-36.4098014831543,189.04562377929688,0.18093739449977875,2,33,6.48046209957983,False,False,34,-72.95370483398438,91.14141845703125,0.16613398492336273,7985.056735347931,5234.490850760865,20.780912399291992,8.468739238393034,-12.312173160898965,0,1
1985,0,2,34,-30.0,190.0,-36.33181381225586,189.06211853027344,0.18251371383666992,-36.33181381225586,189.06211853027344,0.18251371383666992,2,33,6.400897421794114,False,False,34,-72.96295166015625,91.09244537353516,0.166359543800354,8000.0,5019.935523792479,21.83687400817871,8.425507831957992,-13.411366176220724,0,1
1986,0,2,34,-30.0,190.0,-36.247711181640625,189.0824737548828,0.18372076749801636,-36.247711181640625,189.0824737548828,0.18372076749801636,2,33,6.314724809496938,False,False,34,-72.97216033935547,91.04346466064453,0.16649621725082397,8000.0,4798.183176665062,22.866430282592773,8.354621920380232,-14.511808362212548,0,1
1987,0,2,34,-30.0,190.0,-36.15821075439453,189.10655212402344,0.18454355001449585,-36.15821075439453,189.10655212402344,0.18454355001449585,2,33,6.222685015540115,False,False,34,-72.98131561279297,90.99447631835938,0.16661104559898376,8000.0,4569.720388672133,23.8702449798584,8.255010035145652,-15.61523494471274,0,1
1988,0,2,34,-30.0,190.0,-36.063961029052734,189.1342010498047,0.18485094606876373,-36.063961029052734,189.1342010498047,0.18485094606876373,2,33,6.125457630579906,False,False,34,-72.99043273925781,90.94547271728516,0.16670554876327515,8000.0,4334.9836745457515,24.84895896911621,8.125646613837942,-16.723312355278267,0,1
1989,0,2,34,-30.0,190.0,-35.96554183959961,189.16531372070312,0.18476001918315887,-35.96554183959961,189.16531372070312,0.18476001918315887,2,33,6.023652598287849,False,False,34,-72.99949645996094,90.89646911621094,0.16678112745285034,8000.0,4094.2707313284973,25.803207397460938,7.964998600155161,-17.838208797305782,0,1
1990,0,2,34,-30.0,190.0,-35.86347579956055,189.1997528076172,0.18443472683429718,-35.86347579956055,189.1997528076172,0.18443472683429718,2,33,5.917832713160179,False,False,34,-73.0085220336914,90.84745025634766,0.16683903336524963,8000.0,3847.859208385002,26.733596801757812,7.771711495471579,-18.961885306286234,0,1
1991,0,2,34,-30.0,190.0,-35.75823974609375,189.23741149902344,0.18390490114688873,-35.75823974609375,189.23741149902344,0.18390490114688873,2,33,5.808516694933011,False,False,34,-73.01749420166016,90.79842376708984,0.16688035428524017,8000.0,3595.921670793818,27.64072608947754,7.544026855245803,-20.09669923423172,0,1
1992,0,2,34,-30.0,190.0,-35.6502571105957,189.27818298339844,0.18319715559482574,-35.6502571105957,189.27818298339844,0.18319715559482574,2,33,5.696176368520631,False,False,34,-73.02642059326172,90.7493896484375,0.1668473482131958,8000.0,3338.5664331155854,28.525175094604492,7.280069602633853,-21.245105491970634,0,1
1993,0,2,34,-30.0,190.0,-35.539913177490234,189.3219451904297,0.1823941022157669,-35.539913177490234,189.3219451904297,0.1823941022157669,2,33,5.581254011323206,False,False,34,-73.0353012084961,90.70034790039062,0.16674679517745972,8000.0,3075.869778699293,29.387516021728516,6.977981090700985,-22.409534931027537,0,1
1994,0,2,34,-30.0,190.0,-35.42755889892578,189.36859130859375,0.18180501461029053,-35.42755889892578,189.36859130859375,0.18180501461029053,2,33,5.464162565013215,False,False,34,-73.04413604736328,90.65129852294922,0.1665848195552826,8000.0,2807.831739947481,30.228302001953125,6.635610031777868,-23.592691970175252,0,1
1995,0,2,34,-30.0,190.0,-35.313499450683594,189.41802978515625,0.18153153359889984,-35.313499450683594,189.41802978515625,0.18153153359889984,2,33,5.345275085847326,False,False,34,-73.05292510986328,90.60223388671875,0.16636694967746735,8000.0,2534.366480849984,31.048067092895508,6.250504873627743,-24.797562219267775,0,1
1996,0,2,34,-30.0,190.0,-35.198020935058594,189.4701690673828,0.18154732882976532,-35.198020935058594,189.4701690673828,0.18154732882976532,2,33,5.224953823572552,False,False,34,-73.0616683959961,90.55316162109375,0.16615694761276245,8000.0,2255.3382126227766,31.847339630126953,5.820021630171297,-26.027317999955642,0,1
1997,0,2,34,-30.0,190.0,-35.08136749267578,189.52490234375,0.18188723921775818,-35.08136749267578,189.52490234375,0.18188723921775818,2,33,5.103529502079556,False,False,34,-73.07036590576172,90.50408172607422,0.16601218283176422,8000.0,1970.577487147778,32.62662887573242,5.341511502308097,-27.285117373424328,0,1
1998,0,2,34,-30.0,190.0,-34.96377182006836,189.5821533203125,0.18252360820770264,-34.96377182006836,189.5821533203125,0.18252360820770264,2,33,4.981327787792188,False,False,34,-73.07901000976562,90.45499420166016,0.1659255027770996,8000.0,1679.8122326558291,33.386444091796875,4.8117725460953675,-28.574671545701506,0,1
1999,0,2,34,-30.0,190.0,-34.845436096191406,189.64181518554688,0.18343126773834229,-34.845436096191406,189.64181518554688,0.18343126773834229,2,33,4.858656946480111,False,False,34,-73.08760833740234,90.40589904785156,0.16589047014713287,8000.0,1382.7708187847911,34.127262115478516,4.227734779043668,-29.899527336434858,0,1
2000,0,2,34,-30.0,190.0,-34.72702407836914,189.70350646972656,0.18449774384498596,-34.72702407836914,189.70350646972656,0.18449774384498596,2,33,4.736313445178182,False,False,34,-73.09616088867188,90.35679626464844,0.1659012883901596,8000.0,1080.7612274073595,34.844478607177734,3.5890662584906257,-31.255412348687116,0,1
2001,0,2,34,-30.0,190.0,-34.609886169433594,189.76629638671875,0.18545475602149963,-34.609886169433594,189.76629638671875,0.18545475602149963,2,33,4.615806308110843,False,False,34,-73.10466766357422,90.30767822265625,0.16595274209976196,8000.0,777.9423499336131,35.52557373046875,2.90219247102768,-32.62338125944106,0,1
2002,0,2,34,-30.0,190.0,-34.49522018432617,189.829345703125,0.18600080907344818,-34.49522018432617,189.829345703125,0.18600080907344818,2,33,4.498458335320594,False,False,34,-73.11312103271484,90.25856018066406,0.16604015231132507,8000.0,478.40756993033074,36.15831756591797,2.1741043359810934,-33.98421322993687,0,1
2003,0,2,34,-30.0,190.0,-34.384056091308594,189.891845703125,0.18604086339473724,-34.384056091308594,189.891845703125,0.18604086339473724,2,33,4.385389967114955,False,False,34,-73.12153625488281,90.20942687988281,0.166218101978302,8000.0,186.27613603892132,36.730926513671875,1.4131954395754525,-35.31773107409643,0,1
2004,0,2,34,-30.0,190.0,-34.277278900146484,189.95306396484375,0.1856079399585724,-34.277278900146484,189.95306396484375,0.1856079399585724,2,33,4.2775364149279325,False,False,34,-73.12989807128906,90.16028594970703,0.16647692024707794,8000.0,-94.41623959703747,37.23221206665039,0.6287008285768558,-36.60351123807354,0,1
2005,0,2,34,-30.0,190.0,-34.17561340332031,190.0123291015625,0.18479281663894653,-34.17561340332031,190.0123291015625,0.18479281663894653,2,33,4.1756316050070295,False,False,34,-73.13822174072266,90.11113739013672,0.16680790483951569,8000.0,-359.74714889569395,37.65178680419922,359.83082642868027,-37.82096037551895,0,1
2006,0,2,34,-30.0,190.0,-34.079627990722656,190.06910705566406,0.1836218684911728,-34.079627990722656,190.06910705566406,0.1836218684911728,2,33,4.080213269895378,False,False,34,-73.14649200439453,90.06198120117188,0.16714440286159515,8000.0,-606.127087832062,37.98017120361328,359.02952818974796,-38.95064301386532,0,1
2007,0,2,34,-30.0,190.0,-33.989749908447266,190.12290954589844,0.18229985237121582,-33.989749908447266,190.12290954589844,0.18229985237121582,2,33,3.9916426554024005,False,False,34,-73.15471649169922,90.0128173828125,0.16742649674415588,8000.0,-830.1571846158977,38.208946228027344,358.23548545174515,-39.973460776282195,0,1
2008,0,2,34,-30.0,190.0,-33.90625762939453,190.17335510253906,0.1808992624282837,-33.90625762939453,190.17335510253906,0.1808992624282837,2,33,3.910102384692671,False,False,34,-73.16289520263672,89.9636459350586,0.16754141449928284,8000.0,-1028.8443310008502,38.33088302612305,357.4589482467178,-40.87193477940525,0,1
2009,0,2,34,-30.0,190.0,-33.82929992675781,190.22018432617188,0.17937453091144562,-33.82929992675781,190.22018432617188,0.17937453091144562,2,33,3.835624990345009,False,False,34,-73.17102813720703,89.91445922851562,0.16750530898571014,8000.0,-1199.7000929385613,38.34001922607422,356.7091225717445,-41.63089665432972,0,1
2010,0,2,34,-30.0,190.0,-33.75889587402344,190.2632293701172,0.1777510941028595,-33.75889587402344,190.2632293701172,0.1777510941028595,2,33,3.7681013644861934,False,False,34,-73.17911529541016,89.86527252197266,0.16727393865585327,8000.0,-1340.7471136229278,38.23175811767578,355.9942092181413,-42.23754889953449,0,1
2011,0,2,34,-30.0,190.0,-33.69493865966797,190.30245971679688,0.17623646557331085,-33.69493865966797,190.30245971679688,0.17623646557331085,2,33,3.7072973415945167,False,False,34,-73.1871566772461,89.81607055664062,0.16698384284973145,8000.0,-1450.6944603934094,38.00291061401367,355.32032471621403,-42.68258589779964,0,1
2012,0,2,34,-30.0,190.0,-33.63722229003906,190.337890625,0.1749671846628189,-33.63722229003906,190.337890625,0.1749671846628189,2,33,3.6528832532151765,False,False,34,-73.19515228271484,89.7668685913086,0.16664032638072968,8000.0,-1528.746401992682,37.65171813964844,354.6925702739664,-42.95914786568204,0,1
2013,0,2,34,-30.0,190.0,-33.58531188964844,190.36978149414062,0.17396466434001923,-33.58531188964844,190.36978149414062,0.17396466434001923,2,33,3.604330686752163,False,False,34,-73.20310974121094,89.71765899658203,0.16630695760250092,8000.0,-1575.454737058456,37.1790885925293,354.1114550902214,-43.0676335023079,0,1
2014,0,2,34,-30.0,190.0,-33.538631439208984,190.3984832763672,0.1732022762298584,-33.538631439208984,190.3984832763672,0.1732022762298584,2,33,3.5609972457308325,False,False,34,-73.21101379394531,89.6684341430664,0.16609974205493927,8000.0,-1592.2204266938638,36.58805847167969,353.5750217170686,-43.01303675461111,0,1
2015,0,2,34,-30.0,190.0,-33.49665451049805,190.42433166503906,0.1725972443819046,-33.49665451049805,190.42433166503906,0.1725972443819046,2,33,3.522307500452105,False,False,34,-73.21887969970703,89.61920928955078,0.1660642772912979,7981.291751255643,-1580.49891401764,35.88158416748047,353.08078340906275,-42.80080075841772,0,1
2016,0,2,34,-30.0,190.0,-33.458919525146484,190.4475860595703,0.17219269275665283,-33.458919525146484,190.4475860595703,0.17219269275665283,2,33,3.48775824307839,False,False,34,-73.22669982910156,89.5699691772461,0.16612398624420166,7938.611590233355,-1541.6128013074272,35.062557220458984,352.62686608981323,-42.43569113064575,0,1
2017,0,2,34,-30.0,190.0,-33.42499923706055,190.4685516357422,0.17196856439113617,-33.42499923706055,190.4685516357422,0.17196856439113617,2,33,3.456900404874576,False,False,34,-73.2344741821289,89.5207290649414,0.1662687510251999,7888.769392206629,-1477.0715481319667,34.13378143310547,352.21009725558673,-41.92368417751874,0,1
2018,0,2,34,-30.0,190.0,-33.39441680908203,190.48748779296875,0.17191238701343536,-33.39441680908203,190.48748779296875,0.17191238701343536,2,33,3.4292433308343964,False,False,34,-73.2422103881836,89.47148132324219,0.16648952662944794,7831.598849345683,-1388.5704137851562,33.098995208740234,351.82737136704935,-41.27162384169088,0,1
2019,0,2,34,-30.0,190.0,-33.3664665222168,190.5048828125,0.17196960747241974,-33.3664665222168,190.5048828125,0.17196960747241974,2,33,3.404115670708674,False,False,34,-73.2499008178711,89.4222183227539,0.16671931743621826,7767.2870235599885,-1279.161147232252,31.964693069458008,351.4706852749081,-40.49400779454993,0,1
2020,0,2,34,-30.0,190.0,-33.340415954589844,190.52113342285156,0.17197775840759277,-33.340415954589844,190.52113342285156,0.17197775840759277,2,33,3.380822206814692,False,False,34,-73.2575454711914,89.37295532226562,0.16695666313171387,7696.00815885831,-1151.8921883869853,30.738107681274414,351.13284616178294,-39.60526151949148,0,1
2021,0,2,34,-30.0,190.0,-33.315521240234375,190.53668212890625,0.17191143333911896,-33.315521240234375,190.53668212890625,0.17191143333911896,2,33,3.358676644443855,False,False,34,-73.26515197753906,89.32368469238281,0.16714146733283997,7618.081178413275,-1010.1032586602832,29.42706871032715,350.8053067490166,-38.62176196131054,0,1
2022,0,2,34,-30.0,190.0,-33.291019439697266,190.5519256591797,0.17169131338596344,-33.291019439697266,190.5519256591797,0.17169131338596344,2,33,3.336979305558582,False,False,34,-73.27271270751953,89.27440643310547,0.1672784388065338,7533.859448026576,-857.1524233768714,28.039836883544922,350.4797145338896,-37.56012234965533,0,1
2023,0,2,34,-30.0,190.0,-33.26617431640625,190.5671844482422,0.17112986743450165,-33.26617431640625,190.5671844482422,0.17112986743450165,2,33,3.315055484223398,False,False,34,-73.28023529052734,89.2251205444336,0.16737179458141327,7443.709152986536,-696.2532357161613,26.584962844848633,350.1485964176695,-36.43636642717911,0,1
2024,0,2,34,-30.0,190.0,-33.240257263183594,190.582763671875,0.1703529953956604,-33.240257263183594,190.582763671875,0.1703529953956604,2,33,3.292245529858195,False,False,34,-73.2877197265625,89.17582702636719,0.16742539405822754,7348.0715294405545,-530.6122692200429,25.071115493774414,349.80429285460633,-35.26682263916808,0,1
2025,0,2,34,-30.0,190.0,-33.21257781982422,190.598876953125,0.1694740504026413,-33.21257781982422,190.598876953125,0.1694740504026413,2,33,3.2679213352543868,False,False,34,-73.295166015625,89.12653350830078,0.1674426645040512,7247.379373689882,-363.17664455419845,23.5069580078125,349.4403377270879,-34.06662028072458,0,1
2026,0,2,34,-30.0,190.0,-33.1824951171875,190.6156768798828,0.16859453916549683,-33.1824951171875,190.6156768798828,0.16859453916549683,2,33,3.2415016876973106,False,False,34,-73.30256652832031,89.07722473144531,0.1674266904592514,7142.095451354975,-196.67608426391098,21.901018142700195,349.05096847069206,-32.85004967200814,0,1
2027,0,2,34,-30.0,190.0,-33.149410247802734,190.63328552246094,0.1679224967956543,-33.149410247802734,190.63328552246094,0.1679224967956543,2,33,3.2124500715067157,False,False,34,-73.30992889404297,89.02791595458984,0.16738028824329376,7032.748913628253,-33.68978957839636,20.261568069458008,348.6305435474549,-31.631024522003088,0,1
2028,0,2,34,-30.0,190.0,-33.112789154052734,190.65170288085938,0.16764378547668457,-33.112789154052734,190.65170288085938,0.16764378547668457,2,33,3.1802787554723477,False,False,34,-73.31725311279297,88.97859954833984,0.16730597615242004,6919.811747736326,123.61952926059803,18.596519470214844,348.1751811203468,-30.42133834986805,0,1
2029,0,2,34,-30.0,190.0,-33.072174072265625,190.67092895507812,0.16780661046504974,-33.072174072265625,190.67092895507812,0.16780661046504974,2,33,3.144582514907723,False,False,34,-73.32453918457031,88.92927551269531,0.1672060191631317,6803.869016029936,273.2240863695961,16.913341522216797,347.68065464971306,-29.232686872503734,0,1
2030,0,2,34,-30.0,190.0,-33.02716827392578,190.6908416748047,0.1685701608657837,-33.02716827392578,190.6908416748047,0.1685701608657837,2,33,3.104997581047325,False,False,34,-73.331787109375,88.87994384765625,0.16708244383335114,6685.425355974212,413.51783945257284,15.218989372253418,347.14447138842,-28.074517983833402,0,1
2031,0,2,34,-30.0,190.0,-32.97746658325195,190.71131896972656,0.16972306370735168,-32.97746658325195,190.71131896972656,0.16972306370735168,2,33,3.0612549601552166,False,False,34,-73.33899688720703,88.83060455322266,0.16693712770938873,6565.086162311188,543.0587618421578,13.519830703735352,346.5638342850624,-26.955996418672953,0,1
2032,0,2,34,-30.0,190.0,-32.92283630371094,190.732177734375,0.1711319386959076,-32.92283630371094,190.732177734375,0.1711319386959076,2,33,3.013147240512007,False,False,34,-73.3461685180664,88.78126525878906,0.16683049499988556,6443.447326133378,660.694446117529,11.821611404418945,345.93666343629167,-25.884947968127335,0,1
2033,0,2,34,-30.0,190.0,-32.863128662109375,190.75320434570312,0.17261603474617004,-32.863128662109375,190.75320434570312,0.17261603474617004,2,33,2.9605442949191443,False,False,34,-73.35330200195312,88.73191833496094,0.166758194565773,6321.1322218229425,765.5027563556532,10.129417419433594,345.2611267233557,-24.868290696077906,0,1
2034,0,2,34,-30.0,190.0,-32.798274993896484,190.77418518066406,0.17406941950321198,-32.798274993896484,190.77418518066406,0.17406941950321198,2,33,2.9033955354767316,False,False,34,-73.36040496826172,88.68256378173828,0.16677504777908325,6198.830297962075,856.7120700957589,8.447652816772461,344.53508812015946,-23.912564696613003,0,1
2035,0,2,34,-30.0,190.0,-32.72828674316406,190.79483032226562,0.17545351386070251,-32.72828674316406,190.79483032226562,0.17545351386070251,2,33,2.841707900914104,False,False,34,-73.36746215820312,88.6332015991211,0.16687163710594177,6077.145532848919,933.888646596532,6.780017375946045,343.75760233423836,-23.022415041707745,0,1
2036,0,2,34,-30.0,190.0,-32.65324401855469,190.8148956298828,0.17649637162685394,-32.65324401855469,190.8148956298828,0.17649637162685394,2,33,2.7755645749285556,False,False,34,-73.37449645996094,88.5838394165039,0.16703945398330688,5956.795197140361,996.6200947233956,5.129510879516602,342.9266125190195,-22.2028983604971,0,1
2037,0,2,34,-30.0,190.0,-32.573307037353516,190.8341064453125,0.17718632519245148,-32.573307037353516,190.8341064453125,0.17718632519245148,2,33,2.705114169606337,False,False,34,-73.3814926147461,88.53446960449219,0.1672120988368988,5838.462143945969,1044.7193112665418,3.498432159423828,342.04052337945353,-21.45790877997024,0,1
2038,0,2,34,-30.0,190.0,-32.48870086669922,190.85223388671875,0.17756955325603485,-32.48870086669922,190.85223388671875,0.17756955325603485,2,34,2.6305768571895385,False,False,34,-73.3884506225586,88.48509216308594,0.16738857328891754,5722.925091423236,1078.0133418032542,1.8883858919143677,341.0966796837931,-20.79170620812124,0,1
2039,0,2,34,-30.0,190.0,-32.39970779418945,190.8690185546875,0.17780296504497528,-32.39970779418945,190.8690185546875,0.17780296504497528,2,34,2.5522129115504377,False,False,34,-73.39537811279297,88.43571472167969,0.16756801307201385,5610.895679439745,1096.520008733873,0.30029401183128357,340.0928976783949,-20.207396333436463,0,1
2040,0,2,34,-30.0,190.0,-32.306671142578125,190.88424682617188,0.17784909904003143,-32.306671142578125,190.88424682617188,0.17784909904003143,2,34,2.4703490056260686,True,False,34,-73.40226745605469,88.3863296508789,0.16774961352348328,5503.162761679954,1100.2633855222844,358.73441338539124,339.02601089518674,-19.70840249020449,0,1
2041,0,2,35,-25.0,190.0,-31.643638610839844,190.97885131835938,0.16474200785160065,-31.643638610839844,190.97885131835938,0.16474200785160065,2,34,6.715361784363956,False,False,35,-73.47606658935547,87.84278106689453,0.16720546782016754,6008.243802827328,7772.304296940163,343.72218894958496,351.61853434946215,7.896345399877191,0,1
2042,0,2,35,-25.0,190.0,-31.59892463684082,190.97927856445312,0.16675950586795807,-31.59892463684082,190.97927856445312,0.16675950586795807,2,34,6.6711912631479935,False,False,35,-73.48259735107422,87.79334259033203,0.16721662878990173,5829.139404700598,7840.944028269767,342.55362129211426,351.55892708394384,9.005305791829585,0,1
2043,0,2,35,-25.0,190.0,-31.54438018798828,190.97523498535156,0.16974662244319916,-31.54438018798828,190.97523498535156,0.16974662244319916,2,34,6.616645322335722,False,False,35,-73.4891128540039,87.743896484375,0.16724075376987457,5639.965818740131,7898.550720700938,341.4142780303955,351.524229792452,10.109951762056482,0,1
2044,0,2,35,-25.0,190.0,-31.4810791015625,190.96688842773438,0.17343688011169434,-31.4810791015625,190.96688842773438,0.17343688011169434,2,34,6.552805471887353,False,False,35,-73.49559783935547,87.69445037841797,0.16727614402770996,5441.599552722957,7946.251464069264,340.30342864990234,351.51483362408345,11.211404974181107,0,1
2045,0,2,35,-25.0,190.0,-31.40999412536621,190.9543914794922,0.17741404473781586,-31.40999412536621,190.9543914794922,0.17741404473781586,2,34,6.480654888462787,False,False,35,-73.5020523071289,87.64500427246094,0.16732119023799896,5234.801958584401,7985.109856045001,339.2203598022461,351.5313781527142,12.311018350468089,0,1
2046,0,2,35,-25.0,190.0,-31.33200454711914,190.93789672851562,0.1813623458147049,-31.33200454711914,190.93789672851562,0.1813623458147049,2,34,6.401088333877121,False,False,35,-73.50849151611328,87.59555053710938,0.16737452149391174,5020.243875543044,8000.0,338.1643753051758,351.5746072147248,13.410231909548997,0,1
2047,0,2,35,-25.0,190.0,-31.24790382385254,190.9175567626953,0.18487997353076935,-31.24790382385254,190.9175567626953,0.18487997353076935,2,34,6.314919841524443,False,False,35,-73.51490020751953,87.54608917236328,0.16743487119674683,4798.5116858721185,8000.0,337.1347942352295,351.6453580924987,14.510563857269233,0,1
2048,0,2,35,-25.0,190.0,-31.158403396606445,190.89349365234375,0.18766413629055023,-31.158403396606445,190.89349365234375,0.18766413629055023,2,34,6.222882234311716,False,False,35,-73.52128601074219,87.49662780761719,0.1675598919391632,4570.069095098717,8000.0,336.1309566497803,351.7448275240182,15.613870874237932,0,1
2049,0,2,35,-25.0,190.0,-31.064151763916016,190.8658447265625,0.18955984711647034,-31.064151763916016,190.8658447265625,0.18955984711647034,2,34,6.125652920817651,False,False,35,-73.52764892578125,87.4471664428711,0.16774269938468933,4335.329860225115,8000.0,335.1522159576416,351.87418168086936,16.721965723227754,0,1
2050,0,2,35,-25.0,190.0,-30.965728759765625,190.83474731445312,0.19054517149925232,-30.965728759765625,190.83474731445312,0.19054517149925232,2,34,6.02384617284351,False,False,35,-73.53398895263672,87.39769744873047,0.16797706484794617,4094.6364519959234,8000.0,334.1979446411133,352.0346728236874,17.83672818257412,0,1
2051,0,2,35,-25.0,190.0,-30.863658905029297,190.80030822753906,0.19054141640663147,-30.863658905029297,190.80030822753906,0.19054141640663147,2,34,5.918022390427066,False,False,35,-73.5403060913086,87.34822082519531,0.1682574301958084,3848.222192113144,8000.0,333.2675304412842,352.2279427383069,18.960412297022742,0,1
2052,0,2,35,-25.0,190.0,-30.7584171295166,190.7626495361328,0.1897716075181961,-30.7584171295166,190.7626495361328,0.1897716075181961,2,34,5.808700556275371,False,False,35,-73.54660034179688,87.29875183105469,0.1684611588716507,3596.281209927359,8000.0,332.36037826538086,352.4556060290502,20.095227763669357,0,1
2053,0,2,35,-25.0,190.0,-30.65043067932129,190.7218780517578,0.1883775144815445,-30.65043067932129,190.7218780517578,0.1883775144815445,2,34,5.696356272515343,False,False,35,-73.5528793334961,87.24927520751953,0.16859552264213562,3338.9231489918834,8000.0,331.47590255737305,352.71954266345574,21.243640106082694,0,1
2054,0,2,35,-25.0,190.0,-30.540081024169922,190.67811584472656,0.1866040676832199,-30.540081024169922,190.67811584472656,0.1866040676832199,2,34,5.5814280299253936,False,False,35,-73.55913543701172,87.19979095458984,0.16860824823379517,3076.22244507418,8000.0,330.61353302001953,353.0216063238253,22.408073303805793,0,1
2055,0,2,35,-25.0,190.0,-30.427719116210938,190.63145446777344,0.18478906154632568,-30.427719116210938,190.63145446777344,0.18478906154632568,2,34,5.4643269987577305,False,False,35,-73.56536865234375,87.15030670166016,0.1685699224472046,2808.1549637957064,8000.0,329.77272605895996,353.3641073243583,23.591381265398354,0,1
2056,0,2,35,-25.0,190.0,-30.31365394592285,190.58201599121094,0.18311861157417297,-30.31365394592285,190.58201599121094,0.18311861157417297,2,34,5.345433646678886,False,False,35,-73.57157897949219,87.10082244873047,0.16848525404930115,2534.6859023216134,8000.0,328.95293617248535,353.7491876785064,24.796251506021065,0,1
2057,0,2,35,-25.0,190.0,-30.198165893554688,190.52987670898438,0.18175995349884033,-30.198165893554688,190.52987670898438,0.18175995349884033,2,34,5.225102676851366,False,False,35,-73.57777404785156,87.05133056640625,0.168417289853096,2255.652786330299,8000.0,328.1536445617676,354.1796401828789,26.02599562111135,0,1
2058,0,2,35,-25.0,190.0,-30.08150863647461,190.4751434326172,0.18080449104309082,-30.08150863647461,190.4751434326172,0.18080449104309082,2,34,5.1036742944789575,False,False,35,-73.58394622802734,87.00183868408203,0.16842274367809296,1970.8887827788117,8000.0,327.374324798584,354.65812433386,27.28379953527599,0,1
2059,0,2,35,-25.0,190.0,-29.96390724182129,190.4178924560547,0.18033424019813538,-29.96390724182129,190.4178924560547,0.18033424019813538,2,34,4.981466572228831,False,False,35,-73.59010314941406,86.95233917236328,0.1684938669204712,1680.1211920756296,8000.0,326.6144905090332,355.18783345427033,28.57334294523713,0,1
2060,0,2,35,-25.0,190.0,-29.845565795898438,190.35821533203125,0.18036392331123352,-29.845565795898438,190.35821533203125,0.18036392331123352,2,34,4.858788543092107,False,False,35,-73.59624481201172,86.90284729003906,0.16856490075588226,1383.0483266390024,8000.0,325.87365341186523,355.77201908305665,29.898365671191414,0,1
