tick_global,waypoint_index,target_row,target_col,target_x,target_y,location_x,location_y,location_z,gps_x,gps_y,gps_z,projected_row,projected_col,distance_to_target_m,arrived,timeout,algorithm_step,target_proxy_x,target_proxy_y,target_proxy_z
28,0,1,2,-190.0,195.0,-193.1501007080078,194.84060668945312,0.2096625715494156,-193.1501007080078,194.84060668945312,0.2096625715494156,1,1,3.1541307357239354,False,False,1,-98.80519104003906,99.94725799560547,0.21204057335853577
29,0,1,2,-190.0,195.0,-193.13296508789062,194.8365478515625,0.21353721618652344,-193.13296508789062,194.8365478515625,0.21353721618652344,1,1,3.137225979551098,False,False,1,-98.7987289428711,99.94508361816406,0.21260881423950195
30,0,1,2,-190.0,195.0,-193.11607360839844,194.83250427246094,0.21128623187541962,-193.11607360839844,194.83250427246094,0.21128623187541962,1,1,3.1205719911101393,False,False,1,-98.7923355102539,99.94277954101562,0.208206444978714
31,0,1,2,-190.0,195.0,-193.0994110107422,194.82846069335938,0.20405146479606628,-193.0994110107422,194.82846069335938,0.20405146479606628,1,1,3.104154369104838,False,False,1,-98.7860107421875,99.94035339355469,0.19991903007030487
32,0,1,2,-190.0,195.0,-193.08294677734375,194.8244171142578,0.19321338832378387,-193.08294677734375,194.8244171142578,0.19321338832378387,1,1,3.0879427102360184,False,False,1,-98.77975463867188,99.93780517578125,0.18913519382476807
33,0,1,2,-190.0,195.0,-193.06668090820312,194.82037353515625,0.18066127598285675,-193.06668090820312,194.82037353515625,0.18066127598285675,1,1,3.0719370858807977,False,False,1,-98.77355194091797,99.93514251708984,0.17710472643375397
34,0,1,2,-190.0,195.0,-193.0505828857422,194.8163604736328,0.16821303963661194,-193.0505828857422,194.8163604736328,0.16821303963661194,1,1,3.0561052695264763,False,False,1,-98.76741027832031,99.9323501586914,0.16448208689689636
35,0,1,2,-190.0,195.0,-193.03466796875,194.81234741210938,0.1567990779876709,-193.03466796875,194.81234741210938,0.1567990779876709,1,1,3.0404643024214737,False,False,1,-98.7613296508789,99.929443359375,0.15291458368301392
36,0,1,2,-190.0,195.0,-193.0189208984375,194.808349609375,0.14725667238235474,-193.0189208984375,194.808349609375,0.14725667238235474,1,1,3.0249980600406006,False,False,1,-98.75529479980469,99.92640686035156,0.14341428875923157
37,0,1,2,-190.0,195.0,-193.00331115722656,194.80438232421875,0.14051567018032074,-193.00331115722656,194.80438232421875,0.14051567018032074,1,1,3.0096750957868545,False,False,1,-98.74931335449219,99.92326354980469,0.1372448056936264
38,0,1,2,-190.0,195.0,-192.98785400390625,194.80043029785156,0.13706007599830627,-192.98785400390625,194.80043029785156,0.13706007599830627,1,1,2.9945115819903294,False,False,1,-98.7433853149414,99.91999053955078,0.13454383611679077
39,0,1,2,-190.0,195.0,-192.9725341796875,194.7965087890625,0.13697265088558197,-192.9725341796875,194.7965087890625,0.13697265088558197,1,1,2.9794912522676165,False,False,1,-98.73750305175781,99.9166030883789,0.13543538749217987
40,0,1,2,-190.0,195.0,-192.95733642578125,194.7926025390625,0.1399751454591751,-192.95733642578125,194.7926025390625,0.1399751454591751,1,1,2.9645998789138375,False,False,1,-98.73167419433594,99.91309356689453,0.1393844485282898
41,0,1,2,-190.0,195.0,-192.94227600097656,194.78872680664062,0.14517033100128174,-192.94227600097656,194.78872680664062,0.14517033100128174,1,1,2.94985159425943,False,False,1,-98.72589874267578,99.90945434570312,0.14555679261684418
42,0,1,2,-190.0,195.0,-192.9273223876953,194.78488159179688,0.1519860029220581,-192.9273223876953,194.78488159179688,0.1519860029220581,1,1,2.935215884913754,False,False,1,-98.7201919555664,99.90569305419922,0.15290772914886475
43,0,1,2,-190.0,195.0,-192.9124755859375,194.7810821533203,0.15949562191963196,-192.9124755859375,194.7810821533203,0.15949562191963196,1,1,2.9206915383649905,False,False,1,-98.71453857421875,99.90180206298828,0.1603206843137741
44,0,1,2,-190.0,195.0,-192.89773559570312,194.7772979736328,0.16663016378879547,-192.89773559570312,194.7772979736328,0.16663016378879547,1,1,2.906280746100245,False,False,1,-98.7089614868164,99.89777374267578,0.16714361310005188
45,0,1,2,-190.0,195.0,-192.8831024169922,194.77354431152344,0.17295674979686737,-192.8831024169922,194.77354431152344,0.17295674979686737,1,1,2.891982317668901,False,False,1,-98.70346069335938,99.89361572265625,0.17284849286079407
46,0,1,2,-190.0,195.0,-192.8685760498047,194.76983642578125,0.178144633769989,-192.8685760498047,194.76983642578125,0.178144633769989,1,1,2.8777949587158247,False,False,1,-98.69803619384766,99.88932037353516,0.17690132558345795
47,0,1,2,-190.0,195.0,-192.8541259765625,194.7661590576172,0.18171972036361694,-192.8541259765625,194.7661590576172,0.18171972036361694,1,1,2.8636893470527363,False,False,1,-98.69269561767578,99.88489532470703,0.1792331039905548
48,0,1,2,-190.0,195.0,-192.83978271484375,194.76251220703125,0.1834317445755005,-192.83978271484375,194.76251220703125,0.1834317445755005,1,1,2.8496958292657317,False,False,1,-98.68744659423828,99.88032531738281,0.18001683056354523
49,0,1,2,-190.0,195.0,-192.8255157470703,194.7589111328125,0.18340826034545898,-192.8255157470703,194.7589111328125,0.18340826034545898,1,1,2.8357826219271565,False,False,1,-98.68228912353516,99.87562561035156,0.1792318969964981
50,0,1,2,-190.0,195.0,-192.81134033203125,194.75535583496094,0.18182282149791718,-192.81134033203125,194.75535583496094,0.18182282149791718,1,1,2.821964781848498,False,False,1,-98.67723083496094,99.87079620361328,0.17715367674827576
51,0,1,2,-190.0,195.0,-192.7972412109375,194.7518310546875,0.17883168160915375,-192.7972412109375,194.7518310546875,0.17883168160915375,1,1,2.8082283058157165,False,False,1,-98.67227172851562,99.86582946777344,0.17403003573417664
52,0,1,2,-190.0,195.0,-192.78321838378906,194.74835205078125,0.17481058835983276,-192.78321838378906,194.74835205078125,0.17481058835983276,1,1,2.794571749339674,False,False,1,-98.66741180419922,99.86073303222656,0.1702016443014145
53,0,1,2,-190.0,195.0,-192.769287109375,194.7449188232422,0.17027416825294495,-192.769287109375,194.7449188232422,0.17027416825294495,1,1,2.781010158357336,False,False,1,-98.66265869140625,99.85550689697266,0.16603387892246246
54,0,1,2,-190.0,195.0,-192.7554168701172,194.7415313720703,0.16580311954021454,-192.7554168701172,194.7415313720703,0.16580311954021454,1,1,2.7675129917943027,False,False,1,-98.65802001953125,99.85015106201172,0.16197320818901062
55,0,1,2,-190.0,195.0,-192.7416229248047,194.73818969726562,0.16192007064819336,-192.7416229248047,194.73818969726562,0.16192007064819336,1,1,2.754095295452297,False,False,1,-98.65349578857422,99.84467315673828,0.15842142701148987
56,0,1,2,-190.0,195.0,-192.7279052734375,194.73489379882812,0.15886016190052032,-192.7279052734375,194.73489379882812,0.15886016190052032,1,1,2.7407569171212365,False,False,1,-98.64908599853516,99.83907318115234,0.1557401418685913
57,0,1,2,-190.0,195.0,-192.71424865722656,194.7316436767578,0.1566586047410965,-192.71424865722656,194.7316436767578,0.1566586047410965,1,1,2.727482518638802,False,False,1,-98.6447982788086,99.83335876464844,0.15437237918376923
58,0,1,2,-190.0,195.0,-192.70066833496094,194.7284393310547,0.1554059088230133,-192.70066833496094,194.7284393310547,0.1554059088230133,1,1,2.7142871352122473,False,False,1,-98.64063262939453,99.8275146484375,0.15448172390460968
59,0,1,2,-190.0,195.0,-192.68714904785156,194.7252960205078,0.1551247239112854,-192.68714904785156,194.7252960205078,0.1551247239112854,1,1,2.701153879681497,False,False,1,-98.63658905029297,99.82156372070312,0.15592142939567566
60,0,1,2,-190.0,195.0,-192.6737060546875,194.72218322753906,0.15571781992912292,-192.6737060546875,194.72218322753906,0.15571781992912292,1,1,2.68810085858645,False,False,1,-98.6326904296875,99.81549835205078,0.15850061178207397
61,0,1,2,-190.0,195.0,-192.6603240966797,194.71914672851562,0.15703894197940826,-192.6603240966797,194.71914672851562,0.15703894197940826,1,1,2.675108008936849,False,False,1,-98.62892150878906,99.80931854248047,0.16181235015392303
62,0,1,2,-190.0,195.0,-192.64700317382812,194.7161407470703,0.15895643830299377,-192.64700317382812,194.7161407470703,0.15895643830299377,1,1,2.6621799108493716,False,False,1,-98.62529754638672,99.80303192138672,0.16525521874427795
63,0,1,2,-190.0,195.0,-192.6337432861328,194.71319580078125,0.16135184466838837,-192.6337432861328,194.71319580078125,0.16135184466838837,1,1,2.6493131838156043,False,False,1,-98.621826171875,99.79664611816406,0.1687583029270172
64,0,1,2,-190.0,195.0,-192.62054443359375,194.71029663085938,0.16405974328517914,-192.62054443359375,194.71029663085938,0.16405974328517914,1,1,2.636509277535472,False,False,1,-98.6185073852539,99.79015350341797,0.1721401959657669
65,0,1,2,-190.0,195.0,-192.607421875,194.7074432373047,0.16669608652591705,-192.607421875,194.7074432373047,0.16669608652591705,1,1,2.62378320248211,False,False,1,-98.61534881591797,99.7835693359375,0.1750612109899521
66,0,1,2,-190.0,195.0,-192.59434509277344,194.7046661376953,0.16909165680408478,-192.59434509277344,194.7046661376953,0.16909165680408478,1,1,2.6111010226763383,False,False,1,-98.61235046386719,99.77688598632812,0.17745085060596466
67,0,1,2,-190.0,195.0,-192.58132934570312,194.70191955566406,0.17074136435985565,-192.58132934570312,194.70191955566406,0.17074136435985565,1,1,2.5984828539522122,False,False,1,-98.6095199584961,99.77011108398438,0.1791279911994934
68,0,1,2,-190.0,195.0,-192.56837463378906,194.69923400878906,0.1715434342622757,-192.56837463378906,194.69923400878906,0.1715434342622757,1,1,2.585925064838538,False,False,1,-98.60686492919922,99.76325988769531,0.18010607361793518
69,0,1,2,-190.0,195.0,-192.55548095703125,194.6966094970703,0.17152388393878937,-192.55548095703125,194.6966094970703,0.17152388393878937,1,1,2.573427426413514,False,False,1,-98.6043930053711,99.7563247680664,0.18033833801746368
70,0,1,2,-190.0,195.0,-192.54263305664062,194.6940460205078,0.17076490819454193,-192.54263305664062,194.6940460205078,0.17076490819454193,1,1,2.560974560258019,False,False,1,-98.60208892822266,99.74931335449219,0.17972387373447418
71,0,1,2,-190.0,195.0,-192.52984619140625,194.6915283203125,0.16939930617809296,-192.52984619140625,194.6915283203125,0.16939930617809296,1,1,2.5485832396337256,False,False,1,-98.5999755859375,99.74223327636719,0.17858344316482544
72,0,1,2,-190.0,195.0,-192.51712036132812,194.68905639648438,0.16766417026519775,-192.51712036132812,194.68905639648438,0.16766417026519775,1,1,2.5362533071402615,False,False,1,-98.59805297851562,99.7350845336914,0.17708811163902283
73,0,1,2,-190.0,195.0,-192.50445556640625,194.6866455078125,0.16577285528182983,-192.50445556640625,194.6866455078125,0.16577285528182983,1,1,2.523982710296831,False,False,1,-98.5963134765625,99.7278823852539,0.17545057833194733
74,0,1,2,-190.0,195.0,-192.49183654785156,194.68429565429688,0.16403502225875854,-192.49183654785156,194.68429565429688,0.16403502225875854,1,2,2.5117560819284646,False,False,1,-98.59476470947266,99.72062683105469,0.17397989332675934
75,0,1,2,-190.0,195.0,-192.47927856445312,194.6820068359375,0.16255292296409607,-192.47927856445312,194.6820068359375,0.16255292296409607,1,2,2.4995883366160974,True,False,1,-98.5934066772461,99.71331787109375,0.1728365570306778
76,0,2,2,-190.0,190.0,-192.16473388671875,194.6400146484375,0.16738760471343994,-192.16473388671875,194.6400146484375,0.16738760471343994,1,2,5.1201375702243626,False,False,2,-98.59197998046875,99.63167572021484,0.17591337859630585
77,0,2,2,-190.0,190.0,-192.1302032470703,194.6358642578125,0.1666901558637619,-192.1302032470703,194.6358642578125,0.1666901558637619,1,2,5.101862727542985,False,False,2,-98.59310150146484,99.62431335449219,0.1762048751115799
78,0,2,2,-190.0,190.0,-192.09661865234375,194.63185119628906,0.16579638421535492,-192.09661865234375,194.63185119628906,0.16579638421535492,1,2,5.084275295253016,False,False,2,-98.59442901611328,99.61699676513672,0.17642012238502502
79,0,2,2,-190.0,190.0,-192.0638885498047,194.6279754638672,0.1649021953344345,-192.0638885498047,194.6279754638672,0.1649021953344345,1,2,5.067326004923268,False,False,2,-98.5959701538086,99.60972595214844,0.17662587761878967
80,0,2,2,-190.0,190.0,-192.03195190429688,194.6241912841797,0.16406626999378204,-192.03195190429688,194.6241912841797,0.16406626999378204,1,2,5.050937890536676,False,False,2,-98.59770965576172,99.60250854492188,0.17682340741157532
81,0,2,2,-190.0,190.0,-192.00071716308594,194.62049865722656,0.16345897316932678,-192.00071716308594,194.62049865722656,0.16345897316932678,1,2,5.035064747160567,False,False,2,-98.59965515136719,99.59534454345703,0.1770138144493103
82,0,2,2,-190.0,190.0,-191.9701385498047,194.61688232421875,0.1631748080253601,-191.9701385498047,194.61688232421875,0.1631748080253601,1,2,5.019666154348319,False,False,2,-98.601806640625,99.5882568359375,0.1771392673254013
83,0,2,2,-190.0,190.0,-191.94015502929688,194.61331176757812,0.16324004530906677,-191.94015502929688,194.61331176757812,0.16324004530906677,1,2,5.004682507670268,False,False,2,-98.6041488647461,99.58124542236328,0.17720642685890198
84,0,2,2,-190.0,190.0,-191.9107208251953,194.60977172851562,0.16361945867538452,-191.9107208251953,194.60977172851562,0.16361945867538452,1,2,4.9900750957131885,False,False,2,-98.606689453125,99.57431030273438,0.17722132802009583
85,0,2,2,-190.0,190.0,-191.88177490234375,194.60626220703125,0.16428141295909882,-191.88177490234375,194.60626220703125,0.16428141295909882,1,2,4.975814335665594,False,False,2,-98.60942077636719,99.56745910644531,0.17718930542469025
86,0,2,2,-190.0,190.0,-191.85328674316406,194.60275268554688,0.16502095758914948,-191.85328674316406,194.60275268554688,0.16502095758914948,1,2,4.961854898795069,False,False,2,-98.61234283447266,99.56070709228516,0.17711514234542847
87,0,2,2,-190.0,190.0,-191.82521057128906,194.5992431640625,0.16577135026454926,-191.82521057128906,194.5992431640625,0.16577135026454926,1,2,4.948174543376677,False,False,2,-98.61544799804688,99.55404663085938,0.17700311541557312
88,0,2,2,-190.0,190.0,-191.7975311279297,194.595703125,0.1664724349975586,-191.7975311279297,194.595703125,0.1664724349975586,1,2,4.934734579388333,False,False,2,-98.61873626708984,99.54749298095703,0.1767982542514801
89,0,2,2,-190.0,190.0,-191.77020263671875,194.59213256835938,0.1670113354921341,-191.77020263671875,194.59213256835938,0.1670113354921341,1,2,4.921513882986909,False,False,2,-98.62220001220703,99.54104614257812,0.17662741243839264
90,0,2,2,-190.0,190.0,-191.7432098388672,194.5885009765625,0.16734528541564941,-191.7432098388672,194.5885009765625,0.16734528541564941,1,2,4.9084744834050404,False,False,2,-98.6258316040039,99.53471374511719,0.17642834782600403
91,0,2,2,-190.0,190.0,-191.71652221679688,194.58482360839844,0.16743576526641846,-191.71652221679688,194.58482360839844,0.16743576526641846,1,2,4.895616002188583,False,False,2,-98.62963104248047,99.52850341796875,0.17620381712913513
92,0,2,2,-190.0,190.0,-191.69012451171875,194.58106994628906,0.16736575961112976,-191.69012451171875,194.58106994628906,0.16736575961112976,1,2,4.8829010555104855,False,False,2,-98.63359832763672,99.52241516113281,0.17601506412029266
93,0,2,2,-190.0,190.0,-191.6639862060547,194.5772247314453,0.1672099232673645,-191.6639862060547,194.5772247314453,0.1672099232673645,1,2,4.870301462547764,False,False,2,-98.6377182006836,99.51644897460938,0.17585837841033936
94,0,2,2,-190.0,190.0,-191.63809204101562,194.57327270507812,0.16703550517559052,-191.63809204101562,194.57327270507812,0.16703550517559052,1,2,4.8577946405597805,False,False,2,-98.6419906616211,99.5106201171875,0.17567160725593567
95,0,2,2,-190.0,190.0,-191.61244201660156,194.56922912597656,0.1668441891670227,-191.61244201660156,194.56922912597656,0.1668441891670227,1,2,4.845392044259644,False,False,2,-98.64640808105469,99.50492095947266,0.17551635205745697
96,0,2,2,-190.0,190.0,-191.58702087402344,194.5650634765625,0.16669635474681854,-191.58702087402344,194.5650634765625,0.16669635474681854,1,2,4.833056982866125,False,False,2,-98.65097045898438,99.4993667602539,0.17538924515247345
97,0,2,2,-190.0,190.0,-191.56179809570312,194.56076049804688,0.16658754646778107,-191.56179809570312,194.56076049804688,0.16658754646778107,1,2,4.8207623476258075,False,False,2,-98.65567016601562,99.49394989013672,0.17534606158733368
98,0,2,2,-190.0,190.0,-191.53677368164062,194.55633544921875,0.1664549857378006,-191.53677368164062,194.55633544921875,0.1664549857378006,1,2,4.808520154308465,False,False,2,-98.6604995727539,99.48867797851562,0.17514292895793915
99,0,2,2,-190.0,190.0,-191.511962890625,194.5517578125,0.16630101203918457,-191.511962890625,194.5517578125,0.16630101203918457,1,2,4.796303885939869,False,False,2,-98.66545104980469,99.48355102539062,0.17485438287258148
100,0,2,2,-190.0,190.0,-191.48731994628906,194.54701232910156,0.1661277413368225,-191.48731994628906,194.54701232910156,0.1661277413368225,1,2,4.784082121330163,False,False,2,-98.67052459716797,99.47857666015625,0.1744886338710785
101,0,2,2,-190.0,190.0,-191.46286010742188,194.54212951660156,0.1658783107995987,-191.46286010742188,194.54212951660156,0.1658783107995987,1,2,4.771886444527937,False,False,2,-98.67570495605469,99.47374725341797,0.17411191761493683
102,0,2,2,-190.0,190.0,-191.43856811523438,194.53704833984375,0.16556040942668915,-191.43856811523438,194.53704833984375,0.16556040942668915,1,2,4.75965186334546,False,False,2,-98.68099975585938,99.46907806396484,0.17366617918014526
103,0,2,2,-190.0,190.0,-191.41445922851562,194.5318145751953,0.16523975133895874,-191.41445922851562,194.5318145751953,0.16523975133895874,1,2,4.747424380976035,False,False,2,-98.68639373779297,99.46455383300781,0.1731579601764679
104,0,2,2,-190.0,190.0,-191.39051818847656,194.52638244628906,0.16491670906543732,-191.39051818847656,194.52638244628906,0.16491670906543732,1,2,4.735153522596485,False,False,2,-98.69188690185547,99.46019744873047,0.1725931465625763
105,0,2,2,-190.0,190.0,-191.36672973632812,194.52076721191406,0.16453289985656738,-191.36672973632812,194.52076721191406,0.16453289985656738,1,2,4.72284727219511,False,False,2,-98.69747161865234,99.45598602294922,0.17197702825069427
106,0,2,2,-190.0,190.0,-191.34310913085938,194.51495361328125,0.16415338218212128,-191.34310913085938,194.51495361328125,0.16415338218212128,1,2,4.710493420808402,False,False,2,-98.70314025878906,99.45194244384766,0.17137311398983002
107,0,2,2,-190.0,190.0,-191.31964111328125,194.50894165039062,0.16371913254261017,-191.31964111328125,194.50894165039062,0.16371913254261017,1,2,4.698085511619548,False,False,2,-98.7088851928711,99.44805145263672,0.1708385944366455
108,0,2,2,-190.0,190.0,-191.2963409423828,194.50271606445312,0.1632947027683258,-191.2963409423828,194.50271606445312,0.1632947027683258,1,2,4.685611144342027,False,False,2,-98.71470642089844,99.4443130493164,0.17048369348049164
109,0,2,2,-190.0,190.0,-191.273193359375,194.4962921142578,0.1629381775856018,-191.273193359375,194.4962921142578,0.1629381775856018,1,2,4.673078654066673,False,False,2,-98.72059631347656,99.44074249267578,0.1702900379896164
110,0,2,2,-190.0,190.0,-191.25021362304688,194.48965454101562,0.1627606898546219,-191.25021362304688,194.48965454101562,0.1627606898546219,1,2,4.660475512317838,False,False,2,-98.72655487060547,99.43732452392578,0.17029984295368195
111,0,2,2,-190.0,190.0,-191.22740173339844,194.4827880859375,0.1628035008907318,-191.22740173339844,194.4827880859375,0.1628035008907318,1,2,4.647784852870525,False,False,2,-98.7325668334961,99.4340591430664,0.17049232125282288
112,0,2,2,-190.0,190.0,-191.20472717285156,194.4757080078125,0.16310375928878784,-191.20472717285156,194.4757080078125,0.16310375928878784,1,2,4.635011297958599,False,False,2,-98.73863220214844,99.43096160888672,0.1707899421453476
113,0,2,2,-190.0,190.0,-191.18223571777344,194.46841430664062,0.16369491815567017,-191.18223571777344,194.46841430664062,0.16369491815567017,1,2,4.622164829186633,False,False,2,-98.74474334716797,99.42800903320312,0.1711229383945465
114,0,2,2,-190.0,190.0,-191.15989685058594,194.4608917236328,0.16460716724395752,-191.15989685058594,194.4608917236328,0.16460716724395752,1,2,4.609220723069671,False,False,2,-98.75090026855469,99.42521667480469,0.17148731648921967
115,0,2,2,-190.0,190.0,-191.13772583007812,194.45314025878906,0.1656324714422226,-191.13772583007812,194.45314025878906,0.1656324714422226,1,2,4.596180830741418,False,False,2,-98.75709533691406,99.4225845336914,0.17187945544719696
116,0,2,2,-190.0,190.0,-191.11573791503906,194.4451446533203,0.16681887209415436,-191.11573791503906,194.4451446533203,0.16681887209415436,1,2,4.583031975013689,False,False,2,-98.76332092285156,99.42009735107422,0.17211972177028656
117,0,2,2,-190.0,190.0,-191.09390258789062,194.4369354248047,0.1680920124053955,-191.09390258789062,194.4369354248047,0.1680920124053955,1,2,4.5697941787000165,False,False,2,-98.76957702636719,99.41776275634766,0.17210522294044495
118,0,2,2,-190.0,190.0,-191.07225036621094,194.42849731445312,0.1692674607038498,-191.07225036621094,194.42849731445312,0.1692674607038498,1,2,4.556457978732826,False,False,2,-98.77586364746094,99.41557312011719,0.1718609780073166
119,0,2,2,-190.0,190.0,-191.05076599121094,194.41981506347656,0.17035560309886932,-191.05076599121094,194.41981506347656,0.17035560309886932,1,2,4.543002791504737,False,False,2,-98.78216552734375,99.41353607177734,0.17135067284107208
120,0,2,2,-190.0,190.0,-191.0294647216797,194.41091918945312,0.1711307018995285,-191.0294647216797,194.41091918945312,0.1711307018995285,1,2,4.529459759073796,False,False,2,-98.78848266601562,99.4116439819336,0.17060044407844543
