step,robot_pos_before,sv_world_before,target_waypoint_cell,target_waypoint_world,target_world_current,target_cell_current,target_motion_ticks,target_distance_to_waypoint_m,segment_path,next_cell,next_cell_world,sv_final_world,sv_final_projected_cell,arrived,timeout,ticks,distance_to_next_cell_m,found_count_before,found_count_after,detected_count_this_step,found_mask,find_times,remaining_intensity_mass,search_info_map_peak,search_info_map_mean,replanned,replan_reason,committed_viewpoint,committed_anchor,anchor_source,target_cell_source,target_motion_source,target_motion_mode_for_policy,viewpoint_generation_mode,path_safety_mode,clue_acquisition_mode,run_label,phase_note,world
31,"[2, 30]","[-47.47896957397461, 189.77151489257812]","[25, 25]","[-75.0, 75.0]","[-72.59017944335938, 91.57232666015625, 0.1643456220626831]","[20, 25]",10,24.978658439969006,"[[2, 30], [2, 31], [2, 32], [2, 33], [2, 34], [2, 35], [2, 36], [2, 37], [2, 38]]","[2, 31]","[-45.0, 190.0]","[-47.47896957397461, 189.77151489257812, 0.17145763337612152]","[2, 31]",True,False,207,2.4894769717764897,0,0,0,[False],[None],1.0000000000000002,1.0,0.898659585500802,True,commit_expired,"[40, 40]","[43, 42]",search_info,algorithm_segment_path,holoocean_agent_proxy,static,simple_ring_v1,soft_clearance_astar_v1,ucb,dynamic_target_search_catchable,Phase 3C-1-catchable dynamic target search positive-control run; target agent follows a catchable schedule near the search corridor; no HoloOcean sonar/camera.,OpenWater
32,"[2, 31]","[-42.48845291137695, 189.77122497558594]","[25, 25]","[-75.0, 75.0]","[-74.114501953125, 81.52993774414062, 0.16087093949317932]","[22, 25]",10,16.249355218822053,"[[2, 31], [2, 32], [2, 33], [2, 34], [2, 35], [2, 36], [2, 37], [2, 38]]","[2, 32]","[-40.0, 190.0]","[-42.48845291137695, 189.77122497558594, 0.17165428400039673]","[2, 32]",True,False,206,2.4989469590081517,0,0,0,[False],[None],1.0,1.0,0.9097375121775882,False,none,"[40, 40]","[43, 42]",search_info,algorithm_segment_path,holoocean_agent_proxy,static,simple_ring_v1,soft_clearance_astar_v1,ucb,dynamic_target_search_catchable,Phase 3C-1-catchable dynamic target search positive-control run; target agent follows a catchable schedule near the search corridor; no HoloOcean sonar/camera.,OpenWater
33,"[2, 32]","[-37.47896957397461, 189.77151489257812]","[25, 25]","[-75.0, 75.0]","[-74.70857238769531, 77.13923645019531, 0.16246749460697174]","[24, 25]",10,6.256362150121585,"[[2, 32], [2, 33], [2, 34], [2, 35], [2, 36], [2, 37], [2, 38]]","[2, 33]","[-35.0, 190.0]","[-37.47896957397461, 189.77151489257812, 0.17151519656181335]","[2, 33]",True,False,207,2.4894769717764897,0,0,0,[False],[None],0.9999999999999999,1.0,0.8781322693216999,False,none,"[40, 40]","[43, 42]",search_info,algorithm_segment_path,holoocean_agent_proxy,static,simple_ring_v1,soft_clearance_astar_v1,ucb,dynamic_target_search_catchable,Phase 3C-1-catchable dynamic target search positive-control run; target agent follows a catchable schedule near the search corridor; no HoloOcean sonar/camera.,OpenWater
34,"[2, 33]","[-32.48845291137695, 189.77122497558594]","[25, 25]","[-75.0, 75.0]","[-74.89924621582031, 75.73970794677734, 0.16217054426670074]","[25, 25]",10,2.052404290788709,"[[2, 33], [2, 34], [2, 35], [2, 36], [2, 37], [2, 38]]","[2, 34]","[-30.0, 190.0]","[-32.48845291137695, 189.77122497558594, 0.17164340615272522]","[2, 34]",True,False,206,2.4989469590081517,0,0,0,[False],[None],1.0000000000000004,1.0,0.8743185671807895,False,none,"[40, 40]","[43, 42]",search_info,algorithm_segment_path,holoocean_agent_proxy,static,simple_ring_v1,soft_clearance_astar_v1,ucb,dynamic_target_search_catchable,Phase 3C-1-catchable dynamic target search positive-control run; target agent follows a catchable schedule near the search corridor; no HoloOcean sonar/camera.,OpenWater
35,"[2, 34]","[-27.478971481323242, 189.77151489257812]","[25, 25]","[-75.0, 75.0]","[-74.96058654785156, 75.28936004638672, 0.1624433845281601]","[25, 25]",10,0.7123117554350297,"[[2, 34], [2, 35], [2, 36], [2, 37], [2, 38]]","[2, 35]","[-25.0, 190.0]","[-27.478971481323242, 189.77151489257812, 0.1715240478515625]","[2, 35]",True,False,207,2.4894788710747346,0,0,0,[False],[None],1.0,1.0,0.8988140384453375,False,none,"[40, 40]","[43, 42]",search_info,algorithm_segment_path,holoocean_agent_proxy,static,simple_ring_v1,soft_clearance_astar_v1,ucb,dynamic_target_search_catchable,Phase 3C-1-catchable dynamic target search positive-control run; target agent follows a catchable schedule near the search corridor; no HoloOcean sonar/camera.,OpenWater
36,"[2, 35]","[-22.48845100402832, 189.77122497558594]","[25, 25]","[-75.0, 75.0]","[-74.98011779785156, 75.14595794677734, 0.16235893964767456]","[25, 25]",10,0.2811061563520187,"[[2, 35], [2, 36], [2, 37], [3, 37], [4, 37], [5, 37], [6, 37], [7, 37], [8, 37]]","[2, 36]","[-20.0, 190.0]","[-22.48845100402832, 189.77122497558594, 0.1715232878923416]","[2, 36]",True,False,206,2.498945059669222,0,0,0,[False],[None],1.0,1.0,0.8883279338423274,True,commit_expired,"[42, 37]","[43, 41]",search_info,algorithm_segment_path,holoocean_agent_proxy,static,simple_ring_v1,soft_clearance_astar_v1,ucb,dynamic_target_search_catchable,Phase 3C-1-catchable dynamic target search positive-control run; target agent follows a catchable schedule near the search corridor; no HoloOcean sonar/camera.,OpenWater
37,"[2, 36]","[-17.478971481323242, 189.77151489257812]","[25, 25]","[-75.0, 75.0]","[-74.98640441894531, 75.0998306274414, 0.1624055802822113]","[25, 25]",10,0.14380243228870934,"[[2, 36], [2, 37], [3, 37], [4, 37], [5, 37], [6, 37], [7, 37], [8, 37]]","[2, 37]","[-15.0, 190.0]","[-17.478971481323242, 189.77151489257812, 0.17138898372650146]","[2, 37]",True,False,207,2.4894788710747346,0,0,0,[False],[None],0.9999999999999998,1.0,0.8998408697109042,False,none,"[42, 37]","[43, 41]",search_info,algorithm_segment_path,holoocean_agent_proxy,static,simple_ring_v1,soft_clearance_astar_v1,ucb,dynamic_target_search_catchable,Phase 3C-1-catchable dynamic target search positive-control run; target agent follows a catchable schedule near the search corridor; no HoloOcean sonar/camera.,OpenWater
38,"[2, 37]","[-14.949851989746094, 187.497314453125]","[25, 25]","[-75.0, 75.0]","[-74.9883041381836, 75.08587646484375, 0.16235961019992828]","[25, 25]",10,0.0996364367997171,"[[2, 37], [3, 37], [4, 37], [5, 37], [6, 37], [7, 37], [8, 37]]","[3, 37]","[-15.0, 185.0]","[-14.949851989746094, 187.497314453125, 0.1629151552915573]","[3, 37]",True,False,187,2.4978179078386487,0,0,0,[False],[None],1.0000000000000002,1.0,0.8993238037246577,False,none,"[42, 37]","[43, 41]",search_info,algorithm_segment_path,holoocean_agent_proxy,static,simple_ring_v1,soft_clearance_astar_v1,ucb,dynamic_target_search_catchable,Phase 3C-1-catchable dynamic target search positive-control run; target agent follows a catchable schedule near the search corridor; no HoloOcean sonar/camera.,OpenWater
39,"[3, 37]","[-15.05014705657959, 182.48770141601562]","[25, 25]","[-75.0, 75.0]","[-74.989013671875, 75.08065795898438, 0.1624061018228531]","[25, 25]",10,0.08626895215377954,"[[3, 37], [4, 37], [5, 37], [6, 37], [7, 37], [8, 37]]","[4, 37]","[-15.0, 180.0]","[-15.05014705657959, 182.48770141601562, 0.17066141963005066]","[4, 37]",True,False,207,2.4882067965765513,0,0,0,[False],[None],1.0,1.0,0.8994595848556829,False,none,"[42, 37]","[43, 41]",search_info,algorithm_segment_path,holoocean_agent_proxy,static,simple_ring_v1,soft_clearance_astar_v1,ucb,dynamic_target_search_catchable,Phase 3C-1-catchable dynamic target search positive-control run; target agent follows a catchable schedule near the search corridor; no HoloOcean sonar/camera.,OpenWater
40,"[4, 37]","[-14.981842994689941, 177.49415588378906]","[25, 25]","[-75.0, 75.0]","[-74.98924255371094, 75.07899475097656, 0.16224156320095062]","[25, 25]",10,0.08127216562029738,"[[4, 37], [5, 37], [6, 37], [7, 37], [8, 37]]","[5, 37]","[-15.0, 175.0]","[-14.981842994689941, 177.49415588378906, 0.1713419407606125]","[5, 37]",True,False,206,2.494221972776567,0,0,0,[False],[None],0.9999999999999998,1.0,0.8977637769991345,False,none,"[42, 37]","[43, 41]",search_info,algorithm_segment_path,holoocean_agent_proxy,static,simple_ring_v1,soft_clearance_astar_v1,ucb,dynamic_target_search_catchable,Phase 3C-1-catchable dynamic target search positive-control run; target agent follows a catchable schedule near the search corridor; no HoloOcean sonar/camera.,OpenWater
41,"[5, 37]","[-14.983680725097656, 172.49566650390625]","[25, 25]","[-75.0, 75.0]","[-74.98931121826172, 75.07846069335938, 0.16238118708133698]","[25, 25]",10,0.0796784992487547,"[[5, 37], [6, 37], [7, 37], [8, 37], [9, 37], [10, 37], [11, 37], [12, 37], [13, 37]]","[6, 37]","[-15.0, 170.0]","[-14.983680725097656, 172.49566650390625, 0.17139562964439392]","[6, 37]",True,False,206,2.4957198595701766,0,0,0,[False],[None],1.0000000000000004,1.0,0.9028290427568988,True,commit_expired,"[42, 37]","[43, 41]",search_info,algorithm_segment_path,holoocean_agent_proxy,static,simple_ring_v1,soft_clearance_astar_v1,ucb,dynamic_target_search_catchable,Phase 3C-1-catchable dynamic target search positive-control run; target agent follows a catchable schedule near the search corridor; no HoloOcean sonar/camera.,OpenWater
42,"[6, 37]","[-14.982274055480957, 167.49610900878906]","[25, 25]","[-75.0, 75.0]","[-74.98933410644531, 75.07828521728516, 0.16236050426959991]","[25, 25]",10,0.07916926941885706,"[[6, 37], [7, 37], [8, 37], [9, 37], [10, 37], [11, 37], [12, 37], [13, 37]]","[7, 37]","[-15.0, 165.0]","[-14.982274055480957, 167.49610900878906, 0.17132458090782166]","[7, 37]",True,False,206,2.4961719477766366,0,0,0,[False],[None],1.0000000000000002,1.0,0.877290683190534,False,none,"[42, 37]","[43, 41]",search_info,algorithm_segment_path,holoocean_agent_proxy,static,simple_ring_v1,soft_clearance_astar_v1,ucb,dynamic_target_search_catchable,Phase 3C-1-catchable dynamic target search positive-control run; target agent follows a catchable schedule near the search corridor; no HoloOcean sonar/camera.,OpenWater
43,"[7, 37]","[-14.98178768157959, 162.4962615966797]","[25, 25]","[-75.0, 75.0]","[-74.98934173583984, 75.07823181152344, 0.16224442422389984]","[25, 25]",10,0.07900742901962952,"[[7, 37], [8, 37], [9, 37], [10, 37], [11, 37], [12, 37], [13, 37]]","[8, 37]","[-15.0, 160.0]","[-14.98178768157959, 162.4962615966797, 0.17129017412662506]","[8, 37]",True,False,206,2.4963280328514657,0,0,0,[False],[None],1.0,1.0,0.8991068999298679,False,none,"[42, 37]","[43, 41]",search_info,algorithm_segment_path,holoocean_agent_proxy,static,simple_ring_v1,soft_clearance_astar_v1,ucb,dynamic_target_search_catchable,Phase 3C-1-catchable dynamic target search positive-control run; target agent follows a catchable schedule near the search corridor; no HoloOcean sonar/camera.,OpenWater
44,"[8, 37]","[-14.981217384338379, 157.49630737304688]","[25, 25]","[-75.0, 75.0]","[-74.98934936523438, 75.07821655273438, 0.16240741312503815]","[25, 25]",10,0.07895451177194575,"[[8, 37], [9, 37], [10, 37], [11, 37], [12, 37], [13, 37]]","[9, 37]","[-15.0, 155.0]","[-14.981217384338379, 157.49630737304688, 0.1712850034236908]","[9, 37]",True,False,206,2.49637803374795,0,0,0,[False],[None],0.9999999999999998,1.0,0.8977956366955736,False,none,"[42, 37]","[43, 41]",search_info,algorithm_segment_path,holoocean_agent_proxy,static,simple_ring_v1,soft_clearance_astar_v1,ucb,dynamic_target_search_catchable,Phase 3C-1-catchable dynamic target search positive-control run; target agent follows a catchable schedule near the search corridor; no HoloOcean sonar/camera.,OpenWater
45,"[9, 37]","[-14.98062515258789, 152.49632263183594]","[25, 25]","[-75.0, 75.0]","[-74.98934936523438, 75.07820892333984, 0.16240708529949188]","[25, 25]",10,0.07893836293311386,"[[9, 37], [10, 37], [11, 37], [12, 37], [13, 37]]","[10, 37]","[-15.0, 150.0]","[-14.98062515258789, 152.49632263183594, 0.1713784635066986]","[10, 37]",True,False,206,2.4963978182430266,0,0,0,[False],[None],1.0,1.0,0.8922999105563859,False,none,"[42, 37]","[43, 41]",search_info,algorithm_segment_path,holoocean_agent_proxy,static,simple_ring_v1,soft_clearance_astar_v1,ucb,dynamic_target_search_catchable,Phase 3C-1-catchable dynamic target search positive-control run; target agent follows a catchable schedule near the search corridor; no HoloOcean sonar/camera.,OpenWater
46,"[10, 37]","[-14.97999382019043, 147.49632263183594]","[25, 30]","[-50.0, 75.0]","[-67.56515502929688, 72.06295013427734, 0.1627061814069748]","[25, 25]",10,25.01717479736664,"[[10, 37], [11, 37], [12, 37], [13, 37], [14, 37], [15, 37], [16, 37], [17, 37], [18, 37]]","[11, 37]","[-15.0, 145.0]","[-14.97999382019043, 147.49632263183594, 0.17131033539772034]","[11, 37]",True,False,206,2.4964027979168093,0,0,0,[False],[None],1.0,1.0,0.8942556272867473,True,commit_expired,"[43, 37]","[44, 41]",search_info,algorithm_segment_path,holoocean_agent_proxy,static,simple_ring_v1,soft_clearance_astar_v1,ucb,dynamic_target_search_catchable,Phase 3C-1-catchable dynamic target search positive-control run; target agent follows a catchable schedule near the search corridor; no HoloOcean sonar/camera.,OpenWater
47,"[11, 37]","[-14.979320526123047, 142.49632263183594]","[25, 30]","[-50.0, 75.0]","[-57.27801513671875, 73.87251281738281, 0.16044162213802338]","[26, 27]",10,17.3126544512085,"[[11, 37], [12, 37], [13, 37], [14, 37], [15, 37], [16, 37], [17, 37], [18, 37]]","[12, 37]","[-15.0, 140.0]","[-14.979320526123047, 142.49632263183594, 0.1712673455476761]","[12, 37]",True,False,206,2.4964082844871607,0,0,0,[False],[None],1.0,1.0,0.8736719644976588,False,none,"[43, 37]","[44, 41]",search_info,algorithm_segment_path,holoocean_agent_proxy,static,simple_ring_v1,soft_clearance_astar_v1,ucb,dynamic_target_search_catchable,Phase 3C-1-catchable dynamic target search positive-control run; target agent follows a catchable schedule near the search corridor; no HoloOcean sonar/camera.,OpenWater
48,"[12, 37]","[-14.978599548339844, 137.49632263183594]","[25, 30]","[-50.0, 75.0]","[-52.39040756225586, 74.62767028808594, 0.16267700493335724]","[25, 29]",10,6.991900998728881,"[[12, 37], [13, 37], [14, 37], [15, 37], [16, 37], [17, 37], [18, 37]]","[13, 37]","[-15.0, 135.0]","[-14.978599548339844, 137.49632263183594, 0.17130129039287567]","[13, 37]",True,False,206,2.49641436094803,0,0,0,[False],[None],0.9999999999999998,1.0,0.8505192398922762,False,none,"[43, 37]","[44, 41]",search_info,algorithm_segment_path,holoocean_agent_proxy,static,simple_ring_v1,soft_clearance_astar_v1,ucb,dynamic_target_search_catchable,Phase 3C-1-catchable dynamic target search positive-control run; target agent follows a catchable schedule near the search corridor; no HoloOcean sonar/camera.,OpenWater
49,"[13, 37]","[-14.977828025817871, 132.49632263183594]","[25, 30]","[-50.0, 75.0]","[-50.82020950317383, 74.87227630615234, 0.16235652565956116]","[25, 30]",10,2.2993102957721696,"[[13, 37], [14, 37], [15, 37], [16, 37], [17, 37], [18, 37]]","[14, 37]","[-15.0, 130.0]","[-14.977828025817871, 132.49632263183594, 0.1712753027677536]","[14, 37]",True,False,206,2.4964210940174807,0,0,0,[False],[None],1.0000000000000002,1.0,0.8391802560275748,False,none,"[43, 37]","[44, 41]",search_info,algorithm_segment_path,holoocean_agent_proxy,static,simple_ring_v1,soft_clearance_astar_v1,ucb,dynamic_target_search_catchable,Phase 3C-1-catchable dynamic target search positive-control run; target agent follows a catchable schedule near the search corridor; no HoloOcean sonar/camera.,OpenWater
50,"[14, 37]","[-14.976998329162598, 127.49632263183594]","[25, 30]","[-50.0, 75.0]","[-50.316162109375, 74.95076751708984, 0.16231849789619446]","[25, 30]",10,0.7915926680325783,"[[14, 37], [15, 37], [16, 37], [17, 37], [18, 37]]","[15, 37]","[-15.0, 125.0]","[-14.976998329162598, 127.49632263183594, 0.17137964069843292]","[15, 37]",True,False,206,2.4964286008371266,0,0,0,[False],[None],1.0000000000000002,1.0,0.8628436474344815,False,none,"[43, 37]","[44, 41]",search_info,algorithm_segment_path,holoocean_agent_proxy,static,simple_ring_v1,soft_clearance_astar_v1,ucb,dynamic_target_search_catchable,Phase 3C-1-catchable dynamic target search positive-control run; target agent follows a catchable schedule near the search corridor; no HoloOcean sonar/camera.,OpenWater
51,"[15, 37]","[-14.976103782653809, 122.49632263183594]","[25, 30]","[-50.0, 75.0]","[-50.15441131591797, 74.9759521484375, 0.16229113936424255]","[25, 30]",10,0.3076146307575983,"[[15, 37], [16, 37], [17, 37], [18, 37], [19, 37], [20, 37], [21, 37], [22, 37], [23, 37]]","[16, 37]","[-15.0, 120.0]","[-14.976103782653809, 122.49632263183594, 0.1713947206735611]","[16, 37]",True,False,206,2.4964370032948473,0,0,0,[False],[None],0.9999999999999996,1.0,0.8501542864409226,True,commit_expired,"[42, 37]","[43, 41]",search_info,algorithm_segment_path,holoocean_agent_proxy,static,simple_ring_v1,soft_clearance_astar_v1,ucb,dynamic_target_search_catchable,Phase 3C-1-catchable dynamic target search positive-control run; target agent follows a catchable schedule near the search corridor; no HoloOcean sonar/camera.,OpenWater
52,"[16, 37]","[-14.975138664245605, 117.49632263183594]","[25, 30]","[-50.0, 75.0]","[-50.102508544921875, 74.98403930664062, 0.16238734126091003]","[25, 30]",10,0.15230773656189903,"[[16, 37], [17, 37], [18, 37], [19, 37], [20, 37], [21, 37], [22, 37], [23, 37]]","[17, 37]","[-15.0, 115.0]","[-14.975138664245605, 117.49632263183594, 0.171315997838974]","[17, 37]",True,False,206,2.496446428071669,0,0,0,[False],[None],1.0,1.0,0.8008029004699891,False,none,"[42, 37]","[43, 41]",search_info,algorithm_segment_path,holoocean_agent_proxy,static,simple_ring_v1,soft_clearance_astar_v1,ucb,dynamic_target_search_catchable,Phase 3C-1-catchable dynamic target search positive-control run; target agent follows a catchable schedule near the search corridor; no HoloOcean sonar/camera.,OpenWater
53,"[17, 37]","[-14.974091529846191, 112.4963150024414]","[25, 30]","[-50.0, 75.0]","[-50.08585739135742, 74.98663330078125, 0.1624070256948471]","[25, 30]",10,0.1024742152025857,"[[17, 37], [18, 37], [19, 37], [20, 37], [21, 37], [22, 37], [23, 37]]","[18, 37]","[-15.0, 110.0]","[-14.974091529846191, 112.4963150024414, 0.17129874229431152]","[18, 37]",True,False,206,2.496449446762291,0,0,0,[False],[None],1.0000000000000002,1.0,0.7830969774374137,False,none,"[42, 37]","[43, 41]",search_info,algorithm_segment_path,holoocean_agent_proxy,static,simple_ring_v1,soft_clearance_astar_v1,ucb,dynamic_target_search_catchable,Phase 3C-1-catchable dynamic target search positive-control run; target agent follows a catchable schedule near the search corridor; no HoloOcean sonar/camera.,OpenWater
54,"[18, 37]","[-14.972952842712402, 107.4963150024414]","[25, 30]","[-50.0, 75.0]","[-50.08051300048828, 74.98746490478516, 0.162410169839859]","[25, 30]",10,0.08648272441062205,"[[18, 37], [19, 37], [20, 37], [21, 37], [22, 37], [23, 37]]","[19, 37]","[-15.0, 105.0]","[-14.972952842712402, 107.4963150024414, 0.17124824225902557]","[19, 37]",True,False,206,2.496461523863602,0,0,0,[False],[None],0.9999999999999999,1.0,0.7649491505015207,False,none,"[42, 37]","[43, 41]",search_info,algorithm_segment_path,holoocean_agent_proxy,static,simple_ring_v1,soft_clearance_astar_v1,ucb,dynamic_target_search_catchable,Phase 3C-1-catchable dynamic target search positive-control run; target agent follows a catchable schedule near the search corridor; no HoloOcean sonar/camera.,OpenWater
55,"[19, 37]","[-14.971711158752441, 102.49630737304688]","[25, 30]","[-50.0, 75.0]","[-50.078800201416016, 74.98773193359375, 0.1622646003961563]","[25, 30]",10,0.08135245139894204,"[[19, 37], [20, 37], [21, 37], [22, 37], [23, 37]]","[20, 37]","[-15.0, 100.0]","[-14.971711158752441, 102.49630737304688, 0.17131617665290833]","[20, 37]",True,False,206,2.49646765636315,0,0,0,[False],[None],1.0000000000000004,1.0,0.7442920483515645,False,none,"[42, 37]","[43, 41]",search_info,algorithm_segment_path,holoocean_agent_proxy,static,simple_ring_v1,soft_clearance_astar_v1,ucb,dynamic_target_search_catchable,Phase 3C-1-catchable dynamic target search positive-control run; target agent follows a catchable schedule near the search corridor; no HoloOcean sonar/camera.,OpenWater
56,"[20, 37]","[-14.97035026550293, 97.49630737304688]","[25, 30]","[-50.0, 75.0]","[-50.078250885009766, 74.9878158569336, 0.16238047182559967]","[25, 30]",10,0.07970800324466384,"[[20, 37], [21, 37], [22, 37], [23, 37], [24, 37], [25, 37], [26, 37], [27, 37], [28, 37]]","[21, 37]","[-15.0, 95.0]","[-14.97035026550293, 97.49630737304688, 0.17132273316383362]","[21, 37]",True,False,206,2.4964834482695726,0,0,0,[False],[None],0.9999999999999998,1.0,0.7142168952145832,True,commit_expired,"[42, 37]","[43, 41]",search_info,algorithm_segment_path,holoocean_agent_proxy,static,simple_ring_v1,soft_clearance_astar_v1,ucb,dynamic_target_search_catchable,Phase 3C-1-catchable dynamic target search positive-control run; target agent follows a catchable schedule near the search corridor; no HoloOcean sonar/camera.,OpenWater
57,"[21, 37]","[-14.968852996826172, 92.49629974365234]","[25, 30]","[-50.0, 75.0]","[-50.07807159423828, 74.98784637451172, 0.16229179501533508]","[25, 30]",10,0.07917870011820241,"[[21, 37], [22, 37], [23, 37], [24, 37], [25, 37], [26, 37], [27, 37], [28, 37]]","[22, 37]","[-15.0, 90.0]","[-14.968852996826172, 92.49629974365234, 0.17132654786109924]","[22, 37]",True,False,206,2.496494050857215,0,0,0,[False],[None],1.0,1.0,0.7120363198045611,False,none,"[42, 37]","[43, 41]",search_info,algorithm_segment_path,holoocean_agent_proxy,static,simple_ring_v1,soft_clearance_astar_v1,ucb,dynamic_target_search_catchable,Phase 3C-1-catchable dynamic target search positive-control run; target agent follows a catchable schedule near the search corridor; no HoloOcean sonar/camera.,OpenWater
58,"[22, 37]","[-14.96719741821289, 87.49629211425781]","[25, 30]","[-50.0, 75.0]","[-50.0780143737793, 74.98785400390625, 0.1622648388147354]","[25, 30]",10,0.07900815663571716,"[[22, 37], [23, 37], [24, 37], [25, 37], [26, 37], [27, 37], [28, 37]]","[23, 37]","[-15.0, 85.0]","[-14.96719741821289, 87.49629211425781, 0.17121385037899017]","[23, 37]",True,False,206,2.4965076264809687,0,0,0,[False],[None],1.0000000000000002,1.0,0.7233815955163295,False,none,"[42, 37]","[43, 41]",search_info,algorithm_segment_path,holoocean_agent_proxy,static,simple_ring_v1,soft_clearance_astar_v1,ucb,dynamic_target_search_catchable,Phase 3C-1-catchable dynamic target search positive-control run; target agent follows a catchable schedule near the search corridor; no HoloOcean sonar/camera.,OpenWater
59,"[23, 37]","[-14.965356826782227, 82.49629211425781]","[25, 30]","[-50.0, 75.0]","[-50.077999114990234, 74.98785400390625, 0.16230353713035583]","[25, 30]",10,0.07895421291663438,"[[23, 37], [24, 37], [25, 37], [26, 37], [27, 37], [28, 37]]","[24, 37]","[-15.0, 80.0]","[-14.965356826782227, 82.49629211425781, 0.1712719053030014]","[24, 37]",True,False,206,2.4965324891049057,0,0,0,[False],[None],1.0,1.0,0.7131377868050301,False,none,"[42, 37]","[43, 41]",search_info,algorithm_segment_path,holoocean_agent_proxy,static,simple_ring_v1,soft_clearance_astar_v1,ucb,dynamic_target_search_catchable,Phase 3C-1-catchable dynamic target search positive-control run; target agent follows a catchable schedule near the search corridor; no HoloOcean sonar/camera.,OpenWater
60,"[24, 37]","[-14.963301658630371, 77.49628448486328]","[25, 30]","[-50.0, 75.0]","[-50.0779914855957, 74.98785400390625, 0.16238903999328613]","[25, 30]",10,0.07893913579694925,"[[24, 37], [25, 37], [26, 37], [27, 37], [28, 37]]","[25, 37]","[-15.0, 75.0]","[-14.963301658630371, 77.49628448486328, 0.17132534086704254]","[25, 37]",True,False,206,2.49655422485241,0,0,0,[False],[None],1.0000000000000004,1.0,0.7167846971140664,False,none,"[42, 37]","[43, 41]",search_info,algorithm_segment_path,holoocean_agent_proxy,static,simple_ring_v1,soft_clearance_astar_v1,ucb,dynamic_target_search_catchable,Phase 3C-1-catchable dynamic target search positive-control run; target agent follows a catchable schedule near the search corridor; no HoloOcean sonar/camera.,OpenWater
61,"[25, 37]","[-14.960988998413086, 72.49627685546875]","[25, 30]","[-50.0, 75.0]","[-50.0779914855957, 74.98785400390625, 0.1623711884021759]","[25, 30]",10,0.07893159726328967,"[[25, 37], [26, 37], [27, 37], [28, 37], [29, 37], [30, 37], [31, 37], [32, 37], [33, 37]]","[26, 37]","[-15.0, 70.0]","[-14.960988998413086, 72.49627685546875, 0.17146393656730652]","[26, 37]",True,False,206,2.4965816624724626,0,0,0,[False],[None],1.0,1.0,0.7148821335996229,True,commit_expired,"[34, 37]","[37, 35]",search_info,algorithm_segment_path,holoocean_agent_proxy,static,simple_ring_v1,soft_clearance_astar_v1,ucb,dynamic_target_search_catchable,Phase 3C-1-catchable dynamic target search positive-control run; target agent follows a catchable schedule near the search corridor; no HoloOcean sonar/camera.,OpenWater
62,"[26, 37]","[-14.958370208740234, 67.49626159667969]","[25, 30]","[-50.0, 75.0]","[-50.07798767089844, 74.98785400390625, 0.16225311160087585]","[25, 30]",10,0.07893159726328967,"[[26, 37], [27, 37], [28, 37], [29, 37], [30, 37], [31, 37], [32, 37], [33, 37]]","[27, 37]","[-15.0, 65.0]","[-14.958370208740234, 67.49626159667969, 0.17130650579929352]","[27, 37]",True,False,206,2.496608699531858,0,0,0,[False],[None],1.0,1.0,0.6840268050501057,False,none,"[34, 37]","[37, 35]",search_info,algorithm_segment_path,holoocean_agent_proxy,static,simple_ring_v1,soft_clearance_astar_v1,ucb,dynamic_target_search_catchable,Phase 3C-1-catchable dynamic target search positive-control run; target agent follows a catchable schedule near the search corridor; no HoloOcean sonar/camera.,OpenWater
63,"[27, 37]","[-14.955379486083984, 62.49625015258789]","[25, 30]","[-50.0, 75.0]","[-50.07798767089844, 74.98785400390625, 0.16226597130298615]","[25, 30]",10,0.07892782800300782,"[[27, 37], [28, 37], [29, 37], [30, 37], [31, 37], [32, 37], [33, 37]]","[28, 37]","[-15.0, 60.0]","[-14.955379486083984, 62.49625015258789, 0.17131009697914124]","[28, 37]",True,False,206,2.496648916959931,0,0,0,[False],[None],1.0,1.0,0.6804630557429603,False,none,"[34, 37]","[37, 35]",search_info,algorithm_segment_path,holoocean_agent_proxy,static,simple_ring_v1,soft_clearance_astar_v1,ucb,dynamic_target_search_catchable,Phase 3C-1-catchable dynamic target search positive-control run; target agent follows a catchable schedule near the search corridor; no HoloOcean sonar/camera.,OpenWater
64,"[28, 37]","[-14.951935768127441, 57.49623489379883]","[25, 30]","[-50.0, 75.0]","[-50.07798767089844, 74.98785400390625, 0.16225354373455048]","[25, 30]",10,0.07892782800300782,"[[28, 37], [29, 37], [30, 37], [31, 37], [32, 37], [33, 37]]","[29, 37]","[-15.0, 55.0]","[-14.951935768127441, 57.49623489379883, 0.1713458001613617]","[29, 37]",True,False,206,2.4966975818877915,0,0,0,[False],[None],1.0000000000000002,1.0,0.6787755138674918,False,none,"[34, 37]","[37, 35]",search_info,algorithm_segment_path,holoocean_agent_proxy,static,simple_ring_v1,soft_clearance_astar_v1,ucb,dynamic_target_search_catchable,Phase 3C-1-catchable dynamic target search positive-control run; target agent follows a catchable schedule near the search corridor; no HoloOcean sonar/camera.,OpenWater
