step,robot_pos_before,sv_world_before,target_waypoint_cell,target_waypoint_world,target_world_current,target_cell_current,target_motion_ticks,target_distance_to_waypoint_m,segment_path,next_cell,next_cell_world,sv_final_world,sv_final_projected_cell,arrived,timeout,ticks,distance_to_next_cell_m,found_count_before,found_count_after,detected_count_this_step,found_mask,find_times,remaining_intensity_mass,search_info_map_peak,search_info_map_mean,replanned,replan_reason,committed_viewpoint,committed_anchor,anchor_source,target_cell_source,target_motion_source,target_motion_mode_for_policy,viewpoint_generation_mode,path_safety_mode,clue_acquisition_mode,run_label,phase_note,world
65,"[29, 37]","[-14.94792652130127, 52.4962158203125]","[25, 30]","[-50.0, 75.0]","[-50.07798767089844, 74.98785400390625, 0.16226640343666077]","[25, 30]",10,0.07892782800300782,"[[29, 37], [30, 37], [31, 37], [32, 37], [33, 37]]","[30, 37]","[-15.0, 50.0]","[-14.94792652130127, 52.4962158203125, 0.17133323848247528]","[30, 37]",True,False,206,2.4967589128232213,0,0,0,[False],[None],1.0,1.0,0.6815770328694347,False,none,"[34, 37]","[37, 35]",search_info,algorithm_segment_path,holoocean_agent_proxy,static,simple_ring_v1,soft_clearance_astar_v1,ucb,dynamic_target_search_catchable,Phase 3C-1-catchable dynamic target search positive-control run; target agent follows a catchable schedule near the search corridor; no HoloOcean sonar/camera.,OpenWater
66,"[30, 37]","[-14.943206787109375, 47.49618911743164]","[25, 30]","[-50.0, 75.0]","[-50.07798767089844, 74.98785400390625, 0.1622539907693863]","[25, 30]",10,0.07892782800300782,"[[30, 37], [31, 37], [32, 37], [33, 37], [34, 37], [35, 37], [36, 37], [37, 37], [38, 37]]","[31, 37]","[-15.0, 45.0]","[-14.943206787109375, 47.49618911743164, 0.17133942246437073]","[31, 37]",True,False,206,2.4968351125003414,0,0,0,[False],[None],0.9999999999999999,1.0,0.7183995442322125,True,commit_expired,"[40, 37]","[37, 35]",search_info,algorithm_segment_path,holoocean_agent_proxy,static,simple_ring_v1,soft_clearance_astar_v1,ucb,dynamic_target_search_catchable,Phase 3C-1-catchable dynamic target search positive-control run; target agent follows a catchable schedule near the search corridor; no HoloOcean sonar/camera.,OpenWater
67,"[31, 37]","[-14.937575340270996, 42.496158599853516]","[25, 30]","[-50.0, 75.0]","[-50.07798767089844, 74.98785400390625, 0.1622668355703354]","[25, 30]",10,0.07892782800300782,"[[31, 37], [32, 37], [33, 37], [34, 37], [35, 37], [36, 37], [37, 37], [38, 37]]","[32, 37]","[-15.0, 40.0]","[-14.937575340270996, 42.496158599853516, 0.17123852670192719]","[32, 37]",True,False,206,2.4969390448637196,0,0,0,[False],[None],1.0,1.0,0.7061039201619659,False,none,"[40, 37]","[37, 35]",search_info,algorithm_segment_path,holoocean_agent_proxy,static,simple_ring_v1,soft_clearance_astar_v1,ucb,dynamic_target_search_catchable,Phase 3C-1-catchable dynamic target search positive-control run; target agent follows a catchable schedule near the search corridor; no HoloOcean sonar/camera.,OpenWater
68,"[32, 37]","[-14.930749893188477, 37.49612045288086]","[25, 30]","[-50.0, 75.0]","[-50.07798767089844, 74.98785400390625, 0.1622544229030609]","[25, 30]",10,0.07892782800300782,"[[32, 37], [33, 37], [34, 37], [35, 37], [36, 37], [37, 37], [38, 37]]","[33, 37]","[-15.0, 35.0]","[-14.930749893188477, 37.49612045288086, 0.17136146128177643]","[33, 37]",True,False,206,2.497080874257691,0,0,0,[False],[None],0.9999999999999999,1.0,0.7120037756851165,False,none,"[40, 37]","[37, 35]",search_info,algorithm_segment_path,holoocean_agent_proxy,static,simple_ring_v1,soft_clearance_astar_v1,ucb,dynamic_target_search_catchable,Phase 3C-1-catchable dynamic target search positive-control run; target agent follows a catchable schedule near the search corridor; no HoloOcean sonar/camera.,OpenWater
69,"[33, 37]","[-14.92232894897461, 32.496063232421875]","[25, 30]","[-50.0, 75.0]","[-50.0779914855957, 74.98787689208984, 0.1622752547264099]","[25, 30]",10,0.07892782800300782,"[[33, 37], [34, 37], [35, 37], [36, 37], [37, 37], [38, 37]]","[34, 37]","[-15.0, 30.0]","[-14.92232894897461, 32.496063232421875, 0.17143969237804413]","[34, 37]",True,False,206,2.497271401433118,0,0,0,[False],[None],0.9999999999999998,1.0,0.7185021471662665,False,none,"[40, 37]","[37, 35]",search_info,algorithm_segment_path,holoocean_agent_proxy,static,simple_ring_v1,soft_clearance_astar_v1,ucb,dynamic_target_search_catchable,Phase 3C-1-catchable dynamic target search positive-control run; target agent follows a catchable schedule near the search corridor; no HoloOcean sonar/camera.,OpenWater
70,"[34, 37]","[-14.911718368530273, 27.495988845825195]","[25, 30]","[-50.0, 75.0]","[-50.07799530029297, 74.98788452148438, 0.16224442422389984]","[25, 30]",10,0.07892807846911047,"[[34, 37], [35, 37], [36, 37], [37, 37], [38, 37]]","[35, 37]","[-15.0, 25.0]","[-14.911718368530273, 27.495988845825195, 0.1713116317987442]","[35, 37]",True,False,206,2.4975495920879625,0,0,0,[False],[None],1.0000000000000002,1.0,0.7062353466133222,False,none,"[40, 37]","[37, 35]",search_info,algorithm_segment_path,holoocean_agent_proxy,static,simple_ring_v1,soft_clearance_astar_v1,ucb,dynamic_target_search_catchable,Phase 3C-1-catchable dynamic target search positive-control run; target agent follows a catchable schedule near the search corridor; no HoloOcean sonar/camera.,OpenWater
71,"[35, 37]","[-17.512786865234375, 24.77491569519043]","[25, 30]","[-50.0, 75.0]","[-50.077980041503906, 74.98780059814453, 0.16230782866477966]","[25, 30]",10,0.07893067646645975,"[[35, 37], [35, 36], [35, 35], [35, 34], [35, 33], [35, 32], [35, 31], [36, 31], [37, 31]]","[35, 36]","[-20.0, 25.0]","[-17.512786865234375, 24.77491569519043, 0.16566899418830872]","[35, 36]",True,False,203,2.497377048429463,0,0,0,[False],[None],1.0,1.0,0.744385455987438,True,commit_expired,"[37, 31]","[37, 35]",search_info,algorithm_segment_path,holoocean_agent_proxy,static,simple_ring_v1,soft_clearance_astar_v1,ucb,dynamic_target_search_catchable,Phase 3C-1-catchable dynamic target search positive-control run; target agent follows a catchable schedule near the search corridor; no HoloOcean sonar/camera.,OpenWater
72,"[35, 36]","[-22.51612091064453, 24.837779998779297]","[25, 30]","[-50.0, 75.0]","[-50.07795333862305, 74.98763275146484, 0.16236576437950134]","[25, 30]",10,0.07892970597239937,"[[35, 36], [35, 35], [35, 34], [35, 33], [35, 32], [35, 31], [36, 31], [37, 31]]","[35, 35]","[-25.0, 25.0]","[-22.51612091064453, 24.837779998779297, 0.17020893096923828]","[35, 35]",True,False,207,2.489170677019436,0,0,0,[False],[None],0.9999999999999998,1.0,0.7156553591116223,False,none,"[37, 31]","[37, 35]",search_info,algorithm_segment_path,holoocean_agent_proxy,static,simple_ring_v1,soft_clearance_astar_v1,ucb,dynamic_target_search_catchable,Phase 3C-1-catchable dynamic target search positive-control run; target agent follows a catchable schedule near the search corridor; no HoloOcean sonar/camera.,OpenWater
73,"[35, 35]","[-27.52141761779785, 24.765403747558594]","[25, 30]","[-50.0, 75.0]","[-50.07793045043945, 74.98747253417969, 0.16241233050823212]","[25, 30]",10,0.07892946602032778,"[[35, 35], [35, 34], [35, 33], [35, 32], [35, 31], [36, 31], [37, 31]]","[35, 34]","[-30.0, 25.0]","[-27.52141761779785, 24.765403747558594, 0.16959716379642487]","[35, 34]",True,False,207,2.4896598215463954,0,0,0,[False],[None],1.0000000000000002,1.0,0.6995214087403352,False,none,"[37, 31]","[37, 35]",search_info,algorithm_segment_path,holoocean_agent_proxy,static,simple_ring_v1,soft_clearance_astar_v1,ucb,dynamic_target_search_catchable,Phase 3C-1-catchable dynamic target search positive-control run; target agent follows a catchable schedule near the search corridor; no HoloOcean sonar/camera.,OpenWater
74,"[35, 34]","[-32.511627197265625, 24.772857666015625]","[25, 30]","[-50.0, 75.0]","[-50.077903747558594, 74.98731231689453, 0.162412628531456]","[25, 30]",10,0.07892838000453813,"[[35, 34], [35, 33], [35, 32], [35, 31], [36, 31], [37, 31]]","[35, 33]","[-35.0, 25.0]","[-32.511627197265625, 24.772857666015625, 0.1698928326368332]","[35, 33]",True,False,206,2.498718240473703,0,0,0,[False],[None],0.9999999999999997,1.0,0.6863613550989147,False,none,"[37, 31]","[37, 35]",search_info,algorithm_segment_path,holoocean_agent_proxy,static,simple_ring_v1,soft_clearance_astar_v1,ucb,dynamic_target_search_catchable,Phase 3C-1-catchable dynamic target search positive-control run; target agent follows a catchable schedule near the search corridor; no HoloOcean sonar/camera.,OpenWater
75,"[35, 33]","[-37.52104187011719, 24.771272659301758]","[25, 30]","[-50.0, 75.0]","[-50.07787322998047, 74.98714447021484, 0.16241537034511566]","[25, 30]",10,0.07892762823797561,"[[35, 33], [35, 32], [35, 31], [36, 31], [37, 31]]","[35, 32]","[-40.0, 25.0]","[-37.52104187011719, 24.771272659301758, 0.1700506955385208]","[35, 32]",True,False,207,2.4894878200334665,0,0,0,[False],[None],0.9999999999999999,1.0,0.708608763819045,False,none,"[37, 31]","[37, 35]",search_info,algorithm_segment_path,holoocean_agent_proxy,static,simple_ring_v1,soft_clearance_astar_v1,ucb,dynamic_target_search_catchable,Phase 3C-1-catchable dynamic target search positive-control run; target agent follows a catchable schedule near the search corridor; no HoloOcean sonar/camera.,OpenWater
76,"[35, 32]","[-42.51155090332031, 24.771276473999023]","[25, 30]","[-50.0, 75.0]","[-50.07784652709961, 74.98696899414062, 0.16241565346717834]","[25, 30]",10,0.07892845375194522,"[[35, 32], [35, 31], [35, 30], [35, 29], [35, 28], [35, 27], [35, 26], [35, 25], [35, 24]]","[35, 31]","[-45.0, 25.0]","[-42.51155090332031, 24.771276473999023, 0.16994310915470123]","[35, 31]",True,False,206,2.4989384462431787,0,0,0,[False],[None],1.0,1.0,0.7682317043743561,True,commit_expired,"[38, 23]","[42, 22]",search_info,algorithm_segment_path,holoocean_agent_proxy,static,simple_ring_v1,soft_clearance_astar_v1,ucb,dynamic_target_search_catchable,Phase 3C-1-catchable dynamic target search positive-control run; target agent follows a catchable schedule near the search corridor; no HoloOcean sonar/camera.,OpenWater
77,"[35, 31]","[-47.52103042602539, 24.77151107788086]","[25, 30]","[-50.0, 75.0]","[-50.077816009521484, 74.9867935180664, 0.1623789519071579]","[25, 30]",10,0.0789309051687273,"[[35, 31], [35, 30], [35, 29], [35, 28], [35, 27], [35, 26], [35, 25], [35, 24]]","[35, 30]","[-50.0, 25.0]","[-47.52103042602539, 24.77151107788086, 0.16988646984100342]","[35, 30]",True,False,207,2.4894773218936987,0,0,0,[False],[None],0.9999999999999999,1.0,0.7760137650932719,False,none,"[38, 23]","[42, 22]",search_info,algorithm_segment_path,holoocean_agent_proxy,static,simple_ring_v1,soft_clearance_astar_v1,ucb,dynamic_target_search_catchable,Phase 3C-1-catchable dynamic target search positive-control run; target agent follows a catchable schedule near the search corridor; no HoloOcean sonar/camera.,OpenWater
78,"[35, 30]","[-52.51155090332031, 24.771228790283203]","[25, 30]","[-50.0, 75.0]","[-50.07778549194336, 74.98661804199219, 0.16237924993038177]","[25, 30]",10,0.07892999478043711,"[[35, 30], [35, 29], [35, 28], [35, 27], [35, 26], [35, 25], [35, 24]]","[35, 29]","[-55.0, 25.0]","[-52.51155090332031, 24.771228790283203, 0.17005690932273865]","[35, 29]",True,False,206,2.498942811102575,0,0,0,[False],[None],1.0000000000000002,1.0,0.7295102560967269,False,none,"[38, 23]","[42, 22]",search_info,algorithm_segment_path,holoocean_agent_proxy,static,simple_ring_v1,soft_clearance_astar_v1,ucb,dynamic_target_search_catchable,Phase 3C-1-catchable dynamic target search positive-control run; target agent follows a catchable schedule near the search corridor; no HoloOcean sonar/camera.,OpenWater
79,"[35, 29]","[-57.52103042602539, 24.77151870727539]","[25, 30]","[-50.0, 75.0]","[-50.077754974365234, 74.98643493652344, 0.16230705380439758]","[25, 30]",10,0.07893078090816597,"[[35, 29], [35, 28], [35, 27], [35, 26], [35, 25], [35, 24]]","[35, 28]","[-60.0, 25.0]","[-57.52103042602539, 24.77151870727539, 0.17003682255744934]","[35, 28]",True,False,207,2.489476621665077,0,0,0,[False],[None],0.9999999999999996,1.0,0.7533175782287295,False,none,"[38, 23]","[42, 22]",search_info,algorithm_segment_path,holoocean_agent_proxy,static,simple_ring_v1,soft_clearance_astar_v1,ucb,dynamic_target_search_catchable,Phase 3C-1-catchable dynamic target search positive-control run; target agent follows a catchable schedule near the search corridor; no HoloOcean sonar/camera.,OpenWater
80,"[35, 28]","[-62.51154708862305, 24.77122688293457]","[25, 30]","[-50.0, 75.0]","[-50.077720642089844, 74.98624420166016, 0.16230733692646027]","[25, 30]",10,0.07892693343521595,"[[35, 28], [35, 27], [35, 26], [35, 25], [35, 24]]","[35, 27]","[-65.0, 25.0]","[-62.51154708862305, 24.77122688293457, 0.17000705003738403]","[35, 27]",True,False,206,2.498946784393831,0,0,0,[False],[None],1.0,1.0,0.7519233289412924,False,none,"[38, 23]","[42, 22]",search_info,algorithm_segment_path,holoocean_agent_proxy,static,simple_ring_v1,soft_clearance_astar_v1,ucb,dynamic_target_search_catchable,Phase 3C-1-catchable dynamic target search positive-control run; target agent follows a catchable schedule near the search corridor; no HoloOcean sonar/camera.,OpenWater
81,"[35, 27]","[-67.52102661132812, 24.77151870727539]","[25, 30]","[-50.0, 75.0]","[-50.07768630981445, 74.98605346679688, 0.16220319271087646]","[25, 30]",10,0.07892990656181569,"[[35, 27], [35, 26], [36, 26], [37, 26], [38, 26], [39, 26], [40, 26], [41, 26], [42, 26]]","[35, 26]","[-70.0, 25.0]","[-67.52102661132812, 24.77151870727539, 0.16986028850078583]","[35, 26]",True,False,207,2.489480420262113,0,0,0,[False],[None],1.0,1.0,0.6893652689436388,True,commit_expired,"[43, 26]","[42, 22]",search_info,algorithm_segment_path,holoocean_agent_proxy,static,simple_ring_v1,soft_clearance_astar_v1,ucb,dynamic_target_search_catchable,Phase 3C-1-catchable dynamic target search positive-control run; target agent follows a catchable schedule near the search corridor; no HoloOcean sonar/camera.,OpenWater
82,"[35, 26]","[-70.05014038085938, 22.49732208251953]","[25, 30]","[-50.0, 75.0]","[-50.07765579223633, 74.98587799072266, 0.16230790317058563]","[25, 30]",10,0.07892959765758992,"[[35, 26], [36, 26], [37, 26], [38, 26], [39, 26], [40, 26], [41, 26], [42, 26]]","[36, 26]","[-70.0, 20.0]","[-70.05014038085938, 22.49732208251953, 0.16870470345020294]","[36, 26]",True,False,187,2.497825382534258,0,0,0,[False],[None],1.0000000000000002,1.0,0.7580348116094131,False,none,"[43, 26]","[42, 22]",search_info,algorithm_segment_path,holoocean_agent_proxy,static,simple_ring_v1,soft_clearance_astar_v1,ucb,dynamic_target_search_catchable,Phase 3C-1-catchable dynamic target search positive-control run; target agent follows a catchable schedule near the search corridor; no HoloOcean sonar/camera.,OpenWater
83,"[36, 26]","[-69.6802978515625, 17.46925926208496]","[25, 30]","[-50.0, 75.0]","[-50.07761764526367, 74.98567199707031, 0.1622525006532669]","[25, 30]",10,0.07892703152104995,"[[36, 26], [37, 26], [38, 26], [39, 26], [40, 26], [41, 26], [42, 26]]","[37, 26]","[-70.0, 15.0]","[-69.6802978515625, 17.46925926208496, 0.16923460364341736]","[37, 26]",True,False,209,2.4898696285363857,0,0,0,[False],[None],1.0,1.0,0.7586452624918435,False,none,"[43, 26]","[42, 22]",search_info,algorithm_segment_path,holoocean_agent_proxy,static,simple_ring_v1,soft_clearance_astar_v1,ucb,dynamic_target_search_catchable,Phase 3C-1-catchable dynamic target search positive-control run; target agent follows a catchable schedule near the search corridor; no HoloOcean sonar/camera.,OpenWater
84,"[37, 26]","[-69.78512573242188, 12.485913276672363]","[25, 30]","[-50.0, 75.0]","[-50.077579498291016, 74.98546600341797, 0.16225279867649078]","[25, 30]",10,0.07893040738785269,"[[37, 26], [38, 26], [39, 26], [40, 26], [41, 26], [42, 26]]","[38, 26]","[-70.0, 10.0]","[-69.78512573242188, 12.485913276672363, 0.16976143419742584]","[38, 26]",True,False,206,2.4951825123632063,0,0,0,[False],[None],1.0,1.0,0.7370740212598166,False,none,"[43, 26]","[42, 22]",search_info,algorithm_segment_path,holoocean_agent_proxy,static,simple_ring_v1,soft_clearance_astar_v1,ucb,dynamic_target_search_catchable,Phase 3C-1-catchable dynamic target search positive-control run; target agent follows a catchable schedule near the search corridor; no HoloOcean sonar/camera.,OpenWater
85,"[38, 26]","[-69.76895141601562, 7.478232383728027]","[25, 30]","[-50.0, 75.0]","[-50.07754135131836, 74.98526000976562, 0.16238941252231598]","[25, 30]",10,0.0789305862206023,"[[38, 26], [39, 26], [40, 26], [41, 26], [42, 26]]","[39, 26]","[-70.0, 5.0]","[-69.76895141601562, 7.478232383728027, 0.16985343396663666]","[39, 26]",True,False,207,2.4889795491163613,0,0,0,[False],[None],1.0,1.0,0.7228721990410393,False,none,"[43, 26]","[42, 22]",search_info,algorithm_segment_path,holoocean_agent_proxy,static,simple_ring_v1,soft_clearance_astar_v1,ucb,dynamic_target_search_catchable,Phase 3C-1-catchable dynamic target search positive-control run; target agent follows a catchable schedule near the search corridor; no HoloOcean sonar/camera.,OpenWater
86,"[39, 26]","[-72.52606201171875, 4.701695919036865]","[25, 30]","[-50.0, 75.0]","[-50.07749938964844, 74.98503875732422, 0.16224953532218933]","[25, 30]",10,0.07892757357214496,"[[39, 26], [39, 25], [39, 24], [39, 23], [39, 22], [39, 21], [39, 20], [39, 19], [39, 18]]","[39, 25]","[-75.0, 5.0]","[-72.52606201171875, 4.701695919036865, 0.1650814414024353]","[39, 25]",True,False,210,2.4918576393085416,0,0,0,[False],[None],1.0000000000000002,1.0,0.7589898839470216,True,commit_expired,"[41, 18]","[42, 22]",search_info,algorithm_segment_path,holoocean_agent_proxy,static,simple_ring_v1,soft_clearance_astar_v1,ucb,dynamic_target_search_catchable,Phase 3C-1-catchable dynamic target search positive-control run; target agent follows a catchable schedule near the search corridor; no HoloOcean sonar/camera.,OpenWater
87,"[39, 25]","[-77.5322036743164, 5.33143949508667]","[25, 30]","[-50.0, 75.0]","[-50.07745361328125, 74.98480987548828, 0.1622900366783142]","[25, 30]",10,0.07892801320234838,"[[39, 25], [39, 24], [39, 23], [39, 22], [39, 21], [39, 20], [39, 19], [39, 18]]","[39, 24]","[-80.0, 5.0]","[-77.5322036743164, 5.33143949508667, 0.1701127588748932]","[39, 24]",True,False,210,2.489953984305885,0,0,0,[False],[None],0.9999999999999997,1.0,0.7600097609152683,False,none,"[41, 18]","[42, 22]",search_info,algorithm_segment_path,holoocean_agent_proxy,static,simple_ring_v1,soft_clearance_astar_v1,ucb,dynamic_target_search_catchable,Phase 3C-1-catchable dynamic target search positive-control run; target agent follows a catchable schedule near the search corridor; no HoloOcean sonar/camera.,OpenWater
88,"[39, 24]","[-82.52561950683594, 4.7164459228515625]","[25, 30]","[-50.0, 75.0]","[-50.07740783691406, 74.98458099365234, 0.16228818893432617]","[25, 30]",10,0.07893056400480339,"[[39, 24], [39, 23], [39, 22], [39, 21], [39, 20], [39, 19], [39, 18]]","[39, 23]","[-85.0, 5.0]","[-82.52561950683594, 4.7164459228515625, 0.16796927154064178]","[39, 23]",True,False,209,2.4905745802160455,0,0,0,[False],[None],1.0,1.0,0.7255152734581566,False,none,"[41, 18]","[42, 22]",search_info,algorithm_segment_path,holoocean_agent_proxy,static,simple_ring_v1,soft_clearance_astar_v1,ucb,dynamic_target_search_catchable,Phase 3C-1-catchable dynamic target search positive-control run; target agent follows a catchable schedule near the search corridor; no HoloOcean sonar/camera.,OpenWater
89,"[39, 23]","[-87.5278091430664, 5.279647350311279]","[25, 30]","[-50.0, 75.0]","[-50.077362060546875, 74.9843521118164, 0.16231806576251984]","[25, 30]",10,0.07893005958464895,"[[39, 23], [39, 22], [39, 21], [39, 20], [39, 19], [39, 18]]","[39, 22]","[-90.0, 5.0]","[-87.5278091430664, 5.279647350311279, 0.17079855501651764]","[39, 22]",True,False,209,2.4879570481907796,0,0,0,[False],[None],1.0000000000000002,1.0,0.7485743012205739,False,none,"[41, 18]","[42, 22]",search_info,algorithm_segment_path,holoocean_agent_proxy,static,simple_ring_v1,soft_clearance_astar_v1,ucb,dynamic_target_search_catchable,Phase 3C-1-catchable dynamic target search positive-control run; target agent follows a catchable schedule near the search corridor; no HoloOcean sonar/camera.,OpenWater
90,"[39, 22]","[-92.5163345336914, 4.7200236320495605]","[25, 30]","[-50.0, 75.0]","[-50.07731628417969, 74.98411560058594, 0.1622985452413559]","[25, 30]",10,0.07893024542402827,"[[39, 22], [39, 21], [39, 20], [39, 19], [39, 18]]","[39, 21]","[-95.0, 5.0]","[-92.5163345336914, 4.7200236320495605, 0.16858282685279846]","[39, 21]",True,False,208,2.4993961100923165,0,0,0,[False],[None],0.9999999999999998,1.0,0.7553471450364282,False,none,"[41, 18]","[42, 22]",search_info,algorithm_segment_path,holoocean_agent_proxy,static,simple_ring_v1,soft_clearance_astar_v1,ucb,dynamic_target_search_catchable,Phase 3C-1-catchable dynamic target search positive-control run; target agent follows a catchable schedule near the search corridor; no HoloOcean sonar/camera.,OpenWater
91,"[39, 21]","[-97.525146484375, 5.278444290161133]","[25, 30]","[-50.0, 75.0]","[-50.07726287841797, 74.98387145996094, 0.16232852637767792]","[25, 30]",10,0.07892892066361726,"[[39, 21], [39, 20], [39, 19], [40, 19], [41, 19], [42, 19], [43, 19], [44, 19], [45, 19]]","[39, 20]","[-100.0, 5.0]","[-97.525146484375, 5.278444290161133, 0.17096960544586182]","[39, 20]",True,False,209,2.4904680577202267,0,0,0,[False],[None],0.9999999999999999,1.0,0.7597559604586283,True,commit_expired,"[45, 19]","[42, 22]",search_info,algorithm_segment_path,holoocean_agent_proxy,static,simple_ring_v1,soft_clearance_astar_v1,ucb,dynamic_target_search_catchable,Phase 3C-1-catchable dynamic target search positive-control run; target agent follows a catchable schedule near the search corridor; no HoloOcean sonar/camera.,OpenWater
92,"[39, 20]","[-102.52819061279297, 4.721598148345947]","[25, 30]","[-50.0, 75.0]","[-50.07720947265625, 74.9836196899414, 0.16232788562774658]","[25, 30]",10,0.0789298951311825,"[[39, 20], [39, 19], [40, 19], [41, 19], [42, 19], [43, 19], [44, 19], [45, 19]]","[39, 19]","[-105.0, 5.0]","[-102.52819061279297, 4.721598148345947, 0.1687028855085373]","[39, 19]",True,False,209,2.4874382882172585,0,0,0,[False],[None],0.9999999999999999,1.0,0.7547688456629063,False,none,"[45, 19]","[42, 22]",search_info,algorithm_segment_path,holoocean_agent_proxy,static,simple_ring_v1,soft_clearance_astar_v1,ucb,dynamic_target_search_catchable,Phase 3C-1-catchable dynamic target search positive-control run; target agent follows a catchable schedule near the search corridor; no HoloOcean sonar/camera.,OpenWater
93,"[39, 19]","[-105.35123443603516, 2.4659183025360107]","[25, 30]","[-50.0, 75.0]","[-50.07715606689453, 74.98336029052734, 0.16225139796733856]","[25, 30]",10,0.07893109238883275,"[[39, 19], [40, 19], [41, 19], [42, 19], [43, 19], [44, 19], [45, 19]]","[40, 19]","[-105.0, 0.0]","[-105.35123443603516, 2.4659183025360107, 0.16864988207817078]","[40, 19]",True,False,212,2.4908068379220043,0,0,0,[False],[None],1.0,1.0,0.7524184745849217,False,none,"[45, 19]","[42, 22]",search_info,algorithm_segment_path,holoocean_agent_proxy,static,simple_ring_v1,soft_clearance_astar_v1,ucb,dynamic_target_search_catchable,Phase 3C-1-catchable dynamic target search positive-control run; target agent follows a catchable schedule near the search corridor; no HoloOcean sonar/camera.,OpenWater
94,"[40, 19]","[-104.655517578125, -2.527963638305664]","[25, 30]","[-50.0, 75.0]","[-50.07709503173828, 74.98309326171875, 0.16231320798397064]","[25, 30]",10,0.07892944942738,"[[40, 19], [41, 19], [42, 19], [43, 19], [44, 19], [45, 19]]","[41, 19]","[-105.0, -5.0]","[-104.655517578125, -2.527963638305664, 0.1695464700460434]","[41, 19]",True,False,210,2.4959230582131005,0,0,0,[False],[None],0.9999999999999997,1.0,0.6735743580402425,False,none,"[45, 19]","[42, 22]",search_info,algorithm_segment_path,holoocean_agent_proxy,static,simple_ring_v1,soft_clearance_astar_v1,ucb,dynamic_target_search_catchable,Phase 3C-1-catchable dynamic target search positive-control run; target agent follows a catchable schedule near the search corridor; no HoloOcean sonar/camera.,OpenWater
95,"[41, 19]","[-104.79165649414062, -7.512473106384277]","[25, 30]","[-50.0, 75.0]","[-50.0770378112793, 74.98281860351562, 0.16231757402420044]","[25, 30]",10,0.07893033576245738,"[[41, 19], [42, 19], [43, 19], [44, 19], [45, 19]]","[42, 19]","[-105.0, -10.0]","[-104.79165649414062, -7.512473106384277, 0.16953496634960175]","[42, 19]",True,False,206,2.4962365799129023,0,0,0,[False],[None],0.9999999999999999,1.0,0.8016354627607144,False,none,"[45, 19]","[42, 22]",search_info,algorithm_segment_path,holoocean_agent_proxy,static,simple_ring_v1,soft_clearance_astar_v1,ucb,dynamic_target_search_catchable,Phase 3C-1-catchable dynamic target search positive-control run; target agent follows a catchable schedule near the search corridor; no HoloOcean sonar/camera.,OpenWater
96,"[42, 19]","[-102.4976806640625, -10.04335880279541]","[25, 30]","[-50.0, 75.0]","[-50.07698059082031, 74.9825668334961, 0.1622784286737442]","[25, 30]",10,0.07892844379604928,"[[42, 19], [42, 20], [42, 21], [42, 22], [42, 23], [43, 23], [44, 23], [45, 23], [46, 23]]","[42, 20]","[-100.0, -10.0]","[-102.4976806640625, -10.04335880279541, 0.16844210028648376]","[42, 20]",True,False,187,2.498056982018533,0,0,0,[False],[None],1.0000000000000002,1.0,0.7842971931845429,True,commit_expired,"[46, 23]","[42, 22]",search_info,algorithm_segment_path,holoocean_agent_proxy,static,simple_ring_v1,soft_clearance_astar_v1,ucb,dynamic_target_search_catchable,Phase 3C-1-catchable dynamic target search positive-control run; target agent follows a catchable schedule near the search corridor; no HoloOcean sonar/camera.,OpenWater
97,"[42, 20]","[-97.48804473876953, -9.914031982421875]","[25, 30]","[-50.0, 75.0]","[-50.0769157409668, 74.98228454589844, 0.16231666505336761]","[25, 30]",10,0.07892784948209747,"[[42, 20], [42, 21], [42, 22], [42, 23], [43, 23], [44, 23], [45, 23], [46, 23]]","[42, 21]","[-95.0, -10.0]","[-97.48804473876953, -9.914031982421875, 0.17040814459323883]","[42, 21]",True,False,207,2.4895294981512186,0,0,0,[False],[None],1.0,1.0,0.7762422183080362,False,none,"[46, 23]","[42, 22]",search_info,algorithm_segment_path,holoocean_agent_proxy,static,simple_ring_v1,soft_clearance_astar_v1,ucb,dynamic_target_search_catchable,Phase 3C-1-catchable dynamic target search positive-control run; target agent follows a catchable schedule near the search corridor; no HoloOcean sonar/camera.,OpenWater
98,"[42, 21]","[-92.49418640136719, -9.981053352355957]","[25, 30]","[-50.0, 75.0]","[-50.07685089111328, 74.98200225830078, 0.16225171089172363]","[25, 30]",10,0.07892922514569357,"[[42, 21], [42, 22], [42, 23], [43, 23], [44, 23], [45, 23], [46, 23]]","[42, 22]","[-90.0, -10.0]","[-92.49418640136719, -9.981053352355957, 0.17158743739128113]","[42, 22]",True,False,206,2.4942583627647616,0,0,0,[False],[None],1.0,1.0,0.706520384340573,False,none,"[46, 23]","[42, 22]",search_info,algorithm_segment_path,holoocean_agent_proxy,static,simple_ring_v1,soft_clearance_astar_v1,ucb,dynamic_target_search_catchable,Phase 3C-1-catchable dynamic target search positive-control run; target agent follows a catchable schedule near the search corridor; no HoloOcean sonar/camera.,OpenWater
