step,robot_pos_before,sv_world_before,target_waypoint_cell,target_waypoint_world,target_world_current,target_cell_current,target_motion_ticks,target_distance_to_waypoint_m,segment_path,next_cell,next_cell_world,sv_final_world,sv_final_projected_cell,arrived,timeout,ticks,distance_to_next_cell_m,found_count_before,found_count_after,detected_count_this_step,found_mask,find_times,remaining_intensity_mass,search_info_map_peak,search_info_map_mean,replanned,replan_reason,committed_viewpoint,committed_anchor,anchor_source,target_cell_source,target_motion_source,target_motion_mode_for_policy,viewpoint_generation_mode,path_safety_mode,clue_acquisition_mode,run_label,phase_note,world,sv_control_scheme,target_control_scheme,sv_controller_type,sv_controller_config,sv_fast_controller_enabled
21,"[2, 20]","[-97.29930114746094, 189.1158905029297]","[20, 25]","[-75.0, 100.0]","[-86.19524383544922, 101.86495971679688, 0.1653219312429428]","[20, 22]",10,14.34215179389294,"[[2, 20], [2, 21], [2, 22], [2, 23], [2, 24], [2, 25], [2, 26], [2, 27], [2, 28]]","[2, 21]","[-95.0, 190.0]","[-97.29930114746094, 189.1158905029297, 0.1688823699951172]","[2, 21]",True,False,61,2.4634194465265358,0,0,0,[False],[63],0.9999999999999997,1.0,0.916395554244262,True,commit_expired,"[39, 40]","[42, 42]",search_info,algorithm_segment_path,holoocean_agent_proxy,static,simple_ring_v1,soft_clearance_astar_v1,ucb,dynamic_target_search_fastsv,"Phase 3D-1 fast search-USV controller run; sv uses control_scheme=0 fast controller, target remains control_scheme=1 waypoint proxy; OpenWater, no sonar/camera.",OpenWater,0,1,fast_twin_propeller_controller,"{'MAX_FORCE': 8000.0, 'MIN_FORCE': 1500.0, 'TURN_GAIN': 0.8, 'DIST_SLOW_RADIUS_M': 8.0, 'SV_ARRIVAL_RADIUS_M': 2.5, 'MAX_TICKS_PER_CELL': 400}",True
22,"[2, 21]","[-92.30119323730469, 190.88441467285156]","[20, 25]","[-75.0, 100.0]","[-82.86275482177734, 101.32127380371094, 0.1652604341506958]","[20, 23]",10,10.800732208914184,"[[2, 21], [2, 22], [2, 23], [2, 24], [2, 25], [2, 26], [2, 27], [2, 28]]","[2, 22]","[-90.0, 190.0]","[-92.30119323730469, 190.88441467285156, 0.17748647928237915]","[2, 22]",True,False,61,2.4652950389298165,0,0,0,[False],[63],1.0000000000000004,1.0,0.9107158917047431,False,none,"[39, 40]","[42, 42]",search_info,algorithm_segment_path,holoocean_agent_proxy,static,simple_ring_v1,soft_clearance_astar_v1,ucb,dynamic_target_search_fastsv,"Phase 3D-1 fast search-USV controller run; sv uses control_scheme=0 fast controller, target remains control_scheme=1 waypoint proxy; OpenWater, no sonar/camera.",OpenWater,0,1,fast_twin_propeller_controller,"{'MAX_FORCE': 8000.0, 'MIN_FORCE': 1500.0, 'TURN_GAIN': 0.8, 'DIST_SLOW_RADIUS_M': 8.0, 'SV_ARRIVAL_RADIUS_M': 2.5, 'MAX_TICKS_PER_CELL': 400}",True
23,"[2, 22]","[-87.30171966552734, 189.1158447265625]","[20, 25]","[-75.0, 100.0]","[-80.4381332397461, 100.91576385498047, 0.1658315807580948]","[20, 24]",10,7.529839521662437,"[[2, 22], [2, 23], [2, 24], [2, 25], [2, 26], [2, 27], [2, 28]]","[2, 23]","[-85.0, 190.0]","[-87.30171966552734, 189.1158447265625, 0.16876117885112762]","[2, 23]",True,False,61,2.4656934047489862,0,0,0,[False],[63],1.0,1.0,0.9161063112230519,False,none,"[39, 40]","[42, 42]",search_info,algorithm_segment_path,holoocean_agent_proxy,static,simple_ring_v1,soft_clearance_astar_v1,ucb,dynamic_target_search_fastsv,"Phase 3D-1 fast search-USV controller run; sv uses control_scheme=0 fast controller, target remains control_scheme=1 waypoint proxy; OpenWater, no sonar/camera.",OpenWater,0,1,fast_twin_propeller_controller,"{'MAX_FORCE': 8000.0, 'MIN_FORCE': 1500.0, 'TURN_GAIN': 0.8, 'DIST_SLOW_RADIUS_M': 8.0, 'SV_ARRIVAL_RADIUS_M': 2.5, 'MAX_TICKS_PER_CELL': 400}",True
24,"[2, 23]","[-82.30302429199219, 190.8843536376953]","[20, 25]","[-75.0, 100.0]","[-78.7682113647461, 100.63426971435547, 0.16488344967365265]","[20, 24]",10,5.209279859612473,"[[2, 23], [2, 24], [2, 25], [2, 26], [2, 27], [2, 28]]","[2, 24]","[-80.0, 190.0]","[-82.30302429199219, 190.8843536376953, 0.17786024510860443]","[2, 24]",True,False,61,2.4669824170453762,0,0,0,[False],[63],1.0000000000000002,1.0,0.9110759430441392,False,none,"[39, 40]","[42, 42]",search_info,algorithm_segment_path,holoocean_agent_proxy,static,simple_ring_v1,soft_clearance_astar_v1,ucb,dynamic_target_search_fastsv,"Phase 3D-1 fast search-USV controller run; sv uses control_scheme=0 fast controller, target remains control_scheme=1 waypoint proxy; OpenWater, no sonar/camera.",OpenWater,0,1,fast_twin_propeller_controller,"{'MAX_FORCE': 8000.0, 'MIN_FORCE': 1500.0, 'TURN_GAIN': 0.8, 'DIST_SLOW_RADIUS_M': 8.0, 'SV_ARRIVAL_RADIUS_M': 2.5, 'MAX_TICKS_PER_CELL': 400}",True
25,"[2, 24]","[-77.30341339111328, 189.11582946777344]","[20, 25]","[-75.0, 100.0]","[-77.61824798583984, 100.44054412841797, 0.1651097983121872]","[20, 24]",10,3.6108810086028487,"[[2, 24], [2, 25], [2, 26], [2, 27], [2, 28]]","[2, 25]","[-75.0, 190.0]","[-77.30341339111328, 189.11582946777344, 0.16884984076023102]","[2, 25]",True,False,61,2.4672800368863257,0,0,0,[False],[63],0.9999999999999997,1.0,0.9135337526933078,False,none,"[39, 40]","[42, 42]",search_info,algorithm_segment_path,holoocean_agent_proxy,static,simple_ring_v1,soft_clearance_astar_v1,ucb,dynamic_target_search_fastsv,"Phase 3D-1 fast search-USV controller run; sv uses control_scheme=0 fast controller, target remains control_scheme=1 waypoint proxy; OpenWater, no sonar/camera.",OpenWater,0,1,fast_twin_propeller_controller,"{'MAX_FORCE': 8000.0, 'MIN_FORCE': 1500.0, 'TURN_GAIN': 0.8, 'DIST_SLOW_RADIUS_M': 8.0, 'SV_ARRIVAL_RADIUS_M': 2.5, 'MAX_TICKS_PER_CELL': 400}",True
26,"[2, 25]","[-72.3043212890625, 190.88430786132812]","[20, 25]","[-75.0, 100.0]","[-76.82647705078125, 100.30728912353516, 0.16514991223812103]","[20, 25]",10,2.5102282311136173,"[[2, 25], [2, 26], [2, 27], [2, 28], [2, 29], [2, 30], [2, 31], [2, 32], [2, 33]]","[2, 26]","[-70.0, 190.0]","[-72.3043212890625, 190.88430786132812, 0.1778724193572998]","[2, 26]",True,False,61,2.4681768568790576,0,0,0,[False],[63],1.0,1.0,0.8937712531123282,True,commit_expired,"[40, 40]","[43, 42]",search_info,algorithm_segment_path,holoocean_agent_proxy,static,simple_ring_v1,soft_clearance_astar_v1,ucb,dynamic_target_search_fastsv,"Phase 3D-1 fast search-USV controller run; sv uses control_scheme=0 fast controller, target remains control_scheme=1 waypoint proxy; OpenWater, no sonar/camera.",OpenWater,0,1,fast_twin_propeller_controller,"{'MAX_FORCE': 8000.0, 'MIN_FORCE': 1500.0, 'TURN_GAIN': 0.8, 'DIST_SLOW_RADIUS_M': 8.0, 'SV_ARRIVAL_RADIUS_M': 2.5, 'MAX_TICKS_PER_CELL': 400}",True
27,"[2, 26]","[-67.30461120605469, 189.1157989501953]","[20, 25]","[-75.0, 100.0]","[-76.28141021728516, 100.21559143066406, 0.1651923805475235]","[20, 25]",10,1.7524444393581842,"[[2, 26], [2, 27], [2, 28], [2, 29], [2, 30], [2, 31], [2, 32], [2, 33]]","[2, 27]","[-65.0, 190.0]","[-67.30461120605469, 189.1157989501953, 0.16874933242797852]","[2, 27]",True,False,61,2.4684092666226465,0,0,0,[False],[63],1.0000000000000004,1.0,0.9129557562829477,False,none,"[40, 40]","[43, 42]",search_info,algorithm_segment_path,holoocean_agent_proxy,static,simple_ring_v1,soft_clearance_astar_v1,ucb,dynamic_target_search_fastsv,"Phase 3D-1 fast search-USV controller run; sv uses control_scheme=0 fast controller, target remains control_scheme=1 waypoint proxy; OpenWater, no sonar/camera.",OpenWater,0,1,fast_twin_propeller_controller,"{'MAX_FORCE': 8000.0, 'MIN_FORCE': 1500.0, 'TURN_GAIN': 0.8, 'DIST_SLOW_RADIUS_M': 8.0, 'SV_ARRIVAL_RADIUS_M': 2.5, 'MAX_TICKS_PER_CELL': 400}",True
28,"[2, 27]","[-62.30523681640625, 190.88427734375]","[20, 25]","[-75.0, 100.0]","[-75.90621185302734, 100.1524658203125, 0.165244460105896]","[20, 25]",10,1.230787598765478,"[[2, 27], [2, 28], [2, 29], [2, 30], [2, 31], [2, 32], [2, 33]]","[2, 28]","[-60.0, 190.0]","[-62.30523681640625, 190.88427734375, 0.17778369784355164]","[2, 28]",True,False,61,2.46902069662941,0,0,0,[False],[63],1.0,1.0,0.8848290482380833,False,none,"[40, 40]","[43, 42]",search_info,algorithm_segment_path,holoocean_agent_proxy,static,simple_ring_v1,soft_clearance_astar_v1,ucb,dynamic_target_search_fastsv,"Phase 3D-1 fast search-USV controller run; sv uses control_scheme=0 fast controller, target remains control_scheme=1 waypoint proxy; OpenWater, no sonar/camera.",OpenWater,0,1,fast_twin_propeller_controller,"{'MAX_FORCE': 8000.0, 'MIN_FORCE': 1500.0, 'TURN_GAIN': 0.8, 'DIST_SLOW_RADIUS_M': 8.0, 'SV_ARRIVAL_RADIUS_M': 2.5, 'MAX_TICKS_PER_CELL': 400}",True
29,"[2, 28]","[-57.305450439453125, 189.1157989501953]","[20, 25]","[-75.0, 100.0]","[-75.64796447753906, 100.10901641845703, 0.1652752310037613]","[20, 25]",10,0.8717087504619913,"[[2, 28], [2, 29], [2, 30], [2, 31], [2, 32], [2, 33]]","[2, 29]","[-55.0, 190.0]","[-57.305450439453125, 189.1157989501953, 0.16876371204853058]","[2, 29]",True,False,61,2.4691928286892297,0,0,0,[False],[63],1.0,1.0,0.8899867365645505,False,none,"[40, 40]","[43, 42]",search_info,algorithm_segment_path,holoocean_agent_proxy,static,simple_ring_v1,soft_clearance_astar_v1,ucb,dynamic_target_search_fastsv,"Phase 3D-1 fast search-USV controller run; sv uses control_scheme=0 fast controller, target remains control_scheme=1 waypoint proxy; OpenWater, no sonar/camera.",OpenWater,0,1,fast_twin_propeller_controller,"{'MAX_FORCE': 8000.0, 'MIN_FORCE': 1500.0, 'TURN_GAIN': 0.8, 'DIST_SLOW_RADIUS_M': 8.0, 'SV_ARRIVAL_RADIUS_M': 2.5, 'MAX_TICKS_PER_CELL': 400}",True
30,"[2, 29]","[-52.305885314941406, 190.88426208496094]","[20, 25]","[-75.0, 100.0]","[-75.47022247314453, 100.07911682128906, 0.1653001308441162]","[20, 25]",10,0.6245543361081681,"[[2, 29], [2, 30], [2, 31], [2, 32], [2, 33]]","[2, 30]","[-50.0, 190.0]","[-52.305885314941406, 190.88426208496094, 0.1779678463935852]","[2, 30]",True,False,61,2.4696207240306944,0,0,0,[False],[63],0.9999999999999996,1.0,0.9018197995237831,False,none,"[40, 40]","[43, 42]",search_info,algorithm_segment_path,holoocean_agent_proxy,static,simple_ring_v1,soft_clearance_astar_v1,ucb,dynamic_target_search_fastsv,"Phase 3D-1 fast search-USV controller run; sv uses control_scheme=0 fast controller, target remains control_scheme=1 waypoint proxy; OpenWater, no sonar/camera.",OpenWater,0,1,fast_twin_propeller_controller,"{'MAX_FORCE': 8000.0, 'MIN_FORCE': 1500.0, 'TURN_GAIN': 0.8, 'DIST_SLOW_RADIUS_M': 8.0, 'SV_ARRIVAL_RADIUS_M': 2.5, 'MAX_TICKS_PER_CELL': 400}",True
31,"[2, 30]","[-47.3060302734375, 189.11578369140625]","[25, 25]","[-75.0, 75.0]","[-72.82870483398438, 98.72087097167969, 0.1682974100112915]","[20, 25]",10,25.043269259481292,"[[2, 30], [2, 31], [2, 32], [2, 33], [2, 34], [2, 35], [2, 36], [2, 37], [2, 38]]","[2, 31]","[-45.0, 190.0]","[-47.3060302734375, 189.11578369140625, 0.1686268001794815]","[2, 31]",True,False,61,2.4697396831231804,0,0,0,[False],[63],1.0000000000000002,1.0,0.8986144059386828,True,commit_expired,"[41, 38]","[43, 41]",search_info,algorithm_segment_path,holoocean_agent_proxy,static,simple_ring_v1,soft_clearance_astar_v1,ucb,dynamic_target_search_fastsv,"Phase 3D-1 fast search-USV controller run; sv uses control_scheme=0 fast controller, target remains control_scheme=1 waypoint proxy; OpenWater, no sonar/camera.",OpenWater,0,1,fast_twin_propeller_controller,"{'MAX_FORCE': 8000.0, 'MIN_FORCE': 1500.0, 'TURN_GAIN': 0.8, 'DIST_SLOW_RADIUS_M': 8.0, 'SV_ARRIVAL_RADIUS_M': 2.5, 'MAX_TICKS_PER_CELL': 400}",True
32,"[2, 31]","[-42.306339263916016, 190.88424682617188]","[25, 25]","[-75.0, 75.0]","[-72.16073608398438, 95.34879302978516, 0.16856931149959564]","[20, 25]",10,23.388278435956032,"[[2, 31], [2, 32], [2, 33], [2, 34], [2, 35], [2, 36], [2, 37], [2, 38]]","[2, 32]","[-40.0, 190.0]","[-42.306339263916016, 190.88424682617188, 0.17759107053279877]","[2, 32]",True,False,61,2.470039119098259,0,0,0,[False],[63],1.0,1.0,0.9100911035056282,False,none,"[41, 38]","[43, 41]",search_info,algorithm_segment_path,holoocean_agent_proxy,static,simple_ring_v1,soft_clearance_astar_v1,ucb,dynamic_target_search_fastsv,"Phase 3D-1 fast search-USV controller run; sv uses control_scheme=0 fast controller, target remains control_scheme=1 waypoint proxy; OpenWater, no sonar/camera.",OpenWater,0,1,fast_twin_propeller_controller,"{'MAX_FORCE': 8000.0, 'MIN_FORCE': 1500.0, 'TURN_GAIN': 0.8, 'DIST_SLOW_RADIUS_M': 8.0, 'SV_ARRIVAL_RADIUS_M': 2.5, 'MAX_TICKS_PER_CELL': 400}",True
33,"[2, 32]","[-37.30644989013672, 189.11578369140625]","[25, 25]","[-75.0, 75.0]","[-72.80995178222656, 91.87495422363281, 0.1664174497127533]","[21, 26]",10,19.99877796701067,"[[2, 32], [2, 33], [2, 34], [2, 35], [2, 36], [2, 37], [2, 38]]","[2, 33]","[-35.0, 190.0]","[-37.30644989013672, 189.11578369140625, 0.1686328947544098]","[2, 33]",True,False,61,2.4701314896367035,0,0,0,[False],[63],0.9999999999999999,1.0,0.8713284814930319,False,none,"[41, 38]","[43, 41]",search_info,algorithm_segment_path,holoocean_agent_proxy,static,simple_ring_v1,soft_clearance_astar_v1,ucb,dynamic_target_search_fastsv,"Phase 3D-1 fast search-USV controller run; sv uses control_scheme=0 fast controller, target remains control_scheme=1 waypoint proxy; OpenWater, no sonar/camera.",OpenWater,0,1,fast_twin_propeller_controller,"{'MAX_FORCE': 8000.0, 'MIN_FORCE': 1500.0, 'TURN_GAIN': 0.8, 'DIST_SLOW_RADIUS_M': 8.0, 'SV_ARRIVAL_RADIUS_M': 2.5, 'MAX_TICKS_PER_CELL': 400}",True
34,"[2, 33]","[-32.306671142578125, 190.88424682617188]","[25, 25]","[-75.0, 75.0]","[-73.40226745605469, 88.3863296508789, 0.16774961352348328]","[22, 25]",10,16.469560550379043,"[[2, 33], [2, 34], [2, 35], [2, 36], [2, 37], [2, 38]]","[2, 34]","[-30.0, 190.0]","[-32.306671142578125, 190.88424682617188, 0.17784909904003143]","[2, 34]",True,False,61,2.4703490056260686,0,0,0,[False],[63],1.0000000000000004,1.0,0.8706403075973262,False,none,"[41, 38]","[43, 41]",search_info,algorithm_segment_path,holoocean_agent_proxy,static,simple_ring_v1,soft_clearance_astar_v1,ucb,dynamic_target_search_fastsv,"Phase 3D-1 fast search-USV controller run; sv uses control_scheme=0 fast controller, target remains control_scheme=1 waypoint proxy; OpenWater, no sonar/camera.",OpenWater,0,1,fast_twin_propeller_controller,"{'MAX_FORCE': 8000.0, 'MIN_FORCE': 1500.0, 'TURN_GAIN': 0.8, 'DIST_SLOW_RADIUS_M': 8.0, 'SV_ARRIVAL_RADIUS_M': 2.5, 'MAX_TICKS_PER_CELL': 400}",True
35,"[2, 34]","[-27.30674934387207, 189.11578369140625]","[25, 25]","[-75.0, 75.0]","[-73.83719635009766, 84.87191009521484, 0.16505609452724457]","[22, 25]",10,12.93288052106967,"[[2, 34], [2, 35], [2, 36], [2, 37], [2, 38]]","[2, 35]","[-25.0, 190.0]","[-27.30674934387207, 189.11578369140625, 0.1686525195837021]","[2, 35]",True,False,61,2.470411102597579,0,0,0,[False],[63],1.0,1.0,0.8924346806830755,False,none,"[41, 38]","[43, 41]",search_info,algorithm_segment_path,holoocean_agent_proxy,static,simple_ring_v1,soft_clearance_astar_v1,ucb,dynamic_target_search_fastsv,"Phase 3D-1 fast search-USV controller run; sv uses control_scheme=0 fast controller, target remains control_scheme=1 waypoint proxy; OpenWater, no sonar/camera.",OpenWater,0,1,fast_twin_propeller_controller,"{'MAX_FORCE': 8000.0, 'MIN_FORCE': 1500.0, 'TURN_GAIN': 0.8, 'DIST_SLOW_RADIUS_M': 8.0, 'SV_ARRIVAL_RADIUS_M': 2.5, 'MAX_TICKS_PER_CELL': 400}",True
36,"[2, 35]","[-22.30689239501953, 190.8842315673828]","[25, 25]","[-75.0, 75.0]","[-74.18627166748047, 81.83606719970703, 0.16522584855556488]","[23, 25]",10,9.399360500607283,"[[2, 35], [2, 36], [2, 37], [3, 37], [4, 37], [5, 37], [6, 37], [7, 37], [8, 37]]","[2, 36]","[-20.0, 190.0]","[-22.30689239501953, 190.8842315673828, 0.17764811217784882]","[2, 36]",True,False,61,2.470550138522838,0,0,0,[False],[63],1.0,1.0,0.8884481497372781,True,commit_expired,"[42, 37]","[43, 41]",search_info,algorithm_segment_path,holoocean_agent_proxy,static,simple_ring_v1,soft_clearance_astar_v1,ucb,dynamic_target_search_fastsv,"Phase 3D-1 fast search-USV controller run; sv uses control_scheme=0 fast controller, target remains control_scheme=1 waypoint proxy; OpenWater, no sonar/camera.",OpenWater,0,1,fast_twin_propeller_controller,"{'MAX_FORCE': 8000.0, 'MIN_FORCE': 1500.0, 'TURN_GAIN': 0.8, 'DIST_SLOW_RADIUS_M': 8.0, 'SV_ARRIVAL_RADIUS_M': 2.5, 'MAX_TICKS_PER_CELL': 400}",True
37,"[2, 36]","[-17.306947708129883, 189.11578369140625]","[25, 25]","[-75.0, 75.0]","[-74.43363189697266, 79.73085021972656, 0.16572755575180054]","[24, 25]",10,6.502084554012714,"[[2, 36], [2, 37], [3, 37], [4, 37], [5, 37], [6, 37], [7, 37], [8, 37]]","[2, 37]","[-15.0, 190.0]","[-17.306947708129883, 189.11578369140625, 0.16868339478969574]","[2, 37]",True,False,61,2.470596326482511,0,0,0,[False],[63],0.9999999999999998,1.0,0.8998493600364101,False,none,"[42, 37]","[43, 41]",search_info,algorithm_segment_path,holoocean_agent_proxy,static,simple_ring_v1,soft_clearance_astar_v1,ucb,dynamic_target_search_fastsv,"Phase 3D-1 fast search-USV controller run; sv uses control_scheme=0 fast controller, target remains control_scheme=1 waypoint proxy; OpenWater, no sonar/camera.",OpenWater,0,1,fast_twin_propeller_controller,"{'MAX_FORCE': 8000.0, 'MIN_FORCE': 1500.0, 'TURN_GAIN': 0.8, 'DIST_SLOW_RADIUS_M': 8.0, 'SV_ARRIVAL_RADIUS_M': 2.5, 'MAX_TICKS_PER_CELL': 400}",True
38,"[2, 37]","[-15.268658638000488, 187.37551879882812]","[25, 25]","[-75.0, 75.0]","[-74.61280059814453, 78.2311019897461, 0.16494061052799225]","[24, 25]",10,4.501328835598332,"[[2, 37], [3, 37], [4, 37], [5, 37], [6, 37], [7, 37], [8, 37]]","[3, 37]","[-15.0, 185.0]","[-15.268658638000488, 187.37551879882812, 0.20720289647579193]","[3, 37]",True,False,64,2.3906624662126803,0,0,0,[False],[63],1.0000000000000002,1.0,0.8989741605143844,False,none,"[42, 37]","[43, 41]",search_info,algorithm_segment_path,holoocean_agent_proxy,static,simple_ring_v1,soft_clearance_astar_v1,ucb,dynamic_target_search_fastsv,"Phase 3D-1 fast search-USV controller run; sv uses control_scheme=0 fast controller, target remains control_scheme=1 waypoint proxy; OpenWater, no sonar/camera.",OpenWater,0,1,fast_twin_propeller_controller,"{'MAX_FORCE': 8000.0, 'MIN_FORCE': 1500.0, 'TURN_GAIN': 0.8, 'DIST_SLOW_RADIUS_M': 8.0, 'SV_ARRIVAL_RADIUS_M': 2.5, 'MAX_TICKS_PER_CELL': 400}",True
39,"[3, 37]","[-16.199974060058594, 182.11949157714844]","[25, 25]","[-75.0, 75.0]","[-74.73068237304688, 77.24860382080078, 0.16511058807373047]","[24, 25]",10,3.0757335988868655,"[[3, 37], [4, 37], [5, 37], [6, 37], [7, 37], [8, 37]]","[4, 37]","[-15.0, 180.0]","[-16.199974060058594, 182.11949157714844, 0.20949240028858185]","[4, 37]",True,False,61,2.4356071707926703,0,0,0,[False],[63],1.0,1.0,0.8994822888719154,False,none,"[42, 37]","[43, 41]",search_info,algorithm_segment_path,holoocean_agent_proxy,static,simple_ring_v1,soft_clearance_astar_v1,ucb,dynamic_target_search_fastsv,"Phase 3D-1 fast search-USV controller run; sv uses control_scheme=0 fast controller, target remains control_scheme=1 waypoint proxy; OpenWater, no sonar/camera.",OpenWater,0,1,fast_twin_propeller_controller,"{'MAX_FORCE': 8000.0, 'MIN_FORCE': 1500.0, 'TURN_GAIN': 0.8, 'DIST_SLOW_RADIUS_M': 8.0, 'SV_ARRIVAL_RADIUS_M': 2.5, 'MAX_TICKS_PER_CELL': 400}",True
40,"[4, 37]","[-14.142351150512695, 177.2916259765625]","[25, 25]","[-75.0, 75.0]","[-74.81080627441406, 76.58006286621094, 0.16520829498767853]","[25, 25]",10,2.1417909609571253,"[[4, 37], [5, 37], [6, 37], [7, 37], [8, 37]]","[5, 37]","[-15.0, 175.0]","[-14.142351150512695, 177.2916259765625, 0.19157356023788452]","[5, 37]",True,False,60,2.4468574060379837,0,0,0,[False],[63],0.9999999999999998,1.0,0.8977548277067942,False,none,"[42, 37]","[43, 41]",search_info,algorithm_segment_path,holoocean_agent_proxy,static,simple_ring_v1,soft_clearance_astar_v1,ucb,dynamic_target_search_fastsv,"Phase 3D-1 fast search-USV controller run; sv uses control_scheme=0 fast controller, target remains control_scheme=1 waypoint proxy; OpenWater, no sonar/camera.",OpenWater,0,1,fast_twin_propeller_controller,"{'MAX_FORCE': 8000.0, 'MIN_FORCE': 1500.0, 'TURN_GAIN': 0.8, 'DIST_SLOW_RADIUS_M': 8.0, 'SV_ARRIVAL_RADIUS_M': 2.5, 'MAX_TICKS_PER_CELL': 400}",True
41,"[5, 37]","[-15.818014144897461, 172.31719970703125]","[25, 25]","[-75.0, 75.0]","[-74.86554718017578, 76.12289428710938, 0.16526153683662415]","[25, 25]",10,1.5063043245956718,"[[5, 37], [6, 37], [7, 37], [8, 37], [9, 37], [10, 37], [11, 37], [12, 37], [13, 37]]","[6, 37]","[-15.0, 170.0]","[-15.818014144897461, 172.31719970703125, 0.17298929393291473]","[6, 37]",True,False,59,2.4573484945196595,0,0,0,[False],[63],1.0000000000000004,1.0,0.902829536156409,True,commit_expired,"[42, 37]","[43, 41]",search_info,algorithm_segment_path,holoocean_agent_proxy,static,simple_ring_v1,soft_clearance_astar_v1,ucb,dynamic_target_search_fastsv,"Phase 3D-1 fast search-USV controller run; sv uses control_scheme=0 fast controller, target remains control_scheme=1 waypoint proxy; OpenWater, no sonar/camera.",OpenWater,0,1,fast_twin_propeller_controller,"{'MAX_FORCE': 8000.0, 'MIN_FORCE': 1500.0, 'TURN_GAIN': 0.8, 'DIST_SLOW_RADIUS_M': 8.0, 'SV_ARRIVAL_RADIUS_M': 2.5, 'MAX_TICKS_PER_CELL': 400}",True
42,"[6, 37]","[-14.052727699279785, 167.2781219482422]","[25, 25]","[-75.0, 75.0]","[-74.90543365478516, 75.78974914550781, 0.16525466740131378]","[25, 25]",10,1.0717567700929191,"[[6, 37], [7, 37], [8, 37], [9, 37], [10, 37], [11, 37], [12, 37], [13, 37]]","[7, 37]","[-15.0, 165.0]","[-14.052727699279785, 167.2781219482422, 0.17933420836925507]","[7, 37]",True,False,63,2.4672179520209703,0,0,0,[False],[63],1.0000000000000002,1.0,0.8772964789036595,False,none,"[42, 37]","[43, 41]",search_info,algorithm_segment_path,holoocean_agent_proxy,static,simple_ring_v1,soft_clearance_astar_v1,ucb,dynamic_target_search_fastsv,"Phase 3D-1 fast search-USV controller run; sv uses control_scheme=0 fast controller, target remains control_scheme=1 waypoint proxy; OpenWater, no sonar/camera.",OpenWater,0,1,fast_twin_propeller_controller,"{'MAX_FORCE': 8000.0, 'MIN_FORCE': 1500.0, 'TURN_GAIN': 0.8, 'DIST_SLOW_RADIUS_M': 8.0, 'SV_ARRIVAL_RADIUS_M': 2.5, 'MAX_TICKS_PER_CELL': 400}",True
43,"[7, 37]","[-15.84825325012207, 162.3026123046875]","[25, 25]","[-75.0, 75.0]","[-74.93167877197266, 75.570556640625, 0.16530850529670715]","[25, 25]",10,0.7550963740704737,"[[7, 37], [8, 37], [9, 37], [10, 37], [11, 37], [12, 37], [13, 37]]","[8, 37]","[-15.0, 160.0]","[-15.84825325012207, 162.3026123046875, 0.17018170654773712]","[8, 37]",True,False,60,2.4538861020921354,0,0,0,[False],[63],1.0,1.0,0.8990321477888262,False,none,"[42, 37]","[43, 41]",search_info,algorithm_segment_path,holoocean_agent_proxy,static,simple_ring_v1,soft_clearance_astar_v1,ucb,dynamic_target_search_fastsv,"Phase 3D-1 fast search-USV controller run; sv uses control_scheme=0 fast controller, target remains control_scheme=1 waypoint proxy; OpenWater, no sonar/camera.",OpenWater,0,1,fast_twin_propeller_controller,"{'MAX_FORCE': 8000.0, 'MIN_FORCE': 1500.0, 'TURN_GAIN': 0.8, 'DIST_SLOW_RADIUS_M': 8.0, 'SV_ARRIVAL_RADIUS_M': 2.5, 'MAX_TICKS_PER_CELL': 400}",True
44,"[8, 37]","[-14.092934608459473, 157.244384765625]","[25, 25]","[-75.0, 75.0]","[-74.95027160644531, 75.41532897949219, 0.16531497240066528]","[25, 25]",10,0.5467473686350224,"[[8, 37], [9, 37], [10, 37], [11, 37], [12, 37], [13, 37]]","[9, 37]","[-15.0, 155.0]","[-14.092934608459473, 157.244384765625, 0.17864996194839478]","[9, 37]",True,False,62,2.420750007890149,0,0,0,[False],[63],0.9999999999999998,1.0,0.8977910422011608,False,none,"[42, 37]","[43, 41]",search_info,algorithm_segment_path,holoocean_agent_proxy,static,simple_ring_v1,soft_clearance_astar_v1,ucb,dynamic_target_search_fastsv,"Phase 3D-1 fast search-USV controller run; sv uses control_scheme=0 fast controller, target remains control_scheme=1 waypoint proxy; OpenWater, no sonar/camera.",OpenWater,0,1,fast_twin_propeller_controller,"{'MAX_FORCE': 8000.0, 'MIN_FORCE': 1500.0, 'TURN_GAIN': 0.8, 'DIST_SLOW_RADIUS_M': 8.0, 'SV_ARRIVAL_RADIUS_M': 2.5, 'MAX_TICKS_PER_CELL': 400}",True
