tick_global,waypoint_index,target_row,target_col,target_x,target_y,location_x,location_y,location_z,gps_x,gps_y,gps_z,projected_row,projected_col,distance_to_target_m,arrived,timeout,algorithm_step,target_proxy_x,target_proxy_y,target_proxy_z
28,0,1,2,-190.0,195.0,-193.15011596679688,194.84060668945312,0.21241800487041473,-193.15011596679688,194.84060668945312,0.21241800487041473,1,1,3.154145975016962,False,False,1,-98.80519104003906,99.94725799560547,0.20846858620643616
29,0,1,2,-190.0,195.0,-193.1329803466797,194.83656311035156,0.2157803177833557,-193.1329803466797,194.83656311035156,0.2157803177833557,1,1,3.137240422661153,False,False,1,-98.79872131347656,99.94508361816406,0.21186156570911407
30,0,1,2,-190.0,195.0,-193.1160888671875,194.83250427246094,0.2134210169315338,-193.1160888671875,194.83250427246094,0.2134210169315338,1,1,3.1205872279033824,False,False,1,-98.79232788085938,99.94278717041016,0.20988382399082184
31,0,1,2,-190.0,195.0,-193.09942626953125,194.82846069335938,0.20608878135681152,-193.09942626953125,194.82846069335938,0.20608878135681152,1,1,3.104169604577551,False,False,1,-98.78600311279297,99.94036865234375,0.2031906098127365
32,0,1,2,-190.0,195.0,-193.0829620361328,194.8244171142578,0.19528058171272278,-193.0829620361328,194.8244171142578,0.19528058171272278,1,1,3.087957944338253,False,False,1,-98.77973937988281,99.93782043457031,0.1930772066116333
33,0,1,2,-190.0,195.0,-193.06668090820312,194.8203887939453,0.18222613632678986,-193.06668090820312,194.8203887939453,0.18222613632678986,1,1,3.071936193685989,False,False,1,-98.7735366821289,99.9351577758789,0.18070940673351288
34,0,1,2,-190.0,195.0,-193.05059814453125,194.8163604736328,0.16885541379451752,-193.05059814453125,194.8163604736328,0.16885541379451752,1,1,3.0561205007430368,False,False,1,-98.76739501953125,99.93236541748047,0.16766560077667236
35,0,1,2,-190.0,195.0,-193.03468322753906,194.81234741210938,0.15678770840168,-193.03468322753906,194.81234741210938,0.15678770840168,1,1,3.0404795321213642,False,False,1,-98.76131439208984,99.92945098876953,0.15577785670757294
36,0,1,2,-190.0,195.0,-193.01893615722656,194.808349609375,0.14748020470142365,-193.01893615722656,194.808349609375,0.14748020470142365,1,1,3.0250132881752103,False,False,1,-98.75527954101562,99.92642211914062,0.1462833732366562
37,0,1,2,-190.0,195.0,-193.00332641601562,194.80438232421875,0.1413034051656723,-193.00332641601562,194.80438232421875,0.1413034051656723,1,1,3.0096903223114695,False,False,1,-98.74929809570312,99.92327117919922,0.1395311802625656
38,0,1,2,-190.0,195.0,-192.9878692626953,194.80043029785156,0.1388847529888153,-192.9878692626953,194.80043029785156,0.1388847529888153,1,1,2.994526806855308,False,False,1,-98.74337005615234,99.92000579833984,0.1363057941198349
39,0,1,2,-190.0,195.0,-192.97254943847656,194.7965087890625,0.14031848311424255,-192.97254943847656,194.7965087890625,0.14031848311424255,1,1,2.979506475427791,False,False,1,-98.73748779296875,99.91661834716797,0.13649024069309235
40,0,1,2,-190.0,195.0,-192.9573516845703,194.7926025390625,0.14504270255565643,-192.9573516845703,194.7926025390625,0.14504270255565643,1,1,2.964615100318115,False,False,1,-98.73165893554688,99.91310119628906,0.13980291783809662
41,0,1,2,-190.0,195.0,-192.94229125976562,194.7887420654297,0.15184614062309265,-192.94229125976562,194.7887420654297,0.15184614062309265,1,1,2.949865721047672,False,False,1,-98.72589111328125,99.90946960449219,0.14557893574237823
42,0,1,2,-190.0,195.0,-192.92733764648438,194.78489685058594,0.15981513261795044,-192.92733764648438,194.78489685058594,0.15981513261795044,1,1,2.935229984415621,False,False,1,-98.72017669677734,99.90570831298828,0.15274953842163086
43,0,1,2,-190.0,195.0,-192.91249084472656,194.7810821533203,0.16812747716903687,-192.91249084472656,194.7810821533203,0.16812747716903687,1,1,2.920706754231057,False,False,1,-98.71453094482422,99.90180969238281,0.16047051548957825
44,0,1,2,-190.0,195.0,-192.8977508544922,194.7772979736328,0.17580804228782654,-192.8977508544922,194.7772979736328,0.17580804228782654,1,1,2.906295960025106,False,False,1,-98.70894622802734,99.89778900146484,0.1678646057844162
45,0,1,2,-190.0,195.0,-192.88311767578125,194.7735595703125,0.18192046880722046,-192.88311767578125,194.7735595703125,0.18192046880722046,1,1,2.8919963348177564,False,False,1,-98.70344543457031,99.89363098144531,0.17420107126235962
46,0,1,2,-190.0,195.0,-192.8685760498047,194.76983642578125,0.1860336810350418,-192.8685760498047,194.76983642578125,0.1860336810350418,1,1,2.8777949587158247,False,False,1,-98.6980209350586,99.88933563232422,0.1787635236978531
47,0,1,2,-190.0,195.0,-192.85414123535156,194.7661590576172,0.1877596527338028,-192.85414123535156,194.7661590576172,0.1877596527338028,1,1,2.863704554884918,False,False,1,-98.69268035888672,99.8849105834961,0.18143634498119354
48,0,1,2,-190.0,195.0,-192.83978271484375,194.76251220703125,0.18710198998451233,-192.83978271484375,194.76251220703125,0.18710198998451233,1,1,2.8496958292657317,False,False,1,-98.68743133544922,99.88034057617188,0.18217428028583527
49,0,1,2,-190.0,195.0,-192.82553100585938,194.7589111328125,0.18447548151016235,-192.82553100585938,194.7589111328125,0.18447548151016235,1,1,2.8357978254724796,False,False,1,-98.6822738647461,99.87564086914062,0.1811717450618744
50,0,1,2,-190.0,195.0,-192.81134033203125,194.75535583496094,0.18031223118305206,-192.81134033203125,194.75535583496094,0.18031223118305206,1,1,2.821964781848498,False,False,1,-98.67721557617188,99.87081146240234,0.17866253852844238
51,0,1,2,-190.0,195.0,-192.79725646972656,194.7518310546875,0.17535394430160522,-192.79725646972656,194.7518310546875,0.17535394430160522,1,1,2.8082435049056254,False,False,1,-98.67225646972656,99.8658447265625,0.17485705018043518
52,0,1,2,-190.0,195.0,-192.78323364257812,194.74835205078125,0.17026810348033905,-192.78323364257812,194.74835205078125,0.17026810348033905,1,1,2.794586946137962,False,False,1,-98.66739654541016,99.86074829101562,0.17029741406440735
53,0,1,2,-190.0,195.0,-192.769287109375,194.7449188232422,0.1655966341495514,-192.769287109375,194.7449188232422,0.1655966341495514,1,1,2.781010158357336,False,False,1,-98.66265106201172,99.85552215576172,0.1655891388654709
54,0,1,2,-190.0,195.0,-192.75543212890625,194.7415313720703,0.16176843643188477,-192.75543212890625,194.7415313720703,0.16176843643188477,1,1,2.7675281838913013,False,False,1,-98.65801239013672,99.85016632080078,0.16145355999469757
55,0,1,2,-190.0,195.0,-192.74163818359375,194.73818969726562,0.1591695100069046,-192.74163818359375,194.73818969726562,0.1591695100069046,1,1,2.7541104851398215,False,False,1,-98.65348815917969,99.84468841552734,0.15806952118873596
56,0,1,2,-190.0,195.0,-192.72792053222656,194.73489379882812,0.15791203081607819,-192.72792053222656,194.73489379882812,0.15791203081607819,1,1,2.740772104360929,False,False,1,-98.6490707397461,99.8390884399414,0.1558331400156021
57,0,1,2,-190.0,195.0,-192.71426391601562,194.7316436767578,0.15786175429821014,-192.71426391601562,194.7316436767578,0.15786175429821014,1,1,2.727497703391983,False,False,1,-98.64478302001953,99.83336639404297,0.1548657864332199
58,0,1,2,-190.0,195.0,-192.70068359375,194.7284393310547,0.15889790654182434,-192.70068359375,194.7284393310547,0.15889790654182434,1,1,2.7143023174415264,False,False,1,-98.64061737060547,99.82752990722656,0.1551591008901596
59,0,1,2,-190.0,195.0,-192.68716430664062,194.7252960205078,0.16079416871070862,-192.68716430664062,194.7252960205078,0.16079416871070862,1,1,2.7011690593578614,False,False,1,-98.63658142089844,99.82157897949219,0.15664677321910858
60,0,1,2,-190.0,195.0,-192.67372131347656,194.72218322753906,0.16322928667068481,-192.67372131347656,194.72218322753906,0.16322928667068481,1,1,2.688116035665024,False,False,1,-98.63267517089844,99.81551361083984,0.15891636908054352
61,0,1,2,-190.0,195.0,-192.66033935546875,194.71913146972656,0.1659141480922699,-192.66033935546875,194.71913146972656,0.1659141480922699,1,1,2.6751247854172795,False,False,1,-98.62890625,99.80933380126953,0.16183190047740936
62,0,1,2,-190.0,195.0,-192.6470184326172,194.7161407470703,0.16852977871894836,-192.6470184326172,194.7161407470703,0.16852977871894836,1,1,2.6621950826505847,False,False,1,-98.62528991699219,99.80304718017578,0.16503576934337616
63,0,1,2,-190.0,195.0,-192.63375854492188,194.71319580078125,0.1709066927433014,-192.63375854492188,194.71319580078125,0.1709066927433014,1,1,2.649328352929946,False,False,1,-98.62181854248047,99.7966537475586,0.16785340011119843
64,0,1,2,-190.0,195.0,-192.6205596923828,194.71029663085938,0.17283359169960022,-192.6205596923828,194.71029663085938,0.17283359169960022,1,1,2.636524443928584,False,False,1,-98.61849975585938,99.79016876220703,0.17014804482460022
65,0,1,2,-190.0,195.0,-192.60743713378906,194.7074432373047,0.1741791069507599,-192.60743713378906,194.7074432373047,0.1741791069507599,1,1,2.6237983661213153,False,False,1,-98.61534881591797,99.78357696533203,0.17191417515277863
66,0,1,2,-190.0,195.0,-192.5943603515625,194.7046661376953,0.17488379776477814,-192.5943603515625,194.7046661376953,0.17488379776477814,1,1,2.6111161835474315,False,False,1,-98.61235046386719,99.77689361572266,0.1731468141078949
67,0,1,2,-190.0,195.0,-192.5813446044922,194.70191955566406,0.1750117838382721,-192.5813446044922,194.70191955566406,0.1750117838382721,1,1,2.5984980120131778,False,False,1,-98.60952758789062,99.77012634277344,0.17372389137744904
68,0,1,2,-190.0,195.0,-192.56838989257812,194.69924926757812,0.17462076246738434,-192.56838989257812,194.69924926757812,0.17462076246738434,1,1,2.5859384453907186,False,False,1,-98.60688018798828,99.76326751708984,0.1737707108259201
69,0,1,2,-190.0,195.0,-192.55548095703125,194.6966094970703,0.17376266419887543,-192.55548095703125,194.6966094970703,0.17376266419887543,1,1,2.573427426413514,False,False,1,-98.60440826416016,99.75633239746094,0.17334119975566864
70,0,1,2,-190.0,195.0,-192.5426483154297,194.6940460205078,0.17248421907424927,-192.5426483154297,194.6940460205078,0.17248421907424927,1,1,2.560989709765452,False,False,1,-98.60211181640625,99.74932098388672,0.17254270613193512
71,0,1,2,-190.0,195.0,-192.5298614501953,194.6915283203125,0.17082750797271729,-192.5298614501953,194.6915283203125,0.17082750797271729,1,1,2.548598386241653,False,False,1,-98.5999984741211,99.74224090576172,0.1715306043624878
72,0,1,2,-190.0,195.0,-192.5171356201172,194.68905639648438,0.16900674998760223,-192.5171356201172,194.68905639648438,0.16900674998760223,1,1,2.5362684508210127,False,False,1,-98.59806823730469,99.73509216308594,0.17032712697982788
73,0,1,2,-190.0,195.0,-192.5044708251953,194.68666076660156,0.1672735959291458,-192.5044708251953,194.68666076660156,0.1672735959291458,1,1,2.523995956700646,False,False,1,-98.59632873535156,99.72789001464844,0.16906985640525818
74,0,1,2,-190.0,195.0,-192.49185180664062,194.68429565429688,0.16573688387870789,-192.49185180664062,194.68429565429688,0.16573688387870789,1,2,2.5117712197081135,False,False,1,-98.59478759765625,99.72063446044922,0.16782377660274506
75,0,1,2,-190.0,195.0,-192.4792938232422,194.6820068359375,0.16461218893527985,-192.4792938232422,194.6820068359375,0.16461218893527985,1,2,2.4996034714244866,True,False,1,-98.59342956542969,99.71332550048828,0.16670618951320648
76,0,2,2,-190.0,190.0,-192.1647491455078,194.6400146484375,0.17070762813091278,-192.1647491455078,194.6400146484375,0.17070762813091278,1,2,5.120144021479414,False,False,2,-98.59201049804688,99.6316909790039,0.17141762375831604
77,0,2,2,-190.0,190.0,-192.13021850585938,194.6358642578125,0.17085231840610504,-192.13021850585938,194.6358642578125,0.17085231840610504,1,2,5.101869098631323,False,False,2,-98.59313201904297,99.62432861328125,0.17303867638111115
78,0,2,2,-190.0,190.0,-192.0966339111328,194.63185119628906,0.170539990067482,-192.0966339111328,194.63185119628906,0.170539990067482,1,2,5.08428158758703,False,False,2,-98.5944595336914,99.61700439453125,0.17468568682670593
79,0,2,2,-190.0,190.0,-192.06390380859375,194.6279754638672,0.1700514554977417,-192.06390380859375,194.6279754638672,0.1700514554977417,1,2,5.067332219746846,False,False,2,-98.59599304199219,99.60973358154297,0.17618001997470856
80,0,2,2,-190.0,190.0,-192.03196716308594,194.6241912841797,0.16946297883987427,-192.03196716308594,194.6241912841797,0.16946297883987427,1,2,5.050944029044759,False,False,2,-98.59773254394531,99.6025161743164,0.17747844755649567
81,0,2,2,-190.0,190.0,-192.000732421875,194.62049865722656,0.16878437995910645,-192.000732421875,194.62049865722656,0.16878437995910645,1,2,5.035070810363472,False,False,2,-98.59967803955078,99.5953598022461,0.17854206264019012
82,0,2,2,-190.0,190.0,-191.97015380859375,194.6168670654297,0.16814208030700684,-191.97015380859375,194.6168670654297,0.16814208030700684,1,2,5.019658108812371,False,False,2,-98.6018295288086,99.58826446533203,0.1792769879102707
83,0,2,2,-190.0,190.0,-191.94017028808594,194.61329650878906,0.16759100556373596,-191.94017028808594,194.61329650878906,0.16759100556373596,1,2,5.004674357515864,False,False,2,-98.60417175292969,99.58125305175781,0.17965750396251678
84,0,2,2,-190.0,190.0,-191.91073608398438,194.60977172851562,0.1671806424856186,-191.91073608398438,194.60977172851562,0.1671806424856186,1,2,4.9900809383878615,False,False,2,-98.6067123413086,99.5743179321289,0.17960160970687866
85,0,2,2,-190.0,190.0,-191.8817901611328,194.60626220703125,0.16689664125442505,-191.8817901611328,194.60626220703125,0.16689664125442505,1,2,4.97582010632023,False,False,2,-98.60944366455078,99.56746673583984,0.17921188473701477
86,0,2,2,-190.0,190.0,-191.85330200195312,194.60275268554688,0.1668437421321869,-191.85330200195312,194.60275268554688,0.1668437421321869,1,2,4.961860598077341,False,False,2,-98.61236572265625,99.56071472167969,0.17852181196212769
87,0,2,2,-190.0,190.0,-191.82522583007812,194.5992431640625,0.16693976521492004,-191.82522583007812,194.5992431640625,0.16693976521492004,1,2,4.948180171836917,False,False,2,-98.61547088623047,99.5540542602539,0.17767910659313202
88,0,2,2,-190.0,190.0,-191.79754638671875,194.595703125,0.16716958582401276,-191.79754638671875,194.595703125,0.16716958582401276,1,2,4.934740137589861,False,False,2,-98.6187515258789,99.54750061035156,0.1767578274011612
89,0,2,2,-190.0,190.0,-191.7702178955078,194.59213256835938,0.16751958429813385,-191.7702178955078,194.59213256835938,0.16751958429813385,1,2,4.921519371389589,False,False,2,-98.6222152709961,99.54105377197266,0.17582465708255768
90,0,2,2,-190.0,190.0,-191.74322509765625,194.5885009765625,0.16791871190071106,-191.74322509765625,194.5885009765625,0.16791871190071106,1,2,4.908479902476291,False,False,2,-98.6258544921875,99.53472137451172,0.1748807281255722
91,0,2,2,-190.0,190.0,-191.71653747558594,194.58482360839844,0.1683618426322937,-191.71653747558594,194.58482360839844,0.1683618426322937,1,2,4.895621352312555,False,False,2,-98.62965393066406,99.52851104736328,0.17398583889007568
92,0,2,2,-190.0,190.0,-191.6901397705078,194.58106994628906,0.16878558695316315,-191.6901397705078,194.58106994628906,0.16878558695316315,1,2,4.882906337074783,False,False,2,-98.63361358642578,99.52241516113281,0.17313499748706818
93,0,2,2,-190.0,190.0,-191.66400146484375,194.5772247314453,0.16907408833503723,-191.66400146484375,194.5772247314453,0.16907408833503723,1,2,4.870306675883641,False,False,2,-98.63774108886719,99.5164566040039,0.17232367396354675
94,0,2,2,-190.0,190.0,-191.6381072998047,194.57327270507812,0.16924072802066803,-191.6381072998047,194.57327270507812,0.16924072802066803,1,2,4.85779978598192,False,False,2,-98.64201354980469,99.5106201171875,0.17160652577877045
95,0,2,2,-190.0,190.0,-191.61245727539062,194.56922912597656,0.1693563610315323,-191.61245727539062,194.56922912597656,0.1693563610315323,1,2,4.845397122077064,False,False,2,-98.64643096923828,99.50492858886719,0.17109157145023346
96,0,2,2,-190.0,190.0,-191.58702087402344,194.5650634765625,0.16960233449935913,-191.58702087402344,194.5650634765625,0.16960233449935913,1,2,4.833056982866125,False,False,2,-98.65099334716797,99.4993667602539,0.17075838148593903
97,0,2,2,-190.0,190.0,-191.5618133544922,194.56076049804688,0.16996553540229797,-191.5618133544922,194.56076049804688,0.16996553540229797,1,2,4.820767291087065,False,False,2,-98.65569305419922,99.49394989013672,0.17064733803272247
98,0,2,2,-190.0,190.0,-191.5367889404297,194.55633544921875,0.1704341322183609,-191.5367889404297,194.55633544921875,0.1704341322183609,1,2,4.80852503094602,False,False,2,-98.66051483154297,99.48867797851562,0.17067715525627136
99,0,2,2,-190.0,190.0,-191.511962890625,194.5517578125,0.17093873023986816,-191.511962890625,194.5517578125,0.17093873023986816,1,2,4.796303885939869,False,False,2,-98.66546630859375,99.48355102539062,0.17083346843719482
100,0,2,2,-190.0,190.0,-191.48733520507812,194.54702758789062,0.1713581383228302,-191.48733520507812,194.54702758789062,0.1713581383228302,1,2,4.784101367791367,False,False,2,-98.67053985595703,99.47857666015625,0.17104452848434448
101,0,2,2,-190.0,190.0,-191.46287536621094,194.54212951660156,0.17164209485054016,-191.46287536621094,194.54212951660156,0.17164209485054016,1,2,4.771891122254355,False,False,2,-98.67572784423828,99.47374725341797,0.17130453884601593
102,0,2,2,-190.0,190.0,-191.43858337402344,194.5370635986328,0.17162777483463287,-191.43858337402344,194.5370635986328,0.17162777483463287,1,2,4.759671020360082,False,False,2,-98.68101501464844,99.46907806396484,0.1714906543493271
103,0,2,2,-190.0,190.0,-191.4144744873047,194.5318145751953,0.17134514451026917,-191.4144744873047,194.5318145751953,0.17134514451026917,1,2,4.747428927239304,False,False,2,-98.68641662597656,99.46456146240234,0.17155113816261292
104,0,2,2,-190.0,190.0,-191.39051818847656,194.52638244628906,0.17087994515895844,-191.39051818847656,194.52638244628906,0.17087994515895844,1,2,4.735153522596485,False,False,2,-98.69190216064453,99.46019744873047,0.17143936455249786
105,0,2,2,-190.0,190.0,-191.3667449951172,194.52076721191406,0.17036819458007812,-191.3667449951172,194.52076721191406,0.17036819458007812,1,2,4.722851687910084,False,False,2,-98.6974868774414,99.45598602294922,0.17128978669643402
106,0,2,2,-190.0,190.0,-191.34312438964844,194.51495361328125,0.16981473565101624,-191.34312438964844,194.51495361328125,0.16981473565101624,1,2,4.7104977715895275,False,False,2,-98.70315551757812,99.45194244384766,0.1711057871580124
107,0,2,2,-190.0,190.0,-191.3196563720703,194.50894165039062,0.16916516423225403,-191.3196563720703,194.50894165039062,0.16916516423225403,1,2,4.698089797670231,False,False,2,-98.70890045166016,99.44805145263672,0.17089039087295532
108,0,2,2,-190.0,190.0,-191.29635620117188,194.50271606445312,0.16854694485664368,-191.29635620117188,194.50271606445312,0.16854694485664368,1,2,4.685615365925911,False,False,2,-98.7147216796875,99.4443130493164,0.1706463247537613
109,0,2,2,-190.0,190.0,-191.27320861816406,194.4962921142578,0.168074831366539,-191.27320861816406,194.4962921142578,0.168074831366539,1,2,4.673082811389525,False,False,2,-98.72061157226562,99.44074249267578,0.17031724750995636
110,0,2,2,-190.0,190.0,-191.25022888183594,194.48965454101562,0.16785213351249695,-191.25022888183594,194.48965454101562,0.16785213351249695,1,2,4.660479605645643,False,False,2,-98.72657012939453,99.43732452392578,0.169911190867424
111,0,2,2,-190.0,190.0,-191.22740173339844,194.4827880859375,0.16785424947738647,-191.22740173339844,194.4827880859375,0.16785424947738647,1,2,4.647784852870525,False,False,2,-98.73258209228516,99.4340591430664,0.16949422657489777
112,0,2,2,-190.0,190.0,-191.20474243164062,194.4757080078125,0.16811788082122803,-191.20474243164062,194.4757080078125,0.16811788082122803,1,2,4.635015264030131,False,False,2,-98.7386474609375,99.43095397949219,0.1691257804632187
113,0,2,2,-190.0,190.0,-191.1822509765625,194.46841430664062,0.16867609322071075,-191.1822509765625,194.46841430664062,0.16867609322071075,1,2,4.622168732031924,False,False,2,-98.74475860595703,99.42800903320312,0.16874176263809204
114,0,2,2,-190.0,190.0,-191.159912109375,194.4608917236328,0.1694410741329193,-191.159912109375,194.4608917236328,0.1694410741329193,1,2,4.6092245629227575,False,False,2,-98.75091552734375,99.42521667480469,0.16828444600105286
115,0,2,2,-190.0,190.0,-191.1377410888672,194.453125,0.1703338772058487,-191.1377410888672,194.453125,0.1703338772058487,1,2,4.596169823986239,False,False,2,-98.75711059570312,99.42257690429688,0.1677607148885727
116,0,2,2,-190.0,190.0,-191.11575317382812,194.4451446533203,0.17110703885555267,-191.11575317382812,194.4451446533203,0.17110703885555267,1,2,4.5830356897857225,False,False,2,-98.76333618164062,99.42008972167969,0.1671767234802246
117,0,2,2,-190.0,190.0,-191.0939178466797,194.4369354248047,0.17159675061702728,-191.0939178466797,194.4369354248047,0.17159675061702728,1,2,4.569797831323731,False,False,2,-98.76959991455078,99.41775512695312,0.16647924482822418
118,0,2,2,-190.0,190.0,-191.072265625,194.42849731445312,0.17183196544647217,-191.072265625,194.42849731445312,0.17183196544647217,1,2,4.556461569537834,False,False,2,-98.77587890625,99.41556549072266,0.16591432690620422
119,0,2,2,-190.0,190.0,-191.05078125,194.41981506347656,0.17178001999855042,-191.05078125,194.41981506347656,0.17178001999855042,1,2,4.543006320784277,False,False,2,-98.78218078613281,99.41352844238281,0.16540946066379547
120,0,2,2,-190.0,190.0,-191.02947998046875,194.41090393066406,0.17147031426429749,-191.02947998046875,194.41090393066406,0.17147031426429749,1,2,4.529448367708104,False,False,2,-98.78850555419922,99.41162872314453,0.1649581640958786
